BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1 - RIJKSBIJDRAGEN;3.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.3 - COLLEGE-, CURSUS-, LES- EN EXAMENGELDEN;3.4 - BATEN IN OPDRACHT VAN DERDEN;3.5 - OVERIGE BATEN;4.1 - PERSONEELSLASTEN;4.2 - AFSCHRIJVINGEN;4.3 - HUISVESTINGSLASTEN;4.4 - OVERIGE LASTEN;5 - FINANCIËLE BATEN EN LASTEN;6 - BELASTINGEN;7 - RESULTAAT DEELNEMINGEN;9 - BUITENGEWOON RESULTAAT;HR-GEREALISSERDE HERWAARDERING;NETRES - NETTO RESULTAAT;RESNB - RESULTAAT NA BELASTINGEN;RESUL - RESULTAAT;SALDO - SALDO BATEN EN LASTEN;TOTB - TOTAAL BATEN;TOTL - TOTAAL LASTEN;TOTRES - TOTAAL RESULTAAT
28849;PO3;Stg Kath Ond Aalsmeer;2015;6.820.705;36.190;;;79.880;5.424.156;230.939;565.781;503.491;21.275;;;;;233.683;233.683;233.683;212.408;6.936.775;6.724.367;233.683
29056;PO3;Ver Stg Insth School;2011;4.900.542;178.012;;;221.550;4.255.860;144.155;192.812;799.286;70.621;;;;;-21.388;-21.388;-21.388;-92.009;5.300.104;5.392.113;-21.388
29056;PO3;Ver Stg Insth School;2012;5.044.058;128.836;;;209.207;4.192.248;150.620;194.591;724.284;53.526;;;;;173.884;173.884;173.884;120.358;5.382.101;5.261.743;173.884
29056;PO3;Ver Stg Insth School;2013;5.338.994;101.146;;;242.102;4.322.843;234.529;188.520;864.086;73.827;;;;;146.091;146.091;146.091;72.264;5.682.242;5.609.978;146.091
29056;PO3;Ver Stg Insth School;2014;5.235.522;139.498;;;299.420;4.590.883;205.153;243.208;690.778;65.870;;;;;10.288;10.288;10.288;-55.582;5.674.440;5.730.022;10.288
29056;PO3;Ver Stg Insth School;2015;5.502.594;142.353;;;193.679;4.665.667;193.369;248.093;634.582;52.973;;;;;149.888;149.888;149.888;96.915;5.838.626;5.741.711;149.888
29473;PO1;Ver tot Verstr v BSO;2011;979.205;;;;172.258;964.539;41.392;33.816;87.675;6.958;;;;;30.999;30.999;30.999;24.041;1.151.463;1.127.422;30.999
29473;PO1;Ver tot Verstr v BSO;2012;1.025.385;;;;159.777;992.977;41.447;31.846;98.684;6.422;;;;;26.630;26.630;26.630;20.208;1.185.162;1.164.954;26.630
29473;PO1;Ver tot Verstr v BSO;2013;1.062.644;;;;160.305;979.154;37.696;35.365;94.170;4.488;;;;;81.052;81.052;81.052;76.564;1.222.949;1.146.385;81.052
29473;PO1;Ver tot Verstr v BSO;2014;1.025.233;620;;;186.053;1.079.632;41.037;37.952;101.265;3.670;;;;;-44.310;-44.310;-44.310;-47.980;1.211.906;1.259.886;-44.310
29473;PO1;Ver tot Verstr v BSO;2015;1.196.930;;;;114.458;1.121.395;42.989;47.582;108.879;2.221;;;;;-7.236;-7.236;-7.236;-9.457;1.311.388;1.320.845;-7.236
29577;PO1;Ver Evang Broedergemeente;2011;1.424.962;12.899;;;82.249;1.228.277;31.352;108.515;127.240;14.804;;;;;39.530;39.530;39.530;24.726;1.520.110;1.495.384;39.530
29577;PO1;Ver Evang Broedergemeente;2012;1.439.635;13.210;;;88.032;1.332.871;28.770;122.192;158.641;15.535;;;;;-86.062;-86.062;-86.062;-101.597;1.540.877;1.642.474;-86.062
29577;PO1;Ver Evang Broedergemeente;2013;1.521.437;13.556;;;82.652;1.313.031;36.824;140.123;175.313;9.350;;;;;-38.296;-38.296;-38.296;-47.646;1.617.645;1.665.291;-38.296
29577;PO1;Ver Evang Broedergemeente;2014;1.483.779;14.104;;;164.098;1.273.585;48.722;126.823;189.090;6.326;;;;;30.087;30.087;30.087;23.761;1.661.981;1.638.220;30.087
29577;PO1;Ver Evang Broedergemeente;2015;1.625.275;30.086;;;109.045;1.329.135;52.766;169.644;193.100;5.676;;;;;25.437;25.437;25.437;19.761;1.764.406;1.744.645;25.437
29771;PO1;Ver Stg Insth Sch md Byb;2011;492.838;528;;;45.399;440.869;11.844;64.097;69.076;7.952;;;;;-39.169;-39.169;-39.169;-47.121;538.765;585.886;-39.169
29771;PO1;Ver Stg Insth Sch md Byb;2012;465.505;;;;38.253;386.345;9.940;53.097;60.997;9.990;;;;;3.369;3.369;3.369;-6.621;503.758;510.379;3.369
29771;PO1;Ver Stg Insth Sch md Byb;2013;481.364;;;;22.741;349.533;13.611;58.325;75.505;6.271;;;;;13.402;13.402;13.402;7.131;504.105;496.974;13.402
29771;PO1;Ver Stg Insth Sch md Byb;2014;512.049;389;;;60.544;425.910;15.720;50.900;68.396;8.239;;;;;20.295;20.295;20.295;12.056;572.982;560.926;20.295
29771;PO1;Ver Stg Insth Sch md Byb;2015;543.506;942;;;90.740;466.087;18.154;74.229;79.793;8.124;;;;;5.049;5.049;5.049;-3.075;635.188;638.263;5.049
29785;PO3;Stg Kath Onderwijs Hulst;2011;3.184.614;26.712;;;107.420;2.706.895;93.278;159.704;267.110;70.833;;;;;162.592;162.592;162.592;91.759;3.318.746;3.226.987;162.592
29785;PO3;Stg Kath Onderwijs Hulst;2012;3.144.111;17.321;;;101.341;2.767.350;95.054;174.440;267.283;42.315;;;;;961;961;961;-41.354;3.262.773;3.304.127;961
29785;PO3;Stg Kath Onderwijs Hulst;2013;3.168.839;17.893;;;154.754;2.739.787;88.418;129.654;287.326;34.044;;;;;130.345;130.345;130.345;96.301;3.341.486;3.245.185;130.345
29785;PO3;Stg Kath Onderwijs Hulst;2014;2.917.680;16.036;;;83.066;2.458.132;94.043;122.832;257.873;22.617;;;;;106.519;106.519;106.519;83.902;3.016.782;2.932.880;106.519
29785;PO3;Stg Kath Onderwijs Hulst;2015;2.908.600;21.661;;;50.619;2.409.029;94.763;133.609;241.147;22.698;;;;;125.030;125.030;125.030;102.332;2.980.880;2.878.548;125.030
29810;PO6;Stichting Conexus;2011;41.351.728;5.768.224;;;3.752.677;41.271.349;1.711.037;4.350.603;3.077.756;-413.978;;;;;47.906;47.906;47.906;461.884;50.872.629;50.410.745;47.906
29810;PO6;Stichting Conexus;2012;41.939.679;5.683.979;;;3.859.430;40.538.464;1.774.759;4.383.285;3.573.664;-417.846;;;;;795.070;795.070;795.070;1.212.916;51.483.088;50.270.172;795.070
29810;PO6;Stichting Conexus;2013;43.261.033;5.317.761;;;3.779.393;39.621.826;1.803.789;4.862.497;3.793.403;-582.918;;;;;1.693.754;1.693.754;1.693.754;2.276.672;52.358.187;50.081.515;1.693.754
29810;PO6;Stichting Conexus;2014;42.437.893;5.675.301;;;3.249.383;40.183.193;1.875.638;4.635.284;4.796.841;-633.464;;;;;-761.843;-761.843;-761.843;-128.379;51.362.577;51.490.956;-761.843
29810;PO6;Stichting Conexus;2015;44.056.076;5.236.592;;;2.587.069;41.328.516;1.949.277;4.710.510;3.797.071;-708.762;;;;;-614.399;-614.399;-614.399;94.363;51.879.737;51.785.374;-614.399
29823;PO1;Ver Verst Ond Geref Grnd;2011;1.240.105;376;;;53.337;1.075.937;30.230;42.679;131.836;11.554;;;;;24.690;24.690;24.690;13.136;1.293.818;1.280.682;24.690
29823;PO1;Ver Verst Ond Geref Grnd;2012;1.244.522;670;;;55.438;1.053.084;38.775;48.355;122.818;10.849;;;;;48.447;48.447;48.447;37.598;1.300.630;1.263.032;48.447
29823;PO1;Ver Verst Ond Geref Grnd;2013;1.291.246;;;;49.610;1.024.623;36.332;50.187;111.757;7.869;;;;;125.826;125.826;125.826;117.957;1.340.856;1.222.899;125.826
29823;PO1;Ver Verst Ond Geref Grnd;2014;1.238.586;638;;;59.029;1.035.156;38.243;50.948;115.789;6.517;;;;;64.634;64.634;64.634;58.117;1.298.253;1.240.136;64.634
29823;PO1;Ver Verst Ond Geref Grnd;2015;1.364.346;;;;36.786;1.163.890;38.213;64.419;119.921;4.851;;;;;19.540;19.540;19.540;14.689;1.401.132;1.386.443;19.540
29863;PO1;Stg RK Scholen Diemen;2011;914.354;45.384;;;40.195;865.758;27.549;77.261;93.762;3.207;;;;;-61.190;-61.190;-61.190;-64.397;999.933;1.064.330;-61.190
29863;PO1;Stg RK Scholen Diemen;2012;960.936;36.670;;;73.414;912.030;24.656;64.041;94.400;2.735;;;;;-21.372;-21.372;-21.372;-24.107;1.071.020;1.095.127;-21.372
29863;PO1;Stg RK Scholen Diemen;2013;1.021.566;44.952;;;72.971;850.574;20.784;74.692;104.152;1.877;;;;;91.164;91.164;91.164;89.287;1.139.489;1.050.202;91.164
29863;PO1;Stg RK Scholen Diemen;2014;1.016.800;35.998;;;82.361;877.271;26.214;84.646;149.363;967;;;;;-1.368;-1.368;-1.368;-2.335;1.135.159;1.137.494;-1.368
29863;PO1;Stg RK Scholen Diemen;2015;1.087.210;36.853;;;55.020;866.739;31.458;106.376;173.337;18;;;;;1.191;1.191;1.191;1.173;1.179.083;1.177.910;1.191
30010;PO5;Stichting PCBO Amersfoort eo;2011;15.567.932;248.152;;;842.342;13.361.202;510.593;1.386.151;1.497.158;115.736;;;;;19.058;19.058;19.058;-96.678;16.658.426;16.755.104;19.058
30010;PO5;Stichting PCBO Amersfoort eo;2012;15.785.878;253.614;;;827.908;13.544.183;391.912;1.536.379;1.745.779;117.042;;;;;-233.811;-233.811;-233.811;-350.853;16.867.400;17.218.253;-233.811
30010;PO5;Stichting PCBO Amersfoort eo;2013;16.318.582;175.749;;;891.089;14.255.977;471.345;1.303.223;1.203.261;78.185;;;;;229.799;229.799;229.799;151.614;17.385.420;17.233.806;229.799
30010;PO5;Stichting PCBO Amersfoort eo;2014;15.939.945;154.253;;;858.274;14.486.136;383.108;1.431.683;1.238.236;66.046;;;;;-520.645;-520.645;-520.645;-586.691;16.952.472;17.539.163;-520.645
30010;PO5;Stichting PCBO Amersfoort eo;2015;17.246.259;185.128;;;514.716;14.298.235;386.167;1.764.175;1.163.478;52.243;;;;;386.291;386.291;386.291;334.048;17.946.103;17.612.055;386.291
30013;PO2;Stg Scholen van het Rozenkruis;2011;894.180;;;;32.871;781.411;26.677;68.399;117.126;1.270;;;;;-65.292;-65.292;-65.292;-66.562;927.051;993.613;-65.292
30013;PO2;Stg Scholen van het Rozenkruis;2012;972.135;27.417;;;39.149;815.231;22.648;68.551;116.685;2.250;;;;;17.836;17.836;17.836;15.586;1.038.701;1.023.115;17.836
30013;PO2;Stg Scholen van het Rozenkruis;2013;1.008.827;9.549;;;33.786;883.973;15.455;74.139;114.256;2.784;;;;;-32.877;-32.877;-32.877;-35.661;1.052.162;1.087.823;-32.877
30013;PO2;Stg Scholen van het Rozenkruis;2014;959.912;4.094;;;55.587;813.585;16.268;69.290;102.981;-542;;;;;16.927;16.927;16.927;17.469;1.019.593;1.002.124;16.927
30013;PO2;Stg Scholen van het Rozenkruis;2015;988.601;3.886;;;44.671;832.046;16.506;73.198;122.024;-222;;;;;-6.838;-6.838;-6.838;-6.616;1.037.158;1.043.774;-6.838
30015;PO1;Ver Oecumenisch Ond;2011;1.172.161;8.898;;;40.648;980.505;36.120;71.909;127.262;7.688;;;;;13.599;13.599;13.599;5.911;1.221.707;1.215.796;13.599
30015;PO1;Ver Oecumenisch Ond;2012;1.170.168;7.444;;;34.084;947.836;36.815;59.232;107.191;10.396;;;;;71.018;71.018;71.018;60.622;1.211.696;1.151.074;71.018
30015;PO1;Ver Oecumenisch Ond;2013;1.174.608;8.070;;;34.628;996.959;41.000;84.405;103.877;15.733;;;;;6.798;6.798;6.798;-8.935;1.217.306;1.226.241;6.798
30015;PO1;Ver Oecumenisch Ond;2014;1.088.788;247;;;21.476;993.996;42.657;68.581;102.743;7.285;;;;;-90.181;-90.181;-90.181;-97.466;1.110.511;1.207.977;-90.181
30015;PO1;Ver Oecumenisch Ond;2015;1.046.693;;;;15.553;927.214;48.653;75.196;114.798;3.352;;;;;-100.263;-100.263;-100.263;-103.615;1.062.246;1.165.861;-100.263
30027;PO1;Stg De Vrye School;2011;1.627.859;61.795;;;477.733;1.666.822;40.952;139.035;241.924;3.459;;;;;82.113;82.113;82.113;78.654;2.167.387;2.088.733;82.113
30027;PO1;Stg De Vrye School;2012;1.622.597;129.489;;;511.856;1.819.448;50.156;104.342;257.050;6.021;;;;;38.967;38.967;38.967;32.946;2.263.942;2.230.996;38.967
30027;PO1;Stg De Vrye School;2013;1.730.694;169.026;;;593.793;1.894.803;54.740;94.826;338.502;2.202;;;;;112.844;112.844;112.844;110.642;2.493.513;2.382.871;112.844
30027;PO1;Stg De Vrye School;2014;1.828.109;107.201;;;542.291;2.020.559;46.040;108.244;308.586;644;;;;;-5.184;-5.184;-5.184;-5.828;2.477.601;2.483.429;-5.184
30027;PO1;Stg De Vrye School;2015;2.096.223;98.927;;;543.839;2.162.113;60.805;159.338;117.289;-4.935;;;;;234.509;234.509;234.509;239.444;2.738.989;2.499.545;234.509
30044;PO1;Stg Sch Best St Jozef;2011;1.152.567;31.520;;;46.978;1.049.991;31.500;60.287;89.351;7.634;;;;;7.570;7.570;7.570;-64;1.231.065;1.231.129;7.570
30044;PO1;Stg Sch Best St Jozef;2012;1.158.306;26.376;;;73.877;1.068.988;30.464;77.338;89.745;5.997;;;;;-1.979;-1.979;-1.979;-7.976;1.258.559;1.266.535;-1.979
30044;PO1;Stg Sch Best St Jozef;2013;1.199.446;23.150;;;73.941;1.054.870;42.947;72.533;83.244;3.503;;;;;46.446;46.446;46.446;42.943;1.296.537;1.253.594;46.446
30044;PO1;Stg Sch Best St Jozef;2014;1.121.031;22.385;;;94.711;1.038.670;41.194;102.682;91.768;2.951;;;;;-33.236;-33.236;-33.236;-36.187;1.238.127;1.274.314;-33.236
30044;PO1;Stg Sch Best St Jozef;2015;1.173.755;22.150;;;55.497;1.039.949;43.945;95.007;84.919;1.364;;;;;-11.054;-11.054;-11.054;-12.418;1.251.402;1.263.820;-11.054
30051;PO1;PC BSO Bakkeveen;2011;749.712;9.756;;;250.010;855.155;25.878;42.745;114.378;6.355;;;;;-22.323;-22.323;-22.323;-28.678;1.009.478;1.038.156;-22.323
30051;PO1;PC BSO Bakkeveen;2012;737.933;18.677;;;52.682;727.291;27.466;46.394;114.529;5.298;;;;;-101.090;-101.090;-101.090;-106.388;809.292;915.680;-101.090
30051;PO1;PC BSO Bakkeveen;2013;775.591;53.648;;;34.358;606.433;25.732;48.205;93.998;3.416;;;;;92.645;92.645;92.645;89.229;863.597;774.368;92.645
30051;PO1;PC BSO Bakkeveen;2014;541.955;6.553;;;16.976;418.491;13.043;27.939;48.221;2.096;;;;;59.886;59.886;59.886;57.790;565.484;507.694;59.886
30051;PO1;PC BSO Bakkeveen;2015;638.008;2.362;;;3.499;520.415;16.119;51.899;65.335;2.913;;;;;-6.986;-6.986;-6.986;-9.899;643.869;653.768;-6.986
30090;PO1;Jenaplan Ond Uithoorn;2011;1.280.294;;;;77.821;1.201.959;28.305;58.876;153.138;3.578;;;;;-80.585;-80.585;-80.585;-84.163;1.358.115;1.442.278;-80.585
30090;PO1;Jenaplan Ond Uithoorn;2012;1.247.072;6.078;;;78.275;1.130.497;24.271;69.220;156.737;2.614;;;;;-46.686;-46.686;-46.686;-49.300;1.331.425;1.380.725;-46.686
30090;PO1;Jenaplan Ond Uithoorn;2013;1.307.999;;;;82.653;1.070.767;21.467;66.525;143.539;1.370;;;;;89.724;89.724;89.724;88.354;1.390.652;1.302.298;89.724
30090;PO1;Jenaplan Ond Uithoorn;2014;1.257.534;37.182;;;70.591;1.053.830;21.621;63.558;169.551;1.786;;;;;58.533;58.533;58.533;56.747;1.365.307;1.308.560;58.533
30090;PO1;Jenaplan Ond Uithoorn;2015;1.384.318;;;;81.738;1.139.799;32.331;71.003;179.205;1.250;;;;;44.968;44.968;44.968;43.718;1.466.056;1.422.338;44.968
30117;SBO;Spec Ond;2011;3.491.879;15.878;;;596.715;3.701.622;88.285;172.036;310.644;49.654;;;;;-118.461;-118.461;-118.461;-168.115;4.104.472;4.272.587;-118.461
30117;SBO;Spec Ond;2012;5.066.363;14.699;;;474.440;5.020.865;91.421;334.617;460.090;59.698;;;;;-291.793;-291.793;-291.793;-351.491;5.555.502;5.906.993;-291.793
30117;SBO;Spec Ond;2013;5.334.222;13.508;;;435.334;5.126.593;92.777;210.423;481.046;39.188;;;;;-88.587;-88.587;-88.587;-127.775;5.783.064;5.910.839;-88.587
30117;SBO;Spec Ond;2014;5.549.366;20.163;;;386.434;5.218.706;93.250;225.118;493.072;37.836;;;;;-36.347;-36.347;-36.347;-74.183;5.955.963;6.030.146;-36.347
30117;SBO;Spec Ond;2015;5.909.070;17.963;;;217.438;5.293.309;89.664;186.060;515.099;12.259;;;;;72.598;72.598;72.598;60.339;6.144.471;6.084.132;72.598
30124;PO1;Montessori Ver Tholen;2011;600.494;1.789;;;21.036;434.409;18.747;40.433;91.538;967;;;;;39.159;39.159;39.159;38.192;623.319;585.127;39.159
30124;PO1;Montessori Ver Tholen;2012;576.849;1.789;;;23.813;459.261;18.739;35.723;69.502;827;;;;;20.053;20.053;20.053;19.226;602.451;583.225;20.053
30124;PO1;Montessori Ver Tholen;2013;565.946;1.789;;;23.558;435.563;17.590;32.389;69.384;503;;;;;36.870;36.870;36.870;36.367;591.293;554.926;36.870
30124;PO1;Montessori Ver Tholen;2014;511.268;1.114;;;24.076;451.774;12.274;31.166;69.932;364;;;;;-28.324;-28.324;-28.324;-28.688;536.458;565.146;-28.324
30124;PO1;Montessori Ver Tholen;2015;487.400;632;;;4.715;381.403;11.531;32.910;68.151;553;;;;;-695;-695;-695;-1.248;492.747;493.995;-695
30128;PO1;Ver T H Verstr v BSO;2011;1.074.693;4.362;;;41.210;999.813;28.279;50.019;139.210;3.786;;;;;-93.270;-93.270;-93.270;-97.056;1.120.265;1.217.321;-93.270
30128;PO1;Ver T H Verstr v BSO;2012;1.114.542;2.839;;;84.014;972.397;34.227;60.742;111.162;1.032;;;;;23.899;23.899;23.899;22.867;1.201.395;1.178.528;23.899
30128;PO1;Ver T H Verstr v BSO;2013;1.171.720;;;;48.873;931.934;38.518;63.146;123.212;3.323;;;;;67.106;67.106;67.106;63.783;1.220.593;1.156.810;67.106
30128;PO1;Ver T H Verstr v BSO;2014;1.104.430;;;;57.149;980.101;44.676;57.451;123.468;3.696;;;;;-40.421;-40.421;-40.421;-44.117;1.161.579;1.205.696;-40.421
30128;PO1;Ver T H Verstr v BSO;2015;1.135.711;;;;45.886;928.330;44.147;57.624;138.505;1.146;;;;;14.137;14.137;14.137;12.991;1.181.597;1.168.606;14.137
30133;PO3;Ver voor Chr BSO;2011;3.459.615;94.096;;;189.627;2.942.149;119.794;182.394;463.577;42.705;;;;;78.129;78.129;78.129;35.424;3.743.338;3.707.914;78.129
30133;PO3;Ver voor Chr BSO;2012;3.584.400;11.306;;;196.730;3.015.922;116.438;159.680;396.253;55.867;;;;;160.010;160.010;160.010;104.143;3.792.436;3.688.293;160.010
30133;PO3;Ver voor Chr BSO;2013;3.801.795;13.285;;;178.002;2.973.447;134.437;169.630;394.987;43.126;;;;;363.707;363.707;363.707;320.581;3.993.082;3.672.501;363.707
30133;PO3;Ver voor Chr BSO;2014;3.734.852;16.684;;;267.943;3.015.615;137.327;267.395;439.231;36.434;;;;;196.345;196.345;196.345;159.911;4.019.479;3.859.568;196.345
30133;PO3;Ver voor Chr BSO;2015;4.050.936;11.762;;;193.723;3.210.718;265.540;256.287;396.736;32.000;;;;;159.140;159.140;159.140;127.140;4.256.421;4.129.281;159.140
30145;PO1;Stg tot Verstr Geref Ond;2011;441.084;;;;75.331;423.435;17.279;38.782;59.198;1.927;;;;;-20.352;-20.352;-20.352;-22.279;516.415;538.694;-20.352
30145;PO1;Stg tot Verstr Geref Ond;2012;453.607;;;;38.673;416.741;14.948;22.604;63.706;4.279;;;;;-21.440;-21.440;-21.440;-25.719;492.280;517.999;-21.440
30145;PO1;Stg tot Verstr Geref Ond;2013;485.031;;;;32.192;429.147;15.756;19.451;53.447;4.365;;;;;3.787;3.787;3.787;-578;517.223;517.801;3.787
30145;PO1;Stg tot Verstr Geref Ond;2014;500.116;;;;32.628;444.102;15.798;11.709;51.342;5.076;;;;;14.869;14.869;14.869;9.793;532.744;522.951;14.869
30145;PO1;Stg tot Verstr Geref Ond;2015;570.081;;;;15.811;466.343;23.856;24.502;56.813;1.289;;;;;15.667;15.667;15.667;14.378;585.892;571.514;15.667
30185;SBO;Stg v SO Reform Grondsl;2011;3.814.284;116;;;977.930;4.238.301;96.778;208.291;390.662;10.158;;;;;-131.544;-131.544;-131.544;-141.702;4.792.330;4.934.032;-131.544
30185;SBO;Stg v SO Reform Grondsl;2012;4.106.673;65.646;;;1.041.191;4.206.316;86.100;226.133;366.292;8.677;;;;;337.346;337.346;337.346;328.669;5.213.510;4.884.841;337.346
30185;SBO;Stg v SO Reform Grondsl;2013;4.556.362;6.404;;;1.043.558;4.294.353;91.658;235.118;362.556;12.480;;;;;635.119;635.119;635.119;622.639;5.606.324;4.983.685;635.119
30185;SBO;Stg v SO Reform Grondsl;2014;4.991.397;6.606;;;605.049;4.524.688;104.544;261.322;375.483;15.063;;;;;352.078;352.078;352.078;337.015;5.603.052;5.266.037;352.078
30185;SBO;Stg v SO Reform Grondsl;2015;5.907.584;13.118;;;201.177;5.062.641;122.623;339.763;392.483;12.875;;;;;217.244;217.244;217.244;204.369;6.121.879;5.917.510;217.244
30198;REC;Stichting Maashorst;2011;2.042.198;2.145;;;3.777;1.785.094;53.401;26.500;172.776;8.321;;;;;18.670;18.670;18.670;10.349;2.048.120;2.037.771;18.670
30198;REC;Stichting Maashorst;2012;2.066.165;4.010;;;4.146;1.750.396;68.050;63.935;193.528;9.337;;;;;7.749;7.749;7.749;-1.588;2.074.321;2.075.909;7.749
30198;REC;Stichting Maashorst;2013;2.119.414;2.352;;;4.568;1.710.392;50.301;107.539;237.975;7.433;;;;;27.560;27.560;27.560;20.127;2.126.334;2.106.207;27.560
30198;REC;Stichting Maashorst;2014;2.064.514;4.172;;;12.322;1.697.917;50.053;87.208;181.862;4.678;;;;;68.646;68.646;68.646;63.968;2.081.008;2.017.040;68.646
30198;REC;Stichting Maashorst;2015;2.154.942;3.966;;;9.376;1.661.233;46.125;170.570;161.096;3.413;;;;;132.673;132.673;132.673;129.260;2.168.284;2.039.024;132.673
30235;PO1;Stg PC Ond Boxmeer;2011;1.440.175;4.911;;;138.398;1.282.170;30.100;121.018;147.014;19.763;;;;;22.945;22.945;22.945;3.182;1.583.484;1.580.302;22.945
30235;PO1;Stg PC Ond Boxmeer;2012;1.416.016;8.840;;;143.274;1.290.625;29.504;116.384;136.315;20.441;;;;;15.743;15.743;15.743;-4.698;1.568.130;1.572.828;15.743
30235;PO1;Stg PC Ond Boxmeer;2013;1.403.548;;;;145.249;1.280.274;29.935;122.665;126.362;14.077;;;;;3.638;3.638;3.638;-10.439;1.548.797;1.559.236;3.638
30235;PO1;Stg PC Ond Boxmeer;2014;1.411.735;;;;146.748;1.371.361;31.974;126.802;135.884;11.616;;;;;-95.922;-95.922;-95.922;-107.538;1.558.483;1.666.021;-95.922
30235;PO1;Stg PC Ond Boxmeer;2015;1.576.994;2.949;;;103.228;1.396.094;26.746;111.775;148.858;8.711;;;;;8.409;8.409;8.409;-302;1.683.171;1.683.473;8.409
30240;PO5;QliQ Primair Onderwijs;2011;20.029.641;683.619;;;649.296;18.016.707;383.180;1.278.242;2.005.899;225.240;;;;;-96.232;-96.232;-96.232;-321.472;21.362.556;21.684.028;-96.232
30240;PO5;QliQ Primair Onderwijs;2012;20.129.691;429.147;;;570.813;17.623.306;387.002;1.563.689;2.043.645;226.431;;;;;-261.560;-261.560;-261.560;-487.991;21.129.651;21.617.642;-261.560
30240;PO5;QliQ Primair Onderwijs;2013;20.769.362;469.685;;;589.304;17.608.012;393.410;1.550.858;1.943.919;191.997;;;;;524.149;524.149;524.149;332.152;21.828.351;21.496.199;524.149
30240;PO5;QliQ Primair Onderwijs;2014;19.951.349;642.242;;;660.705;17.749.871;495.656;1.439.752;2.033.984;129.774;;;;;-335.193;-335.193;-335.193;-464.967;21.254.296;21.719.263;-335.193
30240;PO5;QliQ Primair Onderwijs;2015;21.125.367;759.948;;;608.298;17.880.284;448.256;2.224.467;2.025.033;36.838;;;;;-47.589;-47.589;-47.589;-84.427;22.493.613;22.578.040;-47.589
30263;PO1;Ond op GG Uitg GG in Ned;2011;548.270;15.677;;;29.329;478.942;17.569;30.803;65.242;2.995;;;;;3.715;3.715;3.715;720;593.276;592.556;3.715
30263;PO1;Ond op GG Uitg GG in Ned;2012;579.452;3.419;;;47.986;511.448;22.963;23.454;81.693;1.262;;;;;-7.439;-7.439;-7.439;-8.701;630.857;639.558;-7.439
30263;PO1;Ond op GG Uitg GG in Ned;2013;619.679;4.971;;;44.714;504.839;26.242;24.364;72.726;1.392;;;;;42.585;42.585;42.585;41.193;669.364;628.171;42.585
30263;PO1;Ond op GG Uitg GG in Ned;2014;625.818;9.750;;;46.103;529.190;27.714;23.870;70.707;1.122;;;;;31.312;31.312;31.312;30.190;681.671;651.481;31.312
30263;PO1;Ond op GG Uitg GG in Ned;2015;684.727;10.824;;;14.767;554.874;28.270;23.859;73.863;904;;;;;30.356;30.356;30.356;29.452;710.318;680.866;30.356
30320;PO1;Stg Buitenv Montessori;2011;883.122;138.003;;;206.848;971.459;21.343;127.189;139.925;331;;;;;-31.612;-31.612;-31.612;-31.943;1.227.973;1.259.916;-31.612
30320;PO1;Stg Buitenv Montessori;2012;895.652;91.720;;;206.118;904.888;23.589;101.027;160.961;1.203;;;;;4.228;4.228;4.228;3.025;1.193.490;1.190.465;4.228
30320;PO1;Stg Buitenv Montessori;2013;951.634;55.096;;;203.380;912.990;25.146;114.243;136.526;395;;;;;21.600;21.600;21.600;21.205;1.210.110;1.188.905;21.600
30320;PO1;Stg Buitenv Montessori;2014;959.892;45.769;;;170.418;924.816;25.026;94.547;145.821;309;;;;;-13.822;-13.822;-13.822;-14.131;1.176.079;1.190.210;-13.822
30320;PO1;Stg Buitenv Montessori;2015;1.062.133;48.417;;;161.333;937.918;22.500;106.657;136.603;50;;;;;68.255;68.255;68.255;68.205;1.271.883;1.203.678;68.255
30330;PO1;PC BO Morra Lioessens;2011;400.109;8.189;;;16.942;300.086;12.054;21.445;54.409;3.267;;;;;40.513;40.513;40.513;37.246;425.240;387.994;40.513
30330;PO1;PC BO Morra Lioessens;2012;387.868;8.647;;;17.698;309.588;8.537;-1.227;57.553;5.237;;;;;44.999;44.999;44.999;39.762;414.213;374.451;44.999
30330;PO1;PC BO Morra Lioessens;2013;400.909;612;;;35.785;341.115;11.388;20.356;59.794;6.274;;;;;10.927;10.927;10.927;4.653;437.306;432.653;10.927
30330;PO1;PC BO Morra Lioessens;2014;415.357;371;;;13.586;325.912;8.615;19.693;157.903;11.113;;;;;-71.696;-71.696;-71.696;-82.809;429.314;512.123;-71.696
30330;PO1;PC BO Morra Lioessens;2015;456.281;;;;4.668;350.399;8.370;20.906;56.223;7.841;;;;;32.892;32.892;32.892;25.051;460.949;435.898;32.892
30357;PO2;Stg Kath Ond Zeewolde;2011;2.697.825;66.435;;;7.319;2.197.218;63.753;183.968;243.281;7.700;;;;;91.059;91.059;91.059;83.359;2.771.579;2.688.220;91.059
30357;PO2;Stg Kath Ond Zeewolde;2012;2.565.074;35.250;;;15.099;2.267.518;66.805;164.778;211.473;7.586;;;;;-87.565;-87.565;-87.565;-95.151;2.615.423;2.710.574;-87.565
30357;PO2;Stg Kath Ond Zeewolde;2013;2.553.543;48.415;;;46.082;2.139.741;40.125;154.865;178.143;5.239;;;;;140.405;140.405;140.405;135.166;2.648.040;2.512.874;140.405
