BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1 - RIJKSBIJDRAGEN;3.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.3 - COLLEGE-, CURSUS-, LES- EN EXAMENGELDEN;3.4 - BATEN IN OPDRACHT VAN DERDEN;3.5 - OVERIGE BATEN;4.1 - PERSONEELSLASTEN;4.2 - AFSCHRIJVINGEN;4.3 - HUISVESTINGSLASTEN;4.4 - OVERIGE LASTEN;5 - FINANCIËLE BATEN EN LASTEN;6 - BELASTINGEN;7 - RESULTAAT DEELNEMINGEN;9 - BUITENGEWOON RESULTAAT;HR-GEREALISSERDE HERWAARDERING;NETRES - NETTO RESULTAAT;RESNB - RESULTAAT NA BELASTINGEN;RESUL - RESULTAAT;SALDO - SALDO BATEN EN LASTEN;TOTB - TOTAAL BATEN;TOTL - TOTAAL LASTEN;TOTRES - TOTAAL RESULTAAT
10249;PO6;Gem Emmen Sec L & Z Ondw;2011;28.764.036;3.182.128;;;308.489;25.116.733;630.249;2.965.467;3.931.647;271.159;;;;;-118.284;-118.284;-118.284;-389.443;32.254.653;32.644.096;-118.284
10249;PO6;Gem Emmen Sec L & Z Ondw;2012;28.414.480;2.820.047;;;239.338;24.287.344;592.906;1.942.022;4.067.894;258.706;;;;;842.405;842.405;842.405;583.699;31.473.865;30.890.166;842.405
10249;PO6;Gem Emmen Sec L & Z Ondw;2013;29.493.169;2.431.793;;;242.019;24.510.527;639.300;2.040.324;4.138.773;281.173;;;;;1.119.230;1.119.230;1.119.230;838.057;32.166.981;31.328.924;1.119.230
10249;PO6;Gem Emmen Sec L & Z Ondw;2014;29.377.008;1.791.508;;;232.833;25.898.900;1.008.098;2.424.324;3.921.804;306.074;;;;;-1.545.703;-1.545.703;-1.545.703;-1.851.777;31.401.349;33.253.126;-1.545.703
10249;PO6;Gem Emmen Sec L & Z Ondw;2015;30.525.235;2.138.374;;;269.791;26.398.464;628.883;3.131.820;3.610.514;243.441;;;;;-592.840;-592.840;-592.840;-836.281;32.933.400;33.769.681;-592.840
10426;PO5;Gem Hoogez Sap Afd POI;2011;11.579.420;794.369;;;994.657;11.406.297;322.968;846.900;1.183.458;;;;;;-391.177;-391.177;-391.177;-391.177;13.368.446;13.759.623;-391.177
10426;PO5;Gem Hoogez Sap Afd POI;2012;11.685.037;610.021;;;1.010.811;11.302.899;322.511;747.245;1.153.760;;;;;;-220.546;-220.546;-220.546;-220.546;13.305.869;13.526.415;-220.546
10426;PO5;Gem Hoogez Sap Afd POI;2013;11.738.213;667.084;;;910.498;11.007.377;254.312;759.873;1.135.468;;;;;;158.765;158.765;158.765;158.765;13.315.795;13.157.030;158.765
10426;PO5;Gem Hoogez Sap Afd POI;2014;11.436.761;1.132.284;;;317.216;10.701.930;256.313;823.206;1.143.647;;;;;;-38.835;-38.835;-38.835;-38.835;12.886.261;12.925.096;-38.835
10426;PO5;Gem Hoogez Sap Afd POI;2015;11.390.293;2.344.434;;;367.624;11.329.980;259.146;839.056;1.434.265;;;;;;239.904;239.904;239.904;239.904;14.102.351;13.862.447;239.904
10925;PO4;Gem Vlagtwedde;2011;3.604.047;753.152;;;146.994;3.692.704;80.739;-3.465;510.979;595;;;;;223.831;223.831;223.831;223.236;4.504.193;4.280.957;223.831
10925;PO4;Gem Vlagtwedde;2012;3.711.698;1.020.208;;;178.386;3.809.307;70.694;210.799;472.130;-16.813;;;;;330.549;330.549;330.549;347.362;4.910.292;4.562.930;330.549
10925;PO4;Gem Vlagtwedde;2013;3.838.400;552.876;;;125.690;3.803.641;80.841;226.292;511.555;194;;;;;-105.169;-105.169;-105.169;-105.363;4.516.966;4.622.329;-105.169
10925;PO4;Gem Vlagtwedde;2014;4.063.951;170.652;;;724.096;4.052.866;78.860;219.098;491.847;-3.903;;;;;112.125;112.125;112.125;116.028;4.958.699;4.842.671;112.125
10925;PO4;Gem Vlagtwedde;2015;4.428.172;111.974;;;712.856;4.414.075;78.234;168.757;467.484;-330;;;;;124.122;124.122;124.122;124.452;5.253.002;5.128.550;124.122
11711;PO5;Gem Noordenveld;2011;11.410.995;1.004.179;;;179.703;10.731.891;306.617;738.899;985.767;103.535;;;;;-64.762;-64.762;-64.762;-168.297;12.594.877;12.763.174;-64.762
11711;PO5;Gem Noordenveld;2012;11.572.387;851.665;;;200.259;10.539.471;326.527;781.239;987.509;107.234;;;;;96.799;96.799;96.799;-10.435;12.624.311;12.634.746;96.799
11711;PO5;Gem Noordenveld;2013;11.896.314;904.582;;;213.506;10.729.843;350.118;709.819;918.004;60.507;;;;;367.125;367.125;367.125;306.618;13.014.402;12.707.784;367.125
11711;PO5;Gem Noordenveld;2014;11.241.024;83.721;;;872.846;10.562.690;322.774;888.308;962.185;61.824;;;;;-476.542;-476.542;-476.542;-538.366;12.197.591;12.735.957;-476.542
11711;PO5;Gem Noordenveld;2015;11.953.635;261.697;;;204.625;10.593.359;325.385;689.342;952.199;62.649;;;;;-77.679;-77.679;-77.679;-140.328;12.419.957;12.560.285;-77.679
11764;PO1;Gemeente Eijsden;2011;360.843;;;;10.260;306.881;876;18.289;38.187;1.512;;;;;8.382;8.382;8.382;6.870;371.103;364.233;8.382
11764;PO1;Gemeente Eijsden;2012;374.747;;;;12.042;311.597;876;19.273;50.592;302;;;;;4.753;4.753;4.753;4.451;386.789;382.338;4.753
11764;PO1;Gemeente Eijsden;2013;406.900;;;;6.021;332.393;1.183;16.615;57.342;-51;;;;;5.337;5.337;5.337;5.388;412.921;407.533;5.337
11764;PO1;Gemeente Eijsden;2014;421.551;;;;8.863;342.202;3.101;23.828;50.554;-50;;;;;10.679;10.679;10.679;10.729;430.414;419.685;10.679
11764;PO1;Gemeente Eijsden;2015;465.401;14.018;;;8.381;365.535;3.087;34.681;57.279;-61;;;;;27.157;27.157;27.157;27.218;487.800;460.582;27.157
13308;PO1;Bestcom Gieterveen;2011;584.625;7.170;;;19.355;479.847;15.018;25.247;57.710;1.477;;;;;34.805;34.805;34.805;33.328;611.150;577.822;34.805
13308;PO1;Bestcom Gieterveen;2012;597.223;10.931;;;11.843;500.765;16.629;23.472;62.818;1.545;;;;;17.858;17.858;17.858;16.313;619.997;603.684;17.858
13308;PO1;Bestcom Gieterveen;2013;604.369;;;;14.922;488.274;19.201;25.402;57.948;1.017;;;;;29.483;29.483;29.483;28.466;619.291;590.825;29.483
13308;PO1;Bestcom Gieterveen;2014;614.482;1.337;;;17.319;515.923;20.315;26.628;56.080;709;;;;;14.901;14.901;14.901;14.192;633.138;618.946;14.901
13308;PO1;Bestcom Gieterveen;2015;618.421;1.432;;;11.893;555.931;20.165;35.998;70.424;444;;;;;-50.328;-50.328;-50.328;-50.772;631.746;682.518;-50.328
13622;PO6;Stg Opb PO Haarlemmerm;2011;22.419.302;34.072;;;1.699.646;20.243.525;489.646;1.748.980;3.315.138;-288.411;;;;;-1.932.680;-1.932.680;-1.932.680;-1.644.269;24.153.020;25.797.289;-1.932.680
13622;PO6;Stg Opb PO Haarlemmerm;2012;22.825.796;27.422;;;1.878.142;20.327.118;341.145;1.681.026;2.380.956;76.972;;;;;78.087;78.087;78.087;1.115;24.731.360;24.730.245;78.087
13622;PO6;Stg Opb PO Haarlemmerm;2013;23.586.750;30.862;;;2.066.082;19.952.447;412.015;1.769.886;2.333.744;60.880;;;;;1.276.482;1.276.482;1.276.482;1.215.602;25.683.694;24.468.092;1.276.482
13622;PO6;Stg Opb PO Haarlemmerm;2014;23.188.636;;;;1.053.727;20.114.129;442.657;1.751.077;2.289.709;48.493;;;;;-306.716;-306.716;-306.716;-355.209;24.242.363;24.597.572;-306.716
13622;PO6;Stg Opb PO Haarlemmerm;2015;23.648.521;14.652;;;891.198;20.019.492;454.627;1.897.523;2.039.259;33.884;;;;;177.354;177.354;177.354;143.470;24.554.371;24.410.901;177.354
13662;PO4;Stg Openb Ondw Present;2011;9.793.257;14.573;;;237.067;8.312.892;265.821;856.345;699.187;79.287;;;;;-10.061;-10.061;-10.061;-89.348;10.044.897;10.134.245;-10.061
13662;PO4;Stg Openb Ondw Present;2012;9.830.130;6.660;;;228.477;8.293.288;274.492;880.433;707.706;53.035;;;;;-37.617;-37.617;-37.617;-90.652;10.065.267;10.155.919;-37.617
13662;PO4;Stg Openb Ondw Present;2013;9.875.314;3.068;;;319.583;8.205.181;282.079;855.407;703.687;23.669;;;;;175.280;175.280;175.280;151.611;10.197.965;10.046.354;175.280
13662;PO4;Stg Openb Ondw Present;2014;9.290.158;225;;;219.342;8.275.722;244.914;858.670;644.818;5.911;;;;;-508.488;-508.488;-508.488;-514.399;9.509.725;10.024.124;-508.488
13662;PO4;Stg Openb Ondw Present;2015;9.267.087;;;;217.745;7.978.407;263.071;822.041;663.738;16.011;;;;;-226.414;-226.414;-226.414;-242.425;9.484.832;9.727.257;-226.414
13674;PO5;Stichting Oog;2011;14.877.050;171.262;;;784.153;13.374.128;375.538;954.858;1.460.870;67.491;;;;;-265.438;-265.438;-265.438;-332.929;15.832.465;16.165.394;-265.438
13674;PO5;Stichting Oog;2012;14.553.210;127.974;;;902.135;12.969.551;393.182;1.022.863;1.400.136;147.430;;;;;-54.983;-54.983;-54.983;-202.413;15.583.319;15.785.732;-54.983
13674;PO5;Stichting Oog;2013;14.752.715;119.125;;;896.880;13.028.579;335.702;961.954;1.351.499;36.265;;;;;127.251;127.251;127.251;90.986;15.768.720;15.677.734;127.251
13674;PO5;Stichting Oog;2014;14.183.354;172.902;;;773.249;12.629.201;398.865;1.036.366;1.091.354;27.766;;;;;1.485;1.485;1.485;-26.281;15.129.505;15.155.786;1.485
13674;PO5;Stichting Oog;2015;14.388.783;528.156;;;582.779;12.570.017;482.653;1.031.923;1.163.665;21.749;;;;;273.209;273.209;273.209;251.460;15.499.718;15.248.258;273.209
13682;PO3;Opb Rp Opb PO Oegstgeest;2011;5.195.835;125.852;;;209.779;4.703.886;134.341;519.507;423.191;4.976;;;;;-244.483;-244.483;-244.483;-249.459;5.531.466;5.780.925;-244.483
13682;PO3;Opb Rp Opb PO Oegstgeest;2012;5.452.242;123.979;;;172.746;4.756.842;128.872;451.099;431.500;4.888;;;;;-14.458;-14.458;-14.458;-19.346;5.748.967;5.768.313;-14.458
13682;PO3;Opb Rp Opb PO Oegstgeest;2013;5.621.758;99.392;;;323.259;4.685.032;132.008;419.227;528.797;4.614;;;;;283.959;283.959;283.959;279.345;6.044.409;5.765.064;283.959
13682;PO3;Opb Rp Opb PO Oegstgeest;2014;5.430.235;108.253;;;183.624;4.753.229;159.414;376.467;476.108;4.603;;;;;-38.503;-38.503;-38.503;-43.106;5.722.112;5.765.218;-38.503
13682;PO3;Opb Rp Opb PO Oegstgeest;2015;5.904.119;86.305;;;165.739;4.977.031;159.789;574.075;534.470;3.748;;;;;-85.454;-85.454;-85.454;-89.202;6.156.163;6.245.365;-85.454
13683;PO5;Schoolbest L&E Nrd Groningen;2011;20.243.037;781.971;;;648.602;17.647.644;392.877;1.583.649;2.830.353;378.832;;;;;-402.081;-402.081;-402.081;-780.913;21.673.610;22.454.523;-402.081
13683;PO5;Schoolbest L&E Nrd Groningen;2012;20.138.508;839.890;;;564.724;17.529.212;469.879;4.866.899;2.942.617;557.807;;;;;-3.707.678;-3.707.678;-3.707.678;-4.265.485;21.543.122;25.808.607;-3.707.678
13683;PO5;Schoolbest L&E Nrd Groningen;2013;20.901.143;367.569;;;1.173.582;17.904.498;553.175;1.557.101;2.897.607;70.524;;;;;-399.563;-399.563;-399.563;-470.087;22.442.294;22.912.381;-399.563
13683;PO5;Schoolbest L&E Nrd Groningen;2014;20.470.895;315.981;;;829.004;18.318.853;570.883;1.674.617;2.905.333;192.925;;227.166;;;-1.433.715;-1.433.715;-1.660.881;-1.853.806;21.615.880;23.469.686;-1.433.715
13683;PO5;Schoolbest L&E Nrd Groningen;2015;21.688.536;405.137;;;664.312;18.593.268;592.622;1.496.401;2.638.894;87.376;;;;;-475.824;-475.824;-475.824;-563.200;22.757.985;23.321.185;-475.824
13785;PO5;BC OPO Assen;2011;19.720.000;575.000;;;2.359.000;20.159.000;475.000;1.183.000;1.362.000;55.000;;;;;-470.000;-470.000;-470.000;-525.000;22.654.000;23.179.000;-470.000
13785;PO5;BC OPO Assen;2012;19.639.000;479.000;;;2.706.000;19.563.000;516.000;1.141.000;1.791.000;8.000;;;;;-179.000;-179.000;-179.000;-187.000;22.824.000;23.011.000;-179.000
13785;PO5;BC OPO Assen;2013;20.560.000;705.000;;;2.325.000;19.409.000;549.000;1.275.000;1.905.000;;;;;;452.000;452.000;452.000;452.000;23.590.000;23.138.000;452.000
13785;PO5;BC OPO Assen;2014;20.163.000;484.000;;;1.855.000;19.437.000;522.000;1.243.000;1.764.000;;;;;;-464.000;-464.000;-464.000;-464.000;22.502.000;22.966.000;-464.000
13785;PO5;BC OPO Assen;2015;20.803.000;581.000;;;1.151.000;19.032.000;493.000;2.272.000;1.495.000;;;;;;-757.000;-757.000;-757.000;-757.000;22.535.000;23.292.000;-757.000
13839;PO1;BC Master Frankeskoalle;2011;407.889;16.779;;;4.596;321.913;9.714;37.332;51.710;5.535;;;;;14.130;14.130;14.130;8.595;429.264;420.669;14.130
13839;PO1;BC Master Frankeskoalle;2012;417.126;11.231;;;8.756;358.158;13.797;48.401;57.816;4.767;;;;;-36.292;-36.292;-36.292;-41.059;437.113;478.172;-36.292
13839;PO1;BC Master Frankeskoalle;2013;428.135;11.785;;;7.357;363.583;13.834;36.416;53.389;2.310;;;;;-17.635;-17.635;-17.635;-19.945;447.277;467.222;-17.635
13839;PO1;BC Master Frankeskoalle;2014;413.090;5.708;;;30.040;359.244;13.116;31.768;52.439;1.755;;;;;-5.974;-5.974;-5.974;-7.729;448.838;456.567;-5.974
13839;PO1;BC Master Frankeskoalle;2015;408.535;8.162;;1.601;43.578;321.517;12.481;53.271;62.426;1.380;;;;;13.561;13.561;13.561;12.181;461.876;449.695;13.561
13878;PO2;BC Openb BO Ameland;2011;911.214;43.215;;;84.815;807.859;19.999;35.065;262.955;610;;;;;-86.024;-86.024;-86.024;-86.634;1.039.244;1.125.878;-86.024
13878;PO2;BC Openb BO Ameland;2012;991.154;;;;1.805;735.379;26.335;32.141;256.777;-267;;;;;-57.940;-57.940;-57.940;-57.673;992.959;1.050.632;-57.940
13878;PO2;BC Openb BO Ameland;2013;820.908;;;;28.436;679.877;26.377;37.275;84.951;-305;;;;;20.559;20.559;20.559;20.864;849.344;828.480;20.559
13878;PO2;BC Openb BO Ameland;2014;825.034;1.915;;;-91;666.124;22.007;38.326;84.490;-26;;;;;15.885;15.885;15.885;15.911;826.858;810.947;15.885
13878;PO2;BC Openb BO Ameland;2015;882.154;2.020;;;-109;673.849;40.236;27.566;97.858;40;;;;;44.596;44.596;44.596;44.556;884.065;839.509;44.596
20012;PO2;Ver v Prot Chr Basisond;2011;1.210.301;794;;;31.700;966.554;32.856;59.405;122.256;44.138;;;;;105.862;105.862;105.862;61.724;1.242.795;1.181.071;105.862
20012;PO2;Ver v Prot Chr Basisond;2012;1.224.947;794;;;27.583;986.206;33.344;54.789;126.437;47.221;;;;;99.769;99.769;99.769;52.548;1.253.324;1.200.776;99.769
20012;PO2;Ver v Prot Chr Basisond;2013;1.263.189;794;;;32.152;1.070.842;34.898;60.156;159.609;44.724;;;;;15.354;15.354;15.354;-29.370;1.296.135;1.325.505;15.354
20012;PO2;Ver v Prot Chr Basisond;2014;1.233.811;794;;;69.964;1.115.711;39.548;61.990;138.056;42.897;;;;;-7.839;-7.839;-7.839;-50.736;1.304.569;1.355.305;-7.839
20012;PO2;Ver v Prot Chr Basisond;2015;1.323.749;794;;;11.220;1.144.222;35.871;82.232;170.371;26.679;;;;;-70.254;-70.254;-70.254;-96.933;1.335.763;1.432.696;-70.254
20137;REC;Stg v PC Spec Ond Voorst;2011;3.539.272;19.553;;;255.828;3.165.424;23.689;216.616;369.067;-620;;;;;39.237;39.237;39.237;39.857;3.814.653;3.774.796;39.237
20137;REC;Stg v PC Spec Ond Voorst;2012;3.589.290;20.681;;;224.499;3.159.632;29.293;205.145;340.687;-424;;;;;99.289;99.289;99.289;99.713;3.834.470;3.734.757;99.289
20137;REC;Stg v PC Spec Ond Voorst;2013;3.798.058;19.053;;;213.282;3.179.437;28.503;284.774;348.679;-493;;;;;188.507;188.507;188.507;189.000;4.030.393;3.841.393;188.507
20137;REC;Stg v PC Spec Ond Voorst;2014;3.419.170;19.181;;;121.354;3.067.973;38.287;195.240;282.747;2.451;;;;;-22.091;-22.091;-22.091;-24.542;3.559.705;3.584.247;-22.091
20137;REC;Stg v PC Spec Ond Voorst;2015;3.073.462;11.771;;;346.278;2.689.898;46.704;140.318;404.176;2.159;;;;;152.574;152.574;152.574;150.415;3.431.511;3.281.096;152.574
20183;PO2;Ver v Chr Ond op Reform;2011;1.191.949;8.000;;;97.094;1.065.006;42.833;57.999;151.813;8.007;;;;;-12.601;-12.601;-12.601;-20.608;1.297.043;1.317.651;-12.601
20183;PO2;Ver v Chr Ond op Reform;2012;1.192.569;957;;;70.952;1.030.110;42.380;41.150;139.453;7.403;;;;;18.788;18.788;18.788;11.385;1.264.478;1.253.093;18.788
20183;PO2;Ver v Chr Ond op Reform;2013;1.224.395;;;;76.797;950.305;43.826;49.052;151.734;5.096;;;;;111.371;111.371;111.371;106.275;1.301.192;1.194.917;111.371
20183;PO2;Ver v Chr Ond op Reform;2014;1.180.828;4.924;;;92.054;944.910;44.744;60.345;158.154;10.634;;;;;80.287;80.287;80.287;69.653;1.277.806;1.208.153;80.287
20183;PO2;Ver v Chr Ond op Reform;2015;1.210.577;;;;64.309;983.535;45.662;103.684;131.887;11.082;;;;;21.200;21.200;21.200;10.118;1.274.886;1.264.768;21.200
20210;PO1;Stichting Matthijsje;2011;365.205;64.195;;;17.241;306.455;5.242;72.279;38.491;4.574;;;;;28.748;28.748;28.748;24.174;446.641;422.467;28.748
20210;PO1;Stichting Matthijsje;2012;365.792;8.678;;;52.058;304.973;4.475;40.213;75.111;4.004;;;;;5.760;5.760;5.760;1.756;426.528;424.772;5.760
20210;PO1;Stichting Matthijsje;2013;398.474;21.003;;;65.438;329.281;4.901;42.546;59.415;3.694;;;;;52.466;52.466;52.466;48.772;484.915;436.143;52.466
20210;PO1;Stichting Matthijsje;2014;382.784;32.075;;;53.393;327.375;4.875;42.062;35.964;3.210;;;;;61.186;61.186;61.186;57.976;468.252;410.276;61.186
20210;PO1;Stichting Matthijsje;2015;363.213;38.764;;;40.453;266.067;7.542;69.468;41.449;1.129;;;;;59.033;59.033;59.033;57.904;442.430;384.526;59.033
20233;REC;Stg Mijtijlsch Tilburg;2011;9.030.013;53.962;;;721.565;8.594.828;296.062;316.851;459.385;30.091;;;;;168.505;168.505;168.505;138.414;9.805.540;9.667.126;168.505
20233;REC;Stg Mijtijlsch Tilburg;2012;9.561.019;59.787;;;471.478;8.752.577;275.972;333.202;537.847;74.990;;;;;267.676;267.676;267.676;192.686;10.092.284;9.899.598;267.676
20233;REC;Stg Mijtijlsch Tilburg;2013;9.733.333;63.006;;;406.261;9.481.518;262.080;799.284;533.295;81.533;;;;;-792.044;-792.044;-792.044;-873.577;10.202.600;11.076.177;-792.044
20233;REC;Stg Mijtijlsch Tilburg;2014;9.754.431;63.290;;;700.274;8.371.858;239.117;368.114;523.928;64.451;;;;;1.079.429;1.079.429;1.079.429;1.014.978;10.517.995;9.503.017;1.079.429
20233;REC;Stg Mijtijlsch Tilburg;2015;8.659.000;56.000;;;1.221.000;7.901.000;185.000;381.000;528.000;52.000;;;;;993.000;993.000;993.000;941.000;9.936.000;8.995.000;993.000
20243;PO2;Ver Stg Insth Ned Herv;2011;2.038.689;198;;;145.496;1.642.679;65.664;149.287;256.880;4.312;;;;;74.185;74.185;74.185;69.873;2.184.383;2.114.510;74.185
20243;PO2;Ver Stg Insth Ned Herv;2012;1.971.298;;;;100.411;1.538.799;48.270;177.002;216.180;4.209;;;;;95.667;95.667;95.667;91.458;2.071.709;1.980.251;95.667
20243;PO2;Ver Stg Insth Ned Herv;2013;1.998.222;;;;128.517;1.527.938;56.321;142.478;227.365;4.402;;;;;177.039;177.039;177.039;172.637;2.126.739;1.954.102;177.039
20243;PO2;Ver Stg Insth Ned Herv;2014;1.909.545;;;;164.110;1.554.134;85.888;134.005;227.294;4.133;;;;;76.467;76.467;76.467;72.334;2.073.655;2.001.321;76.467
20243;PO2;Ver Stg Insth Ned Herv;2015;2.047.058;;;;63.741;1.661.587;65.976;135.868;215.054;2.750;;;;;35.064;35.064;35.064;32.314;2.110.799;2.078.485;35.064
20252;PO1;Jenaplanond Oudewater;2011;946.467;14.327;;;56.264;789.267;23.290;44.347;116.962;3.051;;;;;46.243;46.243;46.243;43.192;1.017.058;973.866;46.243
20252;PO1;Jenaplanond Oudewater;2012;942.916;12.372;;;42.478;757.247;24.337;57.914;100.341;3.486;;;;;61.413;61.413;61.413;57.927;997.766;939.839;61.413
20252;PO1;Jenaplanond Oudewater;2013;995.696;14.544;;;47.694;774.144;25.571;49.157;113.380;1.991;;;;;97.673;97.673;97.673;95.682;1.057.934;962.252;97.673
20252;PO1;Jenaplanond Oudewater;2014;961.974;;;;47.500;782.548;25.616;46.014;115.154;1.248;;;;;41.390;41.390;41.390;40.142;1.009.474;969.332;41.390
20252;PO1;Jenaplanond Oudewater;2015;982.412;;;;42.076;818.385;27.093;54.253;104.490;286;;;;;20.553;20.553;20.553;20.267;1.024.488;1.004.221;20.553
20450;PO1;Ver tt H Verstr v BSO;2011;826.805;11.608;;;52.306;692.641;34.488;26.673;81.272;5.466;;;;;61.111;61.111;61.111;55.645;890.719;835.074;61.111
20450;PO1;Ver tt H Verstr v BSO;2012;833.509;12.336;;;48.722;746.053;30.429;35.707;85.972;5.884;;;;;2.290;2.290;2.290;-3.594;894.567;898.161;2.290
20450;PO1;Ver tt H Verstr v BSO;2013;845.837;9.066;;;44.138;687.184;31.492;37.162;77.085;4.179;;;;;70.297;70.297;70.297;66.118;899.041;832.923;70.297
20450;PO1;Ver tt H Verstr v BSO;2014;790.516;8.868;;;79.233;681.088;31.479;34.663;80.556;3.822;;;;;54.653;54.653;54.653;50.831;878.617;827.786;54.653
20450;PO1;Ver tt H Verstr v BSO;2015;857.838;7.066;;;68.512;728.903;35.680;52.282;83.106;2.883;;;;;36.328;36.328;36.328;33.445;933.416;899.971;36.328
20671;PO5;WSKO;2011;20.083.323;914.380;;;747.248;18.587.215;583.831;1.189.425;1.777.020;230.812;;;;;-161.728;-161.728;-161.728;-392.540;21.744.951;22.137.491;-161.728
20671;PO5;WSKO;2012;20.528.935;763.819;;;670.914;18.827.128;642.153;1.231.389;1.670.501;312.036;;;;;-95.467;-95.467;-95.467;-407.503;21.963.668;22.371.171;-95.467
20671;PO5;WSKO;2013;21.658.507;762.543;;;807.579;18.631.908;829.344;1.211.632;1.763.706;58.523;;;;;850.562;850.562;850.562;792.039;23.228.629;22.436.590;850.562
20671;PO5;WSKO;2014;20.904.510;362.243;;;841.539;18.537.445;616.980;1.439.947;1.802.771;275.776;;;;;-13.075;-13.075;-13.075;-288.851;22.108.292;22.397.143;-13.075
20671;PO5;WSKO;2015;21.068.187;177.578;;;1.156.045;18.105.483;491.792;2.015.589;1.823.640;79.174;;;;;44.480;44.480;44.480;-34.694;22.401.810;22.436.504;44.480
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2011;2.967.676;;;;578.211;3.437.345;117.412;171.627;213.166;140.609;;;;;-253.054;-253.054;-253.054;-393.663;3.545.887;3.939.550;-253.054
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2012;2.838.576;;;;482.109;2.975.072;124.076;172.888;275.281;171.080;;;;;-55.552;-55.552;-55.552;-226.632;3.320.685;3.547.317;-55.552
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2013;4.013.752;;;;673.337;3.334.534;284.454;113.358;1.669.898;146.979;;;;;-568.176;-568.176;-568.176;-715.155;4.687.089;5.402.244;-568.176
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2014;3.130.422;;;;1.000.929;2.750.310;115.980;47.405;1.311.936;89.889;;;;;-4.391;-4.391;-4.391;-94.280;4.131.351;4.225.631;-4.391
20905;PO1;Ver Instituut Schreuder;2011;880.599;106.920;;;319.283;1.214.929;11.408;67.179;149.286;-4.394;;;;;-140.394;-140.394;-140.394;-136.000;1.306.802;1.442.802;-140.394
20905;PO1;Ver Instituut Schreuder;2012;974.938;141.785;;;156.865;1.056.489;14.986;108.996;101.835;-411;;;;;-9.129;-9.129;-9.129;-8.718;1.273.588;1.282.306;-9.129
20905;PO1;Ver Instituut Schreuder;2013;1.090.393;159.757;;;151.822;1.064.183;17.654;103.981;108.271;-1.138;;;;;106.745;106.745;106.745;107.883;1.401.972;1.294.089;106.745
20905;PO1;Ver Instituut Schreuder;2014;1.110.789;57.236;;;115.304;1.056.394;19.562;101.671;106.140;-1.419;;;;;-1.857;-1.857;-1.857;-438;1.283.329;1.283.767;-1.857
20905;PO1;Ver Instituut Schreuder;2015;1.111.793;57.250;;;113.335;1.014.752;22.616;106.932;95.407;-1.544;;;;;41.127;41.127;41.127;42.671;1.282.378;1.239.707;41.127
20970;PO1;Scholen Ver Opv en Ond;2011;1.502.417;126.936;;;391.107;1.580.260;63.697;126.901;250.549;11.218;;;;;10.271;10.271;10.271;-947;2.020.460;2.021.407;10.271
20970;PO1;Scholen Ver Opv en Ond;2012;1.492.182;158.511;;;370.979;1.688.920;68.578;124.348;236.401;10.215;;;;;-86.360;-86.360;-86.360;-96.575;2.021.672;2.118.247;-86.360
20970;PO1;Scholen Ver Opv en Ond;2013;1.590.985;118.759;;;410.872;1.554.499;74.364;127.768;230.013;18.543;;;;;152.515;152.515;152.515;133.972;2.120.616;1.986.644;152.515
20970;PO1;Scholen Ver Opv en Ond;2014;1.583.218;125.065;;;380.060;1.635.092;82.435;131.925;242.244;-42;;;;;-3.395;-3.395;-3.395;-3.353;2.088.343;2.091.696;-3.395
20970;PO1;Scholen Ver Opv en Ond;2015;1.742.187;93.044;;;377.423;1.639.434;66.402;207.994;253.680;2.270;;;;;47.414;47.414;47.414;45.144;2.212.654;2.167.510;47.414
21338;CN;R.K. Schoolbestuur-Bonaire;2014;4.791.451;;;;1.058.707;4.280.749;85.700;171.780;366.193;59;;;;;945.795;945.795;945.795;945.736;5.850.158;4.904.422;945.795
21338;CN;R.K. Schoolbestuur-Bonaire;2015;6.176.278;;;;63.491;5.502.999;193.612;240.297;485.340;;;;;;-182.479;-182.479;-182.479;-182.479;6.239.769;6.422.248;-182.479
21339;CN;Bestuurscollege Bonaire;2014;1.614.251;;;;3.255;1.369.451;2.297;54.546;154.923;;;;;;36.289;36.289;36.289;36.289;1.617.506;1.581.217;36.289
21339;CN;Bestuurscollege Bonaire;2015;2.131.089;;;149.100;67.370;1.875.743;4.306;62.214;223.166;;;;;;182.130;182.130;182.130;182.130;2.347.559;2.165.429;182.130
21341;CN;Stichting Leren is Leuk;2014;886.785;83.435;;;2.022;780.233;8.145;148.237;132.084;-1.199;;;;4.083;-97.656;-97.656;-97.656;-96.457;972.242;1.068.699;-93.573
21341;CN;Stichting Leren is Leuk;2015;1.263.829;;;;114.852;987.298;14.490;212.714;127.306;-2.147;;;;-6.184;34.726;34.726;34.726;36.873;1.378.681;1.341.808;28.542
21350;CN;Bethel Methodist School;2014;549.526;;;;19.929;472.978;10.097;23.323;65.489;;;;;;-2.432;-2.432;-2.432;-2.432;569.455;571.887;-2.432
21351;CN;Governor de Graaff School;2015;691.096;;;;;365.806;8.291;19.843;49.963;;;;;;247.193;247.193;247.193;247.193;691.096;443.903;247.193
