PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20161001;00ON;02;Paedologisch Instituutschool;6532AL;NIJMEGEN;268;Nijmegen;Gelderland;So;Rooms-Katholiek;32216;6226,44871794872;78
20161001;00OQ;00;Korte Vlietsch voor ZMLK;2324CR;LEIDEN;546;Leiden;Zuid-Holland;So;Algemeen bijzonder;41805;4003,625;80
20161001;00OQ;00;Korte Vlietsch voor ZMLK;2324CR;LEIDEN;546;Leiden;Zuid-Holland;Vso;Algemeen bijzonder;41805;3761,33333333333;66
20161001;00OS;00;St Maartensch;6574NA;UBBERGEN;1945;Berg en Dal;Gelderland;So;Rooms-Katholiek;41331;13204,2382978723;236
20161001;00PQ;00;De Pels;3571KL;UTRECHT;344;Utrecht;Utrecht;So;Openbaar;41400;5701,26356589147;130
20161001;00PQ;00;De Pels;3571KL;UTRECHT;344;Utrecht;Utrecht;Vso;Openbaar;41400;7182,48031496063;127
20161001;00PZ;00;Herman Broerenschool;2612SP;DELFT;503;Delft;Zuid-Holland;Vso;Algemeen bijzonder;38209;3973,52040816327;98
20161001;00PZ;01;Herman Broerenschool;2671HS;NAALDWIJK;1783;Westland;Zuid-Holland;So;Algemeen bijzonder;38209;3852,77142857143;35
20161001;00PZ;01;Herman Broerenschool;2671HS;NAALDWIJK;1783;Westland;Zuid-Holland;Vso;Algemeen bijzonder;38209;4170,2;90
20161001;00PZ;02;Herman Broerenschool;2612SP;DELFT;503;Delft;Zuid-Holland;So;Algemeen bijzonder;38209;3466,59090909091;44
20161001;00RK;00;De Stroom;3317NH;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;Algemeen bijzonder;41417;3398,84285714286;70
20161001;00RL;00;Antoniusschool;1901ME;CASTRICUM;383;Castricum;Noord-Holland;So;Samenwerking PC, RK;41008;8552,49230769231;65
20161001;00RL;02;St. Antonius;1784NZ;DEN HELDER;400;Den Helder;Noord-Holland;So;Samenwerking PC, RK;41008;2527,72727272727;11
20161001;00RL;05;St. Antonius;1624CH;HOORN NH;405;Hoorn;Noord-Holland;So;Samenwerking PC, RK;41008;5336,58333333333;12
20161001;00RL;06;St. Antonius;2111HK;AERDENHOUT;377;Bloemendaal;Noord-Holland;So;Samenwerking PC, RK;41008;4464,04166666667;48
20161001;00RL;10;Antoniusschool;1945NC;BEVERWIJK;375;Beverwijk;Noord-Holland;So;Samenwerking PC, RK;41008;2370,21739130435;46
20161001;00RL;11;Antoniusschool;1742AB;SCHAGEN;441;Schagen;Noord-Holland;So;Samenwerking PC, RK;41008;11614,2631578947;76
20161001;00RL;12;Antoniusschool;1701BA;HEERHUGOWAARD;398;Heerhugowaard;Noord-Holland;So;Samenwerking PC, RK;41008;4535,44444444444;63
20161001;00RL;13;Antoniusschool;1971GZ;IJMUIDEN;453;Velsen;Noord-Holland;So;Samenwerking PC, RK;41008;2043,92;25
20161001;00RL;14;Antoniusschool;1784MC;DEN HELDER;400;Den Helder;Noord-Holland;So;Samenwerking PC, RK;41008;5193,0652173913;46
20161001;00RS;00;Talryk;9201HJ;DRACHTEN;90;Smallingerland;Friesland;Vso;Algemeen bijzonder;42665;8708,54112554113;231
20161001;00RT;00;De Sonnewijser;5348RD;OSS;828;Oss;Noord-Brabant;So;Algemeen bijzonder;42572;3490,6;55
20161001;00RT;00;De Sonnewijser;5348RD;OSS;828;Oss;Noord-Brabant;Vso;Algemeen bijzonder;42572;10709,6774193548;155
20161001;00RT;01;De Sonnewijser;4001XM;TIEL;281;Tiel;Gelderland;Vso;Algemeen bijzonder;42572;6638,87234042553;94
20161001;00RT;03;De Sonnewijser;5402EK;UDEN;856;Uden;Noord-Brabant;So;Algemeen bijzonder;42572;5809,46153846154;78
20161001;00RU;00;SSBO De Wissel;1623MA;HOORN NH;405;Hoorn;Noord-Holland;Sbo;Algemeen bijzonder;41470;5238,17521367521;234
20161001;00RX;00;SBO Arcadia;6466HX;KERKRADE;928;Kerkrade;Limburg;Sbo;Rooms-Katholiek;41516;2795,73831775701;107
20161001;00SH;00;Inst v Orthopedagog Ond;6225AR;MAASTRICHT;935;Maastricht;Limburg;So;Rooms-Katholiek;41373;4864,34831460674;90
20161001;00SH;00;Inst v Orthopedagog Ond;6225AR;MAASTRICHT;935;Maastricht;Limburg;Vso;Rooms-Katholiek;41373;8252,16374269006;173
20161001;00SI;00;OZC Orion;2353GA;LEIDERDORP;547;Leiderdorp;Zuid-Holland;So;Openbaar;42504;5611,68333333333;60
20161001;00SL;00;Stichting Mozarthof;1217CM;HILVERSUM;402;Hilversum;Noord-Holland;So;Algemeen bijzonder;41290;6368,15789473684;57
20161001;00SL;00;Stichting Mozarthof;1217CM;HILVERSUM;402;Hilversum;Noord-Holland;Vso;Algemeen bijzonder;41290;7581,24031007752;129
20161001;00SO;00;Hamalandschool;7131VB;LICHTENVOORDE;1586;Oost Gelre;Gelderland;So;Algemeen bijzonder;40631;10240,125;41
20161001;00SQ;00;SSBO Focus;5801AP;VENRAY;984;Venray;Limburg;Sbo;Rooms-Katholiek;44397;1904,74074074074;108
20161001;00SU;00;Opb. School v. ZMLK Emmen;7812GE;EMMEN;114;Emmen;Drenthe;So;Openbaar;10249;9989,54;51
20161001;00SU;00;Opb. School v. ZMLK Emmen;7812GE;EMMEN;114;Emmen;Drenthe;Vso;Openbaar;10249;10134,33;100
20161001;00TD;00;De Zevensprong;1944HJ;BEVERWIJK;375;Beverwijk;Noord-Holland;Vso;Algemeen bijzonder;40837;9943,33918128655;171
20161001;00TN;00;SSBO Op de Tump;6097AH;HEEL;1641;Maasgouw;Limburg;Sbo;Algemeen bijzonder;23961;6101,94845360825;97
20161001;00TO;00;Talita Koemi School;6532CL;NIJMEGEN;268;Nijmegen;Gelderland;So;Rooms-Katholiek;41531;5600,73333333333;60
20161001;00TO;00;Talita Koemi School;6532CL;NIJMEGEN;268;Nijmegen;Gelderland;Vso;Rooms-Katholiek;41531;5362,72413793103;116
20161001;00TR;00;SSBO Hertog van Brabantschool;5262JH;VUGHT;865;Vught;Noord-Brabant;Sbo;Algemeen bijzonder;41619;4966,70909090909;55
20161001;00UE;00;SBO De Steenen Kamer;3332KP;ZWIJNDRECHT;642;Zwijndrecht;Zuid-Holland;Sbo;Algemeen bijzonder;41417;1586,2893081761;159
20161001;00UI;00;SSBO St Michael;3814RV;AMERSFOORT;307;Amersfoort;Utrecht;Sbo;Rooms-Katholiek;71488;3335,56756756757;148
20161001;00UN;00;Tijstroom;1503TS;ZAANDAM;479;Zaanstad;Noord-Holland;Sbo;Interconfessioneel;41251;3435,29069767442;86
20161001;00UT;00;BLO School Lataste;6085AT;HORN;1640;Leudal;Limburg;So;Rooms-Katholiek;41008;8006,23387096774;124
20161001;00UY;00;SBO Beatrix de Burcht;4205NK;GORINCHEM;512;Gorinchem;Zuid-Holland;Sbo;Protestants-Christelijk;41396;6701,58865248227;141
20161001;00VD;00;RK SSBO Het Kompas;4871XA;ETTEN-LEUR;777;Etten-Leur;Noord-Brabant;Sbo;Rooms-Katholiek;55303;4548,96363636364;110
20161001;00VV;00;Prof Fritz Redlschool;3584CX;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;48856;10538,3529411765;34
20161001;00VV;00;Prof Fritz Redlschool;3584CX;UTRECHT;344;Utrecht;Utrecht;Vso;Algemeen bijzonder;48856;10165,5652173913;46
20161001;00VW;00;De Kameleon;3351ED;PAPENDRECHT;590;Papendrecht;Zuid-Holland;Sbo;Algemeen bijzonder;41417;3630,14388489209;140
20161001;00WK;00;SSBO De Wingerd;5431LZ;CUIJK;1684;Cuijk;Noord-Brabant;Sbo;Openbaar;41443;2755,62068965517;87
20161001;00WO;00;SBO;2566EA;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Sbo;Algemeen bijzonder;95694;4406,34146341463;82
20161001;00YG;00;SSBO De Peelhorst;5961BA;HORST;1507;Horst aan de Maas;Limburg;Sbo;Rooms-Katholiek;47920;4399,81111111111;90
20161001;00ZF;00;De Atlas;9402VE;ASSEN;106;Assen;Drenthe;Vso;Algemeen bijzonder;41414;8506;97
20161001;00ZF;01;De Atlas;7825SE;EMMEN;114;Emmen;Drenthe;Vso;Algemeen bijzonder;41414;10454,75;110
20161001;00ZF;11;De Atlas;7906HW;HOOGEVEEN;118;Hoogeveen;Drenthe;Vso;Algemeen bijzonder;41414;7187,75;32
20161001;00ZF;13;De Atlas;7903AB;HOOGEVEEN;118;Hoogeveen;Drenthe;Vso;Algemeen bijzonder;41414;22731,6341463415;41
20161001;00ZN;00;Het Sloepje - Het Relief;7531HX;ENSCHEDE;153;Enschede;Overijssel;So;Algemeen bijzonder;25859;4434,99324324324;148
20161001;00ZR;00;SSBO De Schilderspoort;6903PZ;ZEVENAAR;299;Zevenaar;Gelderland;Sbo;Algemeen bijzonder;40901;4437;242
20161001;00ZS;00;SSBO Elim;7462TK;RIJSSEN;1742;Rijssen-Holten;Overijssel;Sbo;Protestants-Christelijk;77196;2696,94845360825;97
20161001;01AC;00;SSBO De Driemaster;8251GP;DRONTEN;303;Dronten;Flevoland;Sbo;Algemeen bijzonder;61778;4601,58620689655;87
20161001;01AI;00;Mw Dr CP Gelinksch;3233AV;OOSTVOORNE;614;Westvoorne;Zuid-Holland;So;Algemeen bijzonder;62077;9599,67721518987;158
20161001;01AI;01;Mw Dr CP Gelinksch;3207BH;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;So;Algemeen bijzonder;62077;2477,71962616822;107
20161001;01AI;02;Mw Dr CP Gelinksch;3224HE;HELLEVOETSLUIS;530;Hellevoetsluis;Zuid-Holland;So;Algemeen bijzonder;62077;4387,91666666667;12
20161001;01AI;04;Mw Dr CP Gelinckschool;3121JN;SCHIEDAM;606;Schiedam;Zuid-Holland;So;Algemeen bijzonder;62077;4079,96202531646;79
20161001;01AJ;00;Dr A Verschoor School;8072DD;NUNSPEET;302;Nunspeet;Gelderland;So;Algemeen bijzonder;62129;15484,9201680672;238
20161001;01AJ;01;Dr A Verschoor School;3842AE;HARDERWIJK;243;Harderwijk;Gelderland;Vso;Algemeen bijzonder;62129;6456,88235294118;17
20161001;01AJ;02;Dr A Verschoor School;8162BB;EPE;232;Epe;Gelderland;So;Algemeen bijzonder;62129;5468,4;5
20161001;01AK;00;SSBO Johan Seckel;7731BL;OMMEN;175;Ommen;Overijssel;Sbo;Protestants-Christelijk;62181;7866,53571428571;140
20161001;01BO;00;SSBO Toermalijn;7822EM;EMMEN;114;Emmen;Drenthe;Sbo;Rooms-Katholiek;45000;7621,83185840708;113
20161001;01BS;00;Schreuder College;3053ZV;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;8782,01724137931;116
20161001;01BS;04;M J Schreuderschool;3029NP;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;7682,84705882353;86
20161001;01BS;08;Schreuder College;3085EW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;9234,09497206704;180
20161001;01BS;09;Schreuder College;3061EW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;9939,32727272727;111
20161001;01BS;10;Schreuder College;3085EW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;6854,75;4
