PEILDATUM;BRIN_NUMMER;BEVOEGD_GEZAG_NUMMER;TOTAAL_AANTAL_LEERLINGEN;AANTAL_LEERLINGEN_4_TOT_EN_MET_7_JAAR;AANTAL_LEERLINGEN_8_JAAR_EN_OUDER;AANTAL_GROEPEN;SCHOOLGEWICHT;GROEPSAFHANKELIJKE_MI;LEERLINGAFHANKELIJKE_MI;AANVULLENDE_MI;TOTAAL_MI
20141001;03QQ;77235;233;117;116;10;3;77.757,00;88.239,82;329,66;166.326,48
20141001;03QR;28147;438;204;234;18;0;129.258,00;154.629,74;170,62;284.058,36
20141001;03QS;42330;240;131;109;10;7;77.757,00;90.745,10;250,14;168.752,24
20141001;03QT;41782;138;62;76;6;0;53.177,00;57.863,30;170,62;111.210,92
20141001;03QW;40517;148;70;78;6;18;53.177,00;60.994,90;409,18;114.581,08
20141001;03QY;42564;492;239;253;21;0;147.693,00;171.853,54;866,42;320.412,96
20141001;03QZ;42577;277;125;152;11;0;83.902,00;102.645,18;210,38;186.757,56
20141001;03RA;40662;138;70;68;6;0;53.177,00;57.863,30;150,74;111.191,04
20141001;03RC;68836;116;49;67;5;0;47.910,00;50.660,62;0,00;98.570,62
20141001;03RD;41168;134;62;72;6;0;53.177,00;56.610,66;150,74;109.938,40
20141001;03RE;41632;146;71;75;6;0;53.177,00;60.368,58;190,50;113.736,08
20141001;03RG;41506;121;67;54;5;0;47.910,00;52.226,42;210,38;100.346,80
20141001;03RK;43188;210;110;100;9;0;71.612,00;81.037,14;0,00;152.649,14
20141001;03RL;40814;376;183;193;16;0;116.968,00;134.587,50;210,38;251.765,88
20141001;03RN;43305;318;152;166;14;18;104.678,00;115.797,90;826,66;221.302,56
20141001;03RO;41011;216;87;129;9;6;84.116,00;82.602,94;309,78;167.028,72
20141001;03RP;23961;65;39;26;4;1;40.010,00;34.063,14;190,50;74.263,64
20141001;03RQ;43383;348;169;179;15;0;110.823,00;125.505,86;130,86;236.459,72
20141001;03RS;41797;170;82;88;7;0;59.322,00;68.197,58;0,00;127.519,58
20141001;03RT;41090;103;46;57;5;0;47.910,00;46.589,54;210,38;94.709,92
20141001;03RV;44397;80;31;49;4;0;40.010,00;39.073,70;130,86;79.214,56
20141001;03RW;40814;74;33;41;4;0;40.010,00;37.194,74;0,00;77.204,74
20141001;03RX;45000;266;143;123;11;4;83.902,00;98.887,26;1.025,46;183.814,72
20141001;03RY;40999;218;102;116;9;0;71.612,00;83.542,42;210,38;155.364,80
20141001;03RZ;41551;270;153;117;12;2;90.047,00;100.453,06;309,78;190.809,84
20141001;03SB;43825;189;90;99;8;1;65.467,00;74.147,62;210,38;139.825,00
20141001;03SC;75219;126;59;67;5;0;47.910,00;53.792,22;130,86;101.833,08
20141001;03SE;40803;111;60;51;5;10;47.910,00;49.094,82;210,38;97.215,20
20141001;03SF;27910;75;38;37;4;4;40.010,00;37.507,90;190,50;77.708,40
20141001;03SG;40803;32;15;17;3;1;30.939,00;23.415,70;0,00;54.354,70
20141001;03SH;31384;125;51;74;5;11;47.910,00;53.479,06;150,74;101.539,80
20141001;03SJ;78912;191;105;86;8;0;65.467,00;74.773,94;0,00;140.240,94
20141001;03SK;40557;151;68;83;6;10;53.177,00;61.934,38;1.025,46;116.136,84
20141001;03SL;45000;114;42;72;5;0;47.910,00;50.034,30;190,50;98.134,80
20141001;03SM;41000;110;59;51;5;0;47.910,00;48.781,66;0,00;96.691,66
20141001;03SN;69447;156;79;77;7;0;59.322,00;63.500,18;0,00;122.822,18
20141001;03SO;75597;194;83;111;8;0;65.467,00;75.713,42;130,86;141.311,28
20141001;03SR;41692;203;90;113;9;18;71.612,00;78.845,02;906,18;151.363,20
20141001;03ST;45099;293;137;156;12;0;90.047,00;107.655,74;0,00;197.702,74
20141001;03SV;41516;102;43;59;5;0;47.910,00;46.276,38;190,50;94.376,88
20141001;03SW;41020;171;84;87;7;0;59.322,00;68.510,74;190,50;128.023,24
20141001;03SY;70002;220;109;111;9;0;71.612,00;84.168,74;250,14;156.030,88
20141001;03TA;50844;168;70;98;7;0;59.322,00;67.571,26;0,00;126.893,26
20141001;03TB;71488;289;117;172;12;0;90.047,00;106.403,10;289,90;196.740,00
20141001;03TC;75388;263;131;132;11;12;83.902,00;97.947,78;926,06;182.775,84
20141001;03TD;46152;255;129;126;11;0;83.902,00;95.442,50;0,00;179.344,50
20141001;03TF;41840;573;333;240;25;0;172.273,00;198.158,98;7.387,06;377.819,04
20141001;03TG;50844;182;79;103;7;0;59.322,00;71.955,50;170,62;131.448,12
20141001;03TH;41340;135;75;60;6;0;53.177,00;56.923,82;270,02;110.370,84
20141001;03TJ;41646;157;82;75;7;0;59.322,00;63.813,34;230,26;123.365,60
20141001;03TL;41251;299;148;151;13;1;96.192,00;109.534,70;926,06;206.652,76
20141001;03TM;73919;236;103;133;10;0;77.757,00;89.492,46;130,86;167.380,32
20141001;03TN;41324;250;134;116;11;0;83.902,00;93.876,70;0,00;177.778,70
20141001;03TO;40775;136;59;77;6;3;53.177,00;57.236,98;250,14;110.664,12
20141001;03TP;70002;173;75;98;7;0;59.322,00;69.137,06;170,62;128.629,68
20141001;03TQ;41447;493;246;247;21;0;147.693,00;172.166,70;329,66;320.189,36
20141001;03TR;50844;190;95;95;8;0;65.467,00;74.460,78;130,86;140.058,64
20141001;03TS;79874;169;85;84;7;14;59.322,00;67.884,42;468,82;127.675,24
20141001;03TT;41023;260;151;109;11;0;83.902,00;97.008,30;1.303,78;182.214,08
20141001;03TW;73932;180;67;113;7;8;59.322,00;71.329,18;270,02;130.921,20
20141001;03TX;40888;50;28;22;3;0;30.939,00;29.365,74;130,86;60.435,60
20141001;03TY;83280;187;86;101;8;0;65.467,00;73.521,30;190,50;139.178,80
20141001;03TZ;71956;163;82;81;7;0;59.322,00;65.692,30;289,90;125.304,20
20141001;03UA;41340;116;53;63;5;0;47.910,00;50.660,62;130,86;98.701,48
20141001;03UB;70002;367;183;184;15;0;110.823,00;131.769,06;230,26;242.822,32
20141001;03UC;40712;137;76;61;6;0;53.177,00;57.550,14;270,02;110.997,16
20141001;03UE;43318;44;17;27;3;0;30.939,00;27.486,78;0,00;58.425,78
20141001;03UG;40974;224;111;113;9;0;71.612,00;85.421,38;329,66;157.363,04
20141001;03UJ;68836;217;106;111;9;0;71.612,00;83.229,26;210,38;155.051,64
20141001;03UL;30240;338;173;165;14;0;104.678,00;122.374,26;607,98;227.660,24
20141001;03UM;74154;83;43;40;4;1;40.010,00;40.013,18;130,86;80.154,04
20141001;03UN;46724;98;45;53;5;0;47.910,00;44.710,58;0,00;92.620,58
20141001;03UQ;41223;125;62;63;5;0;47.910,00;53.479,06;130,86;101.519,92
20141001;03UR;41223;232;123;109;10;0;77.757,00;87.926,66;230,26;165.913,92
20141001;03US;41020;255;102;153;10;0;77.757,00;95.442,50;528,46;173.727,96
20141001;03UU;40278;99;54;45;5;0;47.910,00;45.023,74;0,00;92.933,74
20141001;03UW;47920;123;52;71;5;0;47.910,00;52.852,74;0,00;100.762,74
20141001;03UX;73919;133;37;96;5;0;47.910,00;55.984,34;130,86;104.025,20
20141001;03UY;47920;185;94;91;8;0;65.467,00;72.894,98;130,86;138.492,84
20141001;03UZ;47920;280;93;187;11;0;83.902,00;103.584,66;389,30;187.875,96
20141001;03VA;47920;129;58;71;5;1;47.910,00;54.731,70;150,74;102.792,44
20141001;03VB;47920;396;194;202;17;0;123.113,00;140.850,70;130,86;264.094,56
20141001;03VC;41516;202;85;117;8;4;65.467,00;78.531,86;210,38;144.209,24
20141001;03VD;47959;180;77;103;7;0;59.322,00;71.329,18;230,26;130.881,44
20141001;03VE;47959;121;65;56;5;0;47.910,00;52.226,42;130,86;100.267,28
20141001;03VG;41223;180;87;93;8;0;65.467,00;71.329,18;0,00;136.796,18
20141001;03VH;75597;182;81;101;8;8;65.467,00;71.955,50;1.442,94;138.865,44
20141001;03VI;73712;108;51;57;5;0;47.910,00;48.155,34;130,86;96.196,20
20141001;03VK;44397;407;190;217;17;1;123.113,00;144.608,62;1.482,70;269.204,32
20141001;03VL;41000;50;26;24;3;0;30.939,00;29.365,74;0,00;60.304,74
20141001;03VP;40972;438;229;209;19;0;135.403,00;154.629,74;1.244,14;291.276,88
20141001;03VQ;40812;84;51;33;5;16;47.910,00;40.326,34;985,70;89.222,04
20141001;03VR;41090;419;199;220;18;27;129.258,00;148.366,54;568,22;278.192,76
20141001;03VS;40775;209;101;108;9;0;71.612,00;80.723,98;130,86;152.466,84
20141001;03VT;43487;151;74;77;6;0;53.177,00;61.934,38;130,86;115.242,24
20141001;03VV;55238;58;31;27;3;0;30.939,00;31.871,02;170,62;62.980,64
20141001;03VW;47959;302;133;169;12;0;90.047,00;110.787,34;448,94;201.283,28
20141001;03VX;43967;159;80;79;7;0;59.322,00;64.439,66;150,74;123.912,40
20141001;03VZ;47959;77;39;38;4;0;40.010,00;38.134,22;0,00;78.144,22
20141001;03WD;83280;147;70;77;6;0;53.177,00;60.681,74;250,14;114.108,88
20141001;03WE;41506;448;198;250;18;0;129.258,00;157.761,34;170,62;287.189,96
20141001;03WF;40278;94;36;58;4;0;40.010,00;43.457,94;0,00;83.467,94
20141001;03WG;40517;89;42;47;4;0;40.010,00;41.892,14;270,02;82.172,16
20141001;03WH;78912;263;141;122;11;0;83.902,00;97.947,78;150,74;182.000,52
20141001;03WI;40894;122;39;83;5;0;47.910,00;52.539,58;0,00;100.449,58
20141001;03WK;41782;135;73;62;6;0;53.177,00;56.923,82;130,86;110.231,68
20141001;03WL;40974;144;56;88;6;0;53.177,00;59.742,26;0,00;112.919,26
20141001;03WM;44201;127;62;65;5;0;47.910,00;54.105,38;0,00;102.015,38
20141001;03WN;41845;80;42;38;4;4;40.010,00;39.073,70;210,38;79.294,08
20141001;03WT;40971;130;67;63;6;0;53.177,00;55.044,86;0,00;108.221,86
20141001;03WU;41486;82;43;39;4;1;40.010,00;39.700,02;0,00;79.710,02
20141001;03WV;40959;114;44;70;5;0;47.910,00;50.034,30;0,00;97.944,30
20141001;03WW;74531;187;102;85;8;16;65.467,00;73.521,30;2.297,78;141.286,08
20141001;03WX;44201;503;223;280;21;5;147.693,00;175.611,46;508,58;323.813,04
20141001;03WY;49844;196;106;90;9;7;71.612,00;76.339,74;0,00;147.951,74
20141001;03WZ;41340;96;41;55;5;24;47.910,00;44.084,26;548,34;92.542,60
20141001;03XA;75219;339;168;171;14;0;104.678,00;122.687,42;170,62;227.536,04
20141001;03XB;41530;319;154;165;13;0;96.192,00;116.111,06;349,54;212.652,60
20141001;03XC;41282;100;45;55;5;0;47.910,00;45.650,06;289,90;93.849,96
20141001;03XD;40342;57;23;34;3;0;30.939,00;31.557,86;0,00;62.496,86
20141001;03XE;30133;154;74;80;6;0;53.177,00;62.873,86;0,00;116.050,86
20141001;03XH;25351;131;55;76;5;0;47.910,00;55.358,02;170,62;103.438,64
20141001;03XI;50104;299;161;138;13;0;96.192,00;109.534,70;150,74;205.877,44
20141001;03XJ;41018;267;130;137;11;0;83.902,00;99.513,58;687,50;184.103,08
20141001;03XN;23961;293;137;156;12;0;90.047,00;107.655,74;190,50;197.893,24
20141001;03XO;75597;355;208;147;15;0;110.823,00;127.697,98;329,66;238.850,64
20141001;03XP;40517;175;84;91;7;0;59.322,00;69.763,38;270,02;129.355,40
20141001;03XQ;41020;169;87;82;7;0;59.322,00;67.884,42;130,86;127.337,28
20141001;03XT;23961;84;37;47;4;0;40.010,00;40.326,34;0,00;80.336,34
20141001;03XV;40972;294;138;156;12;0;90.047,00;107.968,90;210,38;198.226,28
20141001;03XW;40972;262;135;127;11;0;83.902,00;97.634,62;468,82;182.005,44
20141001;03XX;71749;336;180;156;14;0;104.678,00;121.747,94;289,90;226.715,84
20141001;03XY;40712;186;79;107;8;0;65.467,00;73.208,14;150,74;138.825,88
20141001;03XZ;50949;448;219;229;19;0;135.403,00;157.761,34;210,38;293.374,72
20141001;03YB;40941;118;48;70;5;0;47.910,00;51.286,94;210,38;99.407,32
20141001;03YC;37663;148;68;80;6;0;53.177,00;60.994,90;230,26;114.402,16
20141001;03YG;52340;171;82;89;7;0;59.322,00;68.510,74;230,26;128.063,00
20141001;03YH;73932;79;41;38;4;0;40.010,00;38.760,54;190,50;78.961,04
20141001;03YI;41692;108;54;54;5;0;47.910,00;48.155,34;0,00;96.065,34
20141001;03YJ;53406;268;112;156;11;0;83.902,00;99.826,74;289,90;184.018,64
20141001;03YL;31384;237;108;129;10;0;77.757,00;89.805,62;170,62;167.733,24
20141001;03YM;70002;163;75;88;7;0;59.322,00;65.692,30;150,74;125.165,04
20141001;03YN;40894;306;132;174;13;0;96.192,00;112.039,98;170,62;208.402,60
20141001;03YO;77975;145;57;88;6;5;53.177,00;60.055,42;409,18;113.641,60
20141001;03YP;50819;53;15;38;3;0;30.939,00;30.305,22;0,00;61.244,22
20141001;03YS;68329;215;101;114;9;0;71.612,00;82.602,94;429,06;154.644,00
20141001;03YW;47920;173;81;92;7;0;59.322,00;69.137,06;190,50;128.649,56
20141001;03YY;30133;75;36;39;4;0;40.010,00;37.507,90;0,00;77.517,90
20141001;03YZ;59516;104;51;53;5;0;47.910,00;46.902,70;0,00;94.812,70
20141001;03ZB;59750;64;31;33;4;5;40.010,00;33.749,98;429,06;74.189,04
20141001;03ZD;40945;168;79;89;7;0;59.322,00;67.571,26;130,86;127.024,12
20141001;03ZE;59919;204;91;113;8;0;65.467,00;79.158,18;0,00;144.625,18
20141001;03ZF;41646;119;53;66;5;0;47.910,00;51.600,10;0,00;99.510,10
20141001;03ZH;60322;116;65;51;5;0;47.910,00;50.660,62;0,00;98.570,62
20141001;03ZJ;60790;122;58;64;5;0;47.910,00;52.539,58;230,26;100.679,84
20141001;03ZV;42607;36;21;15;3;0;30.939,00;24.981,50;130,86;56.051,36
20141001;03ZX;42604;23;13;10;2;0;23.917,00;20.597,26;0,00;44.514,26
20141001;04AA;62818;245;120;125;10;0;77.757,00;92.310,90;230,26;170.298,16
20141001;04AJ;70033;208;91;117;9;0;71.612,00;80.410,82;309,78;152.332,60
20141001;04AM;70358;109;58;51;5;0;47.910,00;48.468,50;0,00;96.378,50
20141001;04AW;41385;75;35;40;4;0;40.010,00;37.507,90;0,00;77.517,90
20141001;04AX;41385;27;11;16;2;0;23.917,00;21.849,90;0,00;45.766,90
20141001;04AZ;41246;95;38;57;4;0;40.010,00;43.771,10;0,00;83.781,10
20141001;04BD;55238;191;103;88;8;0;65.467,00;74.773,94;190,50;140.431,44
20141001;04BE;71749;52;23;29;3;0;30.939,00;29.992,06;0,00;60.931,06
20141001;04BK;72087;290;186;104;13;0;96.192,00;106.716,26;150,74;203.059,00
20141001;04BT;41246;116;57;59;5;0;47.910,00;50.660,62;0,00;98.570,62
20141001;04CN;41825;240;115;125;10;0;77.757,00;90.745,10;0,00;168.502,10
20141001;04CT;40945;175;79;96;7;0;59.322,00;69.763,38;130,86;129.216,24
20141001;04DE;42607;245;123;122;11;0;101.087,00;92.310,90;210,38;193.608,28
20141001;04DG;41419;70;38;32;4;0;40.010,00;35.942,10;0,00;75.952,10
20141001;04DT;40975;122;64;58;5;0;47.910,00;52.539,58;0,00;100.449,58
20141001;04DZ;31069;586;260;326;24;0;166.128,00;202.230,06;806,78;369.164,84
20141001;04EC;41246;182;73;109;7;0;59.322,00;71.955,50;0,00;131.277,50
20141001;04ED;40988;107;59;48;5;0;47.910,00;47.842,18;150,74;95.902,92
20141001;04EN;41324;222;107;115;9;0;71.612,00;84.795,06;230,26;156.637,32
20141001;04EV;75219;141;51;90;6;0;53.177,00;58.802,78;130,86;112.110,64
20141001;04FB;84411;309;152;157;13;0;96.192,00;112.979,46;627,86;209.799,32
20141001;04FD;84567;362;184;178;15;0;110.823,00;129.890,10;1.542,34;242.255,44
20141001;04FE;23961;129;63;66;5;0;47.910,00;54.731,70;130,86;102.772,56
20141001;04FF;84827;283;121;162;12;0;90.047,00;104.524,14;210,38;194.781,52
20141001;04FH;40888;73;21;52;4;2;40.010,00;36.881,58;0,00;76.891,58
20141001;04FI;74531;328;188;140;16;102;116.968,00;118.929,50;5.299,66;241.197,16
20141001;04FJ;78222;308;133;175;13;0;96.192,00;112.666,30;0,00;208.858,30
20141001;04FM;85048;236;119;117;10;0;77.757,00;89.492,46;190,50;167.439,96
20141001;04FQ;48348;96;45;51;4;0;40.010,00;44.084,26;130,86;84.225,12
20141001;04FT;77456;83;34;49;4;0;40.010,00;40.013,18;210,38;80.233,56
20141001;04FV;31384;63;34;29;4;0;40.010,00;33.436,82;0,00;73.446,82
20141001;04FX;41246;200;92;108;8;0;65.467,00;77.905,54;190,50;143.563,04
20141001;04GB;41191;183;79;104;8;0;65.467,00;72.268,66;210,38;137.946,04
20141001;04GC;41496;43;16;27;3;0;30.939,00;27.173,62;190,50;58.303,12
20141001;04GD;41856;120;48;72;5;0;47.910,00;51.913,26;0,00;99.823,26
20141001;04GE;42623;107;42;65;5;0;47.910,00;47.842,18;150,74;95.902,92
20141001;04GF;41435;99;42;57;4;0;40.010,00;45.023,74;190,50;85.224,24
20141001;04GH;41488;323;172;151;14;3;104.678,00;117.363,70;945,94;222.987,64
20141001;04GK;42610;170;95;75;7;0;59.322,00;68.197,58;230,26;127.749,84
20141001;04GX;40969;235;120;115;10;0;77.757,00;89.179,30;627,86;167.564,16
20141001;04GY;41638;38;16;22;3;0;30.939,00;25.607,82;0,00;56.546,82
20141001;04HB;41842;98;63;35;5;0;47.910,00;44.710,58;0,00;92.620,58
20141001;04HC;41471;61;29;32;5;0;54.856,00;32.810,50;190,50;87.857,00
20141001;04HD;41431;99;48;51;5;0;47.910,00;45.023,74;230,26;93.164,00
20141001;04HM;41376;294;137;157;12;0;90.047,00;107.968,90;309,78;198.325,68
20141001;04HO;41558;108;56;52;5;0;47.910,00;48.155,34;210,38;96.275,72
20141001;04HS;42567;127;66;61;5;0;47.910,00;54.105,38;130,86;102.146,24
20141001;04HT;41638;117;46;71;5;0;47.910,00;50.973,78;170,62;99.054,40
20141001;04HU;41856;97;45;52;4;0;40.010,00;44.397,42;0,00;84.407,42
20141001;04HW;41629;211;89;122;9;0;71.612,00;81.350,30;0,00;152.962,30
20141001;04HX;41617;237;112;125;10;0;77.757,00;89.805,62;389,30;167.951,92
20141001;04HY;41455;289;152;137;12;0;90.047,00;106.403,10;945,94;197.396,04
20141001;04HZ;41471;135;67;68;6;0;53.177,00;56.923,82;0,00;110.100,82
20141001;04IA;41434;121;51;70;5;0;47.910,00;52.226,42;0,00;100.136,42
20141001;04IB;41871;139;70;69;6;0;53.177,00;58.176,46;0,00;111.353,46
20141001;04IM;32099;571;274;297;25;0;187.703,00;197.219,50;627,86;385.550,36
20141001;04IP;41373;513;226;287;21;0;147.693,00;178.743,06;2.178,50;328.614,56
20141001;04IQ;40967;180;65;115;7;0;59.322,00;71.329,18;0,00;130.651,18
20141001;04IR;40635;45;26;19;3;1;30.939,00;27.799,94;0,00;58.738,94
20141001;04IT;40635;71;39;32;4;0;40.010,00;36.255,26;0,00;76.265,26
20141001;04IU;20970;362;186;176;15;0;110.823,00;129.890,10;806,78;241.519,88
20141001;04IY;40632;101;48;53;5;0;47.910,00;45.963,22;0,00;93.873,22
20141001;04IZ;42604;42;18;24;3;0;30.939,00;26.860,46;0,00;57.799,46
20141001;04JA;21464;275;127;148;11;0;83.902,00;102.018,86;1.423,06;187.343,92
20141001;04JF;41239;223;104;119;9;0;71.612,00;85.108,22;349,54;157.069,76
20141001;04JG;40789;40;22;18;3;0;30.939,00;26.234,14;0,00;57.173,14
20141001;04JI;42636;73;30;43;4;0;40.010,00;36.881,58;0,00;76.891,58
20141001;04JJ;40794;23;12;11;2;0;23.917,00;20.597,26;0,00;44.514,26
20141001;04JO;41845;125;65;60;5;0;47.910,00;53.479,06;150,74;101.539,80
20141001;04JR;30582;239;123;116;10;0;77.757,00;90.431,94;548,34;168.737,28
20141001;04JS;23440;242;120;122;10;0;77.757,00;91.371,42;0,00;169.128,42
20141001;04JU;41005;163;81;82;7;0;59.322,00;65.692,30;0,00;125.014,30
20141001;04JV;40557;389;169;220;16;0;116.968,00;138.658,58;190,50;255.817,08
20141001;04JW;41005;81;44;37;4;1;40.010,00;39.386,86;0,00;79.396,86
20141001;04JX;40788;52;22;30;3;0;30.939,00;29.992,06;0,00;60.931,06
20141001;04JZ;41693;25;13;12;2;0;23.917,00;21.223,58;0,00;45.140,58
20141001;04KA;41419;36;18;18;3;0;30.939,00;24.981,50;0,00;55.920,50
20141001;04KC;80433;229;121;108;10;0;77.757,00;86.987,18;150,74;164.894,92
20141001;04KD;25156;321;154;167;13;0;96.192,00;116.737,38;0,00;212.929,38
20141001;04KH;41385;32;17;15;3;0;30.939,00;23.415,70;0,00;54.354,70
20141001;04KI;40975;295;179;116;13;0;96.192,00;108.282,06;270,02;204.744,08
20141001;04KJ;42656;135;67;68;6;0;53.177,00;56.923,82;0,00;110.100,82
20141001;04KM;41373;112;52;60;5;22;47.910,00;49.407,98;607,98;97.925,96
20141001;04KN;42545;61;23;38;3;0;30.939,00;32.810,50;0,00;63.749,50
20141001;04KO;41337;38;19;19;3;1;30.939,00;25.607,82;0,00;56.546,82
20141001;04KT;40788;80;32;48;4;0;40.010,00;39.073,70;0,00;79.083,70
20141001;04KU;40928;712;374;338;30;0;202.998,00;242.940,86;409,18;446.348,04
20141001;04KY;40788;89;45;44;4;0;40.010,00;41.892,14;130,86;82.033,00
20141001;04KZ;42656;74;38;36;4;0;40.010,00;37.194,74;0,00;77.204,74
20141001;04LA;81316;194;107;87;9;15;71.612,00;75.713,42;1.124,86;148.450,28
20141001;04LB;41460;56;26;30;3;0;30.939,00;31.244,70;190,50;62.374,20
20141001;04LD;41884;394;213;181;17;5;123.113,00;140.224,38;0,00;263.337,38
20141001;04LG;29771;103;47;56;5;0;47.910,00;46.589,54;0,00;94.499,54
20141001;04LI;41827;254;132;122;11;0;83.902,00;95.129,34;130,86;179.162,20
20141001;04LJ;41270;65;30;35;4;0;40.010,00;34.063,14;130,86;74.204,00
20141001;04LK;41001;46;21;25;3;0;30.939,00;28.113,10;170,62;59.222,72
20141001;04LL;41551;155;87;68;7;12;59.322,00;63.187,02;429,06;122.938,08
20141001;04LM;32580;113;61;52;5;1;47.910,00;49.721,14;230,26;97.861,40
20141001;04LN;30044;245;111;134;10;0;77.757,00;92.310,90;210,38;170.278,28
20141001;04LO;41532;152;66;86;6;4;53.177,00;62.247,54;448,94;115.873,48
20141001;04LP;83228;238;127;111;10;0;77.757,00;90.118,78;389,30;168.265,08
20141001;04LR;30330;60;34;26;4;3;40.010,00;32.497,34;0,00;72.507,34
20141001;04LV;41624;155;74;81;6;0;53.177,00;63.187,02;0,00;116.364,02
20141001;04LW;41011;73;26;47;4;0;40.010,00;36.881,58;150,74;77.042,32
20141001;04LX;30824;317;155;162;13;0;96.192,00;115.484,74;210,38;211.887,12
20141001;04LY;41486;137;76;61;6;0;53.177,00;57.550,14;150,74;110.877,88
20141001;04MA;30967;86;32;54;4;0;40.010,00;40.952,66;170,62;81.133,28
20141001;04MB;31032;152;81;71;6;0;53.177,00;62.247,54;0,00;115.424,54
20141001;04MD;41673;371;178;193;16;0;116.968,00;133.021,70;0,00;249.989,70
20141001;04MF;31162;197;94;103;8;0;65.467,00;76.652,90;1.045,34;143.165,24
20141001;04MG;31227;255;128;127;11;0;83.902,00;95.442,50;170,62;179.515,12
20141001;04MJ;41534;262;138;124;11;0;83.902,00;97.634,62;270,02;181.806,64
20141001;04MK;79874;165;78;87;7;1;59.322,00;66.318,62;150,74;125.791,36
20141001;04ML;40972;377;192;185;16;0;116.968,00;134.900,66;210,38;252.079,04
20141001;04MN;31552;202;101;101;9;0;71.612,00;78.531,86;309,78;150.453,64
20141001;04MO;41282;51;21;30;3;0;30.939,00;29.678,90;0,00;60.617,90
20141001;04MS;41419;122;71;51;5;0;47.910,00;52.539,58;190,50;100.640,08
20141001;04MU;45969;73;38;35;4;0;40.010,00;36.881,58;0,00;76.891,58
20141001;04MV;41439;157;73;84;7;0;59.322,00;63.813,34;190,50;123.325,84
20141001;04MY;32202;289;145;144;12;0;90.047,00;106.403,10;130,86;196.580,96
20141001;04MZ;80433;154;60;94;6;0;53.177,00;62.873,86;309,78;116.360,64
20141001;04NA;41385;25;15;10;2;0;23.917,00;21.223,58;0,00;45.140,58
20141001;04NB;41532;266;132;134;11;0;83.902,00;98.887,26;210,38;182.999,64
20141001;04NC;40706;219;108;111;9;0;71.612,00;83.855,58;250,14;155.717,72
20141001;04ND;78782;386;146;240;16;0;116.968,00;137.719,10;607,98;255.295,08
20141001;04NG;41782;28;13;15;2;2;23.917,00;22.163,06;150,74;46.230,80
20141001;04NH;41296;194;89;105;8;0;65.467,00;75.713,42;150,74;141.331,16
20141001;04NI;42604;54;21;33;3;0;30.939,00;30.618,38;130,86;61.688,24
20141001;04NN;62662;233;122;111;10;5;77.757,00;88.239,82;687,50;166.684,32
20141001;04NO;33034;226;114;112;10;0;77.757,00;86.047,70;0,00;163.804,70
20141001;04NP;33151;230;113;117;10;0;77.757,00;87.300,34;190,50;165.247,84
20141001;04NR;33424;65;2;63;3;0;30.939,00;34.063,14;0,00;65.002,14
20141001;04NS;41324;300;163;137;13;0;96.192,00;110.161,02;468,82;206.821,84
20141001;04NT;41194;93;48;45;4;0;40.010,00;43.144,78;190,50;83.345,28
20141001;04NU;23128;105;48;57;5;43;47.910,00;47.215,86;468,82;95.594,68
20141001;04NV;41736;158;78;80;7;0;59.322,00;64.126,50;170,62;123.619,12
20141001;04NW;33957;180;62;118;7;0;59.322,00;71.329,18;130,86;130.782,04
20141001;04OA;40517;180;93;87;8;0;65.467,00;71.329,18;150,74;136.946,92
20141001;04OB;41621;83;50;33;4;0;40.010,00;40.013,18;130,86;80.154,04
20141001;04OC;41396;155;75;80;6;0;53.177,00;63.187,02;0,00;116.364,02
20141001;04OE;34789;91;37;54;4;0;40.010,00;42.518,46;0,00;82.528,46
20141001;04OF;85600;222;92;130;9;0;71.612,00;84.795,06;0,00;156.407,06
20141001;04OH;85255;190;92;98;8;0;65.467,00;74.460,78;0,00;139.927,78
20141001;04OJ;41487;82;44;38;4;13;40.010,00;39.700,02;448,94;80.158,96
20141001;04OL;34893;200;91;109;8;4;65.467,00;77.905,54;0,00;143.372,54
20141001;04OM;34919;480;234;246;20;0;141.548,00;168.095,62;0,00;309.643,62
20141001;04ON;34932;482;264;218;23;138;176.290,00;168.408,78;4.623,74;349.322,52
20141001;04OR;42632;361;177;184;15;0;110.823,00;129.576,94;150,74;240.550,68
20141001;04OS;35218;231;117;114;10;0;77.757,00;87.613,50;150,74;165.521,24
20141001;04OT;41582;77;39;38;4;0;40.010,00;38.134,22;170,62;78.314,84
20141001;04OV;40950;93;57;36;5;7;47.910,00;43.144,78;170,62;91.225,40
20141001;04OW;79874;45;18;27;3;0;30.939,00;27.799,94;0,00;58.738,94
20141001;04PA;40508;207;108;99;9;0;71.612,00;80.097,66;190,50;151.900,16
20141001;04PE;41286;147;69;78;6;3;53.177,00;60.681,74;190,50;114.049,24
20141001;04PF;36063;77;39;38;4;2;40.010,00;38.134,22;130,86;78.275,08
20141001;04PG;41194;155;79;76;7;6;59.322,00;63.187,02;588,10;123.097,12
20141001;04PH;41460;219;100;119;9;0;71.612,00;83.855,58;190,50;155.658,08
20141001;04PI;36349;209;97;112;9;0;71.612,00;80.723,98;448,94;152.784,92
20141001;04PJ;41532;121;54;67;5;0;47.910,00;52.226,42;130,86;100.267,28
20141001;04PK;36479;389;209;180;17;0;123.113,00;138.658,58;190,50;261.962,08
20141001;04PL;41241;192;99;93;8;0;65.467,00;75.087,10;0,00;140.554,10
