PEILDATUM;BRIN_NUMMER;BEVOEGD_GEZAG_NUMMER;TOTAAL_AANTAL_LEERLINGEN;AANTAL_LEERLINGEN_4_TOT_EN_MET_7_JAAR;AANTAL_LEERLINGEN_8_JAAR_EN_OUDER;AANTAL_GROEPEN;SCHOOLGEWICHT;GROEPSAFHANKELIJKE_MI;LEERLINGAFHANKELIJKE_MI;AANVULLENDE_MI;TOTAAL_MI
20141001;08BJ;92626;151;92;59;7;0;59.322,00;61.934,38;210,38;121.466,76
20141001;08BK;41239;301;165;136;13;0;96.192,00;110.474,18;190,50;206.856,68
20141001;08BL;41261;71;31;40;4;0;40.010,00;36.255,26;190,50;76.455,76
20141001;08BM;41472;96;53;43;5;0;47.910,00;44.084,26;170,62;92.164,88
20141001;08BO;41261;97;47;50;5;0;47.910,00;44.397,42;130,86;92.438,28
20141001;08BP;41787;43;21;22;3;0;30.939,00;27.173,62;0,00;58.112,62
20141001;08BQ;41787;71;35;36;4;0;40.010,00;36.255,26;0,00;76.265,26
20141001;08BS;41358;115;61;54;5;0;47.910,00;50.347,46;130,86;98.388,32
20141001;08BU;41154;191;94;97;8;0;65.467,00;74.773,94;0,00;140.240,94
20141001;08BV;41571;81;36;45;4;0;40.010,00;39.386,86;0,00;79.396,86
20141001;08BW;41261;81;43;38;4;0;40.010,00;39.386,86;0,00;79.396,86
20141001;08BX;41507;135;48;87;5;0;47.910,00;56.923,82;130,86;104.964,68
20141001;08BY;41261;42;23;19;3;2;30.939,00;26.860,46;150,74;57.950,20
20141001;08BZ;94251;363;187;176;15;0;110.823,00;130.203,26;230,26;241.256,52
20141001;08CA;40586;421;235;186;18;0;129.258,00;148.992,86;488,70;278.739,56
20141001;08CB;94433;328;205;123;14;0;104.678,00;118.929,50;329,66;223.937,16
20141001;08CC;41856;53;25;28;3;0;30.939,00;30.305,22;0,00;61.244,22
20141001;08CD;94771;279;136;143;12;0;90.047,00;103.271,50;0,00;193.318,50
20141001;08CE;94797;219;108;111;9;0;71.612,00;83.855,58;0,00;155.467,58
20141001;08CF;95135;429;222;207;18;0;129.258,00;151.498,14;190,50;280.946,64
20141001;08CI;41515;367;196;171;16;0;116.968,00;131.769,06;130,86;248.867,92
20141001;08CJ;96617;285;134;151;12;0;90.047,00;105.150,46;627,86;195.825,32
20141001;08CK;41548;338;177;161;14;0;104.678,00;122.374,26;906,18;227.958,44
20141001;08CL;97176;245;130;115;10;0;77.757,00;92.310,90;289,90;170.357,80
20141001;08CM;61960;330;163;167;15;0;125.667,00;119.555,82;409,18;245.632,00
20141001;08CN;97358;242;120;122;10;0;77.757,00;91.371,42;568,22;169.696,64
20141001;08CO;29810;247;128;119;11;35;83.902,00;92.937,22;1.085,10;177.924,32
20141001;08CP;97917;646;331;315;27;0;184.563,00;221.645,98;5.100,86;411.309,84
20141001;08CQ;98190;222;109;113;9;0;71.612,00;84.795,06;150,74;156.557,80
20141001;08CS;42545;24;10;14;2;0;23.917,00;20.910,42;130,86;44.958,28
20141001;08CT;41052;87;42;45;4;0;40.010,00;41.265,82;0,00;81.275,82
20141001;08CW;99672;61;26;35;3;0;30.939,00;32.810,50;130,86;63.880,36
20141001;08CX;99711;162;86;76;7;0;59.322,00;65.379,14;0,00;124.701,14
20141001;08CY;41787;209;106;103;9;0;71.612,00;80.723,98;230,26;152.566,24
20141001;08DC;13878;49;19;30;3;0;30.939,00;29.052,58;0,00;59.991,58
20141001;08DD;41613;89;41;48;4;3;40.010,00;41.892,14;0,00;81.902,14
20141001;08DE;41633;137;49;88;6;3;53.177,00;57.550,14;130,86;110.858,00
20141001;08DF;41574;291;152;139;14;1;114.841,00;107.029,42;210,38;222.080,80
20141001;08DG;41443;112;43;69;5;13;47.910,00;49.407,98;488,70;97.806,68
20141001;08DH;41785;171;79;92;7;0;59.322,00;68.510,74;0,00;127.832,74
20141001;08DI;41638;110;57;53;5;7;47.910,00;48.781,66;250,14;96.941,80
20141001;08DJ;41471;191;84;107;8;0;65.467,00;74.773,94;190,50;140.431,44
20141001;08DM;41860;296;141;155;12;0;90.047,00;108.595,22;468,82;199.111,04
20141001;08DN;41413;63;37;26;4;0;40.010,00;33.436,82;0,00;73.446,82
20141001;08DV;41011;58;28;30;3;0;30.939,00;31.871,02;130,86;62.940,88
20141001;08DX;40803;146;87;59;7;14;59.322,00;60.368,58;627,86;120.318,44
20141001;08DZ;41662;237;113;124;10;0;77.757,00;89.805,62;528,46;168.091,08
20141001;08EA;41785;46;15;31;3;0;30.939,00;28.113,10;0,00;59.052,10
20141001;08EC;77975;78;35;43;4;18;40.010,00;38.447,38;429,06;78.886,44
20141001;08ED;42623;35;16;19;3;0;30.939,00;24.668,34;0,00;55.607,34
20141001;08EE;41435;440;254;186;19;0;135.403,00;155.256,06;270,02;290.929,08
20141001;08EM;41481;203;94;109;8;0;65.467,00;78.845,02;1.124,86;145.436,88
20141001;08EN;41481;180;78;102;8;17;65.467,00;71.329,18;1.283,90;138.080,08
20141001;08EO;41496;220;91;129;9;0;71.612,00;84.168,74;190,50;155.971,24
20141001;08EP;41630;37;17;20;3;0;30.939,00;25.294,66;0,00;56.233,66
20141001;08ER;41629;64;27;37;3;0;30.939,00;33.749,98;130,86;64.819,84
20141001;08EU;41401;121;61;60;5;0;47.910,00;52.226,42;130,86;100.267,28
20141001;08EV;41443;148;72;76;6;2;53.177,00;60.994,90;349,54;114.521,44
20141001;08EW;41478;300;143;157;13;17;96.192,00;110.161,02;687,50;207.040,52
20141001;08EY;41530;281;167;114;12;0;90.047,00;103.897,82;528,46;194.473,28
20141001;08EZ;41899;78;37;41;4;0;40.010,00;38.447,38;0,00;78.457,38
20141001;08FA;41371;176;73;103;7;0;59.322,00;70.076,54;170,62;129.569,16
20141001;08FC;41538;134;66;68;6;0;53.177,00;56.610,66;0,00;109.787,66
20141001;08FE;41376;223;98;125;10;0;93.187,00;85.108,22;270,02;178.565,24
20141001;08FF;41401;295;135;160;12;0;90.047,00;108.282,06;409,18;198.738,24
20141001;08FG;41638;45;21;24;3;3;30.939,00;27.799,94;309,78;59.048,72
20141001;08FH;77235;209;85;124;9;0;71.612,00;80.723,98;389,30;152.725,28
20141001;08FI;41856;65;35;30;4;0;40.010,00;34.063,14;0,00;74.073,14
20141001;08FJ;41557;144;72;72;8;0;78.849,00;59.429,10;150,74;138.428,84
20141001;08FQ;41431;171;82;89;7;1;59.322,00;68.510,74;369,42;128.202,16
20141001;08FS;41488;65;35;30;4;2;40.010,00;34.063,14;289,90;74.363,04
20141001;08FU;41398;335;171;164;14;18;104.678,00;121.434,78;687,50;226.800,28
20141001;08FW;13683;128;61;67;5;0;47.910,00;54.418,54;150,74;102.479,28
20141001;08FX;41856;131;62;69;6;0;53.177,00;55.358,02;0,00;108.535,02
20141001;08GE;41478;253;117;136;11;0;83.902,00;94.816,18;747,14;179.465,32
20141001;08GF;41401;231;128;103;10;0;77.757,00;87.613,50;230,26;165.600,76
20141001;08GH;41496;201;108;93;9;0;71.612,00;78.218,70;289,90;150.120,60
20141001;08GK;41502;82;32;50;4;1;40.010,00;39.700,02;170,62;79.880,64
20141001;08GN;41775;119;49;70;7;87;59.322,00;51.600,10;2.079,10;113.001,20
20141001;08GQ;41780;123;55;68;5;4;47.910,00;52.852,74;0,00;100.762,74
20141001;08GW;41431;118;41;77;5;4;47.910,00;51.286,94;548,34;99.745,28
20141001;08GX;78222;181;100;81;8;1;65.467,00;71.642,34;329,66;137.439,00
20141001;08GY;41443;255;155;100;11;0;83.902,00;95.442,50;270,02;179.614,52
20141001;08GZ;41846;106;50;56;5;0;47.910,00;47.529,02;170,62;95.609,64
20141001;08HA;42623;236;84;152;9;0;71.612,00;89.492,46;250,14;161.354,60
20141001;08HD;41633;280;147;133;12;0;90.047,00;103.584,66;210,38;193.842,04
20141001;08HK;41633;89;41;48;4;2;40.010,00;41.892,14;130,86;82.033,00
20141001;08HM;41538;143;66;77;6;8;53.177,00;59.429,10;0,00;112.606,10
20141001;08HN;41544;128;57;71;6;26;53.177,00;54.418,54;588,10;108.183,64
20141001;08HO;41345;45;19;26;3;10;30.939,00;27.799,94;170,62;58.909,56
20141001;08HP;41400;314;153;161;13;0;96.192,00;114.545,26;945,94;211.683,20
20141001;08HQ;41557;146;83;63;6;7;53.177,00;60.368,58;369,42;113.915,00
20141001;08IB;41574;248;99;149;10;0;77.757,00;93.250,38;329,66;171.337,04
20141001;08IC;41613;119;57;62;5;0;47.910,00;51.600,10;130,86;99.640,96
20141001;08IE;41638;197;93;104;8;1;65.467,00;76.652,90;230,26;142.350,16
20141001;08IF;41565;144;76;68;6;10;53.177,00;59.742,26;230,26;113.149,52
20141001;08IH;13682;318;159;159;13;0;96.192,00;115.797,90;170,62;212.160,52
20141001;08IN;41401;183;100;83;8;0;65.467,00;72.268,66;150,74;137.886,40
20141001;08IQ;13674;124;52;72;5;0;47.910,00;53.165,90;369,42;101.445,32
20141001;08IR;13674;675;344;331;29;0;196.853,00;231.040,78;1.761,02;429.654,80
20141001;08IS;42538;162;82;80;7;8;59.322,00;65.379,14;1.045,34;125.746,48
20141001;08IT;41792;197;95;102;8;10;65.467,00;76.652,90;926,06;143.045,96
20141001;08IU;41371;43;17;26;3;0;30.939,00;27.173,62;130,86;58.243,48
20141001;08IV;41502;87;44;43;4;0;40.010,00;41.265,82;150,74;81.426,56
20141001;08IW;41191;83;31;52;4;0;40.010,00;40.013,18;210,38;80.233,56
20141001;08JC;20243;194;90;104;8;0;65.467,00;75.713,42;289,90;141.470,32
20141001;08JE;41860;203;69;134;8;0;65.467,00;78.845,02;250,14;144.562,16
20141001;08JF;22622;354;189;165;15;0;110.823,00;127.384,82;468,82;238.676,64
20141001;08JH;42607;339;162;177;15;0;120.109,00;122.374,26;0,00;242.483,26
20141001;08JJ;23961;67;26;41;4;0;40.010,00;35.002,62;170,62;75.183,24
20141001;08JL;25196;319;178;141;14;0;104.678,00;116.111,06;0,00;220.789,06
20141001;08JM;41651;73;29;44;4;0;40.010,00;36.881,58;130,86;77.022,44
20141001;08JO;26158;439;206;233;18;0;129.258,00;154.942,90;965,82;285.166,72
20141001;08JP;41582;185;95;90;8;7;65.467,00;72.894,98;329,66;138.691,64
20141001;08JQ;41506;86;41;45;4;0;40.010,00;40.952,66;130,86;81.093,52
20141001;08JS;40662;321;155;166;13;0;96.192,00;116.737,38;190,50;213.119,88
20141001;08JT;41407;201;95;106;9;56;71.612,00;78.218,70;2.436,94;152.267,64
20141001;08JU;41528;301;137;164;12;0;90.047,00;110.474,18;0,00;200.521,18
20141001;08JV;41001;228;117;111;10;19;77.757,00;86.674,02;1.184,50;165.615,52
20141001;08JW;40803;156;88;68;8;49;65.467,00;63.500,18;1.900,18;130.867,36
20141001;08JY;61284;554;255;299;23;0;159.983,00;191.895,78;349,54;352.228,32
20141001;08JZ;41376;325;155;170;14;0;104.678,00;117.990,02;528,46;223.196,48
20141001;08KA;40765;162;81;81;7;20;59.322,00;65.379,14;1.005,58;125.706,72
20141001;08KC;27770;308;150;158;14;78;104.678,00;112.666,30;4.961,70;222.306,00
20141001;08KD;40967;400;190;210;17;0;123.113,00;142.416,50;170,62;265.700,12
20141001;08KE;40812;94;36;58;4;0;40.010,00;43.457,94;130,86;83.598,80
20141001;08KF;31017;102;47;55;5;0;47.910,00;46.276,38;210,38;94.396,76
20141001;08KH;28147;273;104;169;11;0;83.902,00;101.392,54;130,86;185.425,40
20141001;08KI;31017;190;96;94;8;12;65.467,00;74.460,78;548,34;140.476,12
20141001;08KJ;42540;291;155;136;12;0;90.047,00;107.029,42;170,62;197.247,04
20141001;08KK;77195;201;115;86;9;38;71.612,00;78.218,70;1.601,98;151.432,68
20141001;08KN;42669;69;25;44;4;0;40.010,00;35.628,94;170,62;75.809,56
20141001;08KO;41242;245;130;115;10;0;77.757,00;92.310,90;250,14;170.318,04
20141001;08KP;75753;106;50;56;5;0;47.910,00;47.529,02;190,50;95.629,52
20141001;08KQ;41692;197;99;98;8;0;65.467,00;76.652,90;349,54;142.469,44
20141001;08KR;27770;208;108;100;9;0;71.612,00;80.410,82;1.780,90;153.803,72
20141001;08KS;50129;167;68;99;7;13;59.322,00;67.258,10;369,42;126.949,52
20141001;08KT;40987;255;140;115;11;5;83.902,00;95.442,50;866,42;180.210,92
20141001;08KU;31384;194;91;103;8;0;65.467,00;75.713,42;130,86;141.311,28
20141001;08KV;31657;152;68;84;6;1;53.177,00;62.247,54;767,02;116.191,56
20141001;08KX;40557;149;64;85;6;11;53.177,00;61.308,06;170,62;114.655,68
20141001;08LA;32060;86;26;60;4;0;40.010,00;40.952,66;0,00;80.962,66
20141001;08LC;30240;383;188;195;18;80;129.258,00;136.779,62;5.140,62;271.178,24
20141001;08LE;35466;710;349;361;30;0;202.998,00;242.314,54;488,70;445.801,24
20141001;08LH;43967;271;115;156;11;0;83.902,00;100.766,22;289,90;184.958,12
20141001;08LJ;41516;221;109;112;9;7;71.612,00;84.481,90;568,22;156.662,12
20141001;08LL;37650;359;147;212;15;0;110.823,00;128.950,62;230,26;240.003,88
20141001;08LM;37663;267;121;146;11;0;83.902,00;99.513,58;190,50;183.606,08
20141001;08LN;40803;30;6;24;2;0;23.917,00;22.789,38;0,00;46.706,38
20141001;08LQ;44201;390;206;184;17;1;123.113,00;138.971,74;369,42;262.454,16
20141001;08LR;41582;317;146;171;13;0;96.192,00;115.484,74;210,38;211.887,12
20141001;08LS;41407;326;139;187;13;0;96.192,00;118.303,18;250,14;214.745,32
20141001;08LT;75597;125;58;67;6;38;53.177,00;53.479,06;1.423,06;108.079,12
20141001;08LV;40903;253;110;143;10;0;77.757,00;94.816,18;230,26;172.803,44
20141001;08LY;41340;332;162;170;14;0;104.678,00;120.182,14;150,74;225.010,88
20141001;08LZ;40789;149;72;77;6;0;53.177,00;61.308,06;130,86;114.615,92
20141001;08MB;42577;120;52;68;5;0;47.910,00;51.913,26;289,90;100.113,16
20141001;08MD;41692;219;82;137;9;0;71.612,00;83.855,58;508,58;155.976,16
20141001;08ME;40987;214;106;108;9;0;71.612,00;82.289,78;150,74;154.052,52
20141001;08MF;40848;248;114;134;10;0;77.757,00;93.250,38;309,78;171.317,16
20141001;08MJ;41782;154;71;83;7;27;59.322,00;62.873,86;1.045,34;123.241,20
20141001;08MK;44397;214;82;132;10;96;77.757,00;82.289,78;2.456,82;162.503,60
20141001;08MN;42486;183;91;92;8;0;65.467,00;72.268,66;0,00;137.735,66
20141001;08MO;77975;144;73;71;6;0;53.177,00;59.742,26;170,62;113.089,88
20141001;08MQ;43305;83;39;44;4;0;40.010,00;40.013,18;130,86;80.154,04
20141001;08MR;41090;41;21;20;3;0;30.939,00;26.547,30;150,74;57.637,04
20141001;08MS;75219;133;56;77;5;0;47.910,00;55.984,34;170,62;104.064,96
20141001;08MU;41516;259;128;131;11;0;83.902,00;96.695,14;270,02;180.867,16
20141001;08MV;74049;179;85;94;7;0;59.322,00;71.016,02;210,38;130.548,40
20141001;08MW;41516;346;178;168;16;48;116.968,00;124.879,54;1.582,10;243.429,64
20141001;08MX;71956;148;68;80;6;0;53.177,00;60.994,90;309,78;114.481,68
20141001;08MY;75375;244;97;147;10;0;77.757,00;91.997,74;0,00;169.754,74
20141001;08NA;40803;62;17;45;3;0;30.939,00;33.123,66;130,86;64.193,52
20141001;08NB;40894;310;185;125;14;0;104.678,00;113.292,62;130,86;218.101,48
20141001;08NC;25351;289;128;161;12;0;90.047,00;106.403,10;0,00;196.450,10
20141001;08ND;77975;107;50;57;5;0;47.910,00;47.842,18;130,86;95.883,04
20141001;08NF;20281;315;166;149;14;45;104.678,00;114.858,42;607,98;220.144,40
20141001;08NH;46724;153;74;79;6;0;53.177,00;62.560,70;230,26;115.967,96
20141001;08NI;41447;513;261;252;22;0;153.838,00;178.743,06;250,14;332.831,20
20141001;08NJ;26977;644;249;395;26;0;178.418,00;221.019,66;210,38;399.648,04
20141001;08NL;75753;90;50;40;4;0;40.010,00;42.205,30;0,00;82.215,30
20141001;08NM;41223;109;52;57;5;3;47.910,00;48.468,50;389,30;96.767,80
20141001;08NN;41223;140;58;82;6;0;53.177,00;58.489,62;130,86;111.797,48
20141001;08NO;41228;390;193;197;16;0;116.968,00;138.971,74;369,42;256.309,16
20141001;08NP;73919;355;140;215;14;0;104.678,00;127.697,98;230,26;232.606,24
20141001;08NT;41039;116;58;58;5;0;47.910,00;50.660,62;0,00;98.570,62
20141001;08NU;30320;208;113;95;9;0;71.612,00;80.410,82;190,50;152.213,32
20141001;08NV;40888;234;113;121;10;0;77.757,00;88.866,14;190,50;166.813,64
20141001;08NW;41845;86;34;52;4;1;40.010,00;40.952,66;210,38;81.173,04
20141001;08NX;37650;351;166;185;15;0;110.823,00;126.445,34;0,00;237.268,34
20141001;08NZ;48101;529;342;187;24;0;166.128,00;183.753,62;826,66;350.708,28
20141001;08OD;40648;284;155;129;12;0;90.047,00;104.837,30;130,86;195.015,16
20141001;08OF;50195;589;306;283;25;0;172.273,00;203.169,54;886,30;376.328,84
20141001;08OJ;75597;215;121;94;9;9;71.612,00;82.602,94;1.104,98;155.319,92
20141001;08OM;75375;365;200;165;16;0;116.968,00;130.829,58;309,78;248.107,36
20141001;08ON;50819;124;59;65;6;17;53.177,00;53.165,90;1.005,58;107.348,48
20141001;08OQ;79874;79;39;40;4;0;40.010,00;38.760,54;130,86;78.901,40
20141001;08OS;23961;270;133;137;11;0;83.902,00;100.453,06;289,90;184.644,96
20141001;08OU;40894;155;66;89;6;0;53.177,00;63.187,02;0,00;116.364,02
20141001;08OW;43318;209;87;122;9;0;71.612,00;80.723,98;190,50;152.526,48
20141001;08OX;41286;135;71;64;6;0;53.177,00;56.923,82;130,86;110.231,68
20141001;08OY;77456;231;118;113;10;0;77.757,00;87.613,50;528,46;165.898,96
20141001;08OZ;61661;169;82;87;7;0;59.322,00;67.884,42;369,42;127.575,84
20141001;08PB;74154;351;146;205;14;0;104.678,00;126.445,34;150,74;231.274,08
20141001;08PE;75753;182;91;91;8;0;65.467,00;71.955,50;190,50;137.613,00
20141001;08PF;40946;190;91;99;8;0;65.467,00;74.460,78;130,86;140.058,64
20141001;08PH;41005;178;91;87;8;0;65.467,00;70.702,86;130,86;136.300,72
20141001;08PI;42656;143;66;77;6;0;53.177,00;59.429,10;0,00;112.606,10
20141001;08PJ;41001;241;130;111;10;0;77.757,00;91.058,26;250,14;169.065,40
20141001;08PK;45000;50;21;29;3;0;30.939,00;29.365,74;0,00;60.304,74
20141001;08PM;45000;192;90;102;8;4;65.467,00;75.087,10;210,38;140.764,48
20141001;08PO;41020;270;136;134;11;0;83.902,00;100.453,06;230,26;184.585,32
20141001;08PP;32073;287;126;161;12;0;90.047,00;105.776,78;468,82;196.292,60
20141001;08PR;41196;57;24;33;3;0;30.939,00;31.557,86;150,74;62.647,60
20141001;08PV;40712;182;74;108;7;0;59.322,00;71.955,50;270,02;131.547,52
20141001;08PW;48348;112;56;56;5;0;47.910,00;49.407,98;0,00;97.317,98
20141001;08PY;31384;65;34;31;4;0;40.010,00;34.063,14;130,86;74.204,00
20141001;08QB;20281;353;208;145;17;70;123.113,00;127.071,66;5.617,74;255.802,40
20141001;08QG;48348;155;70;85;6;0;53.177,00;63.187,02;150,74;116.514,76
20141001;08QH;85255;162;68;94;7;0;59.322,00;65.379,14;190,50;124.891,64
20141001;08QM;41782;44;22;22;3;0;30.939,00;27.486,78;0,00;58.425,78
20141001;08QN;83280;231;99;132;9;0;71.612,00;87.613,50;190,50;159.416,00
20141001;08QO;41373;242;120;122;10;0;77.757,00;91.371,42;190,50;169.318,92
20141001;08QP;60204;208;91;117;9;0;71.612,00;80.410,82;270,02;152.292,84
20141001;08QS;83280;276;134;142;12;0;90.047,00;102.332,02;150,74;192.529,76
20141001;08QU;41516;296;155;141;13;0;96.192,00;108.595,22;429,06;205.216,28
20141001;08QV;40557;130;56;74;5;0;47.910,00;55.044,86;170,62;103.125,48
20141001;08QW;83280;244;121;123;11;35;83.902,00;91.997,74;1.383,30;177.283,04
20141001;08QX;31384;133;57;76;5;0;47.910,00;55.984,34;150,74;104.045,08
20141001;08QY;41241;77;38;39;4;0;40.010,00;38.134,22;130,86;78.275,08
20141001;08RA;37663;160;75;85;7;0;59.322,00;64.752,82;150,74;124.225,56
20141001;08RC;74973;409;202;207;17;0;123.113,00;145.234,94;170,62;268.518,56
20141001;08RD;41516;300;135;165;12;0;90.047,00;110.161,02;389,30;200.597,32
20141001;08RK;75974;190;105;85;8;0;65.467,00;74.460,78;0,00;139.927,78
20141001;08RL;41787;331;173;158;14;0;104.678,00;119.868,98;0,00;224.546,98
20141001;08RM;76715;415;211;204;18;0;129.258,00;147.113,90;230,26;276.602,16
20141001;08RN;50949;343;162;181;14;0;104.678,00;123.940,06;150,74;228.768,80
20141001;08RO;76793;369;197;172;16;0;116.968,00;132.395,38;866,42;250.229,80
20141001;08RP;28147;148;87;61;6;0;53.177,00;60.994,90;329,66;114.501,56
20141001;08RQ;41632;441;253;188;19;0;135.403,00;155.569,22;250,14;291.222,36
20141001;08RR;46724;100;49;51;5;0;47.910,00;45.650,06;0,00;93.560,06
20141001;08RU;32060;311;146;165;13;0;96.192,00;113.605,78;329,66;210.127,44
20141001;08SE;41359;118;60;58;5;0;47.910,00;51.286,94;0,00;99.196,94
20141001;08SL;71749;131;59;72;5;0;47.910,00;55.358,02;150,74;103.418,76
20141001;08SP;22725;435;220;215;19;17;150.833,00;153.377,10;2.238,14;306.448,24
20141001;08SQ;75753;268;111;157;11;0;83.902,00;99.826,74;369,42;184.098,16
20141001;08SV;41571;133;54;79;5;0;47.910,00;55.984,34;0,00;103.894,34
20141001;08SW;41780;182;81;101;8;0;65.467,00;71.955,50;130,86;137.553,36
20141001;08SX;41191;208;94;114;9;0;71.612,00;80.410,82;130,86;152.153,68
20141001;08SY;41435;140;68;72;8;29;78.849,00;58.176,46;1.005,58;138.031,04
20141001;08TE;30010;307;161;146;14;49;104.678,00;112.353,14;2.277,90;219.309,04
20141001;08TI;41638;46;19;27;3;2;30.939,00;28.113,10;190,50;59.242,60
20141001;08TJ;41476;185;87;98;8;0;65.467,00;72.894,98;349,54;138.711,52
20141001;08TK;41191;143;74;69;6;8;53.177,00;59.429,10;369,42;112.975,52
20141001;08TL;41812;121;60;61;5;0;47.910,00;52.226,42;0,00;100.136,42
20141001;08TM;41829;399;194;205;17;0;123.113,00;141.790,18;210,38;265.113,56
20141001;08TN;41476;212;107;105;9;0;71.612,00;81.663,46;250,14;153.525,60
20141001;08TO;41500;211;104;107;9;0;71.612,00;81.350,30;389,30;153.351,60
20141001;08TV;41020;404;187;217;17;0;123.113,00;143.669,14;309,78;267.091,92
20141001;08UA;41638;74;33;41;4;0;40.010,00;37.194,74;130,86;77.335,60
20141001;08UC;42669;181;66;115;7;0;59.322,00;71.642,34;0,00;130.964,34
20141001;08UD;41574;121;61;60;5;0;47.910,00;52.226,42;0,00;100.136,42
20141001;08UJ;40635;41;20;21;3;0;30.939,00;26.547,30;0,00;57.486,30
20141001;08UN;41558;124;71;53;6;0;53.177,00;53.165,90;349,54;106.692,44
20141001;08UO;22725;483;235;248;20;0;141.548,00;169.035,10;270,02;310.853,12
20141001;08UP;23128;272;131;141;12;19;90.047,00;101.079,38;1.641,74;192.768,12
20141001;08US;23674;164;81;83;7;0;59.322,00;66.005,46;0,00;125.327,46
20141001;08UT;24844;131;70;61;6;34;53.177,00;55.358,02;2.735,14;111.270,16
20141001;08UU;80433;214;105;109;9;0;71.612,00;82.289,78;250,14;154.151,92
20141001;08UW;27067;163;92;71;7;0;59.322,00;65.692,30;250,14;125.264,44
20141001;08UX;42669;239;125;114;10;0;77.757,00;90.431,94;250,14;168.439,08
20141001;08UY;74531;254;119;135;11;19;83.902,00;95.129,34;1.244,14;180.275,48
20141001;08VA;28614;219;112;107;9;0;71.612,00;83.855,58;349,54;155.817,12
20141001;08VB;29056;303;156;147;13;3;96.192,00;111.100,50;190,50;207.483,00
20141001;08VC;40999;234;94;140;10;0;77.757,00;88.866,14;150,74;166.773,88
20141001;08VE;41569;250;101;149;10;4;77.757,00;93.876,70;289,90;171.923,60
20141001;08VG;41483;244;108;136;10;0;77.757,00;91.997,74;448,94;170.203,68
20141001;08VH;41624;228;117;111;10;0;77.757,00;86.674,02;349,54;164.780,56
20141001;08VI;41736;203;103;100;9;0;71.612,00;78.845,02;0,00;150.457,02
20141001;08VK;41487;326;148;178;14;0;104.678,00;118.303,18;687,50;223.668,68
20141001;08VL;40959;135;67;68;6;3;53.177,00;56.923,82;210,38;110.311,20
20141001;08VM;40508;276;148;128;12;0;90.047,00;102.332,02;468,82;192.847,84
20141001;08VN;47595;230;107;123;10;0;77.757,00;87.300,34;0,00;165.057,34
20141001;08VO;41245;140;66;74;6;0;53.177,00;58.489,62;289,90;111.956,52
20141001;08VP;36479;407;198;209;17;0;123.113,00;144.608,62;627,86;268.349,48
20141001;08VQ;41558;114;53;61;5;7;47.910,00;50.034,30;250,14;98.194,44
20141001;08VR;20281;194;114;80;9;6;71.612,00;75.713,42;309,78;147.635,20
20141001;08VS;41624;203;102;101;9;0;71.612,00;78.845,02;210,38;150.667,40
20141001;08VT;41460;234;134;100;10;0;77.757,00;88.866,14;190,50;166.813,64
20141001;08VV;20671;130;55;75;5;0;47.910,00;55.044,86;0,00;102.954,86
20141001;08VW;38819;129;65;64;6;0;53.177,00;54.731,70;0,00;107.908,70
20141001;08VY;41886;190;92;98;8;0;65.467,00;74.460,78;130,86;140.058,64
20141001;08VZ;41424;258;129;129;11;0;83.902,00;96.381,98;230,26;180.514,24
20141001;08WB;40712;163;89;74;7;0;59.322,00;65.692,30;389,30;125.403,60
20141001;08WC;30582;244;120;124;11;33;83.902,00;91.997,74;1.661,62;177.561,36
20141001;08WD;39352;391;169;222;16;0;116.968,00;139.284,90;170,62;256.423,52
20141001;08WF;41583;89;47;42;4;0;40.010,00;41.892,14;210,38;82.112,52
20141001;08WG;41787;306;139;167;13;0;111.622,00;111.726,82;0,00;223.348,82
20141001;08WH;31237;230;121;109;10;0;77.757,00;87.300,34;448,94;165.506,28
20141001;08WK;40278;200;93;107;8;5;65.467,00;77.905,54;468,82;143.841,36
20141001;08WM;37949;81;44;37;4;0;40.010,00;39.386,86;170,62;79.567,48
20141001;08WO;41337;124;62;62;5;1;47.910,00;53.165,90;130,86;101.206,76
20141001;08WQ;48101;468;242;226;20;1;141.548,00;164.337,70;1.502,58;307.388,28
20141001;08WR;43967;482;273;209;21;0;147.693,00;168.721,94;488,70;316.903,64
20141001;08WS;43980;220;108;112;9;0;71.612,00;84.168,74;130,86;155.911,60
20141001;08WT;41338;241;95;146;10;13;77.757,00;91.058,26;826,66;169.641,92
20141001;08WU;44201;166;67;99;7;0;59.322,00;66.631,78;130,86;126.084,64
20141001;08WV;44318;169;73;96;7;0;59.322,00;67.884,42;130,86;127.337,28
20141001;08WW;41407;366;193;173;16;0;116.968,00;131.142,74;548,34;248.659,08
20141001;08WY;40517;212;108;104;9;0;71.612,00;81.663,46;270,02;153.545,48
20141001;08WZ;40557;188;107;81;8;0;65.467,00;73.834,46;170,62;139.472,08
20141001;08XB;40777;250;132;118;11;0;83.902,00;93.876,70;309,78;178.088,48
20141001;08XC;40941;364;185;179;15;0;110.823,00;130.516,42;647,74;241.987,16
20141001;08XD;41138;143;48;95;6;0;53.177,00;59.429,10;130,86;112.736,96
20141001;08XF;46060;194;100;94;8;0;65.467,00;75.713,42;130,86;141.311,28
20141001;08XG;41621;230;111;119;10;0;77.757,00;87.300,34;130,86;165.188,20
20141001;08XH;40848;506;239;267;21;0;147.693,00;176.550,94;508,58;324.752,52
20141001;08XI;46723;380;200;180;16;0;116.968,00;135.840,14;448,94;253.257,08
