PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20151001;12QK;00;RK Basissch Panta Rhei;1316KX;ALMERE;34;Almere;Flevoland;Bo;Rooms-Katholiek;40950;907,351351351351;222
20151001;12QL;00;Pr W Alexanderschool;6371VS;LANDGRAAF;882;Landgraaf;Limburg;Bo;Algemeen bijzonder;41516;503,528;126
20151001;12QN;00;De Parkschool;6141AZ;LIMBRICHT;1883;Sittard-Geleen;Limburg;So;Rooms-Katholiek;83280;6182,2875;82
20151001;12QN;00;De Parkschool;6141AZ;LIMBRICHT;1883;Sittard-Geleen;Limburg;Vso;Rooms-Katholiek;83280;6898,82575757576;135
20151001;12QO;00;Basisschool Kon Juliana;3771XM;BARNEVELD;203;Barneveld;Gelderland;Bo;Protestants-Christelijk;83579;492,530612244898;196
20151001;12QP;00;Basisschool de Kameleon;9658PC;EEXTERVEEN;1680;Aa en Hunze;Drenthe;Bo;Openbaar;41899;1969,93693693694;111
20151001;12QQ;00;Dirk van Dykschool;8265HE;KAMPEN;166;Kampen;Overijssel;Bo;Openbaar;41871;410,96442687747;253
20151001;12QR;00;OBS De Kinderboom;9621BL;SLOCHTEREN;40;Slochteren;Groningen;Bo;Openbaar;41779;1325,16666666667;90
20151001;12QU;00;Basisschool de Bolster;3818RL;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Protestants-Christelijk;30010;1029,71954022989;435
20151001;12QX;00;Obs de Kring;5482HA;SCHIJNDEL;844;Schijndel;Noord-Brabant;Bo;Openbaar;40874;489;87
20151001;12RC;00;It Skriuwboerd;9231CE;SURHUISTERVEEN;59;Achtkarspelen;Friesland;Bo;Openbaar;41492;680,063694267516;157
20151001;12RD;00;Obs Prof. Dr. Kohnstamm;4461RE;GOES;664;Goes;Zeeland;Bo;Openbaar;41670;583,8515625;128
20151001;12RE;00;Obs Kamperfoelie;1273LC;HUIZEN;406;Huizen;Noord-Holland;Bo;Openbaar;41376;663,111111111111;126
20151001;12RF;00;Basisschool de Oanrin;9243SJ;BAKKEVEEN;86;Opsterland;Friesland;Bo;Openbaar;41806;412,841666666667;120
20151001;12RH;00;OBS De Duykeldam;8255AR;SWIFTERBANT;303;Dronten;Flevoland;Bo;Openbaar;41813;267,384615384615;182
20151001;12RI;00;BS De Eendracht;4417CA;HANSWEERT;703;Reimerswaal;Zeeland;Bo;Openbaar;41778;271,132352941176;68
20151001;12RL;00;Johan Frisoschool;3448DX;WOERDEN;632;Woerden;Utrecht;Bo;Protestants-Christelijk;41286;27,4418604651163;129
20151001;12RM;00;Sint Bernardus;3116JB;SCHIEDAM;606;Schiedam;Zuid-Holland;Bo;Rooms-Katholiek;22725;903,442148760331;242
20151001;12RO;00;Joppeschool;7215AD;JOPPE;262;Lochem;Gelderland;Bo;Rooms-Katholiek;23128;3344,65753424658;73
20151001;12RQ;00;Basissch de Troubadour;7482TW;HAAKSBERGEN;158;Haaksbergen;Overijssel;Bo;Rooms-Katholiek;25351;173,666666666667;99
20151001;12RS;00;CBS Juliana van Stolberg;2132AT;HOOFDDORP;394;Haarlemmermeer;Noord-Holland;Bo;Protestants-Christelijk;42683;982,324675324675;154
20151001;12RU;00;De JenaPlaneet;2401VP;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Rooms-Katholiek;28601;1027,31219512195;205
20151001;12RV;00;Pr Willem Alexandersch;3862KG;NIJKERK GLD;267;Nijkerk;Gelderland;Bo;Protestants-Christelijk;41337;342,626959247649;319
20151001;12RW;00;Marnixschool;8266BS;KAMPEN;166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;1197,14042553191;235
20151001;12SE;00;Basisschool Dommelrode;5492BJ;SINT-OEDENRODE;846;Sint-Oedenrode;Noord-Brabant;Bo;Rooms-Katholiek;41731;165,847926267281;217
20151001;12SK;00;Basissch de Sterredans;6522HE;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;2196,94909090909;276
20151001;12SL;00;Gabrielschool;2613VX;DELFT;503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;2537,21036585366;353
20151001;12SL;01;Gabrielschool;2614SH;DELFT;503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;301,614173228346;127
20151001;12SM;00;RK BS Helen Parkhurst;5043LA;TILBURG;855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;48101;382,222891566265;332
20151001;12SP;00;Basisschool de Triangel;6235BP;ULESTRATEN;938;Meerssen;Limburg;Bo;Rooms-Katholiek;41506;2181,02843601896;212
20151001;12SR;00;De Wilde Wingerd;3608TK;MAARSSEN;1904;Stichtse Vecht;Utrecht;Bo;Rooms-Katholiek;52131;430,366197183099;213
20151001;12ST;00;CBS 't Kompas;8304GA;EMMELOORD;171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;52274;849,941422594142;239
20151001;12SU;00;Basisschool Pr Beatrix;8322AK;URK;184;Urk;Flevoland;Bo;Protestants-Christelijk;53015;74,1164772727273;352
20151001;12SW;00;Basisschool Geert Grote;8023CC;ZWOLLE;193;Zwolle;Overijssel;Bo;Rooms-Katholiek;40888;1004,75443037975;396
20151001;12SY;00;De Vaart;1703NK;HEERHUGOWAARD;398;Heerhugowaard;Noord-Holland;Bo;Rooms-Katholiek;73919;592,239726027397;292
20151001;12TB;00;Basisschool de Bron;7671KB;VRIEZENVEEN;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;61751;264,615384615385;91
20151001;12TD;00;Sint Petrusbasisschool;1131KX;VOLENDAM;385;Edam-Volendam;Noord-Holland;Bo;Rooms-Katholiek;72853;921,657216494845;388
20151001;12TE;00;De Esch;7577PL;OLDENZAAL;173;Oldenzaal;Overijssel;Bo;Rooms-Katholiek;75219;179,359872611465;314
20151001;12TF;00;het Duet;1421BN;UITHOORN;451;Uithoorn;Noord-Holland;Bo;Rooms-Katholiek;40581;413,895561357702;383
20151001;12TH;00;Basisschool de Haren;5233HG;'S-HERTOGENBOSCH;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;442,409893992933;283
20151001;12TK;00;PC Basissch Pr Beatrix;7441HR;NIJVERDAL;163;Hellendoorn;Overijssel;Bo;Protestants-Christelijk;85600;1346,23529411765;136
20151001;12TL;00;Basissch Johannes Post;8602BK;SNEEK;1900;Súdwest-Fryslân;Friesland;Bo;Protestants-Christelijk;42545;396,121951219512;123
20151001;12TM;00;de Driemaster;1034SG;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;550,217514124294;359
20151001;12TN;00;Obs Kudelstaart;1433WB;KUDELSTAART;358;Aalsmeer;Noord-Holland;Bo;Openbaar;41544;566,551282051282;235
20151001;12TO;00;Obs de Spreng;8181XW;HEERDE;246;Heerde;Gelderland;Bo;Openbaar;41345;104,090163934426;122
20151001;12TP;00;0bs Oosterboerschool;7943CV;MEPPEL;119;Meppel;Drenthe;Bo;Openbaar;41629;190,354838709677;124
20151001;12TR;00;OBS De Vlinder;9561GN;TER APEL;48;Vlagtwedde;Groningen;Bo;Openbaar;10925;1565,94537815126;246
20151001;12TS;00;Het Groene Hart;7921HG;ZUIDWOLDE DR;1690;De Wolden;Drenthe;Bo;Openbaar;41895;211,707792207792;309
20151001;12TT;00;De Wijde Veert;1723AB;NOORD-SCHARWOUDE;416;Langedijk;Noord-Holland;Bo;Openbaar;41364;657,203090507726;453
20151001;12TT;01;Barnewiel;1724SV;OUDKARSPEL;416;Langedijk;Noord-Holland;Bo;Openbaar;41364;323,893203883495;103
20151001;12TU;00;De Mient;1733AZ;NIEUWE NIEDORP;1911;Hollands Kroon;Noord-Holland;Bo;Openbaar;41438;2203,28795811518;191
20151001;12TV;00;Daltonschool Ees;9536PN;EES;1681;Borger-Odoorn;Drenthe;Bo;Openbaar;42554;3245,86206896552;58
20151001;12TX;00;BS De Klimop;1902DH;CASTRICUM;383;Castricum;Noord-Holland;Bo;Openbaar;41191;62;135
20151001;12TZ;00;Cantecleer;7694AX;KLOOSTERHAAR;160;Hardenberg;Overijssel;Bo;Openbaar;41630;209;154
20151001;12UA;00;Openb Daltonsch De Driesprong;3921EK;ELST UT;340;Rhenen;Utrecht;Bo;Openbaar;41461;2586,73298429319;191
20151001;12UE;00;Obs 't Want;3238AP;ZWARTEWAAL;501;Brielle;Zuid-Holland;Bo;Openbaar;41570;257,153284671533;139
20151001;12UK;00;SSBO De Rotonde;4205KK;GORINCHEM;512;Gorinchem;Zuid-Holland;Sbo;Openbaar;42588;7334,82417582418;92
20151001;12UL;00;Dr. A. Schweitzerschool;6871WB;RENKUM;274;Renkum;Gelderland;Bo;Openbaar;41461;108,094202898551;138
20151001;12UM;00;Obs de Marke;9301JD;RODEN;1699;Noordenveld;Drenthe;Bo;Openbaar;11711;457,570866141732;257
20151001;12UO;00;Professor Casimirschool;2271TX;VOORBURG;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;Openbaar;41447;706,176470588235;255
20151001;12UP;00;Basisschool De Dubbeldekker;3281LK;NUMANSDORP;611;Cromstrijen;Zuid-Holland;Bo;Openbaar;41444;218,049382716049;162
20151001;12UR;00;OBS H.W. Heuvelschool;7271GD;BORCULO;1859;Berkelland;Gelderland;Bo;Openbaar;41413;329,230769230769;182
20151001;12UU;00;Niko Tinbergen;1742AC;SCHAGEN;441;Schagen;Noord-Holland;Bo;Openbaar;41438;681,854545454545;110
20151001;12UV;00;OBS Gesworen Hoek;5043BE;TILBURG;855;Tilburg;Noord-Brabant;Bo;Openbaar;41611;1130,91666666667;133
20151001;12UW;00;BS T Vonder;7946AD;WANNEPERVEEN;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;1866,90384615385;52
20151001;12UZ;00;Het Spectrum;7902HM;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;1234,91715976331;338
20151001;12VA;00;BS Nijenoert;9351HT;LEEK;22;Leek;Groningen;Bo;Openbaar;41846;272,224242424242;330
20151001;12VB;00;Obs de Berenburcht;4501EM;OOSTBURG;1714;Sluis;Zeeland;Bo;Openbaar;41637;1505,32323232323;100
20151001;12VC;00;De Korf;3026XJ;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;661,644444444444;135
20151001;12VD;00;Basisschool de Stjelp;8834XM;BAARD;140;Littenseradiel;Friesland;Bo;Openbaar;41856;1054,88636363636;44
20151001;12VE;00;Basissch de Driemaster;1931VE;EGMOND AAN ZEE;373;Bergen (NH.);Noord-Holland;Bo;Openbaar;41191;484,701388888889;144
20151001;12VF;00;Bs Pr Willem Alexander;4266EA;EETHEN;738;Aalburg;Noord-Brabant;Bo;Openbaar;41878;1102,23711340206;97
20151001;12VH;00;'t Kraaienest;3265BH;PIERSHIL;588;Korendijk;Zuid-Holland;Bo;Openbaar;41444;431,266666666667;60
20151001;12VJ;00;J.H. Isingsschool;7399AG;EMPE;213;Brummen;Gelderland;Bo;Openbaar;41566;1468,17045454545;88
20151001;12VK;00;Obs Hurdegarijp;9254CS;HURDEGARYP;737;Tytsjerksteradiel;Friesland;Bo;Openbaar;41735;165,835164835165;183
20151001;12VM;00;Bs Dorpssch de Blesse;8397GV;DE BLESSE;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;415,387755102041;49
20151001;12VN;00;OBS Beukenlaan;9674CC;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Openbaar;41613;730,19391634981;266
20151001;12VO;00;OBS Het Overbos;3233VL;OOSTVOORNE;614;Westvoorne;Zuid-Holland;Bo;Openbaar;41570;1192,37948717949;195
20151001;12VQ;00;Basisschool de Cantharel;3852ZX;ERMELO;233;Ermelo;Gelderland;Bo;Openbaar;41345;973,744186046512;129
20151001;12VS;00;Basissch de Langereis;1645PN;URSEM;1598;Koggenland;Noord-Holland;Bo;Openbaar;41421;518,383561643836;73
20151001;12VT;00;Obs de Vijzel;1691EJ;HAUWERT;420;Medemblik;Noord-Holland;Bo;Openbaar;41421;521,595238095238;84
20151001;12VU;00;Nynke van Hichtumschool;9101XN;DOKKUM;58;Dongeradeel;Friesland;Bo;Openbaar;41492;492,901639344262;61
20151001;12VV;00;Koning Willem Alexanderschool;4175HA;HAAFTEN;304;Neerijnen;Gelderland;Bo;Openbaar;41561;45,9340659340659;91
20151001;12VW;00;SSBO De Piramide;6835HZ;ARNHEM;202;Arnhem;Gelderland;Sbo;Openbaar;41645;2850,33783783784;148
20151001;12VX;00;Basisschool Hogenkamp;7003DJ;DOETINCHEM;222;Doetinchem;Gelderland;Bo;Openbaar;41371;851,696202531646;317
20151001;12WB;00;Basisschool Steenvoorde;2285VD;RIJSWIJK ZH;603;Rijswijk;Zuid-Holland;Bo;Openbaar;41441;1320,75067024129;375
20151001;12WD;00;Koningin Beatrixschool;6446SR;BRUNSSUM;899;Brunssum;Limburg;Bo;Protestants-Christelijk;41516;582,428571428571;225
20151001;12WE;00;De Fontein;4827NJ;BREDA;758;Breda;Noord-Brabant;Bo;Protestants-Christelijk;41001;3406,82985074627;339
20151001;12WF;00;Petraschool;8072AL;NUNSPEET;302;Nunspeet;Gelderland;Bo;Protestants-Christelijk;24533;427,389776357827;313
20151001;12WI;00;RK Basisschool de Regenboog;5051KR;GOIRLE;785;Goirle;Noord-Brabant;Bo;Rooms-Katholiek;31267;181,293577981651;218
20151001;12WJ;00;RK BS De Springplank;5403AG;UDEN;856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;648,494423791822;269
20151001;12WK;00;De Schakel;3905WK;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Protestants-Christelijk;41154;390,481308411215;214
20151001;12WL;00;Het Carillon;8031DW;ZWOLLE;193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;264,514792899408;339
20151001;12WM;00;De Coppele;5061TB;OISTERWIJK;824;Oisterwijk;Noord-Brabant;Bo;Rooms-Katholiek;40947;209,744897959184;196
20151001;12WN;00;Basisschool St Anthonius;6603CZ;WIJCHEN;296;Wijchen;Gelderland;Bo;Rooms-Katholiek;38001;231,951515151515;165
20151001;12WO;00;PC Basisschool De Triangel;7738PA;WITHAREN;175;Ommen;Overijssel;Bo;Protestants-Christelijk;38482;1456,97959183673;49
20151001;12WS;00;Oec Basissch Achtsprong;1102BV;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Samenwerking PC, RK;43864;874,693333333333;227
20151001;12WT;00;Chr Basissch De Klaver;3083VH;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;1320,12891344383;546
20151001;12WU;00;Gevers Deynootschool;2251CT;VOORSCHOTEN;626;Voorschoten;Zuid-Holland;Bo;Protestants-Christelijk;40540;289,788546255507;227
20151001;12WY;00;Chr Bs Gr van Prinsterer;9101CL;DOKKUM;58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;40788;275,213483146067;89
20151001;12WZ;00;Chr BS De Regenboog;7701CW;DEDEMSVAART;160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;40946;793,262357414449;263
20151001;12XA;00;Basissch de Driemaster;1324DS;ALMERE;34;Almere;Flevoland;Bo;Protestants-Christelijk;40114;178,344827586207;116
20151001;12XD;00;Basisschool Loeswijk;5731GH;MIERLO;1771;Geldrop-Mierlo;Noord-Brabant;Bo;Rooms-Katholiek;40557;38,6131386861314;137
20151001;12XE;00;Kath Basissch de Bunders;5467CV;VEGHEL;860;Veghel;Noord-Brabant;Bo;Rooms-Katholiek;73712;314,739130434783;161
20151001;12XF;00;RK Bs Maria Goretti;4711EC;ST. WILLEBRORD;840;Rucphen;Noord-Brabant;Bo;Rooms-Katholiek;31017;160,032142857143;280
20151001;12XG;00;Basisschool Meander;5953JN;REUVER;889;Beesel;Limburg;Bo;Rooms-Katholiek;75597;113,798833819242;343
20151001;12XI;00;RK Basisschool de Kring;8232ZA;LELYSTAD;995;Lelystad;Flevoland;Bo;Rooms-Katholiek;40950;707,212996389892;277
20151001;12XL;00;Het Palet;1185EK;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Protestants-Christelijk;40020;387,876146788991;218
20151001;12XM;00;Het Creiler Woud;1773AK;KREILEROORD;1911;Hollands Kroon;Noord-Holland;Bo;Protestants-Christelijk;79874;287,333333333333;48
20151001;12XN;00;Beatrixschool;2641HC;PIJNACKER;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;Protestants-Christelijk;78782;984,20987654321;243
20151001;12XO;00;Basisschool De Klipper;1975DR;IJMUIDEN;453;Velsen;Noord-Holland;Bo;Protestants-Christelijk;40257;1174,54682779456;331
20151001;12XQ;00;Frans Postmaschool;6413VV;HEERLEN;917;Heerlen;Limburg;Bo;Algemeen bijzonder;41516;873,517948717949;195
20151001;12XR;00;SSBO De Wissel;4902ZC;OOSTERHOUT NB;826;Oosterhout;Noord-Brabant;Sbo;Rooms-Katholiek;40278;3767,188;250
20151001;12XS;00;CBS Mozaiek;3023PV;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;601,34756097561;165
20151001;12XW;00;Het Meerrijk;8265ZD;KAMPEN;166;Kampen;Overijssel;Bo;Openbaar;41871;352,291666666667;120
20151001;12XX;00;OBS Ruitenvelder;9619PL;FROOMBOSCH;40;Slochteren;Groningen;Bo;Openbaar;41779;340,711538461538;52
20151001;12XY;00;Basissch de Driesprong;8347JP;EESVEEN;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;2537,52173913044;46
