BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.4.1 - GEBRUIKSGOEDEREN;1.4.1.1 - VERKRIJGINGSPRIJS GEBRUIKSGOEDEREN;1.4.1T - GEBRUIKSGOEDEREN;1.4.2 - VOORUITBETAALD OP VOORRADEN;1.4T - VOORRADEN;1.5.1 - DEBITEUREN;1.5.2 - OCW/EZ;1.5.3 - GROEPSMAATSCHAPPIJEN;1.5.4 - ANDERE DEELNEMINGEN;1.5.5 - STUDENTEN/DEELNEMERS/CURSISTEN;1.5.6 - OVERIGE OVERHEDEN;1.5.7 - OVERIGE VORDERINGEN;1.5.7.1 - PERSONEEL;1.5.7.2 - OVERIGE;1.5.7T - OVERIGE VORDERINGEN;1.5.8 - OVERLOPENDE ACTIVA;1.5.8.1 - VOORUITBETAALDE KOSTEN;1.5.8.2 - VERSTREKTE VOORSCHOTTEN;1.5.8.3 - OVERIGE OVERLOPENDE ACTIVA;1.5.8T - OVERLOPENDE ACTIVA;1.5.9 - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5.9.1 - STAND PER 1-1;1.5.9.2 - ONTTREKKING;1.5.9.3 - DOTATIE;1.5.9T - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5T - VORDERINGEN
53406;PO1;SKO St. Willibrordus;2013;;;;;;;63.221;;;;;49.143;;49.143;49.143;14.199;;;14.199;14.199;;;;;;126.563
53406;PO1;SKO St. Willibrordus;2014;;;;;;2.336;66.549;;;;;63.634;;63.634;63.634;11.285;10.416;869;;11.285;;;;;;143.804
53406;PO1;SKO St. Willibrordus;2015;;;;;;597;60.971;;;;;23.309;;23.309;23.309;1.702;-724;260;2.166;1.702;;;;;;86.579
53444;PO1;Stg Kath Onderwijs eo;2011;;;;;;68.650;;;;;;;;;;13.972;;;13.972;13.972;;;;;;82.622
53444;PO1;Stg Kath Onderwijs eo;2012;;;;;;;68.062;;;;;;;;;18.675;4.257;;14.418;18.675;;;;;;86.737
53444;PO1;Stg Kath Onderwijs eo;2013;;;;;;;68.390;;;;;;;;;20.026;;;20.026;20.026;4.500;;;4.500;4.500;83.916
53444;PO1;Stg Kath Onderwijs eo;2014;;;;;;3.753;77.419;;;;1.620;23.695;;23.695;23.695;8.478;8.474;4;;8.478;;4.500;4.500;;;114.965
53444;PO1;Stg Kath Onderwijs eo;2015;;;;;;3.735;75.491;;;;3.969;8.867;;8.867;8.867;3.773;650;;3.123;3.773;;;;;;95.835
53730;PO1;Stg Bestuur RK Scholen;2011;;;;;;;76.530;;;;8.479;485;;485;485;31.893;;;31.893;31.893;;;;;;117.387
53730;PO1;Stg Bestuur RK Scholen;2012;;;;;;;84.242;9.366;;;;36.958;;36.958;36.958;26.071;;;26.071;26.071;;;;;;156.637
53730;PO1;Stg Bestuur RK Scholen;2013;;;;;;;72.474;38.495;;;345;;;;;30.316;;;30.316;30.316;;;;;;141.630
53730;PO1;Stg Bestuur RK Scholen;2014;;;;;;;109.539;;;;;;;;;101.544;;;101.544;101.544;;;;;;211.083
53730;PO1;Stg Bestuur RK Scholen;2015;;;;;;16.683;101.140;;;;7.500;;;;;55.820;;;55.820;55.820;;;;;;181.143
53860;PO2;Kath Ondw Centrale Groningen;2011;;;;;;;109.387;;;;49.245;;;;;33.289;;;33.289;33.289;;;;;;191.921
53860;PO2;Kath Ondw Centrale Groningen;2012;;;;;;5.000;112.970;;;;11.236;;;;;21.186;;;21.186;21.186;;;;;;150.391
53860;PO2;Kath Ondw Centrale Groningen;2013;;;;;;;102.094;;;;;;;;;32.483;;;32.483;32.483;;;;;;134.577
53860;PO2;Kath Ondw Centrale Groningen;2014;;;;;;11.000;141.813;;;;12.109;;;;;16.868;;;16.868;16.868;;;;;;181.790
53860;PO2;Kath Ondw Centrale Groningen;2015;;;;;;;141.009;;;;240.988;;;;;34.901;;;34.901;34.901;;;;;;416.898
54679;REC;Kentalis Onderwijs;2011;;;;;;674.697;2.398.489;1.362.966;;;;89.546;89.546;;89.546;2.334.847;697.718;;1.637.129;2.334.847;;;;;;6.860.545
54679;REC;Kentalis Onderwijs;2012;;;;;;312.529;3.275.565;1.140.328;;;;526.621;47.508;479.113;526.621;1.288.873;229.725;;1.059.148;1.288.873;;;;;;6.543.916
54679;REC;Kentalis Onderwijs;2013;;;;;;229.077;2.955.011;1.003.398;;;;1.806.679;43.205;1.763.474;1.806.679;582.505;114.428;;468.077;582.505;;;;;;6.576.670
54679;REC;Kentalis Onderwijs;2014;;;;;;378.516;863.026;;;;;679.879;86.675;593.204;679.879;1.418.180;213.692;;1.204.488;1.418.180;;;;;;3.339.601
54679;REC;Kentalis Onderwijs;2015;;;;;;77.672;7.660.146;;;;;247.374;;247.374;247.374;685.104;180.556;;504.548;685.104;;;;;;8.670.296
55238;PO5;Stg SARKON;2011;;;;;;767;965.700;;;;58.957;733.720;17.553;716.167;733.720;84.973;;;84.973;84.973;;;;;;1.844.117
55238;PO5;Stg SARKON;2012;;;;;;215.020;1.018.186;;;;83.428;197.824;;197.824;197.824;151.227;;;151.227;151.227;;;;;;1.665.685
55238;PO5;Stg SARKON;2013;;;;;;190.820;879.842;;;;69.452;283.253;;283.253;283.253;90.924;;;90.924;90.924;;;;;;1.514.291
55238;PO5;Stg SARKON;2014;;;;;;159.966;1.169.003;;;;18.358;106.747;4.315;102.432;106.747;140.133;;;140.133;140.133;;;;;;1.594.207
55238;PO5;Stg SARKON;2015;;;;;;240.610;702.613;;;;469.766;7.400;;7.400;7.400;55.657;28.662;;26.995;55.657;;;;;;1.476.046
55303;PO4;Stg Katholiek PO;2011;;;;;;;620.622;;;;2.784;53.522;53.522;;53.522;180.475;19.593;;160.882;180.475;;;;;;857.403
55303;PO4;Stg Katholiek PO;2012;;;;;;;623.795;;;;7.053;60.447;60.447;;60.447;170.848;44.630;;126.218;170.848;;;;;;862.143
55303;PO4;Stg Katholiek PO;2013;;;;;;;635.110;;;;19.227;33.716;33.716;;33.716;222.653;23.534;;199.119;222.653;;;;;;910.706
55303;PO4;Stg Katholiek PO;2014;;;;;;8.100;756.544;;;;96.414;88.467;88.467;;88.467;305.821;97.268;;208.553;305.821;;;;;;1.255.346
55303;PO4;Stg Katholiek PO;2015;;;;;;12.512;590.869;;;;83.483;55.536;;55.536;55.536;206.167;96.009;;110.158;206.167;;;;;;948.567
57969;PO1;Best Ver Chr Ond Ref;2011;;;;;;3.033;48.236;;;;2.040;;;;;3.414;;;3.414;3.414;;;;;;56.723
57969;PO1;Best Ver Chr Ond Ref;2012;;;;;;;51.102;;;;4.812;;;;;5.506;;;5.506;5.506;;;;;;61.420
57969;PO1;Best Ver Chr Ond Ref;2013;;;;;;;44.785;;;;2.774;;;;;5.230;;;5.230;5.230;;;;;;52.789
57969;PO1;Best Ver Chr Ond Ref;2014;;;;;;38.537;61.057;;;;74;;;;;3.387;;;3.387;3.387;;;;;;103.055
57969;PO1;Best Ver Chr Ond Ref;2015;;;;;;2.995;57.997;;;;;60;;60;60;2.120;;;2.120;2.120;;;;;;63.172
58761;PO5;Stg Kath Ond Enschede;2011;;;;;;284.613;1.176.681;;;;;737.965;;737.965;737.965;901.992;284.819;;617.173;901.992;;;;;;3.101.251
58761;PO5;Stg Kath Ond Enschede;2012;;;;;;197.069;1.170.401;;;;;440.196;;440.196;440.196;820.402;366.300;;454.102;820.402;;;;;;2.628.068
58761;PO5;Stg Kath Ond Enschede;2013;;;;;;394.586;987.162;;;;;158.010;;158.010;158.010;570.762;372.838;;197.924;570.762;;;;;;2.110.520
58761;PO5;Stg Kath Ond Enschede;2014;;;;;;215.396;1.228.173;;;;;167.585;;167.585;167.585;434.760;294.001;;140.759;434.760;;;;;;2.045.914
58761;PO5;Stg Kath Ond Enschede;2015;;;;;;12.326;1.212.070;;;;;372.376;;372.376;372.376;249.974;29.937;;220.037;249.974;;;;;;1.846.746
58826;PO1;Schoolver Peetersschool;2011;;;;;;94.806;51.530;;;;30.124;11.026;3.215;7.811;11.026;6.917;3.035;;3.882;6.917;;;;;;194.403
58826;PO1;Schoolver Peetersschool;2012;;;;;;76.752;52.261;;;;24.390;6.112;1.020;5.092;6.112;3.660;3.310;;350;3.660;;;;;;163.175
58826;PO1;Schoolver Peetersschool;2013;;;;;;78.962;53.614;;;;26.895;13.830;2.479;11.351;13.830;6.373;67;;6.306;6.373;;;;;;179.674
58826;PO1;Schoolver Peetersschool;2014;;;;;;117.327;61.047;;;;169.194;22.641;1.506;21.135;22.641;2.817;660;;2.157;2.817;;;;;;373.026
58826;PO1;Schoolver Peetersschool;2015;;;;;;91.571;58.991;;;;;17.602;;17.602;17.602;1.235;;;1.235;1.235;;;;;;169.399
59451;PO1;Stg Basisschool De Ridderslag;2011;;;;;;;54.259;;;;;2.721;;2.721;2.721;21.335;3.768;;17.567;21.335;;;;;;78.315
59451;PO1;Stg Basisschool De Ridderslag;2012;;;;;;;52.831;;;;;8.246;;8.246;8.246;5.544;3.455;;2.089;5.544;;;;;;66.621
59451;PO1;Stg Basisschool De Ridderslag;2013;;;;;;;55.381;;;;;4.226;;4.226;4.226;10.721;7.015;;3.706;10.721;;;;;;70.328
59451;PO1;Stg Basisschool De Ridderslag;2014;;;;;;;61.659;;;;;13.406;;13.406;13.406;13.314;3.547;;9.767;13.314;;;;;;88.379
59451;PO1;Stg Basisschool De Ridderslag;2015;;;;;;;57.836;;;;;8.314;;8.314;8.314;17.614;9.973;;7.641;17.614;;;;;;83.764
59516;PO1;Ver Chr Ond Ref Grond;2011;;;;;;4.371;19.848;;;;;776;;776;776;8.500;1.845;;6.655;8.500;;;;;;33.495
59516;PO1;Ver Chr Ond Ref Grond;2012;;;;;;4.448;27.033;;;;4.278;3.864;;3.864;3.864;4.869;3.562;;1.307;4.869;;;;;;44.492
59516;PO1;Ver Chr Ond Ref Grond;2013;;;;;;720;22.147;;;;;;;;;7.705;4.666;;3.039;7.705;;;;;;30.572
59516;PO1;Ver Chr Ond Ref Grond;2014;;;;;;11.445;30.070;;;;;;;;;6.750;4.600;;2.150;6.750;;;;;;48.265
59516;PO1;Ver Chr Ond Ref Grond;2015;;;;;;3.622;27.105;;;;;3.522;;3.522;3.522;1.270;;;1.270;1.270;;;;;;35.519
59555;PO3;Ver v PCBO Albrandswaard;2011;;;;;;;251.518;;;;;48.940;;48.940;48.940;10.620;;;10.620;10.620;;;;;;311.078
59555;PO3;Ver v PCBO Albrandswaard;2012;;;;;;;257.346;;;;;55.044;;55.044;55.044;16.241;;;16.241;16.241;;;;;;328.631
59555;PO3;Ver v PCBO Albrandswaard;2013;;;;;;;256.626;;;;;36.841;;36.841;36.841;12.211;;;12.211;12.211;;;;;;305.678
59555;PO3;Ver v PCBO Albrandswaard;2014;;;;;;;280.676;;;;;51.345;;51.345;51.345;4.492;;;4.492;4.492;;;;;;336.513
59555;PO3;Ver v PCBO Albrandswaard;2015;;;;;;;262.343;;;;587;22.451;;22.451;22.451;8.049;7.981;;68;8.049;;;;;;293.430
59750;PO1;Stg Bev Neutraal Bz Ond;2011;;;;;;23.496;20.814;;;;;20;20;;20;8.458;1.533;;6.925;8.458;;;;;;52.788
59750;PO1;Stg Bev Neutraal Bz Ond;2012;;;;;;;21.516;;;;;;;;;3.304;1.746;;1.558;3.304;;;;;;24.820
59750;PO1;Stg Bev Neutraal Bz Ond;2013;;;;;;;24.203;;;;;5.845;;5.845;5.845;683;144;;539;683;;;;;;30.731
59750;PO1;Stg Bev Neutraal Bz Ond;2014;;;;;;;23.751;;;;;-6.857;;-6.857;-6.857;7.498;;6.734;764;7.498;;;;;;24.392
59750;PO1;Stg Bev Neutraal Bz Ond;2015;;;;;;;22.350;;;;;;;;;69;;;69;69;;;;;;22.419
59919;PO1;Stg Vrije Sch Driebergen;2011;;;;;;;53.921;;;;17.736;2.258;;2.258;2.258;5.167;521;;4.646;5.167;;;;;;79.082
59919;PO1;Stg Vrije Sch Driebergen;2012;;;;;;;42.239;;;;3.195;3.888;1.600;2.288;3.888;9.435;1.391;;8.044;9.435;;;;;;58.757
59919;PO1;Stg Vrije Sch Driebergen;2013;;;;;;;41.126;;;;164;12.787;1.600;11.187;12.787;10.867;1.377;;9.490;10.867;;;;;;64.944
59919;PO1;Stg Vrije Sch Driebergen;2014;;;;;;1.678;47.726;;;;;12.887;;12.887;12.887;5.463;;;5.463;5.463;;;;;;67.754
59919;PO1;Stg Vrije Sch Driebergen;2015;;;;;;523;49.961;;;;;152;;152;152;2.234;1.619;;615;2.234;;;;;;52.870
59984;PO1;Stg Vrije School Breda;2011;;;;;;;56.312;;;;20.990;811;;811;811;4.990;2.991;;1.999;4.990;;;;;;83.103
59984;PO1;Stg Vrije School Breda;2012;;;;;;;58.356;;;;1.465;6.177;;6.177;6.177;6.390;2.793;;3.597;6.390;;;;;;72.388
59984;PO1;Stg Vrije School Breda;2013;;;;;;;59.650;;;;752;9.871;;9.871;9.871;3.349;1.495;;1.854;3.349;;;;;;73.622
59984;PO1;Stg Vrije School Breda;2014;;;;;;14.135;67.474;;;;;20.372;;20.372;20.372;1.958;;;1.958;1.958;;;;;;103.939
59984;PO1;Stg Vrije School Breda;2015;;;;;;58.725;;;;;3.638;52.249;;52.249;52.249;4.085;3.275;;810;4.085;;;;;;118.697
60049;PO3;Ver Stg Insth Sch Chr;2011;;;;;;;176.048;;;;;120.696;;120.696;120.696;16.439;;;16.439;16.439;;;;;;313.183
60049;PO3;Ver Stg Insth Sch Chr;2012;;;;;;;176.918;;;;;69.569;;69.569;69.569;16.085;;;16.085;16.085;;;;;;262.572
60049;PO3;Ver Stg Insth Sch Chr;2013;;;;;;;175.300;;;;;64.967;;64.967;64.967;32.647;;;32.647;32.647;;;;;;272.914
60049;PO3;Ver Stg Insth Sch Chr;2014;;;;;;;203.279;;;;;35.602;;35.602;35.602;35.669;;;35.669;35.669;;;;;;274.550
60049;PO3;Ver Stg Insth Sch Chr;2015;;;;;;;185.912;;;;25.749;35.411;;35.411;35.411;28.738;20.938;;7.800;28.738;;;;;;275.810
60061;PO1;Stg Sch H Bernadette Par;2011;;;;;;8.198;130.982;;;;;64.020;;64.020;64.020;2.005;;;2.005;2.005;;;;;;205.205
60061;PO1;Stg Sch H Bernadette Par;2012;;;;;;17.250;133.831;;;;;68.979;;68.979;68.979;1.897;;;1.897;1.897;;;;;;221.957
60061;PO1;Stg Sch H Bernadette Par;2013;;;;;;6.339;133.223;;;;;47.859;;47.859;47.859;3.211;;;3.211;3.211;;;;;;190.632
60061;PO1;Stg Sch H Bernadette Par;2014;;;;;;9.904;129.926;;;;4.006;22.867;;22.867;22.867;9.582;7.082;2.500;;9.582;;;;;;176.285
60061;PO1;Stg Sch H Bernadette Par;2015;;;;;;351;122.266;;;;;27.770;;27.770;27.770;25.325;21.351;3.974;;25.325;;;;;;175.712
60166;PO1;Sch Ver De Krommen Hoek;2011;;;;;;;39.380;;;;;495;459;36;495;1.296;800;;496;1.296;;;;;;41.171
60166;PO1;Sch Ver De Krommen Hoek;2012;;;;;;;40.254;;;;;5.092;;5.092;5.092;4.231;3.248;;983;4.231;;;;;;49.577
60166;PO1;Sch Ver De Krommen Hoek;2013;;;;;;;34.820;;;;;3.714;636;3.078;3.714;2.848;2.052;;796;2.848;;;;;;41.382
60166;PO1;Sch Ver De Krommen Hoek;2014;;;;;;;49.612;;;;;10.069;7.024;3.045;10.069;3.178;2.512;;666;3.178;;;;;;62.859
60166;PO1;Sch Ver De Krommen Hoek;2015;;;;;;;45.494;;;;;10.075;2.052;8.023;10.075;1.564;1.089;;475;1.564;;;;;;57.133
60204;PO3;Stg Kath Ond Haaren;2011;;;;;;27.645;233.724;;;;;8.609;;8.609;8.609;172.486;;;172.486;172.486;;;;;;442.464
60204;PO3;Stg Kath Ond Haaren;2012;;;;;;8.356;224.028;;;;;;;;;93.552;;;93.552;93.552;;;;;;325.936
60204;PO3;Stg Kath Ond Haaren;2013;;;;;;3.882;214.602;;;;;;;;;46.588;;;46.588;46.588;;;;;;265.072
60204;PO3;Stg Kath Ond Haaren;2014;;;;;;30.351;246.445;;;;;42.828;;42.828;42.828;13.659;8.782;4.877;;13.659;;;;;;333.283
60204;PO3;Stg Kath Ond Haaren;2015;;;;;;;218.212;;;;;22.579;;22.579;22.579;11.181;11.181;;;11.181;;;;;;251.972
60322;PO1;Ver Chr Ond;2011;;;;;;6.417;24.539;;;;883;;;;;7.248;4.596;693;1.959;7.248;;;;;;39.087
60322;PO1;Ver Chr Ond;2012;;;;;;6.814;26.489;;;;;;;;;4.759;2.743;;2.016;4.759;;;;;;38.062
60322;PO1;Ver Chr Ond;2013;;;;;;9.902;22.386;;;;18.800;;;;;11.241;9.749;;1.492;11.241;;;;;;62.329
60322;PO1;Ver Chr Ond;2014;;;;;;10.893;32.002;;;;;3.933;;3.933;3.933;9.091;8.307;;784;9.091;;;;;;55.919
60322;PO1;Ver Chr Ond;2015;;;;;;13.803;29.189;;;;;;;;;2.780;1.025;;1.755;2.780;;;;;;45.772
60439;PO1;Ver v PC Bo te Bolsward;2011;;;;;;;75.763;;;;;19.231;;19.231;19.231;11.199;1.842;;9.357;11.199;;;;;;106.193
60439;PO1;Ver v PC Bo te Bolsward;2012;;;;;;;77.141;;;;2.951;12.193;;12.193;12.193;14.385;3.259;;11.126;14.385;;;;;;106.670
60439;PO1;Ver v PC Bo te Bolsward;2013;;;;;;;75.357;;;;11.918;16.951;710;16.241;16.951;12.251;3.830;;8.421;12.251;;;;;;116.477
60439;PO1;Ver v PC Bo te Bolsward;2014;;;;;;;92.459;;;;1.483;6.395;;6.395;6.395;14.008;7.363;;6.645;14.008;;;;;;114.345
60439;PO1;Ver v PC Bo te Bolsward;2015;;;;;;;82.185;;;;549;21.046;;21.046;21.046;11.490;6.092;;5.398;11.490;;;;;;115.270
60673;PO1;Ver Verstr Bo Geref;2011;;;;;;;54.825;;;;23.140;49.367;;49.367;49.367;11.889;8.020;;3.869;11.889;;;;;;139.221
60673;PO1;Ver Verstr Bo Geref;2012;;;;;;;53.315;;;;76.091;27.756;;27.756;27.756;7.955;2.887;;5.068;7.955;;;;;;165.117
60673;PO1;Ver Verstr Bo Geref;2013;;;;;;;43.416;;;;;42.460;;42.460;42.460;4.308;;;4.308;4.308;;;;;;90.184
60673;PO1;Ver Verstr Bo Geref;2014;;;;;;26.892;58.547;;;;358;;;;;4.949;;;4.949;4.949;;;;;;90.746
60673;PO1;Ver Verstr Bo Geref;2015;;;;;;6.587;56.090;;;;514;;;;;11.607;7.534;;4.073;11.607;;;;;;74.798
60686;PO1;Stg Samw Sch Kranenburg;2011;;;;;;;26.600;;;;;;;;;8.501;;;8.501;8.501;;;;;;35.101
60686;PO1;Stg Samw Sch Kranenburg;2012;;;;;;;26.015;;;;;;;;;7.871;;;7.871;7.871;;;;;;33.886
60686;PO1;Stg Samw Sch Kranenburg;2013;;;;;;1.502;23.009;;;;;;;;;9.135;;;9.135;9.135;;;;;;33.646
60686;PO1;Stg Samw Sch Kranenburg;2014;;;;;;4.228;31.634;;;;;2.552;;2.552;2.552;1.787;1.787;;;1.787;;;;;;40.201
60686;PO1;Stg Samw Sch Kranenburg;2015;;;;;;3.749;27.661;;;;;1.639;;1.639;1.639;1.950;1.950;;;1.950;;;;;;34.999
60790;PO1;Geref Ond Midden Brabant;2011;;;;;;;25.455;;;;16.896;44.564;7.278;37.286;44.564;;;;;;;;;;;86.915
60790;PO1;Geref Ond Midden Brabant;2012;;;;;;;29.831;;;;2.733;39.370;188;39.182;39.370;;;;;;;;;;;71.934
60790;PO1;Geref Ond Midden Brabant;2013;;;;;;;24.187;;;;7.076;27.954;9.750;18.204;27.954;;;;;;;;;;;59.217
60790;PO1;Geref Ond Midden Brabant;2014;;;;;;;32.259;;;;1.096;27.566;4.711;22.855;27.566;;;;;;;;;;;60.921
60790;PO1;Geref Ond Midden Brabant;2015;;;;;;4.676;30.787;;;;5.446;9.773;2.034;7.739;9.773;7.154;7.154;;;7.154;;;;;;57.836
60803;PO1;Stg Verstr Ond Geref;2011;;;;;;15.569;53.771;;;;1.062;;;;;13.202;;;13.202;13.202;;;;;;83.604
60803;PO1;Stg Verstr Ond Geref;2012;;;;;;11.378;65.366;;;;;;;;;2.752;;;2.752;2.752;;;;;;79.496
60803;PO1;Stg Verstr Ond Geref;2013;;;;;;9.135;53.218;;;;3.937;;;;;1.663;336;;1.327;1.663;;;;;;67.953
60803;PO1;Stg Verstr Ond Geref;2014;;;;;;9.814;72.565;;;;2.050;19.353;;19.353;19.353;13.446;11.819;;1.627;13.446;;;;;;117.228
60803;PO1;Stg Verstr Ond Geref;2015;;;;;;14.020;75.492;;;;;5.179;;5.179;5.179;875;;;875;875;;;;;;95.566
60829;PO1;Ver v PC Basisonderwijs;2011;;;;;;2.084;38.415;;;;23.335;16.444;478;15.966;16.444;;;;;;;;;;;80.278
60829;PO1;Ver v PC Basisonderwijs;2012;;;;;;;34.447;;;;;15.979;473;15.506;15.979;;;;;;;;;;;50.426
60829;PO1;Ver v PC Basisonderwijs;2013;;;;;;;27.736;;;;;12.906;429;12.477;12.906;;;;;;;;;;;40.642
60829;PO1;Ver v PC Basisonderwijs;2014;;;;;;;32.348;;;;1.171;15.303;2.910;12.393;15.303;;;;;;;;;;;48.822
60829;PO1;Ver v PC Basisonderwijs;2015;;;;;;;31.144;;;;;;;;;4.442;;;4.442;4.442;;;;;;35.586
60985;PO4;Ver v PC Prim Ond te Lelystad;2011;;;;;;;394.588;;;;;27.676;27.676;;27.676;139.710;652;;139.058;139.710;;;;;;561.974
60985;PO4;Ver v PC Prim Ond te Lelystad;2012;;;;;;;426.629;;;;;35.705;35.705;;35.705;20.500;492;;20.008;20.500;;;;;;482.834
60985;PO4;Ver v PC Prim Ond te Lelystad;2013;;;;;;;420.103;;;;;22.295;22.295;;22.295;123.648;11.933;;111.715;123.648;;;;;;566.046
60985;PO4;Ver v PC Prim Ond te Lelystad;2014;;;;;;28.303;446.525;;;;53.830;;;;;58.049;;;58.049;58.049;;;;;;586.707
60985;PO4;Ver v PC Prim Ond te Lelystad;2015;;;;;;224;415.189;;;;;;;;;55.544;;;55.544;55.544;;;;;;470.957
60997;PO5;SAKS;2011;;;;;;159.816;955.122;;;;273.677;;;;;467.835;31.576;;436.259;467.835;;;;;;1.856.450
60997;PO5;SAKS;2012;;;;;;97.904;1.055.738;;;;403.074;;;;;371.309;33.205;;338.104;371.309;;;;;;1.928.025
60997;PO5;SAKS;2013;;;;;;246.109;988.431;;;;244.410;;;;;523.773;229.456;;294.317;523.773;;;;;;2.002.723
60997;PO5;SAKS;2014;;;;;;;1.138.313;;;;;661.744;;661.744;661.744;75.674;;;75.674;75.674;;;;;;1.875.731
60997;PO5;SAKS;2015;;;;;;;1.034.480;;;;207.122;114.689;;114.689;114.689;59.149;59.149;;;59.149;;;;;;1.415.440
60998;PO1;Stg Oec BO Doesburg;2011;;;;;;;66.912;;;;;38.117;;38.117;38.117;7.194;6.008;;1.186;7.194;;;;;;112.223
60998;PO1;Stg Oec BO Doesburg;2012;;;;;;;54.625;;;;;35.815;;35.815;35.815;3.637;2.058;393;1.186;3.637;;;;;;94.077
60998;PO1;Stg Oec BO Doesburg;2013;;;;;;;47.630;;;;;43.168;;43.168;43.168;5.135;3.570;379;1.186;5.135;;;;;;95.933
60998;PO1;Stg Oec BO Doesburg;2014;;;;;;;43.510;;;;;30.192;;30.192;30.192;210;210;;;210;;;;;;73.912
61284;PO5;Stg PO De Liemers;2011;;;;;;;786.649;;;;;415.920;;415.920;415.920;42.558;42.558;;;42.558;;;;;;1.245.127
61284;PO5;Stg PO De Liemers;2012;;;;;;;761.071;;;;;452.226;;452.226;452.226;24.164;24.164;;;24.164;;;;;;1.237.461
61284;PO5;Stg PO De Liemers;2013;;;;;;;742.631;;;;;562.696;;562.696;562.696;77.743;77.743;;;77.743;;;;;;1.383.070
61284;PO5;Stg PO De Liemers;2014;;;;;;;703.556;;;;;561.436;;561.436;561.436;31.641;31.641;;;31.641;;;;;;1.296.633
61284;PO5;Stg PO De Liemers;2015;;;;;;;771.291;;;;93.599;304.456;;304.456;304.456;24.861;24.861;;;24.861;;;;;;1.194.207
61517;PO3;Stg Kath PO Nieuwegein;2011;;;;;;;361.724;;;;13.910;18.424;16.816;1.608;18.424;64.061;22.505;;41.556;64.061;;;;;;458.119
61517;PO3;Stg Kath PO Nieuwegein;2012;;;;;;;376.492;;;;;44.420;40.815;3.605;44.420;56.569;18.058;;38.511;56.569;;;;;;477.481
61517;PO3;Stg Kath PO Nieuwegein;2013;;;;;;;309.535;;;;;62.447;31.360;31.087;62.447;216.363;11.507;;204.856;216.363;;;;;;588.345
61517;PO3;Stg Kath PO Nieuwegein;2014;;;;;;;396.543;;;;1.844;24.522;23.824;698;24.522;54.060;;;54.060;54.060;;;;;;476.969
61517;PO3;Stg Kath PO Nieuwegein;2015;;;;;;;361.572;;;;;18.494;18.494;;18.494;15.339;99;;15.240;15.339;;;;;;395.405
61661;PO1;Ned Geref Sch Ver;2011;;;;;;;33.044;;;;;2.473;478;1.995;2.473;;;;;;;;;;;35.517
61661;PO1;Ned Geref Sch Ver;2012;;;;;;;34.240;;;;;2.225;;2.225;2.225;;;;;;;;;;;36.465
61661;PO1;Ned Geref Sch Ver;2013;;;;;;;28.901;;;;;7.166;5.908;1.258;7.166;;;;;;;;;;;36.067
61661;PO1;Ned Geref Sch Ver;2014;;;;;;;40.529;;;;10.941;11.515;6.750;4.765;11.515;;;;;;;;;;;62.985
61661;PO1;Ned Geref Sch Ver;2015;;;;;;;40.799;;;;;1.910;;1.910;1.910;;;;;;;;;;;42.709
61751;PO4;Ver St Insth Sch Chr Ond;2011;;;;;;;486.450;;;;445.415;97.764;;97.764;97.764;62.569;45.795;4.850;11.924;62.569;;;;;;1.092.198
61751;PO4;Ver St Insth Sch Chr Ond;2012;;;;;;;545.361;;;;207.627;163.126;;163.126;163.126;39.339;25.881;3.367;10.091;39.339;;;;;;955.453
61751;PO4;Ver St Insth Sch Chr Ond;2013;;;;;;;484.029;;;;40.592;251.945;;251.945;251.945;63.780;54.487;3.950;5.343;63.780;;;;;;840.346
61751;PO4;Ver St Insth Sch Chr Ond;2014;;;;;;;566.578;;;;;104.542;;104.542;104.542;42.748;34.104;3.000;5.644;42.748;;;;;;713.868
61751;PO4;Ver St Insth Sch Chr Ond;2015;;;;;;;592.590;;;;;47.080;;47.080;47.080;22.512;18.476;;4.036;22.512;;;;;;662.182
61752;PO1;Parcivalschool;2011;;;;;;;38.079;;;;;1.841;;1.841;1.841;11.827;518;;11.309;11.827;;;;;;51.747
61752;PO1;Parcivalschool;2012;;;;;;;46.334;;;;;2.962;;2.962;2.962;2.510;2.395;;115;2.510;;;;;;51.806
61752;PO1;Parcivalschool;2013;;;;;;;50.796;;;;;15.376;;15.376;15.376;5.489;1.883;;3.606;5.489;;;;;;71.661
61752;PO1;Parcivalschool;2014;;;;;;;87.531;;;;;14.335;;14.335;14.335;6.346;505;;5.841;6.346;;;;;;108.212
61752;PO1;Parcivalschool;2015;;;;;;;98.825;;;;;2.927;;2.927;2.927;1.364;922;;442;1.364;;;;;;103.116
61778;SBO;Stg Sch v SO Gem Dronten;2011;;;;;;15.186;54.642;;;;;10.165;;10.165;10.165;;;;;;;;;;;79.993
61778;SBO;Stg Sch v SO Gem Dronten;2012;;;;;;;52.732;;;;;13.011;;13.011;13.011;;;;;;;;;;;65.743
61778;SBO;Stg Sch v SO Gem Dronten;2013;;;;;;;51.356;;;;;19.371;;19.371;19.371;21.258;;;21.258;21.258;;;;;;91.985
61778;SBO;Stg Sch v SO Gem Dronten;2014;;;;;;;45.738;;;;;25.927;;25.927;25.927;13.923;;;13.923;13.923;;;;;;85.588
