BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.4.1 - GEBRUIKSGOEDEREN;1.4.1.1 - VERKRIJGINGSPRIJS GEBRUIKSGOEDEREN;1.4.1T - GEBRUIKSGOEDEREN;1.4.2 - VOORUITBETAALD OP VOORRADEN;1.4T - VOORRADEN;1.5.1 - DEBITEUREN;1.5.2 - OCW/EZ;1.5.3 - GROEPSMAATSCHAPPIJEN;1.5.4 - ANDERE DEELNEMINGEN;1.5.5 - STUDENTEN/DEELNEMERS/CURSISTEN;1.5.6 - OVERIGE OVERHEDEN;1.5.7 - OVERIGE VORDERINGEN;1.5.7.1 - PERSONEEL;1.5.7.2 - OVERIGE;1.5.7T - OVERIGE VORDERINGEN;1.5.8 - OVERLOPENDE ACTIVA;1.5.8.1 - VOORUITBETAALDE KOSTEN;1.5.8.2 - VERSTREKTE VOORSCHOTTEN;1.5.8.3 - OVERIGE OVERLOPENDE ACTIVA;1.5.8T - OVERLOPENDE ACTIVA;1.5.9 - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5.9.1 - STAND PER 1-1;1.5.9.2 - ONTTREKKING;1.5.9.3 - DOTATIE;1.5.9T - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5T - VORDERINGEN
10249;PO6;Gem Emmen Sec L & Z Ondw;2011;;;;;;;1.434.875;;;;;392.980;;392.980;392.980;184.910;184.910;;;184.910;;;;;;2.012.765
10249;PO6;Gem Emmen Sec L & Z Ondw;2012;;;;;;;1.252.724;;;;;4.632;4.162;470;4.632;410.329;96.912;;313.417;410.329;;;;;;1.667.685
10249;PO6;Gem Emmen Sec L & Z Ondw;2013;;;;;;;1.381.975;;;;;9;;9;9;1.748.257;131.999;271.019;1.345.239;1.748.257;;;;;;3.130.241
10249;PO6;Gem Emmen Sec L & Z Ondw;2014;;;;;;;1.376.542;;;;;231.308;147;231.161;231.308;605.333;47.195;;558.138;605.333;;;;;;2.213.183
10249;PO6;Gem Emmen Sec L & Z Ondw;2015;;;;;;;1.446.297;;;;;211.231;5.751;205.480;211.231;438.417;86.407;;352.010;438.417;;;;;;2.095.945
10426;PO5;Gem Hoogez Sap Afd POI;2011;;;;;;103.963;621.315;;;;;951.652;;951.652;951.652;;;;;;;;;;;1.676.930
10426;PO5;Gem Hoogez Sap Afd POI;2012;;;;;;193.090;608.495;;;;;291.525;;291.525;291.525;;;;;;;;;;;1.093.110
10426;PO5;Gem Hoogez Sap Afd POI;2013;;;;;;58.331;579.794;;;;;695.149;;695.149;695.149;;;;;;;;;;;1.333.274
10426;PO5;Gem Hoogez Sap Afd POI;2014;;;;;;161.586;623.890;;;;;493.507;9.925;483.582;493.507;;;;;;;;;;;1.278.983
10426;PO5;Gem Hoogez Sap Afd POI;2015;;;;;;75.519;586.284;;;;805.334;593.919;8.410;585.509;593.919;;;;;;;;;;;2.061.056
10925;PO4;Gem Vlagtwedde;2011;;;;;;;173.175;;;;;155.716;2.779;152.937;155.716;;;;;;;;;;;328.891
10925;PO4;Gem Vlagtwedde;2012;;;;;;;175.833;;;;;186.342;4.141;182.201;186.342;;;;;;;;;;;362.175
10925;PO4;Gem Vlagtwedde;2013;;;;;;;194.197;;;;;144.000;1.901;142.099;144.000;;;;;;;;;;;338.197
10925;PO4;Gem Vlagtwedde;2014;;;;;;25.901;383.994;;;;;762.328;;762.328;762.328;;;;;;150.056;;-150.056;;150.056;1.022.167
10925;PO4;Gem Vlagtwedde;2015;;;;;;29.905;203.755;;;;;1.072.728;;1.072.728;1.072.728;;;;;;;;;;;1.306.388
11711;PO5;Gem Noordenveld;2011;;;;;;7.890;586.143;;;;;27.524;;27.524;27.524;45.058;;;45.058;45.058;;;;;;666.615
11711;PO5;Gem Noordenveld;2012;;;;;;11.135;587.567;;;;;7.278;;7.278;7.278;36.880;;;36.880;36.880;;;;;;642.860
11711;PO5;Gem Noordenveld;2013;;;;;;2.455;499.152;;;;;79.710;;79.710;79.710;24.253;;;24.253;24.253;;;;;;605.570
11711;PO5;Gem Noordenveld;2014;;;;;;56.734;616.869;;;;;163.730;-3.297;167.027;163.730;-70.433;30.016;-3.712;-96.737;-70.433;;;;;;766.900
11711;PO5;Gem Noordenveld;2015;;;;;;;566.583;;;;-28.324;116.401;;116.401;116.401;15.132;15.132;;;15.132;;;;;;669.792
11764;PO1;Gemeente Eijsden;2011;;;;;;1.595;19.388;;;;;;;;;457;;;457;457;;;;;;21.440
11764;PO1;Gemeente Eijsden;2012;;;;;;;20.280;;;;;;;;;1.228;709;;519;1.228;;;;;;21.508
11764;PO1;Gemeente Eijsden;2013;;;;;;1.391;19.143;;;;;;;;;1.620;893;;727;1.620;;;;;;22.154
11764;PO1;Gemeente Eijsden;2014;;;;;;;25.546;;;;;;;;;907;;;907;907;;;;;;26.453
11764;PO1;Gemeente Eijsden;2015;;;;;;;24.488;;;;;95;;95;95;1.009;1.009;;;1.009;;;;;;25.592
13308;PO1;Bestcom Gieterveen;2011;;;;;;333;23.401;;;;;;;;;4.992;3.168;;1.824;4.992;;;;;;28.726
13308;PO1;Bestcom Gieterveen;2012;;;;;;850;28.215;;;;;;;;;3.387;1.330;;2.057;3.387;;;;;;32.452
13308;PO1;Bestcom Gieterveen;2013;;;;;;;29.693;;;;;;;;;3.525;1.782;;1.743;3.525;;;;;;33.218
13308;PO1;Bestcom Gieterveen;2014;;;;;;248;35.227;;;;;5.808;;5.808;5.808;1.528;1.528;;;1.528;;;;;;42.811
13308;PO1;Bestcom Gieterveen;2015;;;;;;629;29.626;;;;;1.094;;1.094;1.094;1.546;1.546;;;1.546;;;;;;32.895
13622;PO6;Stg Opb PO Haarlemmerm;2011;;;;;;;1.271.147;;;;;171.080;;171.080;171.080;;;;;;;;;;;1.442.227
13622;PO6;Stg Opb PO Haarlemmerm;2012;;;;;;;1.450.005;;;;;;;;;160.533;89.814;;70.719;160.533;;;;;;1.610.538
13622;PO6;Stg Opb PO Haarlemmerm;2013;;;;;;;1.112.600;;;;;132.807;;132.807;132.807;68.073;68.073;;;68.073;;;;;;1.313.480
13622;PO6;Stg Opb PO Haarlemmerm;2014;;;;;;235.142;1.256.745;;;;17.081;;;;;161.851;161.851;;;161.851;;;;;;1.670.819
13622;PO6;Stg Opb PO Haarlemmerm;2015;;;;;;133.806;1.188.739;-1.445;;;85.452;194.775;;194.775;194.775;;;;;;;;;;;1.601.327
13662;PO4;Stg Openb Ondw Present;2011;;;;;;4.276;496.833;;;;21.759;85.786;317;85.469;85.786;88.125;10.624;;77.501;88.125;;;;;;696.779
13662;PO4;Stg Openb Ondw Present;2012;;;;;;;485.544;;;;4.282;52.131;969;51.162;52.131;63.670;43.348;;20.322;63.670;;;;;;605.627
13662;PO4;Stg Openb Ondw Present;2013;;;;;;5.538;389.784;;;;27.260;94.283;1.952;92.331;94.283;22.276;20.621;;1.655;22.276;;;;;;539.141
13662;PO4;Stg Openb Ondw Present;2014;;;;;;7.449;522.057;;;;24.681;102.293;3.649;98.644;102.293;120.312;120.171;;141;120.312;;;;;;776.792
13662;PO4;Stg Openb Ondw Present;2015;;;;;;26.262;456.158;;;;69.365;14.685;;14.685;14.685;76.486;60.673;;15.813;76.486;;;;;;642.956
13674;PO5;Stichting Oog;2011;;;;;;11;734.411;;;;;227.403;;227.403;227.403;56.736;;;56.736;56.736;;;;;;1.018.561
13674;PO5;Stichting Oog;2012;;;;;;7.472;700.837;;;;;187.387;;187.387;187.387;66.784;;;66.784;66.784;;;;;;962.480
13674;PO5;Stichting Oog;2013;;;;;;2.345;688.905;;;;;285.643;;285.643;285.643;42.901;;;42.901;42.901;;;;;;1.019.794
13674;PO5;Stichting Oog;2014;;;;;;142.648;776.309;;;;;;;;;176.826;50.835;;125.991;176.826;;;;;;1.095.783
13674;PO5;Stichting Oog;2015;;;;;;145.910;632.041;;;;;;;;;538.252;19.705;76;518.471;538.252;;;;;;1.316.203
13682;PO3;Opb Rp Opb PO Oegstgeest;2011;;;;;;4.293;275.920;;;;148.837;130.726;809;129.917;130.726;20.593;15.873;;4.720;20.593;;;;;;580.369
13682;PO3;Opb Rp Opb PO Oegstgeest;2012;;;;;;12.577;281.350;;;;165.489;62.486;122;62.364;62.486;28.188;23.607;;4.581;28.188;30.000;;;30.000;30.000;520.090
13682;PO3;Opb Rp Opb PO Oegstgeest;2013;;;;;;4.676;226.512;;;;186.742;60.535;16;60.519;60.535;24.615;20.121;;4.494;24.615;20.000;30.000;20.000;10.000;20.000;483.080
13682;PO3;Opb Rp Opb PO Oegstgeest;2014;;;;;;10.917;320.138;;;;66.869;54.875;550;54.325;54.875;29.283;24.724;;4.559;29.283;;20.000;20.000;;;482.082
13682;PO3;Opb Rp Opb PO Oegstgeest;2015;;;;;;7.443;305.486;;;;13.449;48.706;;48.706;48.706;51.000;32.317;;18.683;51.000;;;;;;426.084
13683;PO5;Schoolbest L&E Nrd Groningen;2011;;;;;;162.074;556.655;;;;;737.608;;737.608;737.608;89.388;;;89.388;89.388;;;;;;1.545.725
13683;PO5;Schoolbest L&E Nrd Groningen;2012;;;;;;104.425;554.829;;;;;270.663;;270.663;270.663;166.992;;;166.992;166.992;;;;;;1.096.909
13683;PO5;Schoolbest L&E Nrd Groningen;2013;;;;;;157.658;521.375;;;;;1.363.120;;1.363.120;1.363.120;67.114;;;67.114;67.114;;;;;;2.109.267
13683;PO5;Schoolbest L&E Nrd Groningen;2014;;;;;;120.705;545.254;;;;59.051;500.377;;500.377;500.377;34.518;34.518;;;34.518;;;;;;1.259.905
13683;PO5;Schoolbest L&E Nrd Groningen;2015;;;;;;406.969;510.837;;;;76.209;212.584;;212.584;212.584;16.874;16.874;;;16.874;1.545;1.545;;;1.545;1.221.928
13785;PO5;BC OPO Assen;2011;;;;;;74.000;1.104.000;;;;400.000;275.000;;275.000;275.000;6.000;6.000;;;6.000;;;;;;1.859.000
13785;PO5;BC OPO Assen;2012;;;;;;86.000;1.133.000;;;;114.000;59.000;;59.000;59.000;6.000;6.000;;;6.000;;;;;;1.398.000
13785;PO5;BC OPO Assen;2013;;;;;;50.000;998.000;;;;18.000;600.000;;600.000;600.000;7.000;;;7.000;7.000;;;;;;1.673.000
13785;PO5;BC OPO Assen;2014;;;;;;272.000;1.180.000;;;;;258.000;;258.000;258.000;4.000;;;4.000;4.000;;;;;;1.714.000
13785;PO5;BC OPO Assen;2015;;;;;;291.000;1.115.000;;;;;266.000;;266.000;266.000;-4.000;;;-4.000;-4.000;;;;;;1.668.000
13839;PO1;BC Master Frankeskoalle;2011;;;;;;;19.652;;;;9.115;7.130;;7.130;7.130;;;;;;;;;;;35.897
13839;PO1;BC Master Frankeskoalle;2012;;;;;;;21.130;;;;47.972;2.984;;2.984;2.984;;;;;;;;;;;72.086
13839;PO1;BC Master Frankeskoalle;2013;;;;;;;19.173;;;;6.775;7.673;;7.673;7.673;;;;;;;;;;;33.621
13839;PO1;BC Master Frankeskoalle;2014;;;;;;500;23.092;;;;11.337;2.547;;2.547;2.547;;;;;;;;;;;37.476
13839;PO1;BC Master Frankeskoalle;2015;;;;;;500;18.334;;;;13.586;11.891;;11.891;11.891;;;;;;;;;;;44.311
13878;PO2;BC Openb BO Ameland;2011;;;;;;3.117;;;;;;;;;;36.231;;;36.231;36.231;;;;;;39.348
13878;PO2;BC Openb BO Ameland;2012;;;;;;4.311;;;;;;989;;989;989;38.610;;;38.610;38.610;;;;;;43.910
13878;PO2;BC Openb BO Ameland;2013;;;;;;13.798;;;;;;;;;;36.987;;;36.987;36.987;;;;;;50.785
13878;PO2;BC Openb BO Ameland;2014;;;;;;9.075;;;;;;;;;;37.844;;;37.844;37.844;;;;;;46.919
13878;PO2;BC Openb BO Ameland;2015;;;;;;2.071;;;;;;;;;;39.084;;;39.084;39.084;;;;;;41.155
20012;PO2;Ver v Prot Chr Basisond;2011;;;;;;;62.400;;;;318;1.875;;1.875;1.875;8.676;;;8.676;8.676;;;;;;73.269
20012;PO2;Ver v Prot Chr Basisond;2012;;;;;;;60.542;;;;318;1.949;;1.949;1.949;11.642;823;;10.819;11.642;;;;;;74.451
20012;PO2;Ver v Prot Chr Basisond;2013;;;;;;;52.721;;;;5.957;8.909;-3.274;12.183;8.909;8.273;;;8.273;8.273;;;;;;75.860
20012;PO2;Ver v Prot Chr Basisond;2014;;;;;;;71.519;;;;318;13.701;;13.701;13.701;8.591;2.287;;6.304;8.591;;;;;;94.129
20012;PO2;Ver v Prot Chr Basisond;2015;;;;;;;64.902;;;;318;4.899;3.473;1.426;4.899;7.483;1.119;;6.364;7.483;;;;;;77.602
20137;REC;Stg v PC Spec Ond Voorst;2011;;;;;;12.290;218.600;;;;;168.817;60.525;108.292;168.817;52.534;4.532;;48.002;52.534;;;;;;452.241
20137;REC;Stg v PC Spec Ond Voorst;2012;;;;;;2.797;215.211;42.954;;;;;;;;67.618;3.896;;63.722;67.618;;;;;;328.580
20137;REC;Stg v PC Spec Ond Voorst;2013;;;;;;8.921;197.145;7.298;;;;31.393;;31.393;31.393;626;626;;;626;;;;;;245.383
20137;REC;Stg v PC Spec Ond Voorst;2014;;;;;;2.886;181.800;26.333;;;;27.876;;27.876;27.876;2.543;1.476;;1.067;2.543;;;;;;241.438
20137;REC;Stg v PC Spec Ond Voorst;2015;;;;;;65.416;180.574;2.646;;;;8.958;;8.958;8.958;5.626;5.626;;;5.626;;;;;;263.220
20183;PO2;Ver v Chr Ond op Reform;2011;;;;;;4.435;55.617;;;;;1.156;;1.156;1.156;10.599;;;10.599;10.599;;;;;;71.807
20183;PO2;Ver v Chr Ond op Reform;2012;;;;;;870;57.579;;;;;;;;;7.685;;;7.685;7.685;;;;;;66.134
20183;PO2;Ver v Chr Ond op Reform;2013;;;;;;;49.165;;;;;;;;;7.266;1.849;;5.417;7.266;;;;;;56.431
20183;PO2;Ver v Chr Ond op Reform;2014;;;;;;32.463;64.400;;;;;;;;;10.931;;;10.931;10.931;;;;;;107.794
20183;PO2;Ver v Chr Ond op Reform;2015;;;;;;5.442;56.242;;;;;;;;;10.756;;;10.756;10.756;;;;;;72.440
20210;PO1;Stichting Matthijsje;2011;;;;;;;27.354;;;;;;;;;4.587;;1.650;2.937;4.587;;;;;;31.941
20210;PO1;Stichting Matthijsje;2012;;;;;;;20.151;;;;2.486;;;;;5.179;;;5.179;5.179;;;;;;27.816
20210;PO1;Stichting Matthijsje;2013;;;;;;;20.230;;;;80;;;;;3.651;;;3.651;3.651;;;;;;23.961
20210;PO1;Stichting Matthijsje;2014;;;;;;;18.848;;;;;;;;;9.779;;;9.779;9.779;;;;;;28.627
20210;PO1;Stichting Matthijsje;2015;;;;;;;16.204;;;;;;;;;3.824;;;3.824;3.824;;;;;;20.028
20233;REC;Stg Mijtijlsch Tilburg;2011;;;;;;40.994;366.118;;;;9.070;12.220;;12.220;12.220;27.998;27.998;;;27.998;;;;;;456.400
20233;REC;Stg Mijtijlsch Tilburg;2012;;;;;;92.841;379.803;;;;;3.312;;3.312;3.312;84.411;46.593;;37.818;84.411;;;;;;560.367
20233;REC;Stg Mijtijlsch Tilburg;2013;;;;;;195.504;365.629;;;;744;3.323;;3.323;3.323;83.276;61.374;;21.902;83.276;;;;;;648.476
20233;REC;Stg Mijtijlsch Tilburg;2014;;;;;;153.210;514.760;;;;;;;;;68.398;40.866;;27.532;68.398;;;;;;736.368
20233;REC;Stg Mijtijlsch Tilburg;2015;;;;;;233.000;493.000;;;;;;;;;83.000;66.000;;17.000;83.000;;;;;;809.000
20243;PO2;Ver Stg Insth Ned Herv;2011;;;;;;3.697;75.091;;;;64.632;;;;;34.612;14.875;;19.737;34.612;;;;;;178.032
20243;PO2;Ver Stg Insth Ned Herv;2012;;;;;;5.331;95.676;;;;;;;;;29.922;19.327;;10.595;29.922;;;;;;130.929
20243;PO2;Ver Stg Insth Ned Herv;2013;;;;;;1.888;81.465;;;;;;;;;28.289;13.470;;14.819;28.289;;;;;;111.642
20243;PO2;Ver Stg Insth Ned Herv;2014;;;;;;50.172;110.340;;;;350;;;;;15.135;10.633;;4.502;15.135;;;;;;175.997
20243;PO2;Ver Stg Insth Ned Herv;2015;;;;;;10.148;102.987;;;;2.779;14.380;;14.380;14.380;6.250;;;6.250;6.250;;;;;;136.544
20252;PO1;Jenaplanond Oudewater;2011;;;;;;;47.671;;;;;;;;;21.334;;;21.334;21.334;;;;;;69.005
20252;PO1;Jenaplanond Oudewater;2012;;;;;;;46.576;;;;;19.824;;19.824;19.824;;;;;;;;;;;66.400
20252;PO1;Jenaplanond Oudewater;2013;;;;;;;39.692;;;;;;;;;20.467;;;20.467;20.467;;;;;;60.159
20252;PO1;Jenaplanond Oudewater;2014;;;;;;9.314;53.224;;;;;21.457;;21.457;21.457;1.708;1.708;;;1.708;;;;;;85.703
20252;PO1;Jenaplanond Oudewater;2015;;;;;;1.615;48.771;;;;;1.205;;1.205;1.205;6.875;5.735;;1.140;6.875;;;;;;58.466
20450;PO1;Ver tt H Verstr v BSO;2011;;;;;;31.629;39.199;;;;;9.113;;9.113;9.113;18.260;2.510;;15.750;18.260;;;;;;98.201
20450;PO1;Ver tt H Verstr v BSO;2012;;;;;;28.870;38.945;;;;;2.952;;2.952;2.952;18.009;3.486;;14.523;18.009;;;;;;88.776
20450;PO1;Ver tt H Verstr v BSO;2013;;;;;;16.233;32.390;;;;;994;;994;994;4.922;116;;4.806;4.922;;;;;;54.539
20450;PO1;Ver tt H Verstr v BSO;2014;;;;;;24.806;43.645;;;;;529;;529;529;10.432;422;;10.010;10.432;;;;;;79.412
20450;PO1;Ver tt H Verstr v BSO;2015;;;;;;17.431;40.303;;;;;253;;253;253;15.000;949;;14.051;15.000;;;;;;72.987
20671;PO5;WSKO;2011;;;;;;366.410;870.644;;;;80.136;10.068;;10.068;10.068;389.072;270.076;;118.996;389.072;;;;;;1.716.330
20671;PO5;WSKO;2012;;;;;;314.444;877.741;;;;174;74.536;;74.536;74.536;565.909;476.143;;89.766;565.909;;;;;;1.832.804
20671;PO5;WSKO;2013;;;;;;101.979;1.155.948;;;;59.561;284.453;;284.453;284.453;327.031;237.527;;89.504;327.031;;;;;;1.928.972
20671;PO5;WSKO;2014;;;;;;503.873;863.610;;;;42.681;103.294;;103.294;103.294;307.430;211.235;;96.195;307.430;;;;;;1.820.888
20671;PO5;WSKO;2015;;;;;;677.777;878.740;;;;3.647;8.817;;8.817;8.817;355.151;270.078;;85.073;355.151;;;;;;1.924.132
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2011;;;;;;;;;;;;;;;;819.365;142.320;;677.045;819.365;;;;;;819.365
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2012;;;;;;;;;;;;;;;;784.870;243.362;;541.508;784.870;;;;;;784.870
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2013;;;;;;;;;;;;;;;;1.552.598;871.295;;681.303;1.552.598;;;;;;1.552.598
20835;REC;REC 't Gooi, Utrecht, W-Veluwe;2014;;;;;;;;;;;;;;;;684.366;203.064;;481.302;684.366;;;;;;684.366
20905;PO1;Ver Instituut Schreuder;2011;;;;;;;40.098;;;;34.368;27.250;354;26.896;27.250;2.530;;;2.530;2.530;;;;;;104.246
20905;PO1;Ver Instituut Schreuder;2012;;;;;;41.205;50.228;;;;-4.868;248.851;;248.851;248.851;5.887;;;5.887;5.887;;;;;;341.303
20905;PO1;Ver Instituut Schreuder;2013;;;;;;75.949;46.269;;;;3.524;255.782;;255.782;255.782;6.395;;;6.395;6.395;160.241;160.241;;;160.241;227.678
20905;PO1;Ver Instituut Schreuder;2014;;;;;;67.702;64.880;;;;;243.211;;243.211;243.211;12.304;;;12.304;12.304;174.741;160.241;;14.500;174.741;213.356
20905;PO1;Ver Instituut Schreuder;2015;;;;;;81.306;54.032;;;;;252.926;;252.926;252.926;6.959;5.235;;1.724;6.959;174.241;174.241;;;174.241;220.982
20970;PO1;Scholen Ver Opv en Ond;2011;;;;;;95.153;78.927;;;;;31.239;221;31.018;31.239;27.597;16.579;;11.018;27.597;5.000;27.000;22.000;;5.000;227.916
20970;PO1;Scholen Ver Opv en Ond;2012;;;;;;89.394;77.691;;;;33.136;103.511;-10;103.521;103.511;20.224;10.166;;10.058;20.224;26.000;5.000;2.084;23.084;26.000;297.956
20970;PO1;Scholen Ver Opv en Ond;2013;;;;;;112.431;66.309;;;;;34.075;-19;34.094;34.075;21.343;11.128;;10.215;21.343;11.500;26.000;835;-13.665;11.500;222.658
20970;PO1;Scholen Ver Opv en Ond;2014;;;;;;125.622;91.336;;;;3.101;44.409;7;44.402;44.409;7.813;6.084;;1.729;7.813;5.356;11.500;6.968;824;5.356;266.925
20970;PO1;Scholen Ver Opv en Ond;2015;;;;;;94.072;88.417;;;;;9.070;;9.070;9.070;13.752;;;13.752;13.752;12.445;12.445;;;12.445;192.866
21338;CN;R.K. Schoolbestuur-Bonaire;2014;;;;;;;367.174;;;;137.238;27.390;13.925;13.465;27.390;;;;;;;;;;;531.802
21338;CN;R.K. Schoolbestuur-Bonaire;2015;;;;;;;;;;;;27.597;27.597;;27.597;581;581;;;581;;;;;;28.178
21339;CN;Bestuurscollege Bonaire;2014;;;;;;;109.727;;;;;739;;739;739;1.408;1.408;;;1.408;;;;;;111.874
21339;CN;Bestuurscollege Bonaire;2015;;;;;;;;;;;;35.706;;35.706;35.706;1.721;1.721;;;1.721;;;;;;37.427
21341;CN;Stichting Leren is Leuk;2014;;;;;;;91.644;;;;;10.099;;10.099;10.099;1.336;1.336;;;1.336;;;;;;103.079
21341;CN;Stichting Leren is Leuk;2015;;;;;;;;;;;;5.277;;5.277;5.277;;;;;;;;;;;5.277
21350;CN;Bethel Methodist School;2014;;;;;;;44.349;;;;;11.761;;11.761;11.761;;;;;;;;;;;56.110
21351;CN;Governor de Graaff School;2015;;;;;;;21.139;;;;141.457;30.686;;30.686;30.686;;;;;;;;;;;193.282
21352;CN;St Eustatius S.D.A.;2014;;;;;;;;;;;;25.372;;25.372;25.372;;;;;;;;;;;25.372
21352;CN;St Eustatius S.D.A.;2015;;;;;;;;;;;;;;;;30.495;;;30.495;30.495;;;;;;30.495
21353;CN;Foundation Catholic Education;2014;;;;;;;;;;;;9.988;;9.988;9.988;;;;;;;;;;;9.988
21353;CN;Foundation Catholic Education;2015;;;;;;;;;;;;10.657;;10.657;10.657;30.467;;;30.467;30.467;;;;;;41.124
21355;CN;SKOSABA;2014;;;;;;61.557;;;;;;735;735;;735;;;;;;;;;;;62.292
21355;CN;SKOSABA;2015;;;;;;6.929;;;;;;;;;;77.396;76.968;428;;77.396;;;;;;84.325
21428;SWV;Stichting Amstelronde;2014;;;;;;91.135;11.192;;;;;1.431;;1.431;1.431;25.381;25.381;;;25.381;;;;;;129.139
21428;SWV;Stichting Amstelronde;2015;;;;;;25.182;;;;;;504;;504;504;15.083;;;15.083;15.083;;;;;;40.769
21429;SWV;SWV PO Zuid-Kennemerland;2014;;;;;;;;;;;;;;;;21.242;8.988;;12.254;21.242;;;;;;21.242
21429;SWV;SWV PO Zuid-Kennemerland;2015;;;;;;;;;;;;19.635;;19.635;19.635;35.380;35.380;;;35.380;;;;;;55.015
21438;SWV;Stg. SWV PPO Zeeuws-Vlaanderen;2014;;;;;;;4.174;;;;;17.032;;17.032;17.032;3.959;;;3.959;3.959;;;;;;25.165
21438;SWV;Stg. SWV PPO Zeeuws-Vlaanderen;2015;;;;;;;;;;;;27.128;;27.128;27.128;;;;;;;;;;;27.128
21440;SWV;SWV Waterland PO;2014;;;;;;44.535;8.652;;;;;3.495;;3.495;3.495;7.121;;;7.121;7.121;;;;;;63.803
21440;SWV;SWV Waterland PO;2015;;;;;;;240;;;;;12.807;;12.807;12.807;114.037;114.037;;;114.037;;;;;;127.084
21446;SWV;Vereniging SWV PO De Eem;2014;;;;;;;25.991;;;;;;;;;163.404;8.703;;154.701;163.404;;;;;;189.395
21446;SWV;Vereniging SWV PO De Eem;2015;;;;;;;;;;;;180.725;;180.725;180.725;167.283;;;167.283;167.283;;;;;;348.008
21447;SWV;SWV Twente Noord PO;2014;;;;;;;13.478;;;;;;;;;8.684;;;8.684;8.684;;;;;;22.162
21447;SWV;SWV Twente Noord PO;2015;;;;;;6.985;;;;;;2.711;;2.711;2.711;34.990;34.990;;;34.990;;;;;;44.686
21449;SWV;St SWV PO Midden Holland;2014;;;;;;;;;;;;2.250;;2.250;2.250;12.140;814;;11.326;12.140;;;;;;14.390
21449;SWV;St SWV PO Midden Holland;2015;;;;;;;;;;;;2.250;;2.250;2.250;47.487;;;47.487;47.487;;;;;;49.737
21450;SWV;Stichting SWV 23-02;2014;;;;;;;22.572;;;;;;;;;11.194;;;11.194;11.194;;;;;;33.766
21450;SWV;Stichting SWV 23-02;2015;;;;;;;;;;;;;;;;10.275;;;10.275;10.275;;;;;;10.275
21455;SWV;SWV WSNS Deventer e.o.;2014;;;;;;;10.628;;;;58.505;;;;;37.922;;;37.922;37.922;;;;;;107.055
21455;SWV;SWV WSNS Deventer e.o.;2015;;;;;;12.504;;;;;;;;;;22.341;;;22.341;22.341;;;;;;34.845
21457;SWV;Bestuur stg SWVPO De Meijerij;2014;;;;;;;;;;;;3.921;;3.921;3.921;;;;;;;;;;;3.921
21457;SWV;Bestuur stg SWVPO De Meijerij;2015;;;;;;26.659;;;;;;195.163;;195.163;195.163;48.136;;;48.136;48.136;;;;;;269.958
21458;SWV;bestuur stg. Passenderwijs;2014;;;;;;;10.912;;;;;2.809;;2.809;2.809;;;;;;;;;;;13.721
21458;SWV;bestuur stg. Passenderwijs;2015;;;;;;15.729;;;;;;2.563;;2.563;2.563;180;;;180;180;;;;;;18.472
21459;SWV;Stg SWV Ond op maat de Liemers;2014;;;;;;17.188;;;;;;54.968;;54.968;54.968;15.815;15.815;;;15.815;;;;;;87.971
21459;SWV;Stg SWV Ond op maat de Liemers;2015;;;;;;13.274;;;;;;23.818;;23.818;23.818;7.020;7.020;;;7.020;;;;;;44.112
21460;SWV;Bestuur SWV PO;2014;;;;;;;;;;;;48.442;;48.442;48.442;12.667;;;12.667;12.667;;;;;;61.109
21460;SWV;Bestuur SWV PO;2015;;;;;;;;;;;;84.762;;84.762;84.762;12.579;;;12.579;12.579;;;;;;97.341
21478;PO2;Ver Verstr Ond Geref;2011;;;;;;12.399;116.287;;;;;57.063;;57.063;57.063;37.838;7.822;;30.016;37.838;;;;;;223.587
21478;PO2;Ver Verstr Ond Geref;2012;;;;;;4.367;118.748;;;;72.333;;;;;23.493;8.107;;15.386;23.493;;;;;;218.941
21478;PO2;Ver Verstr Ond Geref;2013;;;;;;5.917;95.609;;;;48.208;;;;;4.312;;;4.312;4.312;;;;;;154.046
21478;PO2;Ver Verstr Ond Geref;2014;;;;;;584;127.937;;;;;48.230;;48.230;48.230;4.762;;;4.762;4.762;;;;;;181.513
21478;PO2;Ver Verstr Ond Geref;2015;;;;;;;119.933;;;;;10.322;;10.322;10.322;6.185;;;6.185;6.185;;;;;;136.440
21572;SWV;stg. SWV Passend PO a.d.ijssel;2015;;;;;;;;;;;;268;;268;268;3.707;3.575;;132;3.707;;;;;;3.975
21573;SWV;Stg. Swv Kop van Noord Holland;2014;;;;;;52.491;;;;;;110.707;;110.707;110.707;;;;;;;;;;;163.198
21573;SWV;Stg. Swv Kop van Noord Holland;2015;;;;;;6.604;;;;;;;;;;7.578;;;7.578;7.578;;;;;;14.182
21579;SWV;Best SWV Passend Ond.Eindhoven;2014;;;;;;;13.695;;;;;;;;;54.412;51.799;;2.613;54.412;;;;;;68.107
21579;SWV;Best SWV Passend Ond.Eindhoven;2015;;;;;;;;;;;;;;;;43.270;42.056;;1.214;43.270;;;;;;43.270
