PEILDATUM_LEERLINGEN;PRIKDATUM_SCORES;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEERJAAR_8;ONTHEFFING_REDEN_ND;CET_AANTAL;CET_GEM;IEP_AANTAL;IEP_GEM;ROUTE8_AANTAL;ROUTE8_GEM
20160415;20160722;16KN;00;BS De Timp;7558LA;HENGELO OV; 164;Hengelo;Overijssel;Bo;Openbaar;41814;35;0;35;534,2;0; ;0;
20160415;20160722;16KR;00;De Zwanebloem;2136AK;ZWAANSHOEK; 394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;27;0;27;534,666666666667;0; ;0;
20160415;20160722;16KS;00;Don Bosco school;3161XB;RHOON; 613;Albrandswaard;Zuid-Holland;Bo;Rooms-Katholiek;24597;69;0;69;534,347826086957;0; ;0;
20160415;20160722;16KS;01;Don Bosco school;3192BC;HOOGVLIET ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;6;1;5;530,2;0; ;0;
20160415;20160722;16KV;00;Elisabeth Paulus-School;1013VM;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;14;2;12;528,166666666667;0; ;0;
20160415;20160722;16KW;00;RK Basissch De Burijn;1825DP;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;27;3;0; ;24;76,125;0;
20160415;20160722;16KZ;00;Prof Wassenberghsch;9081AR;LEKKUM;  80;Leeuwarden;Friesland;Bo;Openbaar;41850;14;1;0; ;15;85,3333333333333;0;
20160415;20160722;16LE;00;obs De Wieden;8033CS;ZWOLLE; 193;Zwolle;Overijssel;Bo;Openbaar;42623;12;2;10;534,2;0; ;0;
20160415;20160722;16LF;00;OBS De Zuiderpolder;2033CE;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Openbaar;41853;23;5;0; ;0; ;18;195,888888888889
20160415;20160722;16LH;00;SSBO Het Dok;1503LB;ZAANDAM; 479;Zaanstad;Noord-Holland;Sbo;Openbaar;41852;5;0;0; ;0; ;0;
20160415;20160722;16LI;00;De Sterrenwachter;1825DP;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;13;0;0; ;13;76,3076923076923;0;
20160415;20160722;16LQ;00;Basissch St Franciscus;2032TH;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Rooms-Katholiek;83163;36;1;0; ;33;68,3939393939394;0;
20160415;20160722;16LV;00;De Achtbaan;1161JL;ZWANENBURG; 394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;22;0;22;531,545454545455;0; ;0;
20160415;20160722;16LX;00;St Catharina-School;1079JN;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;17;0;17;536,470588235294;0; ;0;
20160415;20160722;16MA;00;OBS Angelslo;7824HK;EMMEN; 114;Emmen;Drenthe;Bo;Openbaar;10249;49;9;40;532,375;0; ;0;
20160415;20160722;16MB;00;OBS Het Palet;8932BR;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;Openbaar;41850;21;0;0; ;21;80,2857142857143;0;
20160415;20160722;16MC;00;Daltonbasisschool De AkkerDijk;1445HC;PURMEREND; 439;Purmerend;Noord-Holland;Bo;Openbaar;42558;46;0;46;524,434782608696;0; ;0;
20160415;20160722;16MD;00;De Driemaster;8225AG;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;29;0;29;536,896551724138;0; ;0;
20160415;20160722;16MI;00;obs De Markesteen;8016AX;ZWOLLE; 193;Zwolle;Overijssel;Bo;Openbaar;42623;26;0;26;537,461538461538;0; ;0;
20160415;20160722;16ML;00;BS Klaverweide;1357CM;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;45;0;45;530,666666666667;0; ;0;
20160415;20160722;16MO;00;RK Basissch Mgr Huibers;2034RM;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Rooms-Katholiek;83163;28;0;5;534,6;23;76,695652173913;0;
20160415;20160722;16MS;00;BS Aldoende;1161AP;ZWANENBURG; 394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;7;0;7;541,428571428571;0; ;0;
20160415;20160722;16MW;00;St Rosa-School;1031CB;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;33;6;27;531,111111111111;0; ;0;
20160415;20160722;16MX;00;RK BS Het Kompas;1826CG;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;87;0;0; ;87;80,6781609195402;0;
20160415;20160722;16NB;00;De Tjotter;8245ER;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;79;1;78;534,935897435897;0; ;0;
20160415;20160722;16NC;00;Obs Molenbeek;7548AH;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;31;0;32;534,71875;0; ;0;
20160415;20160722;16ND;00;OBS De Baanbreker;2728AG;ZOETERMEER; 637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;25;0;25;536,72;0; ;0;
20160415;20160722;16NF;00;OBS De Expeditie;9736PB;GRONINGEN;  14;Groningen;Groningen;Bo;Openbaar;42510;16;1;15;527,733333333333;0; ;0;
20160415;20160722;16NG;00;O.B.S. De Piramide;2035CT;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Openbaar;41853;41;0;41;526,634146341463;0; ;0;
20160415;20160722;16NG;01;De Piramide;2034BC;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Openbaar;41853;19;0;19;527,210526315789;0; ;0;
20160415;20160722;16NM;00;OBS Overvecht;3561JK;UTRECHT; 344;Utrecht;Utrecht;Bo;Openbaar;41400;52;0;0; ;52;79,7692307692308;0;
20160415;20160722;16NN;00;BS De Bosrank;2134SB;HOOFDDORP; 394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;12;0;12;537,75;0; ;0;
20160415;20160722;16NP;00;De Saffier;1015MH;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;9;0;9;528,222222222222;0; ;0;
20160415;20160722;16NR;00;De Hasselbraam;7823NN;EMMEN; 114;Emmen;Drenthe;Bo;Openbaar;10249;32;1;31;534,451612903226;0; ;0;
20160415;20160722;16NS;00;obs Eestroom Brandemeer;8918CT;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;Openbaar;41850;27;0;0; ;26;71,1923076923077;0;
20160415;20160722;16NU;00;De Finnjol;8243GR;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;7;0;7;528,285714285714;0; ;0;
20160415;20160722;16NV;00;OPB De Bothoven;7511ZG;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;22;0;0; ;22;70,5;0;
20160415;20160722;16NZ;00;Het Pluspunt;3262ND;OUD-BEIJERLAND; 584;Oud-Beijerland;Zuid-Holland;Sbo;Openbaar;41444;32;0;16;538;0; ;0;
20160415;20160722;16OC;00;OBS De Flierefluiter;1352GW;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;62;0;60;533,05;0; ;0;
20160415;20160722;16OH;00;SSBO De Windroos;3902XX;VEENENDAAL; 345;Veenendaal;Utrecht;Sbo;Protestants-Christelijk;41154;30;0;0; ;0; ;0;
20160415;20160722;16OU;00;SSBO Het Springtij;4335XG;MIDDELBURG; 687;Middelburg;Zeeland;Sbo;Algemeen bijzonder;40876;21;0;0; ;0; ;0;
20160415;20160722;16OU;01;SSBO Het Springtij;4384KS;VLISSINGEN; 718;Vlissingen;Zeeland;Sbo;Algemeen bijzonder;40876;20;0;0; ;0; ;0;
20160415;20160722;16OY;00;SSBO De Wissel;5461GS;VEGHEL; 860;Veghel;Noord-Brabant;Sbo;Rooms-Katholiek;73712;38;0;0; ;0; ;0;
20160415;20160722;16PD;00;SSBO De Opstap;5913GB;VENLO; 983;Venlo;Limburg;Sbo;Rooms-Katholiek;41018;22;0;9;517,555555555556;0; ;0;
20160415;20160722;16QI;00;Belle van Zuylen;3555GS;UTRECHT; 344;Utrecht;Utrecht;Sbo;Protestants-Christelijk;62662;14;0;0; ;0; ;0;
20160415;20160722;16RC;00;SSBO Het Mozaiek;2582EC;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Sbo;Protestants-Christelijk;70176;25;0;0; ;0; ;0;
20160415;20160722;16SM;00;SBO Laurens-Cupertino;3074BC;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Sbo;Rooms-Katholiek;24597;43;0;0; ;0; ;0;
20160415;20160722;16SQ;00;SBO De Delta;2685RS;POELDIJK;1783;Westland;Zuid-Holland;Sbo;Rooms-Katholiek;20671;7;0;7;516,142857142857;0; ;0;
20160415;20160722;16TH;00;SBO De Klimboom;8303ZR;EMMELOORD; 171;Noordoostpolder;Flevoland;Sbo;Protestants-Christelijk;52274;28;7;0; ;21;53,2380952380952;0;
20160415;20160722;16UA;00;OBS De Iemenkorf;7823GD;EMMEN; 114;Emmen;Drenthe;Bo;Openbaar;10249;20;1;19;539,368421052632;0; ;0;
20160415;20160722;16UB;00;OBS De Vosseburcht;8913HK;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;Openbaar;41850;20;0;0; ;19;81,4210526315789;0;
20160415;20160722;16UC;00;OBS De Boemerang;1445HC;PURMEREND; 439;Purmerend;Noord-Holland;Bo;Openbaar;42558;25;0;25;526,92;0; ;0;
20160415;20160722;16UD;00;De Triangel;8243KW;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;9;0;9;525,333333333333;0; ;0;
20160415;20160722;16UE;00;OBS Het Stadsveld;7545KJ;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;30;1;0; ;29;71,3448275862069;0;
20160415;20160722;16UG;00;De Pendinghe;9741EW;GRONINGEN;  14;Groningen;Groningen;Bo;Openbaar;42510;24;0;24;532,791666666667;0; ;0;
20160415;20160722;16UJ;00;Obs Zandloper;1831CC;KOEDIJK; 361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;24;0;0; ;24;83;0;
20160415;20160722;16UK;00;OBS De Wierwinde;1353JJ;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;19;0;19;530,157894736842;0; ;0;
20160415;20160722;16UM;00;BS Tijl Uilenspiegel;5751JB;DEURNE; 762;Deurne;Noord-Brabant;Bo;Rooms-Katholiek;41223;44;0;44;535,159090909091;0; ;0;
20160415;20160722;16UN;00;Basisschool 't Spoor;6222CW;MAASTRICHT; 935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;20;0;20;528,4;0; ;0;
20160415;20160722;16UO;00;Basisschool De Kameleon;3532HK;UTRECHT; 344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77195;38;3;35;533,171428571429;0; ;0;
20160415;20160722;16UP;00;Basisschool De Bogaard;5371BB;RAVENSTEIN; 828;Oss;Noord-Brabant;Bo;Rooms-Katholiek;48348;22;1;21;537,619047619048;0; ;0;
20160415;20160722;16UQ;00;Basisschool Op Dreef;4527CD;AARDENBURG;1714;Sluis;Zeeland;Bo;Rooms-Katholiek;37299;17;0;17;530,411764705882;0; ;0;
20160415;20160722;16US;00;cbs De Crangeborg;9921PK;STEDUM;  24;Loppersum;Groningen;Bo;Protestants-Christelijk;41558;14;0;0; ;14;78,2857142857143;0;
20160415;20160722;16UU;00;Brede School D n Bogerd;5753GN;DEURNE; 762;Deurne;Noord-Brabant;Bo;Rooms-Katholiek;41223;37;0;37;535,135135135135;0; ;0;
20160415;20160722;16UV;00;RK Basissch Langeberg;6445CW;BRUNSSUM; 899;Brunssum;Limburg;Bo;Rooms-Katholiek;41516;28;0;0; ;0; ;28;213,107142857143
20160415;20160722;16UW;00;Pnielschool;3075AG;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;21;0;0; ;21;78,2857142857143;0;
20160415;20160722;16UZ;00;Sint Maarten Basissch;8701EW;BOLSWARD;1900;Súdwest-Fryslân;Friesland;Bo;Rooms-Katholiek;41000;64;0;64;537,390625;0; ;0;
20160415;20160722;16VH;00;Gooilandschool;1405JB;BUSSUM; 381;Bussum;Noord-Holland;Bo;Algemeen bijzonder;34230;56;0;56;545,267857142857;0; ;0;
20160415;20160722;16VR;00;BS St Willibrordus;5087BN;DIESSEN; 798;Hilvarenbeek;Noord-Brabant;Bo;Rooms-Katholiek;40941;37;1;0; ;36;79,5277777777778;0;
20160415;20160722;16VT;00;BS H Hart V Jezus;8152BM;LEMELERVELD; 148;Dalfsen;Overijssel;Bo;Rooms-Katholiek;40888;21;0;21;535,380952380952;0; ;0;
20160415;20160722;16VU;00;Basissch Anne Frank;6229AV;MAASTRICHT; 935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;20;0;20;539,75;0; ;0;
20160415;20160722;16VV;00;St Jozef School;3791AR;ACHTERVELD; 327;Leusden;Utrecht;Bo;Rooms-Katholiek;65768;18;0;18;540;0; ;0;
20160415;20160722;16WB;00;Basisschool Reuzepas;6164CK;GELEEN;1883;Sittard-Geleen;Limburg;Bo;Rooms-Katholiek;40987;18;0;18;533,777777777778;0; ;0;
20160415;20160722;16WC;00;SBO Sprankel;5223KE;'S-HERTOGENBOSCH; 796;'s-Hertogenbosch;Noord-Brabant;Sbo;Rooms-Katholiek;74049;25;0;0; ;0; ;0;
20160415;20160722;16WG;00;Oranje Nassauschool;3315AT;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;Protestants-Christelijk;83864;20;0;20;529;0; ;0;
20160415;20160722;16WH;00;De Eshof;2552KL;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Protestants-Christelijk;70176;19;1;18;532,611111111111;0; ;0;
20160415;20160722;16WI;00;PCBS De Parel;8084XE;'T HARDE; 230;Elburg;Gelderland;Bo;Protestants-Christelijk;42596;33;0;33;529,727272727273;0; ;0;
20160415;20160722;16WL;00;Kennedy Basisschool;7681AL;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;99594;17;0;17;529,588235294118;0; ;0;
20160415;20160722;16WN;00;OBS op 't Veld;7826EP;EMMEN; 114;Emmen;Drenthe;Bo;Openbaar;10249;16;0;16;535,4375;0; ;0;
20160415;20160722;16WP;00;Het Spectrum;8225MA;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;14;0;14;532,285714285714;0; ;0;
20160415;20160722;16WQ;00;OBS Roombeek;7523BJ;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;32;0;0; ;32;70,59375;0;
20160415;20160722;16WT;00;De Molenwiek Dalton;2036GV;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Openbaar;41853;59;0;0; ;59;70,0677966101695;0;
20160415;20160722;16WT;01;De Molenwiek Montessori;2036AK;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Openbaar;41853;16;0;0; ;16;77,75;0;
20160415;20160722;16WU;00;OBS De Kennemerpoort;1814EC;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;89;0;0; ;89;82,0674157303371;0;
20160415;20160722;16WW;00;OBS KlimOp;1689NW;ZWAAG; 405;Hoorn;Noord-Holland;Bo;Openbaar;41772;12;0;0; ;12;74,6666666666667;0;
20160415;20160722;16WZ;00;Chr Basissch De Akker;3081PE;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;51;0;0; ;51;82,2156862745098;0;
20160415;20160722;16XC;00;RK Basissch Veronica;2011CR;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Rooms-Katholiek;83163;37;0;15;529,866666666667;22;85,1818181818182;0;
20160415;20160722;16XK;00;RK BS Baardwijk;5142WX;WAALWIJK; 867;Waalwijk;Noord-Brabant;Bo;Rooms-Katholiek;71008;45;1;44;532,136363636364;0; ;0;
20160415;20160722;16XM;00;Julianaschool;3319TB;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;Protestants-Christelijk;83864;31;0;31;533,032258064516;0; ;0;
20160415;20160722;16XN;00;Prof Mr A Anema Basissch;2543BH;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Protestants-Christelijk;70176;35;0;35;531,571428571429;0; ;0;
20160415;20160722;16XP;00;Oranjeschool;7681DN;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;99594;30;0;30;534,866666666667;0; ;0;
20160415;20160722;16XQ;00;OBS De Brink;7812PK;EMMEN; 114;Emmen;Drenthe;Bo;Openbaar;10249;22;8;14;525,071428571429;0; ;0;
20160415;20160722;16XS;00;De Tjalk;8232LT;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;50;0;48;531,354166666667;0; ;0;
20160415;20160722;16XT;00;OBS Glanerbrug-Noord;7532XJ;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;18;0;0; ;18;70,3888888888889;0;
20160415;20160722;16XX;00;BS Combinatie 70;3036PV;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;17;0;17;526,294117647059;0; ;0;
20160415;20160722;16XY;00;Obs Nicolaas Beets;1817HJ;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;47;0;0; ;47;88,0851063829787;0;
20160415;20160722;16XY;03;Obs Nicolaas Beets;1816JZ;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;7;0;0; ;7;89;0;
20160415;20160722;16YA;00;Het Ooievaarsnest;1689EB;ZWAAG; 405;Hoorn;Noord-Holland;Bo;Openbaar;41772;54;0;0; ;54;79,6851851851852;0;
20160415;20160722;16YB;00;Chr Basissch De Sleutel;3073ED;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;20;2;18;530,444444444444;0; ;0;
20160415;20160722;16YE;00;icbs. Wormer Wieken;1531PS;WORMER; 880;Wormerland;Noord-Holland;Bo;Samenwerking PC, RK;41251;43;1;42;530,97619047619;0; ;0;
20160415;20160722;16YF;00;RK BS De Egelantier;2191BP;DE ZILK; 576;Noordwijkerhout;Zuid-Holland;Bo;Rooms-Katholiek;40967;29;1;28;535,214285714286;0; ;0;
20160415;20160722;16YG;00;Beatrixschool;3319RN;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;Protestants-Christelijk;83864;67;0;67;535,626865671642;0; ;0;
20160415;20160722;16YJ;00;Basisschool De Linde;7681RA;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;99594;4;0;4; ;0; ;0;
20160415;20160722;16YK;00;OBS De Barg;7812MD;EMMEN; 114;Emmen;Drenthe;Bo;Openbaar;10249;19;2;17;533,470588235294;0; ;0;
20160415;20160722;16YM;00;De Brink;8225SC;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;4;0;4; ;0; ;0;
20160415;20160722;16YQ;00;OBS De Spaarne-School;2063JK;SPAARNDAM GEM. HAARLEM; 392;Haarlem;Noord-Holland;Bo;Openbaar;41853;18;0;0; ;18;84,9444444444444;0;
20160415;20160722;16YS;00;Samenspel;1324RL;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;17;0;17;532,647058823529;0; ;0;
20160415;20160722;16YS;01;Samenspel 1;1324BH;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;17;0;17;525,235294117647;0; ;0;
20160415;20160722;16YT;00;BS De Bussel;1695HZ;BLOKKER; 405;Hoorn;Noord-Holland;Bo;Openbaar;41772;19;0;0; ;0; ;19;215,473684210526
20160415;20160722;16YU;00;Chr BS Willem van Oranje;3074PG;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;33;1;0; ;32;76;0;
20160415;20160722;16YW;00;Basissch De Vliedberg;3068GN;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;25;2;0; ;23;75,3913043478261;0;
20160415;20160722;16YX;00;RK Basissch Prinsenhof;2211AB;NOORDWIJKERHOUT; 576;Noordwijkerhout;Zuid-Holland;Bo;Rooms-Katholiek;40967;51;0;51;538,647058823529;0; ;0;
20160415;20160722;16YZ;00;Basisschool Nieuwoord;7681HD;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;99594;33;0;33;533,69696969697;0; ;0;
20160415;20160722;16ZB;00;OBS De Wielen;8925GZ;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;Openbaar;41850;36;0;0; ;23;77;0;
20160415;20160722;16ZC;00;De Poolster;8226BA;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;11;6;5;524,4;0; ;0;
20160415;20160722;16ZD;00;OBS Europa;7543ZJ;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;17;0;17;528,117647058824;0; ;0;
20160415;20160722;16ZF;00;OBS De Peppelaer;2013PW;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Openbaar;41853;40;0;0; ;40;76,15;0;
20160415;20160722;16ZG;00;OBS De Achtbaan;1324VD;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;29;0;29;532,965517241379;0; ;0;
20160415;20160722;16ZH;00;Wereldwijzer;1628DJ;HOORN NH; 405;Hoorn;Noord-Holland;Bo;Openbaar;41772;19;0;0; ;18;71,6111111111111;0;
20160415;20160722;16ZJ;00;RK.Bs.OLV van Fatima;4702GW;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Bo;Rooms-Katholiek;74154;28;3;24;533,333333333333;0; ;0;
20160415;20160722;16ZM;00;RK BS De Schakel;3191ED;HOOGVLIET ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;11;1;0; ;10;76,8;0;
20160415;20160722;16ZO;00;RK Basissch St Victor;2211LH;NOORDWIJKERHOUT; 576;Noordwijkerhout;Zuid-Holland;Bo;Rooms-Katholiek;40967;54;1;53;533,283018867925;0; ;0;
20160415;20160722;16ZP;00;Ds W E Den Hertog School;2552RA;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Protestants-Christelijk;70176;32;0;0; ;0; ;32;211,71875
20160415;20160722;16ZQ;00;OBS De Meent;7881EG;EMMER-COMPASCUUM; 114;Emmen;Drenthe;Bo;Openbaar;10249;14;0;14;529,214285714286;0; ;0;
20160415;20160722;16ZS;00;De Sluis;8244AJ;LELYSTAD; 995;Lelystad;Flevoland;Bo;Openbaar;42552;23;0;23;535,652173913044;0; ;0;
20160415;20160722;16ZT;00;OBS Het Lang;7544XC;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;34;4;0; ;30;74,5666666666667;0;
20160415;20160722;16ZX;00;OBS De Kameleon;1316CS;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;9;0;9;531,888888888889;0; ;0;
20160415;20160722;16ZY;00;Openb Montessorischool;1628JG;HOORN NH; 405;Hoorn;Noord-Holland;Bo;Openbaar;41772;9;0;0; ;9;70,6666666666667;0;
20160415;20160722;16ZY;01;Montessorischool Hoorn;1621CR;HOORN NH; 405;Hoorn;Noord-Holland;Bo;Openbaar;41772;39;1;0; ;37;79,3243243243243;0;
20160415;20160722;16ZZ;00;RK BS Joseph;4702AZ;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Bo;Rooms-Katholiek;74154;11;0;11;535,636363636364;0; ;0;
20160415;20160722;17AB;00;RK BS Mr van Eijck;3079HK;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;37;0;37;528,081081081081;0; ;0;
20160415;20160722;17AC;00;Lidwina-School;1098KM;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;48;0;48;535,291666666667;0; ;0;
20160415;20160722;17AE;00;De Bente OBS;7881HG;EMMER-COMPASCUUM; 114;Emmen;Drenthe;Bo;Openbaar;10249;16;1;15;539,666666666667;0; ;0;
20160415;20160722;17AH;00;OBS De Sterrensteen;9743EZ;GRONINGEN;  14;Groningen;Groningen;Bo;Openbaar;42510;52;1;51;534,352941176471;0; ;0;
20160415;20160722;17AM;00;RK Bs De Cortendijck;4706DZ;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Bo;Rooms-Katholiek;74154;13;1;12;533,833333333333;0; ;0;
20160415;20160722;17AP;00;Agnessch v Kath BSO;3071EE;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;42;1;41;524,414634146341;0; ;0;
20160415;20160722;17AS;00;OBS De Helmerhoek;7546CL;ENSCHEDE; 153;Enschede;Overijssel;Bo;Openbaar;41565;16;1;15;534,8;0; ;0;
20160415;20160722;17AV;00;BS De Argonaut;1317HP;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;16;0;16;528,5625;0; ;0;
20160415;20160722;17BB;00;BS Huibers;1065VT;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;21;2;19;529,789473684211;0; ;0;
20160415;20160722;17BC;00;OBS De Runde;7881HP;EMMER-COMPASCUUM; 114;Emmen;Drenthe;Bo;Openbaar;10249;14;0;14;529,428571428571;0; ;0;
20160415;20160722;17BH;00;Basisschool De Blokwei;4703AV;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Bo;Rooms-Katholiek;74154;18;0;18;526,888888888889;0; ;0;
20160415;20160722;17BL;00;OBS De Dreef;7881KL;EMMER-COMPASCUUM; 114;Emmen;Drenthe;Bo;Openbaar;10249;6;0;6;535;0; ;0;
20160415;20160722;17BP;00;BS De Zeetuin;1323AE;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;26;0;26;536,461538461538;0; ;0;
20160415;20160722;17BT;00;OBS Tuindorp;3571EN;UTRECHT; 344;Utrecht;Utrecht;Bo;Openbaar;41400;39;0;39;538,487179487179;0; ;0;
20160415;20160722;17BU;00;OBS Erica De Anbrenge;7887AD;ERICA; 114;Emmen;Drenthe;Bo;Openbaar;10249;15;0;15;541,533333333333;0; ;0;
20160415;20160722;17BW;00;OBS Karrepad;9715NR;GRONINGEN;  14;Groningen;Groningen;Bo;Openbaar;42510;60;0;60;529,366666666667;0; ;0;
20160415;20160722;17BY;00;RK basisschool Het Talent;4707VK;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Bo;Rooms-Katholiek;74154;15;0;15;530,733333333333;0; ;0;
20160415;20160722;17CA;00;Witte Vrouwen-School;3572HD;UTRECHT; 344;Utrecht;Utrecht;Bo;Openbaar;41400;76;1;0; ;0; ;75;220,626666666667
20160415;20160722;17CB;00;Meester Baars school;3078GS;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;23;1;22;537,454545454546;0; ;0;
20160415;20160722;17CI;00;RK Bs Vondel;4707AG;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Bo;Rooms-Katholiek;74154;33;2;31;534,032258064516;0; ;0;
20160415;20160722;17CJ;00;De Ontdekking;7323MB;APELDOORN; 200;Apeldoorn;Gelderland;Bo;Protestants-Christelijk;82526;15;2;12;538,916666666667;0; ;0;
20160415;20160722;17CL;00;OBS De Koekoek;3514TT;UTRECHT; 344;Utrecht;Utrecht;Bo;Openbaar;41400;40;0;40;537,35;0; ;0;
20160415;20160722;17CM;00;RK BS De Regenboog;3077SB;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;45;1;44;532,25;0; ;0;
