PEILDATUM_LEERLINGEN;PRIKDATUM_SCORES;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEERJAAR_8;ONTHEFFING_REDEN_ND;CET_AANTAL;CET_GEM;IEP_AANTAL;IEP_GEM;ROUTE8_AANTAL;ROUTE8_GEM
20160415;20160722;06HU;00;RK Basissch St Nicolaas;5469PT;ERP; 860;Veghel;Noord-Brabant;Bo;Rooms-Katholiek;73712;13;0;13;536,307692307692;0; ;0;
20160415;20160722;06HV;00;RK Jozefschool;7121ET;AALTEN; 197;Aalten;Gelderland;Bo;Rooms-Katholiek;42616;28;0;28;532,214285714286;0; ;0;
20160415;20160722;06HW;00;Basisschool St Caecilia;5056KK;BERKEL-ENSCHOT; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;37;0;37;541,405405405405;0; ;0;
20160415;20160722;06HZ;00;C.B.S. De Wingerd;9421NP;BOVENSMILDE;1731;Midden-Drenthe;Drenthe;Bo;Protestants-Christelijk;32073;19;0;0; ;19;75,8421052631579;0;
20160415;20160722;06IA;00;De Cocon;5014NK;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;29;4;0; ;25;73,72;0;
20160415;20160722;06IC;00;SBO De Brigantijn;5711EJ;SOMEREN; 847;Someren;Noord-Brabant;Sbo;Rooms-Katholiek;41223;24;4;0; ;19;65,6315789473684;0;
20160415;20160722;06IC;01;SBO De Brigantijn;5751KX;DEURNE; 762;Deurne;Noord-Brabant;Sbo;Rooms-Katholiek;41223;25;3;0; ;12;61,25;0;
20160415;20160722;06IE;00;Zonzeelschool V Basisond;4844BK;TERHEIJDEN;1719;Drimmelen;Noord-Brabant;Bo;Rooms-Katholiek;43967;20;0;20;537,8;0; ;0;
20160415;20160722;06IH;00;RK Bs De Meulenrakkers;4641CL;OSSENDRECHT; 873;Woensdrecht;Noord-Brabant;Bo;Rooms-Katholiek;40517;48;0;0; ;48;78,75;0;
20160415;20160722;06IK;00;Basisschool De Spindel;4854CP;BAVEL; 758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;32060;58;0;58;535,396551724138;0; ;0;
20160415;20160722;06IL;00;Franciscusschool v RK Bo;2121VE;BENNEBROEK; 377;Bloemendaal;Noord-Holland;Bo;Rooms-Katholiek;40775;27;1;26;535,269230769231;0; ;0;
20160415;20160722;06IN;00;Sint Aegidius-School;7626LW;HERTME; 147;Borne;Overijssel;Bo;Rooms-Katholiek;37650;15;0;15;535,533333333333;0; ;0;
20160415;20160722;06IP;00;Basisschool de Vonder;6599AK;VEN-ZELDERHEIDE; 907;Gennep;Limburg;Bo;Rooms-Katholiek;37663;11;0;11;524,909090909091;0; ;0;
20160415;20160722;06IR;00;Basisschool Maria;5541VM;REUSEL;1667;Reusel-De Mierden;Noord-Brabant;Bo;Rooms-Katholiek;44201;19;0;19;540,526315789474;0; ;0;
20160415;20160722;06IS;00;Lindenlommer Basisschool;4741AZ;HOEVEN;1655;Halderberge;Noord-Brabant;Bo;Rooms-Katholiek;31017;43;0;43;539,441860465116;0; ;0;
20160415;20160722;06IT;00;Kbs De Griffioen;4841XC;PRINSENBEEK; 758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;41407;100;0;100;539,64;0; ;0;
20160415;20160722;06IU;00;Chr Basissch De Librije;8401RE;GORREDIJK;  86;Opsterland;Friesland;Bo;Protestants-Christelijk;38144;39;0;0; ;0; ;39;199,538461538462
20160415;20160722;06IW;00;W Teellinckschool;3911SK;RHENEN; 340;Rhenen;Utrecht;Bo;Reformatorisch;38222;18;0;18;535,888888888889;0; ;0;
20160415;20160722;06IX;00;BS de Vink;2253VW;VOORSCHOTEN; 626;Voorschoten;Zuid-Holland;Bo;Samenwerking Opb., RK;40745;28;1;27;538,222222222222;0; ;0;
20160415;20160722;06IY;00;RK Basisschool Veldzijde;7581VZ;LOSSER; 168;Losser;Overijssel;Bo;Rooms-Katholiek;40903;29;0;29;537,206896551724;0; ;0;
20160415;20160722;06IZ;00;St Willibrordus School;5913CZ;VENLO; 983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;34;0;34;534,323529411765;0; ;0;
20160415;20160722;06JC;00;De Rietslenke;7442TL;NIJVERDAL; 163;Hellendoorn;Overijssel;Bo;Rooms-Katholiek;68836;39;1;38;534,026315789474;0; ;0;
20160415;20160722;06JD;00;Basisschool De Laak;6659BE;WAMEL; 668;West Maas en Waal;Gelderland;Bo;Rooms-Katholiek;41340;26;0;26;534,538461538462;0; ;0;
20160415;20160722;06JE;00;Basissch Piet Prins;9501AM;STADSKANAAL;  37;Stadskanaal;Groningen;Bo;Gereformeerd vrijgemaakt;41025;12;0;12;537,333333333333;0; ;0;
20160415;20160722;06JF;00;De Rietkraag Sch v RK BO;2421NK;NIEUWKOOP; 569;Nieuwkoop;Zuid-Holland;Bo;Rooms-Katholiek;40974;42;0;0; ;0; ;42;192,261904761905
20160415;20160722;06JG;00;RK Dorpsschool De Bron;2811LP;REEUWIJK;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Rooms-Katholiek;40765;22;1;21;533,571428571429;0; ;0;
20160415;20160722;06JL;00;Basissch De Sonnewijzer;5691EA;SON EN BREUGEL; 848;Son en Breugel;Noord-Brabant;Bo;Protestants-Christelijk;40378;23;0;23;534,217391304348;0; ;0;
20160415;20160722;06JN;00;RK Basisschool Besoyen;5141BM;WAALWIJK; 867;Waalwijk;Noord-Brabant;Bo;Rooms-Katholiek;71008;38;0;38;536,236842105263;0; ;0;
20160415;20160722;06JO;00;Basisschool St Theresia;6071AL;SWALMEN; 957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;9;0;9;539;0; ;0;
20160415;20160722;06JP;00;Eben Haezerschool;3772AV;BARNEVELD; 203;Barneveld;Gelderland;Bo;Reformatorisch;40419;96;0;100;531,52;0; ;0;
20160415;20160722;06JQ;00;RK bs Aventurijn;4758AM;STANDDAARBUITEN;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;31017;17;0;17;539,117647058824;0; ;0;
20160415;20160722;06JS;00;RK BS De Leeuwerik;6142AD;EINIGHAUSEN;1883;Sittard-Geleen;Limburg;Bo;Rooms-Katholiek;40987;27;0;27;534,777777777778;0; ;0;
20160415;20160722;06JT;00;Basissch De Toermalijn;5384ES;HEESCH;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41228;81;0;78;533,717948717949;0; ;0;
20160415;20160722;06JV;00;School met de Bijbel;6733AV;WEKEROM; 228;Ede;Gelderland;Bo;Reformatorisch;40887;23;0;23;530,478260869565;0; ;0;
20160415;20160722;06JW;00;Basisschool It Harspit;8625HE;OPPENHUIZEN;1900;Súdwest-Fryslân;Friesland;Bo;Protestants-Christelijk;42545;12;0;12;540,916666666667;0; ;0;
20160415;20160722;06JY;00;Sint Antonius;8106AC;MARIENHEEM; 177;Raalte;Overijssel;Bo;Rooms-Katholiek;40894;21;0;21;535,47619047619;0; ;0;
20160415;20160722;06JZ;00;Bs t Mozaiek;6045VA;ROERMOND; 957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;18;0;18;534,611111111111;0; ;0;
20160415;20160722;06KA;00;Basisschool De Parkiet;2566XT;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;27;0;27;541,111111111111;0; ;0;
20160415;20160722;06KB;00;RK Basissch De Neerhof;4762BJ;ZEVENBERGEN;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;59;0;0; ;59;79,2542372881356;0;
20160415;20160722;06KC;00;Basisschool De Bongerd;5802CS;VENRAY; 984;Venray;Limburg;Bo;Rooms-Katholiek;44397;18;0;18;536;0; ;0;
20160415;20160722;06KD;00;Floris Radewijnsz School;4143BD;LEERDAM; 545;Leerdam;Zuid-Holland;Bo;Rooms-Katholiek;41148;23;1;22;536,227272727273;0; ;0;
20160415;20160722;06KE;00;Basisschool Remigius;6921BX;DUIVEN; 226;Duiven;Gelderland;Bo;Rooms-Katholiek;42148;48;0;47;531,468085106383;0; ;0;
20160415;20160722;06KF;00;Basisschool Het Baken;3862GR;NIJKERK GLD; 267;Nijkerk;Gelderland;Bo;Rooms-Katholiek;71488;17;0;17;534,588235294118;0; ;0;
20160415;20160722;06KG;00;Op de Heuvel;6561VX;GROESBEEK; 241;Groesbeek;Gelderland;Bo;Rooms-Katholiek;42486;17;0;17;529,941176470588;0; ;0;
20160415;20160722;06KH;00;BS De Bolster;6361XG;NUTH; 951;Nuth;Limburg;Bo;Rooms-Katholiek;41506;39;1;38;539,105263157895;0; ;0;
20160415;20160722;06KK;00;Daltonschool i.o. Willibrordus;7261NL;RUURLO;1859;Berkelland;Gelderland;Bo;Rooms-Katholiek;42616;24;1;23;535,260869565217;0; ;0;
20160415;20160722;06KL;00;Chr bo de Fugelsang;9041EG;BERLTSUM;1908;Menameradiel;Friesland;Bo;Protestants-Christelijk;42656;16;3;0; ;13;80,5384615384615;0;
20160415;20160722;06KM;00;Dr C Steenblok School;3901SM;VEENENDAAL; 345;Veenendaal;Utrecht;Bo;Reformatorisch;42980;46;0;46;532,391304347826;0; ;0;
20160415;20160722;06KN;00;Eben Haezer Basisschool;3262JS;OUD-BEIJERLAND; 584;Oud-Beijerland;Zuid-Holland;Bo;Reformatorisch;30133;46;0;47;538,191489361702;0; ;0;
20160415;20160722;06KO;00;De Wegwijzer Basisschool;4133DK;VIANEN UT; 620;Vianen;Utrecht;Bo;Rooms-Katholiek;77975;32;0;32;536,21875;0; ;0;
20160415;20160722;06KO;02;Basisschool De Regenboog;4121EL;EVERDINGEN; 620;Vianen;Utrecht;Bo;Rooms-Katholiek;77975;7;0;7;533,142857142857;0; ;0;
20160415;20160722;06KQ;00;Ds. Abraham Hellenbroek;3332RN;ZWIJNDRECHT; 642;Zwijndrecht;Zuid-Holland;Bo;Reformatorisch;43175;34;0;34;534,617647058824;0; ;0;
20160415;20160722;06KS;00;PC Basisschool De Meene;7021DL;ZELHEM;1876;Bronckhorst;Gelderland;Bo;Protestants-Christelijk;41011;29;0;0; ;29;82,5172413793103;0;
20160415;20160722;06KT;00;Basisschool St Medardus;6019EC;WESSEM;1641;Maasgouw;Limburg;Bo;Rooms-Katholiek;42577;26;0;26;534,269230769231;0; ;0;
20160415;20160722;06KU;00;De Lichtwijzer;2341BK;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;21;0;21;535,571428571429;0; ;0;
20160415;20160722;06KV;00;Basisschool Mgr Zwijsen;5331XL;KERKDRIEL; 263;Maasdriel;Gelderland;Bo;Rooms-Katholiek;41090;67;0;67;537,522388059701;0; ;0;
20160415;20160722;06KW;00;Het Anker Jenaplanschool;7827DD;EMMEN; 114;Emmen;Drenthe;Bo;Protestants-Christelijk;41551;32;0;0; ;0; ;32;198
20160415;20160722;06KY;00;Basissch Den Krommenhoek;5243WC;ROSMALEN; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;12;0;13;528,384615384615;0; ;0;
20160415;20160722;06LA;00;Stadhouder Willem 3 Bs;6712BZ;EDE GLD; 228;Ede;Gelderland;Bo;Reformatorisch;42541;51;0;51;532,235294117647;0; ;0;
20160415;20160722;06LB;00;Basisschool De Violier;5993BT;MAASBREE;1894;Peel en Maas;Limburg;Bo;Rooms-Katholiek;75597;63;0;0; ;0; ;63;206,825396825397
20160415;20160722;06LC;00;BS De Vlinder;5666RL;GELDROP;1771;Geldrop-Mierlo;Noord-Brabant;Bo;Rooms-Katholiek;40557;13;0;13;529,615384615385;0; ;0;
20160415;20160722;06LD;00;Basisschool De Vlaswiek;4576BL;KOEWACHT; 715;Terneuzen;Zeeland;Bo;Rooms-Katholiek;40803;10;0;10;535,5;0; ;0;
20160415;20160722;06LF;00;Basisschool De Schelp;1693GV;WERVERSHOOF; 420;Medemblik;Noord-Holland;Bo;Rooms-Katholiek;75375;28;0;28;530,071428571429;0; ;0;
20160415;20160722;06LG;00;Prins W Alexander-School;3851ZV;ERMELO; 233;Ermelo;Gelderland;Bo;Rooms-Katholiek;40888;14;0;0; ;0; ;14;223,857142857143
20160415;20160722;06LH;00;RK BS H Gerardus;9561PE;TER APEL;  48;Vlagtwedde;Groningen;Bo;Rooms-Katholiek;45000;14;0;0; ;0; ;14;202,785714285714
20160415;20160722;06LI;00;Jan Bunnik Basisschool;3411WN;LOPIK; 331;Lopik;Utrecht;Bo;Rooms-Katholiek;77975;23;1;22;537,227272727273;0; ;0;
20160415;20160722;06LJ;00;Sch md Bijbel De Schakel;2957KE;NIEUW-LEKKERLAND;1927;Molenwaard;Zuid-Holland;Bo;Protestants-Christelijk;45099;44;0;0; ;44;82,7045454545455;0;
20160415;20160722;06LL;00;KBs Paulus;1391CZ;ABCOUDE; 736;De Ronde Venen;Utrecht;Bo;Rooms-Katholiek;70002;28;0;28;541,857142857143;0; ;0;
20160415;20160722;06LM;00;Basisschool De Biezen;3828JN;HOOGLAND; 307;Amersfoort;Utrecht;Bo;Rooms-Katholiek;71488;40;0;40;536,675;0; ;0;
20160415;20160722;06LO;00;Basissch Maria Goretti;6111AH;SINT JOOST;1711;Echt-Susteren;Limburg;Bo;Rooms-Katholiek;41797;16;0;16;540,875;0; ;0;
20160415;20160722;06LP;00;Nutsbasissch Voorschoten;2252LC;VOORSCHOTEN; 626;Voorschoten;Zuid-Holland;Bo;Algemeen bijzonder;46243;34;0;33;544,939393939394;0; ;0;
20160415;20160722;06LQ;00;Basisschool De Klepper;5575BG;LUYKSGESTEL;1724;Bergeijk;Noord-Brabant;Bo;Rooms-Katholiek;31384;31;0;31;528,290322580645;0; ;0;
20160415;20160722;06LR;00;Basisschool De Schakel;8251LD;DRONTEN; 303;Dronten;Flevoland;Bo;Gereformeerd vrijgemaakt;41632;25;0;25;532,4;0; ;0;
20160415;20160722;06LT;00;Basissch De Ark;5463NR;VEGHEL; 860;Veghel;Noord-Brabant;Bo;Algemeen bijzonder;73712;22;1;21;531;0; ;0;
20160415;20160722;06LU;00;Basisschool Pius X;2275EE;VOORBURG;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;Rooms-Katholiek;41447;35;0;35;540,742857142857;0; ;0;
20160415;20160722;06LV;00;Basisschool De Marke;9461KM;GIETEN;1680;Aa en Hunze;Drenthe;Bo;Protestants-Christelijk;32073;11;0;0; ;11;78,1818181818182;0;
20160415;20160722;06LW;00;De Uilenhorst;8091WD;WEZEP; 269;Oldebroek;Gelderland;Bo;Rooms-Katholiek;40888;11;0;1; ;0; ;0;
20160415;20160722;06LX;00;Sint Liduina-School;7524CS;ENSCHEDE; 153;Enschede;Overijssel;Bo;Rooms-Katholiek;58761;34;0;33;536,939393939394;0; ;0;
20160415;20160722;06LY;00;Bernardus-School;5682AC;BEST; 753;Best;Noord-Brabant;Bo;Rooms-Katholiek;26977;74;0;74;534,702702702703;0; ;0;
20160415;20160722;06LZ;00;RK Bs De Rietvest;4791AM;KLUNDERT;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;19;0;19;534,421052631579;0; ;0;
20160415;20160722;06MA;00;De Vuurvlinder;3905RS;VEENENDAAL; 345;Veenendaal;Utrecht;Bo;Rooms-Katholiek;31237;56;0;59;530,135593220339;0; ;0;
20160415;20160722;06MB;00;Basissch T Noorderlicht;3755VE;EEMNES; 317;Eemnes;Utrecht;Bo;Protestants-Christelijk;75753;17;0;17;538,235294117647;0; ;0;
20160415;20160722;06MC;00;Basisschool Munstergeleen;6151GM;MUNSTERGELEEN;1883;Sittard-Geleen;Limburg;Bo;Rooms-Katholiek;83280;44;0;44;531,909090909091;0; ;0;
20160415;20160722;06MD;00;BAVO-School;1645PN;URSEM;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;28;1;0; ;27;81,3703703703704;0;
20160415;20160722;06ME;00;Basissch De Zonnebloem;5757BB;LIESSEL; 762;Deurne;Noord-Brabant;Bo;Rooms-Katholiek;41223;29;0;29;530,51724137931;0; ;0;
20160415;20160722;06MF;00;Kath BS De Vlier;5704LD;HELMOND; 794;Helmond;Noord-Brabant;Bo;Rooms-Katholiek;30240;38;1;37;534,648648648649;0; ;0;
20160415;20160722;06MH;00;Basisschool De Beekgraaf;5388CV;NISTELRODE;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41020;27;0;27;533,888888888889;0; ;0;
20160415;20160722;06MI;00;Basissch De Vijfmaster;5463HB;VEGHEL; 860;Veghel;Noord-Brabant;Bo;Rooms-Katholiek;73712;19;0;19;534,842105263158;0; ;0;
20160415;20160722;06MJ;00;RK Bs Paulo Freire;4901AW;OOSTERHOUT NB; 826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;21;0;21;528,142857142857;0; ;0;
20160415;20160722;06MM;00;Basisschool Weisterbeek;5961EH;HORST;1507;Horst aan de Maas;Limburg;Bo;Rooms-Katholiek;47920;31;0;31;536,709677419355;0; ;0;
20160415;20160722;06MQ;00;De Vrije School;2716GV;ZOETERMEER; 637;Zoetermeer;Zuid-Holland;Bo;Antroposofisch;41359;12;0;0; ;12;79,5;0;
20160415;20160722;06MS;00;Basisschool op de Top;6294AT;VIJLEN; 981;Vaals;Limburg;Bo;Rooms-Katholiek;41506;8;0;8;533,25;0; ;0;
20160415;20160722;06MU;00;Prof. Titus Brandsma;7901BS;HOOGEVEEN; 118;Hoogeveen;Drenthe;Bo;Rooms-Katholiek;40888;22;0;22;534,5;0; ;0;
20160415;20160722;06MV;00;Rosa-School;2573BA;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;40928;29;4;25;529,92;0; ;0;
20160415;20160722;06MW;00;Basisschool De Regenboog;9602XA;HOOGEZAND;  18;Hoogezand-Sappemeer;Groningen;Bo;Protestants-Christelijk;41845;21;0;21;540,52380952381;0; ;0;
20160415;20160722;06MY;00;Basisschool De Rank;7822CC;EMMEN; 114;Emmen;Drenthe;Bo;Gereformeerd vrijgemaakt;41624;13;2;11;533;0; ;0;
20160415;20160722;06MZ;00;RK Basisschool Twickelo;7491AK;DELDEN;1735;Hof van Twente;Overijssel;Bo;Rooms-Katholiek;37650;28;0;28;533,071428571429;0; ;0;
20160415;20160722;06NB;00;Het Mozaïek;9753EL;HAREN GN;  17;Haren;Groningen;Bo;Gereformeerd vrijgemaakt;42607;15;0;0; ;0; ;15;205,266666666667
20160415;20160722;06NC;00;Sint Aloysius-School;7678VV;GEESTEREN OV; 183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;66;0;66;534,242424242424;0; ;0;
20160415;20160722;06NE;00;Basisschool Pancratius;6971BL;BRUMMEN; 213;Brummen;Gelderland;Bo;Rooms-Katholiek;76806;19;0;19;540,736842105263;0; ;0;
20160415;20160722;06NG;00;Du Marchie v Voorthuysen;8321RJ;URK; 184;Urk;Flevoland;Bo;Reformatorisch;49844;18;0;18;520,277777777778;0; ;0;
20160415;20160722;06NH;00;cbs De Citer;9903ET;APPINGEDAM;   3;Appingedam;Groningen;Bo;Protestants-Christelijk;41558;23;0;0; ;23;83,7826086956522;0;
20160415;20160722;06NI;00;Pc Bso De Adelaar;8471BG;WOLVEGA;  98;Weststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;24;0;24;533,166666666667;0; ;0;
20160415;20160722;06NJ;00;GBS De kleine beer;3833XB;LEUSDEN; 327;Leusden;Utrecht;Bo;Gereformeerd vrijgemaakt;40975;12;0;12;535,666666666667;0; ;0;
20160415;20160722;06NL;00;Basisschool Heeckeren;7471BC;GOOR;1735;Hof van Twente;Overijssel;Bo;Rooms-Katholiek;25351;42;0;42;538,238095238095;0; ;0;
20160415;20160722;06NM;00;Basisschool Taal & Lent;5915CG;VENLO; 983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;6;0;6;529,666666666667;0; ;0;
20160415;20160722;06NN;00;Julianaschool;1401CL;BUSSUM; 381;Bussum;Noord-Holland;Bo;Protestants-Christelijk;75753;71;0;70;539,442857142857;0; ;0;
20160415;20160722;06NN;01;Julianaschool;1405HK;BUSSUM; 381;Bussum;Noord-Holland;Bo;Protestants-Christelijk;75753;31;0;31;536;0; ;0;
20160415;20160722;06NO;00;Nieuwe Park Rozenburgsch;3062JE;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;58;1;57;538,789473684211;0; ;0;
20160415;20160722;06NR;00;Johannes Bogermanschool;7671CA;VRIEZENVEEN;1700;Twenterand;Overijssel;Bo;Reformatorisch;50299;21;1;20;533,25;0; ;0;
20160415;20160722;06NS;00;Basisschool De Wegwijzer;6412EN;HEERLEN; 917;Heerlen;Limburg;Bo;Rooms-Katholiek;41506;33;0;33;532,484848484849;0; ;0;
20160415;20160722;06NU;00;Basissch Bij de Boarne;9212PS;BOORNBERGUM;  90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;14;0;0; ;14;86,7857142857143;0;
20160415;20160722;06NX;00;Dominee Koelmanschool;4204TR;GORINCHEM; 512;Gorinchem;Zuid-Holland;Bo;Reformatorisch;50988;39;0;39;533,076923076923;0; ;0;
20160415;20160722;06NY;00;Basisschool Het Kompas;4214DA;VUREN; 733;Lingewaal;Gelderland;Bo;Protestants-Christelijk;41396;12;0;12;533;0; ;0;
20160415;20160722;06NZ;00;Gomarusschool;2352EP;LEIDERDORP; 547;Leiderdorp;Zuid-Holland;Bo;Reformatorisch;20183;9;1;8;528,5;0; ;0;
20160415;20160722;06OA;00;Basisschool De Overhaal;1633HE;AVENHORN;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;28;0;28;541,464285714286;0; ;0;
20160415;20160722;06OD;00;RK BS Schuttevaer;4417CD;HANSWEERT; 703;Reimerswaal;Zeeland;Bo;Rooms-Katholiek;77533;10;1;0; ;9;88,8888888888889;0;
20160415;20160722;06OF;00;Basisschool Sint Trudo;5708GL;HELMOND; 794;Helmond;Noord-Brabant;Bo;Rooms-Katholiek;30240;18;2;16;539,6875;0; ;0;
20160415;20160722;06OH;00;Matthias Basisschool;5841AM;OPLOO;1702;Sint Anthonis;Noord-Brabant;Bo;Rooms-Katholiek;71749;22;0;22;537,045454545455;0; ;0;
20160415;20160722;06OJ;00;RK Basisschool de Maaskopkes;6223BD;MAASTRICHT; 935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;7;0;7;539;0; ;0;
20160415;20160722;06OK;00;Basisschool De Wegwijzer;6645BR;WINSSEN; 209;Beuningen;Gelderland;Bo;Rooms-Katholiek;43487;13;0;13;536,153846153846;0; ;0;
20160415;20160722;06OM;00;De Wingerd;1689GN;ZWAAG; 405;Hoorn;Noord-Holland;Bo;Rooms-Katholiek;31657;46;0;0; ;46;83,7173913043478;0;
20160415;20160722;06OP;00;Basisschool Pius 10;2661KZ;BERGSCHENHOEK;1621;Lansingerland;Zuid-Holland;Bo;Rooms-Katholiek;40928;30;0;30;535,833333333333;0; ;0;
20160415;20160722;06OQ;00;Basisschool Sint Jozef;2241KR;WASSENAAR; 629;Wassenaar;Zuid-Holland;Bo;Rooms-Katholiek;68329;31;1;30;539,933333333333;0; ;0;
20160415;20160722;06OR;00;RK Basisschool De Bottel;5973PN;LOTTUM;1507;Horst aan de Maas;Limburg;Bo;Rooms-Katholiek;47920;15;0;15;535,133333333333;0; ;0;
20160415;20160722;06OS;00;Basisschool Eben Haezer;2771HT;BOSKOOP; 484;Alphen aan den Rijn;Zuid-Holland;Bo;Reformatorisch;57969;29;0;29;531,827586206897;0; ;0;
20160415;20160722;06OT;00;Basisschool De Zevenster;3371JG;HARDINXVELD-GIESSENDAM; 523;Hardinxveld-Giessendam;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;15;0;15;539,866666666667;0; ;0;
20160415;20160722;06OU;00;De Ridderslag;2805BC;GOUDA; 513;Gouda;Zuid-Holland;Bo;Antroposofisch;59451;24;0;0; ;24;83;0;
20160415;20160722;06OW;00;Basissch Het Fundament;4265HS;GENDEREN; 738;Aalburg;Noord-Brabant;Bo;Protestants-Christelijk;41239;29;0;29;530,793103448276;0; ;0;
20160415;20160722;06OY;00;Sint Dominicusschool;3533GH;UTRECHT; 344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77195;62;0;62;542,483870967742;0; ;0;
20160415;20160722;06OZ;00;Rudolf Steinerschool;4816AD;BREDA; 758;Breda;Noord-Brabant;Bo;Antroposofisch;59984;23;0;23;537,739130434783;0; ;0;
20160415;20160722;06PA;00;PC BS De Levensboom;1261MX;BLARICUM; 376;Blaricum;Noord-Holland;Bo;Protestants-Christelijk;75753;9;0;9;536,111111111111;0; ;0;
20160415;20160722;06PB;00;KBs Van Doorn;3628BW;KOCKENGEN;1904;Stichtse Vecht;Utrecht;Bo;Rooms-Katholiek;70033;7;0;7;531,428571428571;0; ;0;
20160415;20160722;06PC;00;Torenpleinschool;3451AA;VLEUTEN; 344;Utrecht;Utrecht;Bo;Protestants-Christelijk;62662;27;1;26;537,269230769231;0; ;0;
20160415;20160722;06PD;00;BS De Krommen Hoek;5694EA;SON EN BREUGEL; 848;Son en Breugel;Noord-Brabant;Bo;Algemeen bijzonder;60166;26;0;0; ;0; ;26;207,192307692308
20160415;20160722;06PE;00;Pastoor Dr Delteykschool;3985LB;WERKHOVEN; 312;Bunnik;Utrecht;Bo;Rooms-Katholiek;43318;21;0;21;532,428571428571;0; ;0;
20160415;20160722;06PF;00;Basisschool Op de Horst;6562LR;GROESBEEK; 241;Groesbeek;Gelderland;Bo;Rooms-Katholiek;42486;23;0;23;537,173913043478;0; ;0;
20160415;20160722;06PG;00;Basissch It Klimmerbled;8521PD;SINT NICOLAASGA;1921;De Friese Meren;Friesland;Bo;Rooms-Katholiek;41000;30;0;30;535,2;0; ;0;
20160415;20160722;06PH;00;Oec Basisschool De Ark;1112DM;DIEMEN; 384;Diemen;Noord-Holland;Bo;Samenwerking PC, RK;41595;42;0;42;530,380952380952;0; ;0;
20160415;20160722;06PI;00;Meester v d Brugschool;8551NL;WOUDSEND;1900;Súdwest-Fryslân;Friesland;Bo;Protestants-Christelijk;42545;9;0;0; ;0; ;9;215,888888888889
20160415;20160722;06PJ;00;Basisschool De Peggebult;8435WX;DONKERBROEK;  85;Ooststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;11;0;11;524,363636363636;0; ;0;
20160415;20160722;06PL;00;PC BS De Meent;3652LG;WOERDENSE VERLAAT; 569;Nieuwkoop;Zuid-Holland;Bo;Protestants-Christelijk;41286;4;0;4; ;0; ;0;
20160415;20160722;06PM;00;BO op Geref Grondslag;5311CJ;GAMEREN; 297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;60673;33;1;32;536,53125;0; ;0;
20160415;20160722;06PN;00;Basissch De Kraanvogel;7251LT;VORDEN;1876;Bronckhorst;Gelderland;Bo;Algemeen bijzonder;60686;10;0;10;533,8;0; ;0;
20160415;20160722;06PO;00;Toermalijn;7941JC;MEPPEL; 119;Meppel;Drenthe;Bo;Antroposofisch;77456;17;0;17;534;0; ;0;
20160415;20160722;06PP;00;Oecumenische Basisschool;6971CT;BRUMMEN; 213;Brummen;Gelderland;Bo;Algemeen bijzonder;42616;22;1;21;534,142857142857;0; ;0;
20160415;20160722;06PQ;00;SWS De Klimboom;9362RA;BOERAKKER;  25;Marum;Groningen;Bo;Protestants-Christelijk;41571;11;0;11;533,363636363636;0; ;0;
