BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1.1 - RIJKSBIJDRAGEN OCW/EZ;3.1.1.1 - RIJKSBIJDRAGE OCW;3.1.1.2 - RIJKSBIJDRAGE EZ;3.1.2 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1.1 - OVERIGE SUBSIDIES OCW;3.1.2.1.2 - GEOORMERKTE SUBSIDIES;3.1.2.2 - OVERIGE SUBSIDIES EZ;3.1.2.2.1 - OVERIGE SUBSIDIES EZ;3.1.2.2.2 - NIET-GEOORMERKTE SUBSIDIES;3.1.2.3.1 - TOEREKENING INVESTERINGSSUBSIDIES;3.1.3 - AF: INKOMENSOVERDRACHTEN;3.1.3.2 - DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.3T - INKOMENSOVERDRACHTEN;3.1.4 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.4.1 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1T - RIJKSBIJDRAGEN;3.2.1 - PARTICIPATIEBUDGET;3.2.1.1 - BIJDRAGE EDUCATIE;3.2.1.3 - REÏNTEGRATIE;3.2.1.4 - INBURGERING;3.2.1T - PARTICIPATIEBUDGET;3.2.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.2T - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES
30815;REC;Stg J.C. Pleysierschool;2015;10.524.051;10.524.051;;815.433;815.433;815.433;;;;;;;;;252.899;252.899;11.592.383;;;;;;460.428;460.428
30824;PO1;Ver Alg BO Rijnwaarden;2011;1.369.545;1.369.545;;19.747;19.747;5.912;;;13.835;;;;;;;;1.389.292;;;;;;25.595;25.595
30824;PO1;Ver Alg BO Rijnwaarden;2012;1.342.843;1.342.843;;32.019;32.019;;;;32.019;;;;;;;;1.374.862;;;;;;29.429;29.429
30824;PO1;Ver Alg BO Rijnwaarden;2013;1.373.406;1.373.406;;16.987;16.987;;;;16.987;;;;;;;;1.390.393;;;;;;20.843;20.843
30824;PO1;Ver Alg BO Rijnwaarden;2014;1.299.304;1.299.304;;12.131;12.131;;;;12.131;;;;;;10.677;;1.322.112;;;;;;17.977;17.977
30824;PO1;Ver Alg BO Rijnwaarden;2015;1.348.427;1.348.427;;43.225;43.225;43.225;;;;;;;;;25.719;25.719;1.417.371;;;;;;16.185;16.185
30834;PO1;Stg Montessori Ond;2011;552.291;552.291;;44.343;44.343;3.322;;;41.021;;;;;;;;596.634;16.196;16.196;;;16.196;28.197;44.393
30834;PO1;Stg Montessori Ond;2012;556.883;556.883;;61.582;61.582;875;;;60.707;;;;;;;;618.465;13.348;13.348;;;13.348;27.527;40.875
30834;PO1;Stg Montessori Ond;2013;565.341;565.341;;53.772;53.772;;;;53.772;;;;;;;;619.113;13.287;13.287;;;13.287;3.307;16.594
30834;PO1;Stg Montessori Ond;2014;544.197;544.197;;33.396;33.396;;;;33.396;;;;;;11.880;;589.473;13.500;13.500;;;13.500;722;14.222
30834;PO1;Stg Montessori Ond;2015;627.985;627.985;;11.625;11.625;11.625;;;;;;;;;29.945;29.945;669.555;;;;;;8.724;8.724
30835;PO1;Ver v Montessori Ond;2011;1.147.614;1.147.614;;45.049;45.049;7.037;;;38.012;;;;;;;;1.192.663;;;;;;24.668;24.668
30835;PO1;Ver v Montessori Ond;2012;1.195.818;1.195.818;;63.481;63.481;;;;63.481;;;;;;;;1.259.299;;;;;;20.525;20.525
30835;PO1;Ver v Montessori Ond;2013;1.236.554;1.236.554;;120.468;120.468;;;;120.468;;;;;;;;1.357.022;;;;;;19.511;19.511
30835;PO1;Ver v Montessori Ond;2014;1.294.635;1.294.635;;59.819;59.819;59.819;;;;;;;;;20.041;20.041;1.374.495;;;;;;1.145;1.145
30835;PO1;Ver v Montessori Ond;2015;1.421.255;1.421.255;;28.579;28.579;28.579;;;;;;;;;73.734;73.734;1.523.568;;;;;;1.145;1.145
30837;SBO;Ver voor Chr Spec Onderwijs;2011;471.956;471.956;;51.869;51.869;11.900;;;39.969;;;;;;;;523.825;;;;;;1.271;1.271
30837;SBO;Ver voor Chr Spec Onderwijs;2012;444.701;444.701;;62.742;62.742;10.116;;;52.626;;;;;;;;507.443;;;;;;492;492
30837;SBO;Ver voor Chr Spec Onderwijs;2013;459.432;459.432;;93.004;93.004;;;;93.004;;;;;;;;552.436;;;;;;2.325;2.325
30837;SBO;Ver voor Chr Spec Onderwijs;2014;562.410;562.410;;88.764;88.764;;;;88.764;;;;;;;;651.174;;;;;;3.711;3.711
30837;SBO;Ver voor Chr Spec Onderwijs;2015;484.189;484.189;;6.346;6.346;6.346;;;;;;;;;133.710;133.710;624.245;;;;;;4.585;4.585
30847;PO1;Stg Montessori e Trad BO;2011;1.206.146;1.206.146;;67.888;67.888;6.559;;;61.329;;;;;;;;1.274.034;;;;;;11.901;11.901
30847;PO1;Stg Montessori e Trad BO;2012;1.229.014;1.229.014;;43.731;43.731;;;;43.731;;;;;;;;1.272.745;;;;;;3.193;3.193
30847;PO1;Stg Montessori e Trad BO;2013;1.291.575;1.291.575;;38.520;38.520;;;;38.520;;;;;;;;1.330.095;;;;;;1.736;1.736
30847;PO1;Stg Montessori e Trad BO;2014;1.238.160;1.238.160;;29.335;29.335;;;;29.335;;;;;;17.309;;1.284.804;;;;;;;
30847;PO1;Stg Montessori e Trad BO;2015;1.421.864;1.421.864;;47.785;47.785;47.785;;;;;;;;;41.831;41.831;1.511.480;;;;;;5.664;5.664
30849;PO1;Stg voor Christelijk BSO;2011;743.378;743.378;;27.818;27.818;1.868;;;25.950;;;;;;;;771.196;;;;;;6.710;6.710
30849;PO1;Stg voor Christelijk BSO;2012;731.809;731.809;;45.225;45.225;;;;45.225;;;;;;;;777.034;;;;;;;
30849;PO1;Stg voor Christelijk BSO;2013;775.124;775.124;;43.157;43.157;;;;43.157;;;;;;;;818.281;;;;;;5.895;5.895
30849;PO1;Stg voor Christelijk BSO;2014;767.059;767.059;;34.124;34.124;34.124;;;;;;;;;12.012;;813.195;;;;;;;
30849;PO1;Stg voor Christelijk BSO;2015;811.541;811.541;;17.780;17.780;17.780;;;;;;;;;28.929;28.929;858.250;;;;;;;
30852;SBO;Stg v Chr VSO;2011;1.592.448;1.592.448;;113.509;113.509;2.013;;;111.496;;;;;;;;1.705.957;;;;;;;
30852;SBO;Stg v Chr VSO;2012;1.764.664;1.764.664;;128.640;128.640;1.618;;;127.022;;;;;;;;1.893.304;;;;;;;
30852;SBO;Stg v Chr VSO;2013;1.811.274;1.811.274;;243.902;243.902;4.965;;;238.937;;;;;;;;2.055.176;;;;;;;
30852;SBO;Stg v Chr VSO;2014;2.041.391;2.041.391;;116.132;116.132;116.132;;;;;;;;;115.106;;2.272.629;;;;;;569;569
30852;SBO;Stg v Chr VSO;2015;2.311.769;2.311.769;;79.521;79.521;79.521;;;;;;;;;289.682;289.682;2.680.972;;;;;;;
30853;PO1;Stg Montessori Basisond;2011;1.512.928;1.512.928;;15.368;15.368;6.555;;;8.813;;;;;;;;1.528.296;;;;;;14.364;14.364
30853;PO1;Stg Montessori Basisond;2012;1.495.341;1.495.341;;7.116;7.116;;;;7.116;;;;;;;;1.502.457;;;;;;6.918;6.918
30853;PO1;Stg Montessori Basisond;2013;1.576.469;1.576.469;;17.847;17.847;;;;17.847;;;;;;;;1.594.316;;;;;;6.858;6.858
30853;PO1;Stg Montessori Basisond;2014;1.508.366;1.508.366;;20.280;20.280;;;;20.280;;;;;;12.521;;1.541.167;;;;;;7.334;7.334
30853;PO1;Stg Montessori Basisond;2015;1.531.486;1.531.486;;;;;;;;;;;;;37.791;37.791;1.569.277;;;;;;7.854;7.854
30855;PO1;Stg Vrye School Texel;2011;511.080;511.080;;34.828;34.828;1.779;;;33.049;;;;;;;;545.908;;;;;;9.662;9.662
30855;PO1;Stg Vrye School Texel;2012;569.394;569.394;;23.952;23.952;1.000;;;22.952;;;;;;;;593.346;12.005;12.005;;;12.005;;12.005
30855;PO1;Stg Vrye School Texel;2013;600.578;600.578;;18.328;18.328;;;;18.328;;;;;;;;618.906;;;;;;14.504;14.504
30855;PO1;Stg Vrye School Texel;2014;563.995;563.995;;16.442;16.442;;;;16.442;;;;;;;;580.437;;;;;;14.102;14.102
30855;PO1;Stg Vrye School Texel;2015;593.099;593.099;;;;;;;;;;;;;13.277;13.277;606.376;;;;;;13.334;13.334
30866;REC;Stg Zonnehuizen Kind en Jeugd;2012;6.282.359;6.282.359;;106.832;106.832;2.556;;;104.276;;;;;;;;6.389.191;;;;;;268.123;268.123
30866;REC;Stg Zonnehuizen Kind en Jeugd;2013;6.149.127;6.149.127;;129.506;129.506;;;;129.506;;;;;;;;6.278.633;;;;;;196.000;196.000
30866;REC;Stg Zonnehuizen Kind en Jeugd;2014;5.987.394;5.987.394;;161.966;161.966;;;;161.966;;;;;;;;6.149.360;;;;;;165.405;165.405
30882;REC;Stg Eduvier Onderwijsgroep;2011;20.044.699;20.044.699;;2.247.229;2.247.229;36.664;;;2.210.565;;;;;;;;22.291.928;345.003;345.003;;;345.003;294.074;639.077
30882;REC;Stg Eduvier Onderwijsgroep;2012;24.486.189;24.486.189;;320.881;320.881;50.924;;;269.957;;;;;;;;24.807.070;229.259;229.259;;;229.259;1.113.435;1.342.694
30882;REC;Stg Eduvier Onderwijsgroep;2013;25.419.095;25.419.095;;360.415;360.415;116;;;360.299;;;;;;;;25.779.510;153.502;153.502;;;153.502;1.059.794;1.213.296
30882;REC;Stg Eduvier Onderwijsgroep;2014;26.007.530;26.007.530;;354.062;354.062;354.062;;;;;;;;;85.107;;26.446.699;;;;;;1.215.645;1.215.645
30882;REC;Stg Eduvier Onderwijsgroep;2015;25.913.454;25.913.454;;335.561;335.561;335.561;;;;;;;;;569.342;569.342;26.818.357;;;;;;979.903;979.903
30883;PO3;Stg ISA;2011;3.981.965;3.981.965;;630.204;630.204;16.849;;;613.355;;;;;;;;4.612.169;1.049.534;1.049.534;;;1.049.534;;1.049.534
30883;PO3;Stg ISA;2012;3.908.774;3.908.774;;651.448;651.448;;;;651.448;;;;;;;;4.560.222;;;;;;575.269;575.269
30883;PO3;Stg ISA;2013;4.060.207;4.060.207;;700.585;700.585;;;;700.585;;;;;;;;4.760.792;;;;;;426.496;426.496
30883;PO3;Stg ISA;2014;4.267.811;4.267.811;;686.630;686.630;;;;686.630;;;;;;;;4.954.441;;;;;;276.889;276.889
30883;PO3;Stg ISA;2015;4.656.721;4.656.721;;612.336;612.336;612.336;;;;;;;;;182.814;182.814;5.451.871;;;;;;252.400;252.400
30889;PO1;VER PC KO BSO ENVO BEESD;2011;712.392;712.392;;54.111;54.111;1.615;;;52.496;;;;;;;;766.503;;;;;;17.232;17.232
30889;PO1;VER PC KO BSO ENVO BEESD;2012;680.322;680.322;;61.799;61.799;;;;61.799;;;;;;;;742.121;;;;;;20.567;20.567
30889;PO1;VER PC KO BSO ENVO BEESD;2013;707.158;707.158;;64.031;64.031;;;;64.031;;;;;;;;771.189;;;;;;20.693;20.693
30889;PO1;VER PC KO BSO ENVO BEESD;2014;673.345;673.345;;52.050;52.050;;;;52.050;;;;;;;;725.395;;;;;;22.884;22.884
30889;PO1;VER PC KO BSO ENVO BEESD;2015;629.200;629.200;;19.936;19.936;19.936;;;;;;;;;35.316;35.316;684.452;;;;;;22.165;22.165
30967;PO1;Ver Sch md Bybel;2011;507.686;507.686;;68.183;68.183;1.368;;;66.815;;;;;;;;575.869;;;;;;6.634;6.634
30967;PO1;Ver Sch md Bybel;2012;496.778;496.778;;68.215;68.215;776;;;67.439;;;;;;;;564.993;;;;;;2.781;2.781
30967;PO1;Ver Sch md Bybel;2013;476.097;476.097;;104.998;104.998;3.301;;;101.697;;;;;;;;581.095;;;;;;2.197;2.197
30967;PO1;Ver Sch md Bybel;2014;520.601;520.601;;18.396;18.396;18.396;;;;;;;;;6.396;6.396;545.393;;;;;;;
30967;PO1;Ver Sch md Bybel;2015;514.670;514.670;;9.225;9.225;9.225;;;;;;;;;16.046;16.046;539.941;;;;;;556;556
30968;REC;St Prof Dr Leo Kanneronderwgr;2011;11.398.986;11.398.986;;;;;;;;;;;;;;;11.398.986;469.701;469.701;;;469.701;;469.701
30968;REC;St Prof Dr Leo Kanneronderwgr;2012;11.935.226;11.935.226;;;;;;;;;;;;;;;11.935.226;;;;;;417.868;417.868
30968;REC;St Prof Dr Leo Kanneronderwgr;2013;12.411.286;12.411.286;;;;;;;;;;;;;;;12.411.286;;;;;;237.269;237.269
30968;REC;St Prof Dr Leo Kanneronderwgr;2014;13.139.876;13.139.876;;;;;;;;;;;;;851;;13.140.727;;;;;;212.907;212.907
30968;REC;St Prof Dr Leo Kanneronderwgr;2015;14.311.222;14.311.222;;10.388;10.388;10.388;;;;;;;;;90.808;90.808;14.412.418;;;;;;179.604;179.604
31017;PO5;Stg Het Barlake;2011;16.671.336;16.671.336;;963.441;963.441;127.196;;;836.245;;;;;;;;17.634.777;;;;;;541.708;541.708
31017;PO5;Stg Het Barlake;2012;16.360.493;16.360.493;;1.047.538;1.047.538;81.973;;;965.565;;;;;;;;17.408.031;;;;;;616.849;616.849
31017;PO5;Stg Het Barlake;2013;15.933.977;15.933.977;;1.788.229;1.788.229;51.196;;;1.737.033;;;;;;;;17.722.206;;;;;;508.073;508.073
31017;PO5;Stg Het Barlake;2014;15.852.835;15.852.835;;959.088;959.088;959.088;;;;;;;;;206.167;206.167;17.018.090;;;;;;506.620;506.620
31017;PO5;Stg Het Barlake;2015;16.255.304;16.255.304;;715.707;715.707;715.707;;;;;;;;;605.893;605.893;17.576.904;;;;;;405.466;405.466
31019;PO1;Stg Kievietschool;2011;675.118;675.118;;14.278;14.278;;;;14.278;;;;;;;;689.396;;;;;;9.467;9.467
31019;PO1;Stg Kievietschool;2012;685.705;685.705;;18.538;18.538;;;;18.538;;;;;;;;704.243;;;;;;35.276;35.276
31019;PO1;Stg Kievietschool;2013;690.796;690.796;;55.722;55.722;;;;55.722;;;;;;;;746.518;;;;;;11.520;11.520
31019;PO1;Stg Kievietschool;2014;734.328;734.328;;;;;;;;;;;;;9.172;;743.500;;;;;;12.033;12.033
31019;PO1;Stg Kievietschool;2015;501.414;501.414;;254.407;254.407;254.407;;;;;;;;;;;755.821;;;;;;11.527;11.527
31032;PO1;Ver Stg Sch md Bijbel;2011;617.368;617.368;;34.178;34.178;2.760;;;31.418;;;;;;;;651.546;;;;;;;
31032;PO1;Ver Stg Sch md Bijbel;2012;613.025;613.025;;35.095;35.095;;;;35.095;;;;;;;;648.120;;;;;;;
31032;PO1;Ver Stg Sch md Bijbel;2013;648.320;648.320;;35.538;35.538;;;;35.538;;;;;;;;683.858;;;;;;11.644;11.644
31032;PO1;Ver Stg Sch md Bijbel;2014;610.120;610.120;;28.363;28.363;28.363;;;;;;;;;5.165;5.165;643.648;;;;;;10.936;10.936
31032;PO1;Ver Stg Sch md Bijbel;2015;650.139;650.139;;17.991;17.991;17.991;;;;;;;;;19.677;19.677;687.807;;;;;;12.612;12.612
31075;PO1;Stg Bo_R-Dam Ysselmonde;2011;1.923.683;1.923.683;;72.983;72.983;8.530;;;64.210;;243;;;;;;1.996.666;;;;;;6.876;6.876
31075;PO1;Stg Bo_R-Dam Ysselmonde;2012;1.901.802;1.901.802;;98.779;98.779;550;;;98.229;;;;;;;;2.000.581;;;;;;38;38
31075;PO1;Stg Bo_R-Dam Ysselmonde;2013;1.899.677;1.899.677;;204.495;204.495;;;;204.049;;446;;;;;;2.104.172;;;;;;;
31075;PO1;Stg Bo_R-Dam Ysselmonde;2014;1.913.003;1.913.003;;114.468;114.468;114.468;;;;;;;;;;;2.027.471;;;;;;;
31075;PO1;Stg Bo_R-Dam Ysselmonde;2015;1.955.955;1.955.955;;94.748;94.748;94.748;;;;;;;;;36.713;36.713;2.087.416;;;;;;56.826;56.826
31076;PO4;SIMON;2011;7.519.450;7.519.450;;927.122;927.122;26.787;;;899.687;;648;;;;;;8.446.572;;;;;;493.082;493.082
31076;PO4;SIMON;2012;7.736.785;7.736.785;;911.517;911.517;4.000;;;906.869;;648;;;;;;8.648.302;;;;;;393.574;393.574
31076;PO4;SIMON;2013;7.043.901;7.043.901;;1.957.811;1.957.811;5.850;;;1.951.961;;;;;;;;9.001.712;;;;;;298.637;298.637
31076;PO4;SIMON;2014;7.925.293;7.925.293;;896.604;896.604;896.604;;;;;;;;;84.721;84.721;8.906.618;;;;;;136.338;136.338
31076;PO4;SIMON;2015;8.397.496;8.397.496;;609.169;609.169;609.169;;;;;;;;;238.776;238.776;9.245.441;;;;;;225.264;225.264
31077;PO2;Stg Th Verstr V Chr Ond;2011;2.857.311;2.857.311;;58.529;58.529;24.336;;;34.193;;;;;;;;2.915.840;;;;;;4.125;4.125
31077;PO2;Stg Th Verstr V Chr Ond;2012;2.914.808;2.914.808;;107.227;107.227;15.462;;;91.765;;;;;;;;3.022.035;;;;;;4.122;4.122
31077;PO2;Stg Th Verstr V Chr Ond;2013;3.191.269;3.191.269;;97.036;97.036;5.931;;;91.105;;;;;;;;3.288.305;;;;;;3.780;3.780
31077;PO2;Stg Th Verstr V Chr Ond;2014;3.184.040;3.184.040;;;;;;;;;;;;;31.164;;3.215.204;;;;;;7.641;7.641
31077;PO2;Stg Th Verstr V Chr Ond;2015;3.333.279;3.333.279;;78.119;78.119;78.119;;;;;;;;;93.751;93.751;3.505.149;;;;;;14.797;14.797
31080;PO2;Stg Islamitisch College;2011;2.813.355;2.813.355;;477.803;477.803;1.222;;;476.581;;;;;;;;3.291.158;;;;;;187.012;187.012
31080;PO2;Stg Islamitisch College;2012;3.049.614;3.049.614;;582.417;582.417;;;;582.417;;;;;;;;3.632.031;;;;;;290.444;290.444
31080;PO2;Stg Islamitisch College;2013;3.187.092;3.187.092;;590.155;590.155;;;;590.155;;;;;;;;3.777.247;;;;;;332.229;332.229
31080;PO2;Stg Islamitisch College;2014;3.427.453;3.427.453;;620.480;620.480;;;;620.480;;;;;;;;4.047.933;;;;;;431.390;431.390
31080;PO2;Stg Islamitisch College;2015;4.013.446;4.013.446;;624.607;624.607;624.607;;;;;;;;;48.903;48.903;4.686.956;;;;;;461.666;461.666
31088;PO1;Stg Islamitische Scholen;2011;1.408.136;1.408.136;;291.568;291.568;1.081;;;290.487;;;;;;;;1.699.704;;;;;;103.681;103.681
31088;PO1;Stg Islamitische Scholen;2012;1.193.455;1.193.455;;261.967;261.967;;;;261.967;;;;;;;;1.455.422;;;;;;51.590;51.590
31088;PO1;Stg Islamitische Scholen;2013;1.238.973;1.238.973;;293.443;293.443;;;;293.443;;;;;;;;1.532.416;;;;;;45.540;45.540
31088;PO1;Stg Islamitische Scholen;2014;1.253.034;1.253.034;;220.919;220.919;220.919;;;;;;;;;14.794;14.794;1.488.747;;;;;;45.329;45.329
31088;PO1;Stg Islamitische Scholen;2015;1.163.511;1.163.511;;186.404;186.404;186.404;;;;;;;;;35.442;35.442;1.385.357;;;;;;51.171;51.171
31089;PO1;Stg Montessorischool;2011;578.208;578.208;;32.282;32.282;338;;;31.944;;;;;;;;610.490;;;;;;;
31089;PO1;Stg Montessorischool;2012;560.063;560.063;;37.999;37.999;;;;37.999;;;;;;;;598.062;5.000;5.000;;;5.000;;5.000
31089;PO1;Stg Montessorischool;2013;599.707;599.707;;53.196;53.196;;;;53.196;;;;;;;;652.903;;;;;;1.129;1.129
31089;PO1;Stg Montessorischool;2014;557.264;557.264;;29.655;29.655;;;;29.655;;;;;;;;586.919;;;;;;1.128;1.129
31089;PO1;Stg Montessorischool;2015;559.124;559.124;;10.731;10.731;10.731;;;;;;;;;12.831;12.831;582.686;;;;;;979;979
31118;PO2;Stg Islam Sch Rijn en Gouwe;2011;3.133.261;3.133.261;;52.278;52.278;18.417;;;33.861;;;;;;;;3.185.539;;;;;;106.833;106.833
31118;PO2;Stg Islam Sch Rijn en Gouwe;2012;3.469.976;3.469.976;;47.409;47.409;;;;47.409;;;;;;;;3.517.385;;;;;;121.025;121.025
31118;PO2;Stg Islam Sch Rijn en Gouwe;2013;3.873.319;3.873.319;;88.818;88.818;;;;88.818;;;;;;;;3.962.137;;;;;;171.184;171.184
31118;PO2;Stg Islam Sch Rijn en Gouwe;2014;3.782.514;3.782.514;;97.617;97.617;;;;97.617;;;;;;;;3.880.131;;;;;;241.890;241.890
31118;PO2;Stg Islam Sch Rijn en Gouwe;2015;3.853.201;3.853.201;;61.318;61.318;61.318;;;;;;;;;124.731;124.731;4.039.250;;;;;;265.768;265.768
31162;PO1;Delftse Ver Mont Onderwi;2011;876.401;876.401;;15.166;15.166;123;;;15.043;;;;;;;;891.567;;;;;;27.054;27.054
31162;PO1;Delftse Ver Mont Onderwi;2012;882.299;882.299;;32.320;32.320;;;;32.320;;;;;;;;914.619;;;;;;23.247;23.247
31162;PO1;Delftse Ver Mont Onderwi;2013;923.909;923.909;;44.228;44.228;;;;44.228;;;;;;;;968.137;;;;;;18.377;18.377
31162;PO1;Delftse Ver Mont Onderwi;2014;910.944;910.944;;45.825;45.825;;;;45.825;;;;;;;;956.769;;;;;;15.182;15.182
31162;PO1;Delftse Ver Mont Onderwi;2015;929.075;929.075;;22.540;22.540;22.540;;;;;;;;;25.310;25.310;976.925;;;;;;14.231;14.231
31189;PO2;Ver Verstr KL en BSO;2011;2.573.357;2.573.357;;68.081;68.081;7.977;;;60.104;;;;;;;;2.641.438;25.049;25.049;;;25.049;;25.049
31189;PO2;Ver Verstr KL en BSO;2012;2.629.871;2.629.871;;111.295;111.295;;;;111.295;;;;;;;;2.741.166;;;;;;29.931;29.931
31189;PO2;Ver Verstr KL en BSO;2013;2.796.778;2.796.778;;123.864;123.864;;;;123.864;;;;;;;;2.920.642;5.400;5.400;;;5.400;229.716;235.116
31189;PO2;Ver Verstr KL en BSO;2014;2.874.068;2.874.068;;;;;;;;;;;;;45.667;;2.919.735;5.400;5.400;;;5.400;21.400;26.800
31189;PO2;Ver Verstr KL en BSO;2015;2.992.274;2.992.274;;66.373;66.373;66.373;;;;;;;;;115.797;115.797;3.174.444;;;;;;27.816;27.816
31204;PO1;Ver v Chr Nat Sch Ond;2011;974.408;974.408;;52.305;52.305;4.955;;;47.350;;;;;;;;1.026.713;;;;;;7.706;7.706
31204;PO1;Ver v Chr Nat Sch Ond;2012;956.910;956.910;;54.052;54.052;;;;54.052;;;;;;;;1.010.962;;;;;;8.735;8.735
31204;PO1;Ver v Chr Nat Sch Ond;2013;996.358;996.358;;71.648;71.648;;;;71.648;;;;;;;;1.068.006;;;;;;7.804;7.804
31204;PO1;Ver v Chr Nat Sch Ond;2014;963.495;963.495;;51.072;51.072;51.072;;;;;;;;;10.435;;1.025.002;;;;;;15.909;15.909
31204;PO1;Ver v Chr Nat Sch Ond;2015;976.785;976.785;;49.414;49.414;49.414;;;;;;;;;29.426;29.426;1.055.625;;;;;;25.442;25.442
31227;PO1;BSO Duinoordschool;2011;1.003.616;1.003.616;;31.302;31.302;;;;31.302;;;;;;;;1.034.918;;;;;;28.201;28.201
31227;PO1;BSO Duinoordschool;2012;1.054.801;1.054.801;;40.490;40.490;;;;40.490;;;;;;;;1.095.291;;;;;;45.311;45.311
31227;PO1;BSO Duinoordschool;2013;1.043.560;1.043.560;;96.592;96.592;;;;96.592;;;;;;;;1.140.152;;;;;;44.227;44.227
31227;PO1;BSO Duinoordschool;2014;1.061.760;1.061.760;;42.293;42.293;42.293;;;;;;;;;10.232;;1.114.285;;;;;;36.649;36.649
31227;PO1;BSO Duinoordschool;2015;1.128.215;1.128.215;;55.791;55.791;55.791;;;;;;;;;31.509;31.509;1.215.515;;;;;;30.536;30.536
31237;PO5;Stg Kath Ond Veluwe Vall;2011;13.897.193;13.897.193;;565.269;565.269;73.039;;;492.230;;;;;;;;14.462.462;;;;;;133.144;133.144
31237;PO5;Stg Kath Ond Veluwe Vall;2012;13.179.189;13.179.189;;722.364;722.364;6.124;;;716.240;;;;;;;;13.901.553;;;;;;106.207;106.207
31237;PO5;Stg Kath Ond Veluwe Vall;2013;13.836.446;13.836.446;;751.379;751.379;;;;751.379;;;;;;;;14.587.825;;;;;;180.912;180.912
31237;PO5;Stg Kath Ond Veluwe Vall;2014;13.227.350;13.227.350;;627.603;627.603;627.603;;;;;;;;;102.302;;13.957.255;;;;;;247.429;247.429
31237;PO5;Stg Kath Ond Veluwe Vall;2015;13.380.519;13.380.519;;370.391;370.391;370.391;;;;;;;;;351.224;351.224;14.102.134;;;;;;302.468;302.468
31267;PO3;Stg Kath BO Goirle;2011;3.526.695;3.526.695;;4.221;4.221;4.221;;;;;;;;;;;3.530.916;86.319;86.319;;;86.319;;86.319
31267;PO3;Stg Kath BO Goirle;2012;3.543.713;3.543.713;;;;;;;;;;;;;;;3.543.713;84.478;84.478;;;84.478;;84.478
31267;PO3;Stg Kath BO Goirle;2013;3.699.980;3.699.980;;;;;;;;;;;;;;;3.699.980;;;;;;62.807;62.807
31267;PO3;Stg Kath BO Goirle;2014;3.483.490;3.483.490;;105.312;105.312;105.312;;;;;;;;;47.081;;3.635.883;;;;;;80.728;80.728
31267;PO3;Stg Kath BO Goirle;2015;3.707.120;3.707.120;;98.831;98.831;98.831;;;;;;;;;125.738;125.738;3.931.689;;;;;;69.602;69.602
31280;PO1;Ver Geref Onderwijs;2011;1.183.153;1.183.153;;54.870;54.870;2.779;;;52.091;;;;;;;;1.238.023;;;;;;9.850;9.850
31280;PO1;Ver Geref Onderwijs;2012;1.189.944;1.189.944;;72.322;72.322;;;;72.322;;;;;;;;1.262.266;;;;;;7.130;7.130
31280;PO1;Ver Geref Onderwijs;2013;1.212.621;1.212.621;;62.665;62.665;;;;62.665;;;;;;;;1.275.286;;;;;;32.868;32.868
31280;PO1;Ver Geref Onderwijs;2014;1.183.394;1.183.394;;51.135;51.135;51.135;;;;;;;;;10.871;;1.245.400;;;;;;16.075;16.075
31280;PO1;Ver Geref Onderwijs;2015;1.272.087;1.272.087;;27.445;27.445;27.445;;;;;;;;;31.610;31.610;1.331.142;;;;;;68.463;68.463
31384;PO6;Stichting SKOzoK;2011;28.947.705;28.947.705;;88.162;88.162;88.162;;;;;;;;;;;29.035.867;276.696;276.696;;;276.696;27.504;304.200
31384;PO6;Stichting SKOzoK;2012;28.660.610;28.660.610;;24.725;24.725;24.725;;;;;;;;;;;28.685.335;251.781;251.781;;;251.781;;251.781
31384;PO6;Stichting SKOzoK;2013;29.148.802;29.148.802;;;;;;;;;;;;;;;29.148.802;;;;;;283.933;283.933
31384;PO6;Stichting SKOzoK;2014;29.036.145;29.036.145;;;;;;;;;;;;;;;29.036.145;;;;;;226.034;226.034
31384;PO6;Stichting SKOzoK;2015;27.202.075;27.202.075;;980.755;980.755;980.755;;;;;;;;;1.527.172;1.527.172;29.710.002;;;;;;167.801;167.801
31552;PO1;Ver Gooische Sch Laren;2011;864.359;864.359;;66.420;66.420;1.284;;;65.136;;;;;;;;930.779;;;;;;22.637;22.637
31552;PO1;Ver Gooische Sch Laren;2012;864.684;864.684;;71.063;71.063;;;;71.063;;;;;;;;935.747;;;;;;14.229;14.229
31552;PO1;Ver Gooische Sch Laren;2013;810.652;810.652;;109.776;109.776;;;;109.776;;;;;;;;920.428;;;;;;7.133;7.133
31552;PO1;Ver Gooische Sch Laren;2014;805.951;805.951;;41.410;41.410;;;;41.410;;;;;;7.732;7.732;855.093;;;;;;6.868;6.868
31552;PO1;Ver Gooische Sch Laren;2015;873.896;873.896;;17.804;17.804;17.804;;;;;;;;;23.102;23.102;914.802;;;;;;;
