PEILDATUM;BRIN_NUMMER;BEVOEGD_GEZAG_NUMMER;TOTAAL_AANTAL_LEERLINGEN;AANTAL_LEERLINGEN_4_TOT_EN_MET_7_JAAR;AANTAL_LEERLINGEN_8_JAAR_EN_OUDER;SCHOOLGEWICHT;GEMIDDELDE_GEWOGEN_LEEFTIJD;AANTAL_GEWICHTENLEERLINGEN_IN_IMPULSGEBIED;ONDERBOUW;BOVENBOUW;KLEINE_SCHOLEN_TOESLAG;DRIEVIERDE_OPSLAG_NEVENVESTIGINGEN;ZEER_KLEINE_SCHOLEN_TOESLAG;BESTRIJDING_ONDERWIJSACHTERSTANDEN;DIRECTIETOESLAG;TOTAAL_PERSONELE_BEKOSTIGING;IMPULSGEBIEDEN;PERSONEELS_EN_ARBEIDSMARKTBELEID;PRESTATIEBOX;TOTAAL
20141001;05JX;40967;145;71;74;0;40,14;0;255.353,10;185.160,39;0,00;0,00;0,00;0,00;36.215,98;476.729,47;0,00;87.043,05;11.791,40;575.563,92
20141001;05JY;50819;299;138;161;9;44,28;0;522.937,92;424.451,51;0,00;0,00;0,00;28.828,86;36.215,98;1.012.434,27;0,00;153.892,03;24.314,68;1.190.640,98
20141001;05JZ;75375;123;55;68;0;36,45;0;188.353,30;162.015,07;18.290,71;0,00;0,00;0,00;36.215,98;404.875,06;0,00;78.902,50;10.002,36;493.779,92
20141001;05KA;41000;155;78;77;0;39,54;0;278.348,35;191.169,55;0,00;0,00;0,00;0,00;36.215,98;505.733,88;0,00;91.562,45;12.604,60;609.900,93
20141001;05KB;45000;144;70;74;11;37,14;0;241.972,68;177.965,37;281,41;0,00;0,00;32.142,37;36.215,98;488.577,81;0,00;89.746,83;11.710,08;590.034,72
20141001;05KC;41506;60;25;35;0;36,97;0;86.220,81;83.979,97;72.837,49;0,00;0,00;0,00;19.434,99;262.473,26;0,00;55.595,65;4.879,20;322.948,11
20141001;05KD;74154;49;24;25;0;37,15;0;82.973,24;60.131,54;82.539,15;0,00;0,00;0,00;19.434,99;245.078,92;0,00;51.526,20;3.984,68;300.589,80
20141001;05KH;40662;111;54;57;4;37,42;0;187.369,08;137.598,70;28.960,10;0,00;0,00;11.732,24;36.215,98;401.876,10;0,00;75.581,42;9.026,52;486.484,04
20141001;05KK;75219;37;13;24;0;38,81;1;45.949,25;59.017,49;95.008,28;0,00;0,00;0,00;19.434,99;219.410,01;1.775,00;47.086,80;3.008,84;271.280,65
20141001;05KL;74049;345;171;174;0;43,47;0;641.535,11;454.156,13;0,00;0,00;0,00;0,00;36.215,98;1.131.907,22;0,00;172.165,05;28.055,40;1.332.127,67
20141001;05KP;41373;109;64;45;27;37,88;55;223.438,67;109.301,44;30.887,66;0,00;0,00;79.681,71;36.215,98;479.525,46;97.625,00;81.271,86;8.863,88;667.286,20
20141001;05KQ;40517;148;62;86;74;44,48;0;235.520,84;227.283,10;0,00;0,00;0,00;237.620,10;36.215,98;736.640,02;0,00;109.087,79;12.035,36;857.763,17
20141001;05KR;40972;288;136;152;0;36,85;0;468.280,84;364.121,85;0,00;0,00;0,00;0,00;36.215,98;868.618,67;0,00;146.404,47;23.420,16;1.038.443,30
20141001;05KT;40894;134;57;77;0;41,29;0;208.055,76;195.536,80;9.437,90;0,00;0,00;0,00;36.215,98;449.246,44;0,00;82.971,95;10.896,88;543.115,27
20141001;05KU;41358;54;23;31;4;37,73;11;80.137,54;75.145,84;78.821,02;0,00;0,00;11.781,07;19.434,99;265.320,46;19.525,00;54.494,27;4.391,28;343.731,01
20141001;05KW;41358;99;54;45;11;45,91;28;208.728,73;121.012,79;43.876,86;0,00;0,00;35.941,35;36.215,98;445.775,71;49.700,00;73.099,08;8.050,68;576.625,47
20141001;05KX;41551;27;15;12;0;48,84;0;60.027,83;33.409,61;117.590,97;0,00;0,00;0,00;19.434,99;230.463,40;0,00;43.387,30;2.195,64;276.046,34
20141001;05KZ;41052;38;13;25;0;37,80;0;45.337,53;60.658,20;92.870,08;0,00;0,00;0,00;19.434,99;218.300,80;0,00;47.456,75;3.090,16;268.847,71
20141001;05LB;41025;88;47;41;0;33,53;0;154.562,45;93.805,43;46.391,68;0,00;0,00;0,00;19.434,99;314.194,55;0,00;65.954,25;7.156,16;387.304,96
20141001;05LC;42656;187;77;110;0;44,02;0;290.851,47;289.071,00;0,00;0,00;0,00;0,00;36.215,98;616.138,45;0,00;106.024,53;15.206,84;737.369,82
20141001;05LL;40378;311;214;97;56;40,31;84;771.350,78;243.244,68;0,00;0,00;0,00;170.624,60;36.215,98;1.221.436,04;149.100,00;172.455,57;25.290,52;1.568.282,13
20141001;05LN;41245;280;151;129;0;40,35;0;544.552,28;323.657,58;0,00;0,00;0,00;0,00;36.215,98;904.425,84;0,00;142.788,95;22.769,60;1.069.984,39
20141001;05LP;41385;216;110;106;0;44,64;0;418.679,54;280.689,31;0,00;0,00;0,00;0,00;36.215,98;735.584,83;0,00;113.864,79;17.565,12;867.014,74
20141001;05LQ;40946;149;66;83;0;39,29;0;234.756,79;205.393,37;0,00;0,00;0,00;0,00;36.215,98;476.366,14;0,00;88.850,81;12.116,68;577.333,63
20141001;05LR;41787;61;24;37;0;35,59;0;81.228,91;87.123,97;70.632,17;0,00;0,00;0,00;19.434,99;258.420,04;0,00;55.965,60;4.960,52;319.346,16
20141001;05LS;42656;113;56;57;0;43,38;0;209.858,56;148.609,02;29.399,25;0,00;0,00;0,00;36.215,98;424.082,81;0,00;75.203,00;9.189,16;508.474,97
20141001;05LT;81069;241;103;138;0;42,76;0;383.014,61;357.017,26;0,00;0,00;0,00;0,00;36.215,98;776.247,85;0,00;125.163,29;19.598,12;921.009,26
20141001;05LU;42604;75;45;30;0;43,85;0;169.621,72;78.672,26;65.445,21;0,00;0,00;0,00;19.434,99;333.174,18;0,00;61.144,90;6.099,00;400.418,08
20141001;05LV;40812;226;153;73;0;35,15;6;514.697,89;170.852,23;0,00;0,00;0,00;0,00;36.215,98;721.766,10;10.650,00;118.384,19;18.378,32;869.178,61
20141001;05LX;41646;167;96;71;21;34,49;36;319.995,75;164.652,61;0,00;0,00;0,00;59.171,20;36.215,98;580.035,54;63.900,00;102.856,91;13.580,44;760.372,89
20141001;05LY;40946;85;43;42;0;45,07;0;164.527,09;111.801,85;56.848,92;0,00;0,00;0,00;19.434,99;352.612,85;0,00;64.844,40;6.912,20;424.369,45
20141001;05LZ;81433;122;52;70;0;38,09;0;182.052,68;170.500,88;19.575,25;0,00;0,00;0,00;36.215,98;408.344,79;0,00;78.532,55;9.921,04;496.798,38
20141001;05MA;41282;140;62;78;0;43,82;0;233.614,38;204.472,02;4.079,83;0,00;0,00;0,00;36.215,98;478.382,21;0,00;85.191,65;11.384,80;574.958,66
20141001;05MC;41138;210;96;114;0;36,06;0;327.017,80;270.172,54;0,00;0,00;0,00;0,00;36.215,98;633.406,32;0,00;111.153,15;17.077,20;761.636,67
20141001;05MD;85255;214;114;100;0;41,70;0;418.289,14;255.272,70;0,00;0,00;0,00;0,00;36.215,98;709.777,82;0,00;112.960,91;17.402,48;840.141,21
20141001;05ME;81979;320;161;159;0;40,49;0;581.665,49;399.648,23;0,00;0,00;0,00;0,00;36.215,98;1.017.529,70;0,00;160.866,55;26.022,40;1.204.418,65
20141001;05MG;82526;75;33;42;0;40,15;0;118.700,62;105.104,64;62.452,79;0,00;0,00;0,00;19.434,99;305.693,04;0,00;61.144,90;6.099,00;372.936,94
20141001;05MH;41845;72;20;52;0;37,84;0;69.787,31;126.236,47;63.206,33;0,00;0,00;0,00;19.434,99;278.665,10;0,00;60.035,05;5.855,04;344.555,19
20141001;05MI;40712;170;70;100;0;37,89;0;244.418,66;242.924,49;0,00;0,00;0,00;0,00;36.215,98;523.559,13;0,00;98.341,55;13.824,40;635.725,08
20141001;05MJ;41487;218;97;121;0;38,19;0;340.050,19;295.115,12;0,00;0,00;0,00;0,00;36.215,98;671.381,29;0,00;114.768,67;17.727,76;803.877,72
20141001;05MK;40934;130;62;68;0;36,93;0;213.712,06;163.072,93;12.366,92;0,00;0,00;0,00;36.215,98;425.367,89;0,00;81.492,15;10.571,60;517.431,64
20141001;05ML;26158;153;78;75;9;37,75;28;271.843,46;181.853,06;0,00;0,00;0,00;26.514,50;36.215,98;516.427,00;49.700,00;93.174,79;12.441,96;671.743,75
20141001;05MM;41487;209;106;103;0;45,74;0;408.887,22;276.417,33;0,00;0,00;0,00;0,00;36.215,98;721.520,53;0,00;110.701,21;16.995,88;849.217,62
20141001;05MQ;44032;40;16;24;0;40,07;0;57.492,18;59.997,57;93.886,23;0,00;0,00;0,00;19.434,99;230.810,97;0,00;48.196,65;3.252,80;282.260,42
20141001;05MS;79874;53;24;29;0;41,28;0;87.591,24;73.634,33;83.476,18;0,00;0,00;0,00;19.434,99;264.136,74;0,00;53.006,00;4.309,96;321.452,70
20141001;05MT;41138;177;84;93;5;42,61;0;311.774,39;240.146,47;0,00;0,00;0,00;15.687,21;36.215,98;603.824,05;0,00;102.903,03;14.393,64;721.120,72
20141001;05MU;41507;218;88;130;0;39,34;0;313.214,05;321.911,12;0,00;0,00;0,00;0,00;36.215,98;671.341,15;0,00;114.768,67;17.727,76;803.837,58
20141001;05MX;83136;86;43;43;0;39,76;0;153.889,19;107.063,62;52.277,76;0,00;0,00;0,00;19.434,99;332.665,56;0,00;65.214,35;6.993,52;404.873,43
20141001;05MY;83201;85;43;42;0;42,33;0;159.037,85;108.072,10;54.952,68;0,00;0,00;0,00;19.434,99;341.497,62;0,00;64.844,40;6.912,20;413.254,22
20141001;05NA;40988;73;31;42;0;44,29;0;117.486,00;110.740,09;67.699,45;0,00;0,00;0,00;19.434,99;315.360,53;0,00;60.405,00;5.936,36;381.701,89
20141001;05NI;83786;251;128;123;0;41,33;0;467.451,48;312.510,44;0,00;0,00;0,00;0,00;36.215,98;816.177,90;0,00;129.682,69;20.411,32;966.271,91
20141001;05NJ;41039;133;66;67;0;39,78;0;236.263,51;166.863,49;10.152,92;0,00;0,00;0,00;36.215,98;449.495,90;0,00;82.602,00;10.815,56;542.913,46
20141001;05NM;41239;46;24;22;0;30,00;0;74.978,40;47.817,66;76.934,35;0,00;0,00;0,00;19.434,99;219.165,40;0,00;50.416,35;3.740,72;273.322,47
20141001;05NN;41196;78;35;43;4;45,71;0;134.961,01;115.355,72;64.052,21;0,00;0,00;13.038,08;19.434,99;346.842,01;0,00;63.373,07;6.342,96;416.558,04
20141001;05NO;42587;195;84;111;3;38,82;0;296.942,00;272.991,87;0,00;0,00;0,00;8.964,57;36.215,98;615.114,42;0,00;105.212,79;15.857,40;736.184,61
20141001;05NP;83968;327;166;161;0;34,60;20;554.176,72;373.941,18;0,00;0,00;0,00;0,00;36.215,98;964.333,88;35.500,00;164.030,13;26.591,64;1.190.455,65
20141001;05NQ;41486;309;192;117;0;35,43;0;648.400,07;274.893,41;0,00;0,00;0,00;0,00;36.215,98;959.509,46;0,00;155.895,21;25.127,88;1.140.532,55
20141001;05NR;32073;51;23;28;0;39,73;0;82.280,68;69.688,62;83.616,62;0,00;0,00;0,00;19.434,99;255.020,91;0,00;52.266,10;4.147,32;311.434,33
20141001;05NS;84046;181;91;90;0;42,53;0;337.416,42;232.166,46;0,00;0,00;0,00;0,00;36.215,98;605.798,86;0,00;103.312,89;14.718,92;723.830,67
20141001;05NT;24844;172;85;87;0;38,86;0;300.635,43;214.079,39;0,00;0,00;0,00;0,00;36.215,98;550.930,80;0,00;99.245,43;13.987,04;664.163,27
20141001;05NU;41621;250;116;134;0;34,45;0;386.445,36;310.579,10;0,00;0,00;0,00;0,00;36.215,98;733.240,44;0,00;129.230,75;20.330,00;882.801,19
20141001;05NW;84215;93;50;43;0;35,39;0;168.761,01;100.973,46;43.387,13;0,00;0,00;0,00;19.434,99;332.556,59;0,00;67.804,00;7.562,76;407.923,35
20141001;05NY;84332;89;41;48;0;33,44;0;134.659,15;109.680,98;45.509,96;0,00;0,00;0,00;19.434,99;309.285,08;0,00;66.324,20;7.237,48;382.846,76
20141001;05NZ;42545;23;14;9;0;48,51;0;55.810,73;24.960,95;121.133,00;0,00;0,00;0,00;19.434,99;221.339,67;0,00;41.907,50;1.870,36;265.117,53
20141001;05OC;41486;103;52;51;0;43,27;4;194.602,16;132.784,15;38.731,98;0,00;0,00;0,00;36.215,98;402.334,27;7.100,00;71.503,50;8.375,96;489.313,73
20141001;05OD;41052;85;40;45;0;36,26;9;136.630,14;106.938,75;50.751,87;0,00;0,00;0,00;19.434,99;313.755,75;15.975,00;64.844,40;6.912,20;401.487,35
20141001;05OF;41439;401;198;203;0;42,25;0;731.575,85;521.822,16;0,00;0,00;0,00;0,00;36.215,98;1.289.613,99;0,00;197.473,69;32.609,32;1.519.697,00
20141001;05OJ;27910;247;116;131;0;47,87;0;458.972,94;360.603,27;0,00;0,00;0,00;0,00;36.215,98;855.792,19;0,00;127.874,93;20.086,04;1.003.753,16
20141001;05OK;84787;41;19;22;0;34,36;0;63.217,42;50.926,43;86.102,65;0,00;0,00;0,00;19.434,99;219.681,49;0,00;48.566,60;3.334,12;271.582,21
20141001;05OL;70176;223;123;100;5;39,64;25;439.506,99;248.596,24;0,00;0,00;0,00;15.102,42;36.215,98;739.421,63;44.375,00;118.426,27;18.134,36;920.357,26
20141001;05OM;41001;200;98;102;3;35,07;0;329.310,51;238.460,57;0,00;55.956,56;0,00;8.521,55;36.215,98;668.465,17;0,00;107.472,49;16.264,00;792.201,66
20141001;05ON;42486;212;103;109;0;39,72;15;368.426,34;271.252,52;0,00;0,00;0,00;0,00;36.215,98;675.894,84;26.625,00;112.057,03;17.239,84;831.816,71
20141001;05OQ;42559;149;80;69;0;37,05;0;276.204,76;165.739,41;0,00;0,00;0,00;0,00;36.215,98;478.160,15;0,00;88.850,81;12.116,68;579.127,64
20141001;05OR;41571;186;77;109;0;38,43;0;270.797,73;266.695,35;0,00;0,00;0,00;0,00;36.215,98;573.709,06;0,00;105.572,59;15.125,52;694.407,17
20141001;05OS;41424;143;76;67;0;34,95;0;254.958,76;156.375,29;1.113,88;0,00;0,00;0,00;36.215,98;448.663,91;0,00;86.301,50;11.628,76;546.594,17
20141001;05OU;40789;229;107;122;0;39,26;10;380.441,00;301.784,89;0,00;0,00;0,00;0,00;36.215,98;718.441,87;17.750,00;119.740,01;18.622,28;874.554,16
20141001;05OV;40788;63;42;21;0;43,31;1;157.256,94;54.703,05;76.261,56;0,00;0,00;0,00;19.434,99;307.656,54;1.775,00;56.705,50;5.123,16;371.260,20
20141001;05OW;40648;257;119;138;0;36,18;0;406.031,12;327.587,68;0,00;0,00;0,00;0,00;36.215,98;769.834,78;0,00;132.394,33;20.899,24;923.128,35
20141001;05OY;85502;219;112;107;0;40,09;0;402.549,63;267.558,52;0,00;0,00;0,00;0,00;36.215,98;706.324,13;0,00;115.220,61;17.809,08;839.353,82
20141001;05OZ;41025;48;22;26;0;34,09;0;72.922,37;59.958,26;79.966,04;0,00;0,00;0,00;19.434,99;232.281,66;0,00;51.156,25;3.903,36;287.341,27
20141001;05PA;41473;295;142;153;0;41,97;0;522.813,09;391.906,09;0,00;0,00;0,00;0,00;36.215,98;950.935,16;0,00;149.568,05;23.989,40;1.124.492,61
20141001;05PC;41193;166;78;88;0;41,35;0;284.925,93;223.641,75;0,00;0,00;0,00;0,00;36.215,98;544.783,66;0,00;96.533,79;13.499,12;654.816,57
20141001;05PD;42545;153;74;79;0;42,92;0;275.727,17;204.789,11;0,00;0,00;0,00;0,00;36.215,98;516.732,26;0,00;90.658,57;12.441,96;619.832,79
20141001;05PF;41125;92;45;47;0;40,05;0;161.654,83;117.464,77;47.076,79;0,00;0,00;0,00;19.434,99;345.631,38;0,00;67.434,05;7.481,44;420.546,87
20141001;05PH;41845;75;32;43;1;45,55;0;123.154,38;115.132,74;66.820,10;0,00;0,00;3.253,22;19.434,99;327.795,43;0,00;61.424,48;6.099,00;395.318,91
20141001;05PJ;41424;82;35;47;0;43,41;0;131.210,52;122.582,96;58.516,87;0,00;0,00;0,00;19.434,99;331.745,34;0,00;63.734,55;6.668,24;402.148,13
20141001;05PK;86035;120;48;72;0;43,59;0;180.348,39;188.206,70;22.888,79;0,00;0,00;0,00;36.215,98;427.659,86;0,00;77.792,65;9.758,40;515.210,91
20141001;05PM;41856;96;52;44;0;44,46;5;197.485,15;116.255,86;45.963,80;0,00;0,00;0,00;19.434,99;379.139,80;8.875,00;68.913,85;7.806,72;464.735,37
20141001;05PO;75753;86;40;46;0;33,43;0;131.356,15;105.096,03;47.970,88;0,00;0,00;0,00;19.434,99;303.858,05;0,00;65.214,35;6.993,52;376.065,92
20141001;05PQ;38482;49;21;28;0;42,21;0;77.552,24;71.939,17;88.166,78;0,00;0,00;0,00;19.434,99;257.093,18;0,00;51.526,20;3.984,68;312.604,06
20141001;05PR;41651;216;101;115;0;41,50;0;369.648,39;292.818,18;0,00;0,00;0,00;0,00;36.215,98;698.682,55;0,00;113.864,79;17.565,12;830.112,46
20141001;05PS;41651;33;15;18;0;38,31;0;52.668,94;43.971,43;97.899,80;0,00;0,00;0,00;19.434,99;213.975,16;0,00;45.607,00;2.683,56;262.265,72
20141001;05PU;42604;40;14;26;0;41,38;0;51.160,12;66.101,25;95.480,78;0,00;0,00;0,00;19.434,99;232.177,14;0,00;48.196,65;3.252,80;283.626,59
20141001;05PV;41439;48;18;30;0;39,92;3;64.552,91;74.851,12;86.518,08;0,00;0,00;0,00;19.434,99;245.357,10;5.325,00;51.156,25;3.903,36;305.741,71
20141001;05PW;40632;64;33;31;0;44,70;3;125.696,11;82.148,67;76.626,42;0,00;0,00;0,00;19.434,99;303.906,19;5.325,00;57.075,45;5.204,48;371.511,12
20141001;05PX;42540;125;53;72;0;39,47;0;188.961,29;178.592,59;17.255,59;0,00;0,00;0,00;36.215,98;421.025,45;0,00;79.642,40;10.165,00;510.832,85
20141001;05QA;41125;61;30;31;0;39,77;0;107.378,53;77.195,45;74.695,71;0,00;0,00;0,00;19.434,99;278.704,68;0,00;55.965,60;4.960,52;339.630,80
20141001;05QB;41125;27;11;16;0;31,90;0;35.338,83;35.761,74;94.401,47;0,00;0,00;0,00;19.434,99;184.937,03;0,00;43.387,30;2.195,64;230.519,97
20141001;05QD;41583;97;33;64;1;45,40;0;126.772,34;171.049,22;45.531,52;0,00;0,00;3.247,31;19.434,99;366.035,38;0,00;69.563,38;7.888,04;443.486,80
20141001;05QE;41005;142;76;66;0;37,92;21;265.475,05;160.394,34;2.033,88;0,00;0,00;0,00;36.215,98;464.119,25;37.275,00;85.931,55;11.547,44;598.873,24
20141001;05QF;41571;91;37;54;0;45,99;5;143.155,74;145.355,36;51.671,42;0,00;0,00;0,00;19.434,99;359.617,51;8.875,00;67.064,10;7.400,12;442.956,73
20141001;05QH;42559;148;81;67;0;40,24;0;291.695,71;167.862,36;0,00;0,00;0,00;0,00;36.215,98;495.774,05;0,00;88.398,87;12.035,36;596.208,28
20141001;05QI;41194;112;47;65;0;34,01;0;155.613,52;149.727,12;26.805,62;0,00;0,00;0,00;36.215,98;368.362,24;0,00;74.833,05;9.107,84;452.303,13
20141001;05QJ;27067;87;38;49;0;40,24;0;136.844,90;122.765,01;51.702,41;0,00;0,00;0,00;19.434,99;330.747,31;0,00;65.584,30;7.074,84;403.406,45
20141001;05QK;61284;62;26;36;1;46,07;0;100.692,83;96.996,91;79.850,22;0,00;0,00;3.273,70;19.434,99;300.248,65;0,00;56.615,13;5.041,84;361.905,62
20141001;05QM;87582;180;86;94;0;44,21;0;325.608,38;247.603,15;0,00;0,00;0,00;0,00;36.215,98;609.427,51;0,00;102.860,95;14.637,60;726.926,06
20141001;05QN;40988;118;52;66;0;37,64;0;180.962,48;159.795,40;22.944,49;0,00;0,00;0,00;36.215,98;399.918,35;0,00;77.052,75;9.595,76;486.566,86
20141001;05QO;41787;91;42;49;0;42,62;0;155.906,76;126.544,67;49.575,15;0,00;0,00;0,00;19.434,99;351.461,57;0,00;67.064,10;7.400,12;425.925,79
20141001;05QP;41138;87;46;41;0;37,77;0;160.360,80;99.439,58;50.050,68;0,00;0,00;0,00;19.434,99;329.286,05;0,00;65.584,30;7.074,84;401.945,19
20141001;05QS;41845;72;36;36;0;36,81;0;123.889,60;86.192,72;62.337,25;0,00;0,00;0,00;19.434,99;291.854,56;0,00;60.035,05;5.855,04;357.744,65
20141001;05QT;41439;224;113;111;0;42,14;0;416.936,39;284.935,60;0,00;0,00;0,00;0,00;36.215,98;738.087,97;0,00;117.480,31;18.215,68;873.783,96
20141001;05QU;42632;85;30;55;2;42,14;0;110.691,08;141.184,31;54.821,19;0,00;0,00;6.237,87;19.434,99;332.369,44;0,00;65.403,56;6.912,20;404.685,20
20141001;05QV;41827;94;41;53;0;33,98;0;135.690,66;122.033,66;41.714,09;0,00;0,00;0,00;19.434,99;318.873,40;0,00;68.173,95;7.644,08;394.691,43
20141001;05QW;40788;42;24;18;0;39,40;0;85.489,10;44.607,31;91.286,44;0,00;0,00;0,00;19.434,99;240.817,84;0,00;48.936,55;3.415,44;293.169,83
20141001;05QX;41194;258;125;133;0;45,78;0;482.411,28;357.099,65;0,00;0,00;0,00;0,00;36.215,98;875.726,91;0,00;132.846,27;20.980,56;1.029.553,74
20141001;05RB;24844;64;29;35;0;40,72;0;105.082,80;88.233,78;72.896,65;0,00;0,00;0,00;19.434,99;285.648,22;0,00;57.075,45;5.204,48;347.928,15
20141001;05RC;41486;284;132;152;0;39,26;17;469.329,09;375.994,28;0,00;0,00;0,00;0,00;36.215,98;881.539,35;30.175,00;144.596,71;23.094,88;1.079.405,94
20141001;05RD;41486;34;19;15;0;42,42;1;70.352,21;38.640,93;102.310,90;0,00;0,00;0,00;19.434,99;230.739,03;1.775,00;45.976,95;2.764,88;281.255,86
20141001;05RE;41845;167;81;86;0;42,40;18;299.847,10;221.485,60;0,00;0,00;0,00;0,00;36.215,98;557.548,68;31.950,00;96.985,73;13.580,44;700.064,85
20141001;05RG;41534;107;61;46;0;36,70;0;209.611,43;109.971,14;32.122,77;0,00;0,00;0,00;36.215,98;387.921,32;0,00;72.983,30;8.701,24;469.605,86
20141001;05RH;41193;131;63;68;0;38,62;0;222.119,47;166.797,49;11.765,97;0,00;0,00;0,00;36.215,98;436.898,91;0,00;81.862,10;10.652,92;529.413,93
20141001;05RK;41138;106;41;65;0;43,57;0;154.009,38;169.866,69;36.054,21;0,00;0,00;0,00;36.215,98;396.146,26;0,00;72.613,35;8.619,92;477.379,53
20141001;05RL;89012;159;75;84;0;35,15;0;252.302,89;196.597,09;0,00;0,00;0,00;0,00;36.215,98;485.115,96;0,00;93.370,21;12.929,88;591.416,05
20141001;05RM;41385;41;18;23;0;38,41;0;63.286,59;56.260,26;90.985,09;0,00;0,00;0,00;19.434,99;229.966,93;0,00;48.566,60;3.334,12;281.867,65
20141001;05RN;41196;70;30;40;0;45,91;2;115.960,41;107.566,92;71.951,75;0,00;0,00;0,00;19.434,99;314.914,07;3.550,00;59.295,15;5.692,40;383.451,62
20141001;05RO;41154;269;135;134;0;42,10;0;497.858,27;343.802,59;0,00;0,00;0,00;0,00;36.215,98;877.876,84;0,00;137.817,61;21.875,08;1.037.569,53
20141001;05RP;41261;27;8;19;0;42,59;0;29.685,34;49.049,87;109.035,23;0,00;0,00;0,00;19.434,99;207.205,43;0,00;43.387,30;2.195,64;252.788,37
20141001;05RR;42656;53;24;29;0;45,32;3;92.108,61;77.431,48;87.780,80;0,00;0,00;0,00;19.434,99;276.755,88;5.325,00;53.006,00;4.309,96;339.396,84
20141001;05RS;42540;57;26;31;0;40,36;0;93.776,08;77.788,23;78.882,59;0,00;0,00;0,00;19.434,99;269.881,89;0,00;54.485,80;4.635,24;329.002,93
20141001;05RT;89571;125;57;68;0;40,35;0;205.559,47;170.610,20;17.453,82;0,00;0,00;0,00;36.215,98;429.839,47;0,00;79.642,40;10.165,00;519.646,87
20141001;05RV;41251;281;146;135;0;38,78;0;515.841,39;331.842,12;0,00;0,00;0,00;0,00;36.215,98;883.899,49;0,00;143.240,89;22.850,92;1.049.991,30
20141001;05RW;41827;235;119;116;0;33,20;0;389.509,37;264.160,07;0,00;0,00;0,00;0,00;36.215,98;689.885,42;0,00;122.451,65;19.110,20;831.447,27
20141001;05RX;42545;65;35;30;0;38,92;0;123.888,90;73.878,82;70.323,28;0,00;0,00;0,00;19.434,99;287.525,99;0,00;57.445,40;5.285,80;350.257,19
20141001;05RY;42540;106;51;55;0;40,14;0;183.422,65;137.619,21;34.521,03;0,00;0,00;0,00;36.215,98;391.778,87;0,00;72.613,35;8.619,92;473.012,14
20141001;05RZ;41845;74;31;43;0;42,83;12;115.377,34;111.342,06;65.552,43;0,00;0,00;0,00;19.434,99;311.706,82;21.300,00;60.774,95;6.017,68;399.799,45
20141001;05SB;89896;87;48;39;0;43,06;0;179.163,14;101.275,38;53.588,20;0,00;0,00;0,00;19.434,99;353.461,71;0,00;65.584,30;7.074,84;426.120,85
20141001;05SC;40712;207;104;103;0;42,05;0;383.292,99;264.099,26;0,00;0,00;0,00;0,00;36.215,98;683.608,23;0,00;109.797,33;16.833,24;810.238,80
20141001;05SE;41196;142;64;78;0;46,64;0;249.558,89;211.600,93;2.268,19;0,00;0,00;0,00;36.215,98;499.643,99;0,00;85.931,55;11.547,44;597.122,98
20141001;05SF;41127;102;57;45;0;33,31;0;186.863,84;102.636,32;34.752,31;0,00;0,00;0,00;36.215,98;360.468,45;0,00;71.133,55;8.294,64;439.896,64
20141001;05SG;90130;214;103;111;0;33,60;0;339.057,87;254.212,87;0,00;0,00;0,00;0,00;36.215,98;629.486,72;0,00;112.960,91;17.402,48;759.850,11
20141001;05SI;41439;123;54;69;0;43,66;0;203.068,05;180.521,29;20.083,12;0,00;0,00;0,00;36.215,98;439.888,44;0,00;78.902,50;10.002,36;528.793,30
20141001;05SJ;90169;263;129;134;0;41,19;0;470.262,03;339.850,52;0,00;0,00;0,00;0,00;36.215,98;846.328,53;0,00;135.105,97;21.387,16;1.002.821,66
20141001;05SK;41127;213;88;125;0;47,67;0;347.366,39;343.276,84;0,00;0,00;0,00;0,00;36.215,98;726.859,21;0,00;112.508,97;17.321,16;856.689,34
20141001;05SL;40894;87;45;42;0;39,93;0;161.403,24;104.805,17;51.495,11;0,00;0,00;0,00;19.434,99;337.138,51;0,00;65.584,30;7.074,84;409.797,65
20141001;05SM;40946;54;22;32;0;36,96;0;75.864,06;76.771,32;78.009,57;0,00;0,00;0,00;19.434,99;250.079,94;0,00;53.375,95;4.391,28;307.847,17
20141001;05SO;41621;214;98;116;0;40,47;0;353.965,94;291.492,07;0,00;0,00;0,00;0,00;36.215,98;681.673,99;0,00;112.960,91;17.402,48;812.037,38
20141001;05SP;90351;74;41;33;0;41,70;0;150.437,32;84.239,99;64.625,34;0,00;0,00;0,00;19.434,99;318.737,64;0,00;60.774,95;6.017,68;385.530,27
20141001;05SR;74531;272;109;163;96;32,37;127;352.562,49;366.805,70;0,00;0,00;0,00;262.482,30;36.215,98;1.018.066,47;225.425,00;166.013,11;22.119,04;1.431.623,62
20141001;05SW;41646;194;110;84;0;32,53;8;356.617,00;189.464,29;0,00;0,00;0,00;0,00;36.215,98;582.297,27;14.200,00;109.188,11;15.776,08;721.461,46
20141001;05SX;41196;71;27;44;0;45,55;0;103.911,51;117.810,24;70.675,70;0,00;0,00;0,00;19.434,99;311.832,44;0,00;59.665,10;5.773,72;377.271,26
20141001;05SY;41845;96;37;59;0;42,67;0;137.432,63;152.465,72;44.954,81;0,00;0,00;0,00;19.434,99;354.288,15;0,00;68.913,85;7.806,72;431.008,72
20141001;05SZ;42607;132;66;66;0;44,76;3;251.576,71;175.025,51;11.764,47;0,00;0,00;0,00;36.215,98;474.582,67;5.325,00;82.232,05;10.734,24;572.873,96
