PEILDATUM;BRIN_NUMMER;BEVOEGD_GEZAG_NUMMER;TOTAAL_AANTAL_LEERLINGEN;AANTAL_LEERLINGEN_4_TOT_EN_MET_7_JAAR;AANTAL_LEERLINGEN_8_JAAR_EN_OUDER;SCHOOLGEWICHT;GEMIDDELDE_GEWOGEN_LEEFTIJD;AANTAL_GEWICHTENLEERLINGEN_IN_IMPULSGEBIED;ONDERBOUW;BOVENBOUW;KLEINE_SCHOLEN_TOESLAG;DRIEVIERDE_OPSLAG_NEVENVESTIGINGEN;ZEER_KLEINE_SCHOLEN_TOESLAG;BESTRIJDING_ONDERWIJSACHTERSTANDEN;DIRECTIETOESLAG;TOTAAL_PERSONELE_BEKOSTIGING;IMPULSGEBIEDEN;PERSONEELS_EN_ARBEIDSMARKTBELEID;PRESTATIEBOX;TOTAAL
20141001;00AP;41646;88;42;46;0;38,63;0;148.099,21;112.848,50;49.742,64;0,00;0,00;0,00;19.434,99;330.125,34;0,00;65.954,25;7.156,16;403.235,75
20141001;00AR;41797;141;70;71;0;41,99;0;257.789,99;181.910,94;3.065,59;0,00;0,00;0,00;36.215,98;478.982,50;0,00;85.561,60;11.466,12;576.010,22
20141001;00AV;41646;59;34;25;2;39,87;13;121.854,07;62.335,42;76.588,15;0,00;0,00;6.059,08;19.434,99;286.271,71;23.075,00;55.784,86;4.797,88;369.929,45
20141001;00AZ;41638;133;55;78;0;38,99;0;194.861,93;192.261,88;10.048,72;0,00;0,00;0,00;36.215,98;433.388,51;0,00;82.602,00;10.815,56;526.806,07
20141001;00BA;41530;106;47;59;0;39,60;0;167.854,11;146.595,29;34.279,66;0,00;0,00;0,00;36.215,98;384.945,04;0,00;72.613,35;8.619,92;466.178,31
20141001;00BB;41613;98;37;61;0;45,57;0;142.431,73;163.367,38;44.661,24;0,00;0,00;0,00;36.215,98;386.676,33;0,00;69.653,75;7.969,36;464.299,44
20141001;00BS;41168;128;63;65;0;38,05;0;220.446,42;158.237,98;14.306,60;0,00;0,00;0,00;36.215,98;429.206,98;0,00;80.752,25;10.408,96;520.368,19
20141001;00BW;41516;98;53;45;0;42,12;0;195.504,85;115.485,26;42.797,03;0,00;0,00;0,00;36.215,98;390.003,12;0,00;69.653,75;7.969,36;467.626,23
20141001;00CD;80628;160;82;78;0;44,22;0;310.502,00;205.483,22;0,00;0,00;0,00;0,00;36.215,98;552.201,20;0,00;93.822,15;13.011,20;659.034,55
20141001;00CG;41516;389;207;182;1;38,43;36;727.988,72;445.307,83;0,00;0,00;0,00;2.972,83;36.215,98;1.212.485,36;63.900,00;192.329,99;31.633,48;1.500.348,83
20141001;00CS;41025;78;37;41;0;38,82;0;130.795,88;100.834,83;58.721,07;0,00;0,00;0,00;19.434,99;309.786,77;0,00;62.254,75;6.342,96;378.384,48
20141001;00CU;41246;71;31;40;0;50,00;0;125.732,90;112.869,20;74.482,40;0,00;0,00;0,00;19.434,99;332.519,49;0,00;59.665,10;5.773,72;397.958,31
20141001;00CV;20210;41;21;20;0;36,51;0;71.975,42;47.690,38;88.694,57;0,00;0,00;0,00;19.434,99;227.795,36;0,00;48.566,60;3.334,12;279.696,08
20141001;00DA;30051;73;38;35;0;39,54;0;135.605,61;86.895,25;63.746,98;0,00;0,00;0,00;19.434,99;305.682,83;0,00;60.405,00;5.936,36;372.024,19
20141001;00DD;30090;296;148;148;6;41,72;0;543.179,95;377.899,53;0,00;0,00;0,00;18.614,36;36.215,98;975.909,82;0,00;151.697,47;24.070,72;1.151.678,01
20141001;00DM;13674;157;67;90;0;43,36;0;251.018,34;234.587,48;0,00;0,00;0,00;0,00;36.215,98;521.821,80;0,00;92.466,33;12.767,24;627.055,37
20141001;00DN;42669;153;75;78;0;42,91;0;279.418,27;202.171,56;0,00;0,00;0,00;0,00;36.215,98;517.805,81;0,00;90.658,57;12.441,96;620.906,34
20141001;00DO;41775;157;70;87;3;35,45;0;236.461,09;204.464,31;0,00;0,00;0,00;8.566,44;36.215,98;485.707,82;0,00;93.305,07;12.767,24;591.780,13
20141001;00DW;61284;170;80;90;0;43,73;0;301.102,46;235.666,74;0,00;0,00;0,00;0,00;36.215,98;572.985,18;0,00;98.341,55;13.824,40;685.151,13
20141001;00DX;77456;173;87;86;0;41,80;3;319.625,99;219.813,25;0,00;0,00;0,00;0,00;36.215,98;575.655,22;5.325,00;99.697,37;14.068,36;694.745,95
20141001;00DY;41632;121;65;56;0;33,61;0;213.998,84;128.269,69;19.233,81;0,00;0,00;0,00;36.215,98;397.718,32;0,00;78.162,60;9.839,72;485.720,64
20141001;00DZ;40950;51;22;29;0;40,20;0;79.185,00;72.619,25;84.128,37;0,00;0,00;0,00;19.434,99;255.367,61;0,00;52.266,10;4.147,32;311.781,03
20141001;00EB;48348;210;87;123;0;42,30;0;321.652,66;316.377,28;0,00;0,00;0,00;0,00;36.215,98;674.245,92;0,00;111.153,15;17.077,20;802.476,27
20141001;00EI;30133;128;66;62;0;36,86;0;227.284,69;148.543,48;14.080,21;0,00;0,00;0,00;36.215,98;426.124,36;0,00;80.752,25;10.408,96;517.285,57
20141001;00FE;41646;67;24;43;0;39,00;0;85.041,84;106.004,46;68.622,40;0,00;0,00;0,00;19.434,99;279.103,69;0,00;58.185,30;5.448,44;342.737,43
20141001;00FG;41624;100;46;54;0;42,80;4;171.140,79;139.772,41;41.300,86;0,00;0,00;0,00;36.215,98;388.430,04;7.100,00;70.393,65;8.132,00;474.055,69
20141001;00FI;45000;212;111;101;0;40,12;0;399.110,58;252.653,44;0,00;0,00;0,00;0,00;36.215,98;687.980,00;0,00;112.057,03;17.239,84;817.276,87
20141001;00FQ;30124;72;33;39;0;42,07;0;121.652,56;100.024,03;66.775,47;0,00;0,00;0,00;19.434,99;307.887,05;0,00;60.035,05;5.855,04;373.777,14
20141001;00GQ;20183;149;68;81;0;38,59;0;239.652,95;198.606,48;0,00;0,00;0,00;0,00;36.215,98;474.475,41;0,00;88.850,81;12.116,68;575.442,90
20141001;00GR;41632;77;46;31;0;39,00;0;162.996,86;76.421,82;59.747,80;0,00;0,00;0,00;19.434,99;318.601,47;0,00;61.884,80;6.261,64;386.747,91
20141001;00GU;41856;29;11;18;0;41,63;0;40.325,36;45.908,25;105.884,76;0,00;0,00;0,00;19.434,99;211.553,36;0,00;44.127,20;2.358,28;258.038,84
20141001;00GV;50949;182;81;101;0;42,22;0;299.167,81;259.527,60;0,00;0,00;0,00;0,00;36.215,98;594.911,39;0,00;103.764,83;14.800,24;713.476,46
20141001;00GX;28147;125;44;81;0;41,13;0;160.276,45;205.274,52;17.629,52;0,00;0,00;0,00;36.215,98;419.396,47;0,00;79.642,40;10.165,00;509.203,87
20141001;00GZ;41335;108;61;47;0;38,80;7;215.579,61;115.560,69;32.151,81;0,00;0,00;0,00;36.215,98;399.508,09;12.425,00;73.353,25;8.782,56;494.068,90
20141001;00HA;30128;250;118;132;0;36,53;0;404.543,26;314.842,08;0,00;0,00;0,00;0,00;36.215,98;755.601,32;0,00;129.230,75;20.330,00;905.162,07
20141001;00HH;41670;88;41;47;2;47,62;0;161.745,65;128.995,93;55.649,51;0,00;0,00;6.669,47;19.434,99;372.495,55;0,00;66.513,41;7.156,16;446.165,12
20141001;00HZ;20252;207;90;117;0;40,28;0;324.274,07;293.284,46;0,00;0,00;0,00;0,00;36.215,98;653.774,51;0,00;109.797,33;16.833,24;780.405,08
20141001;00IF;50949;104;36;68;0;37,11;0;124.392,78;163.469,63;34.897,46;0,00;0,00;0,00;36.215,98;358.975,85;0,00;71.873,45;8.457,28;439.306,58
20141001;00IJ;85600;265;113;152;0;41,57;0;413.935,53;387.374,08;0,00;0,00;0,00;0,00;36.215,98;837.525,59;0,00;136.009,85;21.549,80;995.085,24
20141001;00IM;30145;103;63;40;0;33,87;0;208.177,41;91.958,27;34.201,18;0,00;0,00;0,00;36.215,98;370.552,84;0,00;71.503,50;8.375,96;450.432,30
20141001;01VE;40945;91;39;52;0;41,49;0;142.717,34;132.387,89;48.872,23;0,00;0,00;0,00;19.434,99;343.412,45;0,00;67.064,10;7.400,12;417.876,67
20141001;01VG;40865;295;140;155;0;42,36;2;517.993,34;398.988,23;0,00;44.705,09;0,00;0,00;36.215,98;997.902,64;3.550,00;149.568,05;23.989,40;1.175.010,09
20141001;01VI;30010;302;146;156;8;35,73;32;495.094,86;368.041,33;0,00;0,00;0,00;22.932,06;36.215,98;922.284,23;56.800,00;154.968,27;24.558,64;1.158.611,14
20141001;01VQ;40257;410;191;219;0;39,42;0;680.528,76;542.864,25;0,00;0,00;0,00;0,00;36.215,98;1.259.608,99;0,00;201.541,15;33.341,20;1.494.491,34
20141001;01VR;41226;224;117;107;0;43,82;0;440.852,93;280.493,67;0,00;0,00;0,00;0,00;36.215,98;757.562,58;0,00;117.480,31;18.215,68;893.258,57
20141001;01VY;41638;245;106;139;1;41,35;0;387.207,03;353.252,31;0,00;0,00;0,00;3.087,82;36.215,98;779.763,14;0,00;127.250,63;19.923,40;926.937,17
20141001;01WQ;42607;98;61;37;0;31,88;0;195.913,04;82.675,05;37.263,85;0,00;0,00;0,00;36.215,98;352.067,92;0,00;69.653,75;7.969,36;429.691,03
20141001;01WR;40945;50;23;27;0;40,48;0;83.084,35;67.856,04;85.337,97;0,00;0,00;0,00;19.434,99;255.713,35;0,00;51.896,15;4.066,00;311.675,50
20141001;01WU;30027;435;206;229;0;41,97;2;758.447,15;586.578,39;0,00;0,00;0,00;0,00;36.215,98;1.381.241,52;3.550,00;212.839,65;35.374,20;1.633.005,37
20141001;01XH;41638;123;66;57;10;41,61;0;241.890,65;145.339,18;19.573,49;0,00;0,00;30.980,62;36.215,98;473.999,92;0,00;81.698,30;10.002,36;565.700,58
20141001;01XU;40774;423;212;211;0;37,56;0;736.979,92;510.313,97;0,00;0,00;0,00;0,00;36.215,98;1.283.509,87;0,00;207.416,37;34.398,36;1.525.324,60
20141001;02ZF;41638;64;34;30;2;38,69;0;119.984,88;73.655,19;70.994,27;0,00;0,00;5.966,14;19.434,99;290.035,47;0,00;57.634,61;5.204,48;352.874,56
20141001;02ZW;40945;163;92;71;0;39,46;0;327.965,41;176.089,13;0,00;0,00;0,00;0,00;36.215,98;540.270,52;0,00;95.177,97;13.255,16;648.703,65
20141001;02ZY;41646;225;98;127;0;40,93;0;356.066,21;321.026,96;0,00;0,00;0,00;0,00;36.215,98;713.309,15;0,00;117.932,25;18.297,00;849.538,40
20141001;03AG;26158;194;98;96;0;41,28;0;357.664,25;243.755,02;0,00;0,00;0,00;0,00;36.215,98;637.635,25;0,00;109.188,11;15.776,08;762.599,44
20141001;03AH;41167;274;138;136;0;39,10;13;489.633,52;335.710,70;0,00;0,00;0,00;0,00;36.215,98;861.560,20;23.075,00;140.077,31;22.281,68;1.046.994,19
20141001;03AI;77456;78;43;35;0;44,88;0;164.146,45;92.952,68;63.409,99;0,00;0,00;0,00;19.434,99;339.944,11;0,00;62.254,75;6.342,96;408.541,82
20141001;03AN;41785;40;18;22;0;35,92;0;61.198,43;52.038,74;88.834,81;0,00;0,00;0,00;19.434,99;221.506,97;0,00;48.196,65;3.252,80;272.956,42
20141001;03AP;41662;91;34;57;7;30,36;0;106.789,66;124.556,26;41.948,93;0,00;0,00;18.585,26;19.434,99;311.315,10;0,00;69.021,16;7.400,12;387.736,38
20141001;03AZ;41646;135;70;65;0;37,71;0;243.831,62;157.521,72;8.135,08;0,00;0,00;0,00;36.215,98;445.704,40;0,00;83.341,90;10.978,20;540.024,50
20141001;03BA;30013;72;41;31;0;35,92;0;139.396,42;73.327,31;61.586,29;0,00;0,00;0,00;19.434,99;293.745,01;0,00;60.035,05;5.855,04;359.635,10
20141001;03BR;83280;101;35;66;6;42,88;0;130.346,27;171.004,07;40.409,48;0,00;0,00;18.888,45;36.215,98;396.864,25;0,00;72.441,08;8.213,32;477.518,65
20141001;03BS;41565;150;72;78;0;32,33;0;232.751,14;175.425,53;0,00;0,00;0,00;0,00;36.215,98;444.392,65;0,00;89.302,75;12.198,00;545.893,40
20141001;03BT;41630;65;32;33;0;44,04;0;120.903,16;86.742,69;75.061,64;0,00;0,00;0,00;19.434,99;302.142,48;0,00;57.445,40;5.285,80;364.873,68
20141001;03BU;41500;103;54;49;6;36,66;0;185.457,03;117.079,65;35.545,96;0,00;0,00;17.418,78;36.215,98;391.717,40;0,00;73.180,98;8.375,96;473.274,34
20141001;03BV;41662;176;80;96;5;37,07;0;276.279,30;230.656,20;0,00;0,00;0,00;14.596,38;36.215,98;557.747,86;0,00;102.451,09;14.312,32;674.511,27
20141001;03BX;41401;245;121;124;0;41,63;0;443.578,95;316.256,83;0,00;0,00;0,00;0,00;36.215,98;796.051,76;0,00;126.971,05;19.923,40;942.946,21
20141001;03BY;41340;132;70;62;13;37,10;0;241.842,23;149.025,74;10.664,72;0,00;0,00;37.965,95;36.215,98;475.714,62;0,00;85.866,59;10.734,24;572.315,45
20141001;03CJ;77533;130;68;62;0;46,21;0;263.794,03;167.331,56;13.915,84;0,00;0,00;0,00;36.215,98;481.257,41;0,00;81.492,15;10.571,60;573.321,16
20141001;03CL;41841;63;23;40;0;39,09;7;81.594,87;98.725,48;72.257,63;0,00;0,00;0,00;19.434,99;272.012,97;12.425,00;56.705,50;5.123,16;346.266,63
20141001;03CO;41168;64;33;31;0;42,37;1;122.113,80;79.807,69;74.442,90;0,00;0,00;0,00;19.434,99;295.799,38;1.775,00;57.075,45;5.204,48;359.854,31
20141001;03CT;42610;120;61;59;0;41,06;6;222.002,51;149.387,09;22.171,26;0,00;0,00;0,00;36.215,98;429.776,84;10.650,00;77.792,65;9.758,40;527.977,89
20141001;03CV;41438;75;37;38;1;35,95;0;125.848,49;89.922,04;59.056,00;0,00;0,00;2.875,17;19.434,99;297.136,69;0,00;61.424,48;6.099,00;364.660,17
20141001;03CW;41869;113;50;63;0;38,90;0;176.937,55;155.104,68;27.762,71;0,00;0,00;0,00;36.215,98;396.020,92;0,00;75.203,00;9.189,16;480.413,08
20141001;03DF;13683;56;32;24;0;43,19;0;119.635,91;62.424,43;82.702,21;0,00;0,00;0,00;19.434,99;284.197,54;0,00;54.115,85;4.553,92;342.867,31
20141001;03DG;13683;62;25;37;0;43,53;6;93.861,57;96.645,38;77.410,63;0,00;0,00;0,00;19.434,99;287.352,57;10.650,00;56.335,55;5.041,84;359.379,96
20141001;03DH;41398;142;67;75;0;44,89;0;255.794,28;199.208,62;2.221,17;0,00;0,00;0,00;36.215,98;493.440,05;0,00;85.931,55;11.547,44;590.919,04
20141001;03DJ;10928;85;35;50;0;44,62;0;133.183,60;132.368,21;56.537,50;0,00;0,00;0,00;19.434,99;341.524,30;0,00;64.844,40;6.912,20;413.280,90
20141001;03DK;41371;117;53;64;0;42,22;0;195.751,78;164.453,13;25.275,35;0,00;0,00;0,00;36.215,98;421.696,24;0,00;76.682,80;9.514,44;507.893,48
20141001;03DV;41401;171;85;86;0;43,96;0;320.832,19;225.833,73;0,00;0,00;0,00;0,00;36.215,98;582.881,90;0,00;98.793,49;13.905,72;695.581,11
20141001;03DW;41613;112;49;63;0;45,83;0;189.219,37;169.254,56;31.261,41;0,00;0,00;0,00;36.215,98;425.951,32;0,00;74.833,05;9.107,84;509.892,21
20141001;03DX;41775;354;218;136;5;37,52;0;757.431,58;328.746,44;0,00;0,00;0,00;14.684,99;36.215,98;1.137.078,99;0,00;177.630,41;28.787,28;1.343.496,68
20141001;03EE;40803;186;78;108;0;40,99;0;283.617,68;273.209,32;0,00;0,00;0,00;0,00;36.215,98;593.042,98;0,00;105.572,59;15.125,52;713.741,09
20141001;03EH;41345;68;33;35;1;41,58;0;120.899,20;89.209,32;70.032,31;99.320,22;0,00;3.096,88;19.434,99;401.992,92;0,00;58.834,83;5.529,76;466.357,51
20141001;03EI;13683;86;40;46;0;44,04;0;151.128,94;120.914,05;55.189,83;0,00;0,00;0,00;19.434,99;346.667,81;0,00;65.214,35;6.993,52;418.875,68
20141001;03EJ;41630;77;40;37;58;48,11;0;158.713,80;102.137,58;66.902,98;0,00;0,00;194.533,84;19.434,99;541.723,19;0,00;78.100,44;6.261,64;626.085,27
20141001;03ES;41431;96;51;45;0;33,99;0;168.809,70;103.628,07;40.061,97;0,00;0,00;0,00;19.434,99;331.934,73;0,00;68.913,85;7.806,72;408.655,30
20141001;03ET;41431;54;29;25;0;37,37;0;100.556,58;60.309,79;78.441,63;0,00;0,00;0,00;19.434,99;258.742,99;0,00;53.375,95;4.391,28;316.510,22
20141001;03EU;41488;407;193;214;0;43,32;0;722.723,01;557.519,48;0,00;0,00;0,00;0,00;36.215,98;1.316.458,47;0,00;200.185,33;33.097,24;1.549.741,04
20141001;03EV;41662;234;116;118;0;32,26;0;374.609,63;265.119,64;0,00;0,00;0,00;0,00;36.215,98;675.945,25;0,00;121.999,71;19.028,88;816.973,84
20141001;03FH;41455;89;37;52;8;36,10;0;126.107,06;123.304,01;47.226,68;0,00;0,00;23.048,62;19.434,99;339.121,36;0,00;68.560,84;7.237,48;414.919,68
20141001;03FJ;41401;267;130;137;14;42,97;0;484.688,40;355.362,61;0,00;0,00;0,00;44.122,66;36.215,98;920.389,65;0,00;140.827,85;21.712,44;1.082.929,94
20141001;03FS;41443;186;96;90;4;40,17;0;345.400,35;225.282,57;0,00;0,00;0,00;12.165,42;36.215,98;619.064,32;0,00;106.690,91;15.125,52;740.880,75
20141001;03FT;41846;317;179;138;0;41,91;0;658.538,66;353.215,57;0,00;0,00;0,00;0,00;36.215,98;1.047.970,21;0,00;159.510,73;25.778,44;1.233.259,38
20141001;03FU;41816;219;121;98;5;42,26;0;447.130,50;251.945,91;0,00;0,00;0,00;15.618,29;36.215,98;750.910,68;0,00;116.618,51;17.809,08;885.338,27
20141001;03GD;41534;160;81;79;0;36,42;0;277.279,83;188.146,57;0,00;0,00;0,00;0,00;36.215,98;501.642,38;0,00;93.822,15;13.011,20;608.475,73
20141001;03GE;40237;360;201;159;93;36,43;139;688.158,41;378.726,28;0,00;0,00;0,00;269.148,83;36.215,98;1.372.249,50;246.725,00;204.945,09;29.275,20;1.853.194,79
20141001;03GJ;41582;87;32;55;0;42,86;0;119.143,92;142.467,74;53.454,46;0,00;0,00;0,00;19.434,99;334.501,11;0,00;65.584,30;7.074,84;407.160,25
20141001;03GL;48348;58;26;32;0;43,19;0;97.204,17;83.232,57;80.829,50;0,00;0,00;0,00;19.434,99;280.701,23;0,00;54.855,75;4.716,56;340.273,54
20141001;03GP;40517;58;31;27;5;40,17;0;111.535,53;67.584,77;77.787,90;0,00;0,00;15.206,77;19.434,99;291.549,96;0,00;56.253,65;4.716,56;352.520,17
20141001;03GR;40655;325;162;163;0;37,46;0;562.409,15;393.695,30;0,00;60.206,59;0,00;0,00;36.215,98;1.052.527,02;0,00;163.126,25;26.429,00;1.242.082,27
20141001;03GT;42604;114;53;61;0;45,15;0;202.986,74;162.537,03;29.086,60;0,00;0,00;0,00;36.215,98;430.826,35;0,00;75.572,95;9.270,48;515.669,78
20141001;03GW;83280;220;108;112;16;42,31;23;399.343,27;288.119,68;0,00;57.873,71;0,00;50.010,04;36.215,98;831.562,68;40.825,00;120.145,83;17.890,40;1.010.423,91
20141001;03HA;41228;459;249;210;0;43,41;0;933.469,10;547.711,10;0,00;0,00;0,00;0,00;36.215,98;1.517.396,18;0,00;223.686,21;37.325,88;1.778.408,27
20141001;03HB;22544;226;108;118;0;36,57;0;370.461,20;281.602,72;0,00;0,00;0,00;0,00;36.215,98;688.279,90;0,00;118.384,19;18.378,32;825.042,41
20141001;03HC;76715;63;38;25;0;38,88;8;134.437,13;61.533,27;72.058,39;0,00;0,00;0,00;19.434,99;287.463,78;14.200,00;56.705,50;5.123,16;363.492,44
20141001;03HD;41366;346;143;203;0;44,51;0;543.417,29;536.691,22;0,00;0,00;0,00;0,00;36.215,98;1.116.324,49;0,00;172.616,99;28.136,72;1.317.078,20
20141001;03HE;22765;295;137;158;0;35,63;0;463.937,03;372.247,73;0,00;0,00;0,00;0,00;36.215,98;872.400,74;0,00;149.568,05;23.989,40;1.045.958,19
20141001;03HF;41506;262;115;147;2;47,55;0;453.301,77;403.121,85;0,00;0,00;0,00;6.663,96;36.215,98;899.303,56;0,00;135.213,19;21.305,84;1.055.822,59
20141001;03HG;50819;128;37;91;11;45,63;0;142.535,16;243.888,95;15.748,70;0,00;0,00;35.820,06;36.215,98;474.208,85;0,00;83.827,63;10.408,96;568.445,44
20141001;03HH;41646;207;115;92;0;38,60;0;405.349,01;225.607,55;0,00;0,00;0,00;0,00;36.215,98;667.172,54;0,00;109.797,33;16.833,24;793.803,11
20141001;03HI;41646;89;43;46;0;35,50;0;145.354,84;108.182,11;46.839,45;0,00;0,00;0,00;19.434,99;319.811,39;0,00;66.324,20;7.237,48;393.373,07
20141001;03HK;41624;253;126;127;0;40,05;0;452.633,52;317.404,81;0,00;0,00;0,00;0,00;36.215,98;806.254,31;0,00;130.586,57;20.573,96;957.414,84
20141001;03HL;23961;313;143;170;0;42,40;0;529.359,69;437.820,38;0,00;0,00;0,00;0,00;36.215,98;1.003.396,05;0,00;157.702,97;25.453,16;1.186.552,18
20141001;03HM;41632;153;68;85;0;47,08;0;266.550,29;231.802,89;0,00;0,00;0,00;0,00;36.215,98;534.569,16;0,00;90.658,57;12.441,96;637.669,69
20141001;03HO;41025;72;40;32;0;32,28;0;129.213,01;71.917,59;58.514,96;0,00;0,00;0,00;19.434,99;279.080,55;0,00;60.035,05;5.855,04;344.970,64
20141001;03HP;24195;246;116;130;0;33,74;0;382.608,21;298.316,64;0,00;0,00;0,00;0,00;36.215,98;717.140,83;0,00;127.422,99;20.004,72;864.568,54
20141001;03HQ;41168;165;80;85;0;37,48;0;277.807,46;205.356,33;0,00;0,00;0,00;0,00;36.215,98;519.379,77;0,00;96.081,85;13.417,80;628.879,42
20141001;03HR;41025;191;105;86;0;47,86;2;415.400,73;236.704,04;0,00;0,00;0,00;0,00;36.215,98;688.320,75;3.550,00;107.832,29;15.532,12;815.235,16
20141001;03HS;42607;86;39;47;0;46,52;1;151.856,91;127.320,33;56.877,20;0,00;0,00;0,00;19.434,99;355.489,43;1.775,00;65.214,35;6.993,52;429.472,30
20141001;03HU;24481;573;317;256;36;30,00;0;990.339,70;556.423,68;0,00;0,00;0,00;95.070,96;36.215,98;1.678.050,32;0,00;285.272,25;46.596,36;2.009.918,93
20141001;03HV;41646;331;168;163;0;44,56;0;638.811,67;431.203,39;0,00;15.944,41;0,00;0,00;36.215,98;1.122.175,45;0,00;165.837,89;26.916,92;1.314.930,26
20141001;03HY;24715;388;210;178;3;34,70;0;702.045,33;414.002,55;0,00;0,00;0,00;8.477,84;36.215,98;1.160.741,70;0,00;192.437,21;31.552,16;1.384.731,07
20141001;03HZ;41424;47;29;18;0;39,54;0;103.488,49;44.688,99;86.984,79;0,00;0,00;0,00;19.434,99;254.597,26;0,00;50.786,30;3.822,04;309.205,60
20141001;03IA;24897;131;71;60;0;37,09;0;245.264,04;144.199,01;11.528,45;0,00;0,00;0,00;36.215,98;437.207,48;0,00;81.862,10;10.652,92;529.722,50
20141001;03IB;42604;55;19;36;0;40,47;1;68.626,05;90.463,06;80.803,89;0,00;0,00;0,00;19.434,99;259.327,99;1.775,00;53.745,90;4.472,60;319.321,49
20141001;03IC;25131;141;56;85;0;35,85;0;190.212,48;200.865,92;2.828,96;0,00;0,00;0,00;36.215,98;430.123,34;0,00;85.561,60;11.466,12;527.151,06
20141001;03ID;25170;52;16;36;0;30,55;0;50.395,59;78.888,80;72.832,22;0,00;0,00;0,00;19.434,99;221.551,60;0,00;52.636,05;4.228,64;278.416,29
20141001;03IH;25664;336;166;170;0;42,07;0;611.949,26;436.002,18;0,00;0,00;0,00;0,00;36.215,98;1.084.167,42;0,00;168.097,59;27.323,52;1.279.588,53
20141001;03IK;25833;323;164;159;0;37,57;0;570.192,95;384.600,92;0,00;0,00;0,00;0,00;36.215,98;991.009,85;0,00;162.222,37;26.266,36;1.179.498,58
20141001;03IV;75597;269;134;135;2;43,96;0;505.782,52;354.506,44;0,00;0,00;0,00;6.381,21;36.215,98;902.886,15;0,00;138.376,77;21.875,08;1.063.138,00
20141001;03IW;41582;246;112;134;1;44,10;0;423.474,13;352.488,47;0,00;0,00;0,00;3.196,12;36.215,98;815.374,70;0,00;127.702,57;20.004,72;963.081,99
20141001;03IX;69447;210;75;135;22;45,69;0;289.132,28;362.075,79;0,00;0,00;0,00;71.692,11;36.215,98;759.116,16;0,00;117.303,91;17.077,20;893.497,27
20141001;03IY;41373;590;287;303;1;45,01;57;1.097.320,36;805.981,24;0,00;0,00;0,00;3.231,95;36.215,98;1.942.749,53;101.175,00;283.169,93;47.978,80;2.375.073,26
20141001;03IZ;37663;190;103;87;0;41,56;0;377.256,08;221.692,50;0,00;0,00;0,00;0,00;36.215,98;635.164,56;0,00;107.380,35;15.450,80;757.995,71
20141001;03JB;26977;75;27;48;0;41,85;4;99.257,17;122.764,25;63.827,69;0,00;0,00;0,00;19.434,99;305.284,10;7.100,00;61.144,90;6.099,00;379.628,00
20141001;03JC;41407;436;194;242;78;36,44;110;664.283,08;576.504,60;0,00;0,00;0,00;225.768,44;36.215,98;1.502.772,10;195.250,00;235.098,83;35.455,52;1.968.576,45
20141001;03JD;40945;220;125;95;0;39,17;0;443.916,29;234.719,32;0,00;0,00;0,00;0,00;36.215,98;714.851,59;0,00;115.672,55;17.890,40;848.414,54
20141001;03JE;41528;155;66;89;0;38,25;7;231.558,86;217.241,21;0,00;0,00;0,00;0,00;36.215,98;485.016,05;12.425,00;91.562,45;12.604,60;601.608,10
20141001;03JG;40974;153;81;72;0;46,94;0;316.980,10;196.023,99;0,00;0,00;0,00;0,00;36.215,98;549.220,07;0,00;90.658,57;12.441,96;652.320,60
20141001;03JH;74049;373;202;171;0;36,46;0;691.864,42;407.475,66;0,00;0,00;0,00;0,00;36.215,98;1.135.556,06;0,00;184.819,37;30.332,36;1.350.707,79
20141001;03JI;76806;130;63;67;20;41,49;0;230.543,40;170.576,70;13.128,02;0,00;0,00;61.866,72;36.215,98;512.330,82;0,00;87.083,75;10.571,60;609.986,17
20141001;03JL;41516;245;117;128;10;45,12;37;447.939,27;340.936,86;0,00;0,00;0,00;32.362,86;36.215,98;857.454,97;65.675,00;129.766,85;19.923,40;1.072.820,22
20141001;03JP;31017;194;101;93;0;37,17;0;349.273,18;223.749,60;0,00;0,00;0,00;0,00;36.215,98;609.238,76;0,00;109.188,11;15.776,08;734.202,95
20141001;03JQ;23961;192;88;104;1;39,26;0;312.886,06;257.259,25;0,00;0,00;0,00;3.005,52;36.215,98;609.366,81;0,00;108.563,81;15.613,44;733.544,06
20141001;03JS;28212;346;147;199;0;45,55;0;565.740,45;532.823,59;0,00;0,00;0,00;0,00;36.215,98;1.134.780,02;0,00;172.616,99;28.136,72;1.335.533,73
20141001;03JW;42540;168;67;101;0;39,22;0;238.095,21;249.707,37;0,00;0,00;0,00;0,00;36.215,98;524.018,56;0,00;97.437,67;13.661,76;635.117,99
20141001;03JX;42669;121;56;65;0;42,57;0;207.745,23;167.760,04;21.670,39;0,00;0,00;0,00;36.215,98;433.391,64;0,00;78.162,60;9.839,72;521.393,96
20141001;03KA;77533;173;68;105;0;42,58;0;252.293,75;271.031,02;0,00;0,00;0,00;0,00;36.215,98;559.540,75;0,00;99.697,37;14.068,36;673.306,48
20141001;03KF;28849;413;209;204;0;41,53;0;765.208,08;519.632,33;0,00;0,00;0,00;0,00;36.215,98;1.321.056,39;0,00;202.896,97;33.585,16;1.557.538,52
20141001;03KI;31017;132;62;70;0;44,43;0;235.376,41;184.884,44;11.717,08;0,00;0,00;0,00;36.215,98;468.193,91;0,00;82.232,05;10.734,24;561.160,20
