BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
21580;SWV;Stg. SWV Pas. ond. Heerlen e.o;2015;;2.936;;;4.465;;1.171.763;1.154.566;;;24.598;1.179.164;1.179.164;2.936;1.176.228
21583;SWV;Bestuur SWV PO N Drenthe;2015;;;;;162.342;;747.024;254.522;;;654.844;909.366;909.366;;909.366
21585;SWV;Stg.SWV Oost Achterhoek;2015;;;;;18.168;;271.425;283.861;;;5.732;289.593;289.593;;289.593
21586;SWV;Stg. SWV PPO D'chem;2014;;2.195;;;20.546;;734.921;671.708;862;;85.092;757.662;757.662;2.195;755.467
21586;SWV;Stg. SWV PPO D'chem;2015;;1.420;;;78.487;;1.568.900;1.444.130;1.040;;203.637;1.648.807;1.648.807;1.420;1.647.387
21587;SWV;SWV PO 31-02 Midden Limburg;2014;;;;;14.069;;221.936;168.040;;;67.965;236.005;236.005;;236.005
21587;SWV;SWV PO 31-02 Midden Limburg;2015;;;;;5.822;;732.940;508.705;;;230.057;738.762;738.762;;738.762
21588;SWV;Samenwerkingsverband Driegang;2015;;46.114;;;81.106;;1.129.931;585.654;54.148;;617.349;1.257.151;1.257.151;46.114;1.211.037
21589;SWV;Bestuur swv BePo;2014;;1.542;;;36.575;;541.630;359.833;2.642;;217.272;579.747;579.747;1.542;578.205
21589;SWV;Bestuur swv BePo;2015;;1.016;;;5.201;;88.062;51.482;2.729;;40.068;94.279;94.279;1.016;93.263
21590;SWV;SWV PO 27-05 Zaanstreek;2014;;;;;749.541;;1.641.020;119.693;;;2.270.868;2.390.561;2.390.561;;2.390.561
21590;SWV;SWV PO 27-05 Zaanstreek;2015;;;;;28.798;;492.351;345.332;;;175.817;521.149;521.149;;521.149
21591;SWV;Stg. Optimale Onderwijs Kans;2014;;;;;84.953;;1.171.867;430.734;;;826.086;1.256.820;1.256.820;;1.256.820
21591;SWV;Stg. Optimale Onderwijs Kans;2015;;28.024;;;16.283;;3.196.077;2.964.278;;;276.106;3.240.384;3.240.384;28.024;3.212.360
21592;SWV;Stg SWV PPO Goeree-Overflakkee;2015;;863;;;57.612;;428.874;279.640;;;207.709;487.349;487.349;863;486.486
21596;SWV;Stg. SWV PO Apeldoorn Pr. Ond.;2015;;37.517;;;23.614;;766.991;165.334;;;662.786;828.122;828.120;37.517;790.605
21598;SWV;SWV De Westfriese Knoop;2015;;24.768;;;21.517;;830.515;704.885;35.980;;135.935;876.800;876.800;24.768;852.032
21599;SWV;Stg. SWV Pas. Ond. De Kempen;2014;;6.743;;;214.460;;;153.315;;;67.888;221.203;221.203;6.743;214.460
21599;SWV;Stg. SWV Pas. Ond. De Kempen;2015;;8.788;;;3.371;;633.168;270.968;;;374.359;645.327;645.327;8.788;636.539
21600;SWV;Stg.Samenwerkingsverband 22-02;2015;;;;;8.999;;694.062;263.461;;;439.600;703.061;703.061;;703.061
21602;SWV;Stg. SWV Passend Ond. IJmond;2014;;7.654;;;256.804;;1.011.311;1.188.871;2.193;;84.705;1.275.769;1.275.769;7.654;1.268.115
21602;SWV;Stg. SWV Passend Ond. IJmond;2015;;15.357;;;73.340;;2.165.840;1.978.521;5.978;;270.038;2.254.537;2.254.537;15.357;2.239.180
21603;SWV;Stg. SWV Haarlemmermeer;2014;;;;;120.400;;673.200;515.900;;;277.700;793.600;793.600;;793.600
21603;SWV;Stg. SWV Haarlemmermeer;2015;;;;;75.000;;1.495.000;894.000;;;676.000;1.570.000;1.570.000;;1.570.000
21605;SWV;STG.SWV Pas. PO Hoeksce Waard;2015;;1.105;;;;;576.301;464.091;;;113.315;577.406;577.406;1.105;576.301
21606;SWV;Best.Stg Passend PO Haaglanden;2014;;59.411;;;84.834;;2.312.226;1.785.917;;;670.554;2.456.471;2.456.471;59.411;2.397.060
21606;SWV;Best.Stg Passend PO Haaglanden;2015;;58.841;;;85.595;;5.211.178;3.535.351;;;1.820.263;5.355.614;5.355.614;58.841;5.296.773
21609;SWV;SWV IJssel/Berkel;2014;;94.667;;;37.754;;281.190;-52.134;17.012;;448.733;413.611;413.611;94.667;318.944
21609;SWV;SWV IJssel/Berkel;2015;;88.810;;;60.216;;1.658.518;1.436.531;14.590;;356.423;1.807.544;1.807.544;88.810;1.718.734
21610;SWV;Stg. SWV Utrecht Prim. Ond.;2014;;100.390;;;40.506;;1.249.912;494.413;3.000;;893.395;1.390.808;1.390.808;100.390;1.290.418
21610;SWV;Stg. SWV Utrecht Prim. Ond.;2015;;101.171;;;14.576;;3.693.015;1.943.562;3.000;;1.862.201;3.808.762;3.808.763;101.171;3.707.591
21612;SWV;Stg. Passend Ond. 23-05;2015;;;;;46.630;;2.277.649;350.000;;;1.974.279;2.324.279;2.324.279;;2.324.279
21614;SWV;Stg. SWV Pr. Pas.Ond N-Limburg;2015;;;;;;;551.235;531.235;;;20.000;551.235;551.235;;551.235
21625;SWV;Stg. PO Maastricht-Heuvelland;2015;;2.931;;;1.264;;944.964;924.105;;;25.054;949.159;949.159;2.931;946.228
21626;SWV;STG. SWV Passend Wijs;2014;;;;;179.393;;355.681;322.235;;;212.839;535.074;535.074;;535.074
21626;SWV;STG. SWV Passend Wijs;2015;;;;;4.375;;1.590.151;383.844;;;1.210.682;1.594.526;1.594.526;;1.594.526
21627;SWV;SWV Passend Pr. Ond. Walcheren;2015;;411;;;950;;588.668;212.129;;;377.900;590.029;590.029;411;589.618
21628;SWV;Stg.SWV PO 2808;2014;;13.789;;;13.274;;446.816;368.808;4.326;;100.745;473.879;473.879;13.789;460.090
21628;SWV;Stg.SWV PO 2808;2015;;18.723;;;5.406;;1.147.127;914.581;4.832;;251.843;1.171.256;1.171.256;18.723;1.152.533
21629;SWV;Stg. SWV PO 30-10;2014;;1.517;;;30.241;;842.071;329.198;;;544.631;873.829;873.829;1.517;872.312
21629;SWV;Stg. SWV PO 30-10;2015;;2.873;;;299.113;;996.015;877.083;;;420.918;1.298.001;1.298.001;2.873;1.295.128
21630;SWV;Stg. SWV Noord-Kennemerland PO;2015;;9.355;;;42.997;;2.386.893;2.016.806;11.752;;410.687;2.439.245;2.439.245;9.355;2.429.890
21631;SWV;SWV Pas.Ond. Amsterdam/Diemen;2014;;30.167;;;327.591;;3.164.501;487.584;55.246;;2.979.429;3.522.259;3.522.259;30.167;3.492.092
21631;SWV;SWV Pas.Ond. Amsterdam/Diemen;2015;;26.737;11.453;;110.503;;2.504.493;1.516.550;47.968;;1.088.668;2.653.186;2.653.186;38.190;2.614.996
21632;SWV;Stg. Samenw. verband 24-03;2015;;1.775;;;13.255;;737.098;252.624;;;499.505;752.128;752.129;1.775;750.353
21637;SWV;SWV PO Noordoostpolder-Urk;2014;;;;;36.360;;183.314;60.144;;;159.531;219.674;219.675;;219.674
21637;SWV;SWV PO Noordoostpolder-Urk;2015;;;;;;;384.433;252.458;;;131.976;384.433;384.434;;384.433
21642;SWV;Stg. Leerlingzorg PO Almere;2014;;138.095;;;1.717.393;;463.415;841.749;28.202;;1.448.952;2.318.903;2.318.903;138.095;2.180.808
21642;SWV;Stg. Leerlingzorg PO Almere;2015;;89.846;;;1.630.889;;1.443.269;2.043.143;28.000;;1.092.861;3.164.004;3.164.004;89.846;3.074.158
21645;SWV;SWV Helmond-Peelland 30-08 PO;2014;;;;;217.000;;846.000;452.000;;;611.000;1.063.000;1.063.000;;1.063.000
21645;SWV;SWV Helmond-Peelland 30-08 PO;2015;;;;;288.000;;1.216.000;643.000;;;861.000;1.504.000;1.504.000;;1.504.000
21648;SWV;Coöperatief SWV Profi Pendi UA;2014;;3.094;;;23.006;;322.248;172.477;2.387;;173.484;348.348;348.348;3.094;345.254
21648;SWV;Coöperatief SWV Profi Pendi UA;2015;;4.224;;;14.772;;420.425;-329;2.612;;437.138;439.421;439.421;4.224;435.197
21649;SWV;Ver. SWV P.O. 3006;2014;;;;;31.205;;493.218;495.878;;;28.545;524.423;524.423;;524.423
21649;SWV;Ver. SWV P.O. 3006;2015;;;;;19.267;;1.687.530;1.677.175;;;29.622;1.706.797;1.706.797;;1.706.797
21657;PO2;Stichting Vitus Zuid;2015;;1.725.677;;;2.278.954;;3.171.845;4.095.835;534.788;;2.545.853;7.176.476;7.176.476;1.725.677;5.450.799
21664;SWV;Stg. Pas. Ond. Brabantse Wal;2015;;4.535;;;;;860.255;603.170;;;261.620;864.790;864.790;4.535;860.255
21665;SWV;STG SWV Stromenland PO 2507;2014;;6.711;;;255.764;;1.998.337;376.753;;;1.884.058;2.260.812;2.260.811;6.711;2.254.101
21665;SWV;STG SWV Stromenland PO 2507;2015;;32.877;;;318;;4.533.020;1.359.413;948;;3.205.854;4.566.215;4.566.215;32.877;4.533.338
21666;SWV;St. SWV. Pas.Ond. Drechtsteden;2015;;8.919;;;6.522;;638.354;452.978;6.674;;194.141;653.795;653.793;8.919;644.876
21668;SWV;Ver. SWV Pas. PO Leiden;2015;;20.550;;;41.441;;286.062;127.317;11.561;;209.175;348.053;348.053;20.550;327.503
21675;SWV;SWV PO Roosendaal-Moerdijk e.o;2014;;;;;100.258;;292.345;347.682;;;44.921;392.603;392.603;;392.603
21675;SWV;SWV PO Roosendaal-Moerdijk e.o;2015;;2.252;;;1.451;;1.182.705;749.710;;;436.698;1.186.408;1.186.408;2.252;1.184.156
21677;SWV;Stg. Onderwijs dat past;2014;;48.823;;;22.973;;1.123.534;810.161;21.059;;364.110;1.195.330;1.195.330;48.823;1.146.507
21677;SWV;Stg. Onderwijs dat past;2015;;63.908;;;18.022;;1.122.554;850.881;23.809;;329.794;1.204.484;1.204.484;63.908;1.140.576
21679;PO2;Stichting VierTaal;2015;;2.258.880;;;2.116.197;;3.507.163;4.998.118;646.075;;2.238.049;7.882.240;7.882.242;2.258.880;5.623.360
21680;SWV;St.SWV PO Duin en Bollenstreek;2015;;4.580;;;57.252;;534.871;486.327;1.876;;108.500;596.703;596.703;4.580;592.123
21681;SWV;SWV PO Westelijke Mijnstreek;2015;;;;;8.459;;994.177;919.046;;;83.590;1.002.636;1.002.636;;1.002.636
21682;SWV;St.SWV PO 28-17 Zoetermeer;2015;;;;;63.940;;562.300;191.468;;;434.772;626.240;626.240;;626.240
21687;SWV;St.SWV. Pas. P.O. Dordrecht;2015;;6.441;;;85.104;;939.374;931.925;5.158;;93.836;1.030.919;1.030.919;6.441;1.024.478
21688;SWV;St. Ond. zorgkoepel N-Veluwe;2015;;15.081;;;383.364;;2.188.110;1.576.095;4.315;;1.006.145;2.586.555;2.586.555;15.081;2.571.474
21689;SWV;SWV PO Rijn & Gelderse Vallei;2015;;9.890;;;220.477;;2.333.398;2.051.337;9.315;;503.113;2.563.765;2.563.765;9.890;2.553.875
21694;SWV;SWV Pas. PO Oosterschelderegio;2015;;2.705;;;15.420;;1.344.154;991.199;;;371.080;1.362.279;1.362.279;2.705;1.359.574
21695;SWV;Samenwerkingsverband Unita;2014;;;;;31.339;;261.330;234.073;;;58.596;292.669;292.669;;292.669
21695;SWV;Samenwerkingsverband Unita;2015;;;;;28.417;;349.649;292.442;3.330;;82.294;378.066;378.066;;378.066
21696;SWV;Stg. SWV PO Weert-Nederweert;2015;;;;;47.022;;370.873;192.415;;;225.480;417.895;417.895;;417.895
21697;SWV;Bestuur STG SWV PO 20-01;2015;;;;;59.183;;1.970.822;524.654;;;1.505.351;2.030.005;2.030.005;;2.030.005
21699;SWV;Stg.SWV PO Rijnstreek;2014;;;;;20.174;;566.144;472.264;14.489;;99.565;586.318;586.318;;586.318
21699;SWV;Stg.SWV PO Rijnstreek;2015;;593;;;6.857;;846.178;471.858;14.359;;367.411;853.628;853.628;593;853.035
21700;SWV;Best. Stg. SWV PO Friesland;2015;;;;;30.377;;2.178.324;2.076.001;;;132.701;2.208.701;2.208.702;;2.208.701
21704;SWV;SWV PO Veld Vaart & Vecht;2015;;;;;134.376;;1.895.072;1.563.441;;;466.007;2.029.448;2.029.448;;2.029.448
21712;REC;s-Heeren Loo;2011;;789.965;;;1.718.912;;2.113.898;2.688.971;377.009;;1.556.795;4.622.775;4.622.775;789.965;3.832.810
21712;REC;s-Heeren Loo;2012;;1.028.927;;;1.218.637;;2.767.960;2.844.426;461.571;48.220;1.661.307;5.015.524;5.015.524;1.028.927;3.986.597
21712;REC;s-Heeren Loo;2013;;930.806;7.000;;1.159.050;;2.532.025;2.705.613;449.983;43.948;1.429.337;4.628.881;4.628.881;937.806;3.691.075
21712;REC;s-Heeren Loo;2014;;1.018.612;7.000;;1.219.684;;2.173.314;1.712.955;653.310;176.160;1.876.185;4.418.610;4.418.610;1.025.612;3.392.998
21712;REC;s-Heeren Loo;2015;;446.259;7.000;;1.059.584;;1.008.775;738.293;588.138;;1.195.187;2.521.618;2.521.618;453.259;2.068.359
21881;SBO;Stichting SO Amersfoort;2011;;279.152;;;218.840;;1.369.181;1.342.720;138.924;;385.529;1.867.173;1.867.173;279.152;1.588.021
21881;SBO;Stichting SO Amersfoort;2012;;261.678;;;268.923;;1.302.698;1.332.403;132.504;;368.392;1.833.299;1.833.299;261.678;1.571.621
21881;SBO;Stichting SO Amersfoort;2013;;463.449;;;319.738;;1.139.174;1.356.944;121.575;;443.842;1.922.361;1.922.361;463.449;1.458.912
21881;SBO;Stichting SO Amersfoort;2014;;568.558;;;315.029;;1.076.527;1.406.524;131.454;;422.136;1.960.114;1.960.114;568.558;1.391.556
21881;SBO;Stichting SO Amersfoort;2015;;543.879;;;267.283;;1.415.110;1.517.052;242.037;;467.183;2.226.272;2.226.272;543.879;1.682.393
22453;SBO;SAM, Stg v Spec Basisonderwijs;2011;;489.861;811.300;;284.932;;231.491;894.801;501.142;;421.642;1.817.584;1.817.585;1.301.161;516.423
22453;SBO;SAM, Stg v Spec Basisonderwijs;2012;;453.409;525.670;;340.486;;616.062;944.892;541.853;;448.882;1.935.627;1.935.627;979.079;956.548
22453;SBO;SAM, Stg v Spec Basisonderwijs;2013;;440.631;424.380;;378.431;;696.854;901.158;571.594;;467.545;1.940.296;1.940.297;865.011;1.075.285
22453;SBO;SAM, Stg v Spec Basisonderwijs;2014;;397.689;;;336.199;;832.347;391.490;789.695;;385.050;1.566.235;1.566.235;397.689;1.168.546
22453;SBO;SAM, Stg v Spec Basisonderwijs;2015;;360.925;;;327.210;;985.663;779.189;578.380;;316.229;1.673.798;1.673.798;360.925;1.312.873
22544;PO1;Ver Verst op Reform Goes;2011;;187.529;;;151.319;;176.741;302.120;42.918;;170.551;515.589;515.589;187.529;328.060
22544;PO1;Ver Verst op Reform Goes;2012;;169.686;;;72.833;;248.864;323.833;51.567;;115.983;491.383;491.383;169.686;321.697
22544;PO1;Ver Verst op Reform Goes;2013;;170.591;;;67.141;;386.126;484.350;61.219;;78.289;623.858;623.858;170.591;453.267
22544;PO1;Ver Verst op Reform Goes;2014;;186.096;;;106.167;;478.687;618.184;60.022;;92.744;770.950;770.950;186.096;584.854
22544;PO1;Ver Verst op Reform Goes;2015;;183.480;;;103.819;;572.131;668.347;76.780;;114.303;859.430;859.430;183.480;675.950
22622;PO1;Ver v Chr Basisonderwijs;2011;;263.403;614.055;;126.228;;503.926;1.165.472;134.211;;207.929;1.507.612;1.507.612;877.458;630.154
22622;PO1;Ver v Chr Basisonderwijs;2012;;288.185;540.874;;98.925;;452.019;1.156.208;87.411;;136.384;1.380.003;1.380.003;829.059;550.944
22622;PO1;Ver v Chr Basisonderwijs;2013;;283.157;572.270;;83.378;;505.551;1.203.677;58.062;;182.617;1.444.356;1.444.356;855.427;588.929
22622;PO1;Ver v Chr Basisonderwijs;2014;;324.573;451.853;;139.265;;586.591;1.313.424;57.022;;131.838;1.502.282;1.502.284;776.426;725.856
22622;PO1;Ver v Chr Basisonderwijs;2015;;307.730;28.380;;191.410;;1.137.705;1.441.459;100.059;;123.707;1.665.225;1.665.225;336.110;1.329.115
22712;PO1;Ver Stg Insth Sch md;2011;;376.445;;;46.695;;239.824;571.866;6.478;;84.620;662.964;662.964;376.445;286.519
22712;PO1;Ver Stg Insth Sch md;2012;;348.096;;;63.016;;256.557;588.711;11.310;;67.648;667.669;667.669;348.096;319.573
22712;PO1;Ver Stg Insth Sch md;2013;;320.129;;;70.323;;361.069;659.931;22.307;;69.283;751.521;751.521;320.129;431.392
22712;PO1;Ver Stg Insth Sch md;2014;;310.300;;;103.092;;417.733;721.979;33.217;;75.929;831.125;831.125;310.300;520.825
22712;PO1;Ver Stg Insth Sch md;2015;;326.090;;;83.658;;466.872;775.806;32.855;;67.959;876.620;876.620;326.090;550.530
22725;PO4;S.I.K.O.;2011;;1.493.277;1.074.404;;1.193.533;;1.717.924;3.243.568;405.617;;1.829.947;5.479.138;5.479.132;2.567.681;2.911.457
22725;PO4;S.I.K.O.;2012;;1.712.285;615.526;;1.313.105;;1.933.364;3.258.086;460.363;;1.855.827;5.574.280;5.574.276;2.327.811;3.246.469
22725;PO4;S.I.K.O.;2013;;1.858.008;456.648;;1.445.902;;2.440.645;3.749.618;540.820;;1.910.762;6.201.203;6.201.200;2.314.656;3.886.547
22725;PO4;S.I.K.O.;2014;;2.163.109;1.027.300;;1.287.022;;1.369.731;3.874.987;353.756;;1.618.416;5.847.162;5.847.159;3.190.409;2.656.753
22725;PO4;S.I.K.O.;2015;;2.204.913;932.610;;913.467;;2.079.573;3.985.131;533.855;;1.611.575;6.130.563;6.130.561;3.137.523;2.993.040
22765;PO1;Ver Verstr Ond te Lisse;2011;;814.650;;;84.609;;296.800;953.875;135.308;;106.876;1.196.059;1.196.059;814.650;381.409
22765;PO1;Ver Verstr Ond te Lisse;2012;;776.348;;;71.068;;427.800;1.025.500;140.164;;109.552;1.275.216;1.275.216;776.348;498.868
22765;PO1;Ver Verstr Ond te Lisse;2013;;728.897;;;56.481;;571.140;1.100.005;158.207;;98.306;1.356.518;1.356.518;728.897;627.621
22765;PO1;Ver Verstr Ond te Lisse;2014;;735.217;;;119.903;;561.117;1.137.737;139.035;;139.465;1.416.237;1.416.237;735.217;681.020
22765;PO1;Ver Verstr Ond te Lisse;2015;;800.544;;;68.068;;526.322;1.105.440;175.524;;113.970;1.394.934;1.394.934;800.544;594.390
23064;PO1;Ver Opr Insth Sch Geref;2011;;98.430;;;52.013;;253.527;138.021;131.904;;134.045;403.970;403.970;98.430;305.540
23064;PO1;Ver Opr Insth Sch Geref;2012;;89.076;;;38.915;;191.103;90.897;160.104;;68.093;319.094;319.094;89.076;230.018
23064;PO1;Ver Opr Insth Sch Geref;2013;;93.136;;;47.550;;207.192;105.780;179.103;;62.995;347.878;347.878;93.136;254.742
23064;PO1;Ver Opr Insth Sch Geref;2014;;79.433;;;49.747;;230.054;107.491;213.001;;38.742;359.234;359.234;79.433;279.801
23064;PO1;Ver Opr Insth Sch Geref;2015;;77.424;;;35.211;;140.188;129.863;47.555;;75.405;252.823;252.823;77.424;175.399
23128;PO5;Quo Vadis;2011;;3.569.892;;;3.791.992;;3.681.633;6.730.599;1.056.056;;3.256.862;11.043.517;11.043.517;3.569.892;7.473.625
23128;PO5;Quo Vadis;2012;;3.671.935;;;3.359.649;1.344.003;2.912.757;6.238.898;1.039.213;;4.010.233;11.288.344;11.288.344;3.671.935;7.616.409
23128;PO5;Quo Vadis;2013;;3.710.090;;;1.973.790;1.116.481;4.482.752;6.829.143;1.070.903;;3.383.067;11.283.113;11.283.113;3.710.090;7.573.023
23128;PO5;Quo Vadis;2014;;3.549.854;;;1.962.248;1.389.047;3.323.895;6.857.023;733.313;;2.634.708;10.225.044;10.225.044;3.549.854;6.675.190
23128;PO5;Quo Vadis;2015;;3.126.412;;;1.302.795;;6.038.842;6.876.406;1.254.214;;2.337.429;10.468.049;10.468.049;3.126.412;7.341.637
23337;PO2;Ver voor PCO Rhenen;2011;;207.005;;;186.387;;1.710.299;1.507.569;261.990;;334.132;2.103.691;2.103.691;207.005;1.896.686
23337;PO2;Ver voor PCO Rhenen;2012;;247.709;;;137.171;;1.673.476;1.593.223;262.353;;202.780;2.058.356;2.058.356;247.709;1.810.647
23337;PO2;Ver voor PCO Rhenen;2013;;275.107;;;139.441;;1.664.479;1.592.085;269.499;;217.443;2.079.027;2.079.027;275.107;1.803.920
23337;PO2;Ver voor PCO Rhenen;2014;;506.973;;;156.536;;1.162.672;1.466.166;136.065;;223.950;1.826.181;1.826.181;506.973;1.319.208
23337;PO2;Ver voor PCO Rhenen;2015;;507.312;;;160.891;;1.017.488;1.409.860;55.679;;220.152;1.685.691;1.685.691;507.312;1.178.379
23440;PO1;Schoolver Willemspark;2011;;106.778;;;132.360;;577.042;475.449;68.277;;272.454;816.180;816.180;106.778;709.402
23440;PO1;Schoolver Willemspark;2012;;109.217;;;125.936;;566.169;452.365;52.934;;296.023;801.322;801.322;109.217;692.105
23440;PO1;Schoolver Willemspark;2013;;131.585;;;123.581;;447.905;377.109;29.551;;296.411;703.071;703.071;131.585;571.486
23440;PO1;Schoolver Willemspark;2014;;132.173;;;141.720;;399.553;321.859;41.068;;310.519;673.446;673.446;132.173;541.273
23440;PO1;Schoolver Willemspark;2015;;106.893;;;104.492;;595.584;425.397;71.757;;309.815;806.969;806.969;106.893;700.076
23545;PO1;Ver Verstr v KL en LO;2011;;102.862;;;51.681;;650.546;587.429;125.317;;92.343;805.089;805.089;102.862;702.227
23545;PO1;Ver Verstr v KL en LO;2012;;95.799;;;39.201;;689.597;595.918;133.987;;94.692;824.597;824.597;95.799;728.798
23545;PO1;Ver Verstr v KL en LO;2013;;95.534;;;38.992;;651.649;579.666;114.725;;91.784;786.175;786.175;95.534;690.641
23545;PO1;Ver Verstr v KL en LO;2014;;120.133;;;62.129;;601.135;596.587;120.338;;66.472;783.397;783.397;120.133;663.264
23545;PO1;Ver Verstr v KL en LO;2015;;124.603;;;44.608;;598.807;594.811;102.491;;70.716;768.018;768.018;124.603;643.415
23674;PO2;Sch met de Bijbel;2011;;224.761;;;155.058;;1.525.330;705.996;28.949;;1.170.204;1.905.149;1.905.149;224.761;1.680.388
23674;PO2;Sch met de Bijbel;2012;;447.476;;;346.920;;366.691;619.271;146.484;;395.332;1.161.087;1.161.087;447.476;713.611
23674;PO2;Sch met de Bijbel;2013;;386.153;;;152.154;;531.367;664.979;59.332;;345.363;1.069.674;1.069.674;386.153;683.521
23674;PO2;Sch met de Bijbel;2014;;398.413;;;211.269;;390.091;665.088;122.398;;212.287;999.773;999.773;398.413;601.360
23674;PO2;Sch met de Bijbel;2015;;414.425;;;132.668;;415.870;616.183;117.957;;228.823;962.963;962.963;414.425;548.538
23805;PO2;Ver tt h Verstr v Ond;2011;;382.290;;;199.968;;449.408;748.130;97.571;;185.965;1.031.666;1.031.666;382.290;649.376
23805;PO2;Ver tt h Verstr v Ond;2012;;353.425;;;129.317;;570.659;767.204;98.387;;187.810;1.053.401;1.053.401;353.425;699.976
23805;PO2;Ver tt h Verstr v Ond;2013;;391.718;;;102.375;;764.608;889.271;106.646;;262.784;1.258.701;1.258.701;391.718;866.983
23805;PO2;Ver tt h Verstr v Ond;2014;;393.009;;;188.920;;721.242;930.772;105.936;;266.463;1.303.171;1.303.171;393.009;910.162
23805;PO2;Ver tt h Verstr v Ond;2015;;374.499;;;167.176;;843.066;950.536;130.934;;303.271;1.384.741;1.384.741;374.499;1.010.242
23883;PO2;Ver TT Verstr v BSO op;2011;;445.578;;;179.711;;1.342.710;1.524.769;243.548;;199.682;1.967.999;1.967.999;445.578;1.522.421
23883;PO2;Ver TT Verstr v BSO op;2012;;398.528;;;138.054;;1.520.947;1.539.068;279.233;;239.228;2.057.529;2.057.529;398.528;1.659.001
23883;PO2;Ver TT Verstr v BSO op;2013;;467.384;;;130.795;;1.540.831;1.669.828;273.648;;195.534;2.139.010;2.139.010;467.384;1.671.626
23883;PO2;Ver TT Verstr v BSO op;2014;;452.303;;;252.727;;1.470.456;1.691.635;277.535;;206.316;2.175.486;2.175.486;452.303;1.723.183
23883;PO2;Ver TT Verstr v BSO op;2015;;443.928;;;143.210;;1.582.151;1.654.680;323.123;;191.486;2.169.289;2.169.289;443.928;1.725.361
23948;PO1;Ver t Stg Insth Sch;2011;;183.757;;;42.534;;307.776;431.897;11.870;;90.300;534.067;534.067;183.757;350.310
23948;PO1;Ver t Stg Insth Sch;2012;;173.106;;;37.928;;374.874;464.555;12.790;;108.563;585.908;585.908;173.106;412.802
23948;PO1;Ver t Stg Insth Sch;2013;;161.526;;;40.713;;409.973;484.783;34.342;;93.087;612.212;612.212;161.526;450.686
23948;PO1;Ver t Stg Insth Sch;2014;;143.964;;;52.305;;403.123;491.267;16.343;;91.782;599.392;599.392;143.964;455.428
23948;PO1;Ver t Stg Insth Sch;2015;;138.750;;;43.720;;412.937;505.193;6.459;;83.755;595.407;595.407;138.750;456.657
23961;PO5;SPOLT;2011;;991.959;2.841.430;;998.422;380.035;2.158.379;4.196.203;889.764;;2.284.258;7.370.225;7.370.225;3.833.389;3.536.836
23961;PO5;SPOLT;2012;;972.362;2.505.685;;1.036.197;;2.525.607;4.391.915;1.065.939;;1.581.997;7.039.851;7.039.851;3.478.047;3.561.804
23961;PO5;SPOLT;2013;;885.821;2.729.480;;938.713;516.170;3.245.402;5.337.195;1.075.172;;1.903.219;8.315.586;8.315.586;3.615.301;4.700.285
23961;PO5;SPOLT;2014;;936.968;3.229.841;;1.100.336;99.100;3.613.368;5.642.664;1.294.168;;2.042.781;8.979.613;8.979.613;4.166.809;4.812.804
23961;PO5;SPOLT;2015;;896.700;2.317.756;;1.037.223;;5.522.715;5.970.913;1.676.103;;2.127.378;9.774.394;9.774.394;3.214.456;6.559.938
24065;PO1;Ver Herv Chr Ond Waspik;2011;;59.194;;;40.085;;217.711;138.535;49.239;20.004;109.214;316.990;316.992;59.194;257.796
24065;PO1;Ver Herv Chr Ond Waspik;2012;;43.326;;;32.725;;244.618;145.174;53.057;19.251;103.188;320.669;320.670;43.326;277.343
24065;PO1;Ver Herv Chr Ond Waspik;2013;;54.458;;;31.981;;252.853;156.912;53.302;18.497;110.580;339.292;339.291;54.458;284.834
24065;PO1;Ver Herv Chr Ond Waspik;2014;;43.047;;;31.447;;215.243;121.585;52.664;16.028;99.460;289.737;289.737;43.047;246.690
24065;PO1;Ver Herv Chr Ond Waspik;2015;;48.193;;;28.775;;222.776;136.149;49.804;15.550;98.241;299.744;299.744;48.193;251.551
24078;PO1;Ver v Prot Chr Basisond;2011;;154.428;;;82.788;;80.177;112.070;114.649;;90.675;317.393;317.394;154.428;162.965
