PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;CLUSTER;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEEFTIJD_JONGER;LEEFTIJD_4;LEEFTIJD_5;LEEFTIJD_6;LEEFTIJD_7;LEEFTIJD_8;LEEFTIJD_9;LEEFTIJD_10;LEEFTIJD_11;LEEFTIJD_12;LEEFTIJD_13;LEEFTIJD_14;LEEFTIJD_15;LEEFTIJD_16;LEEFTIJD_17;LEEFTIJD_18;LEEFTIJD_19;LEEFTIJD_20;LEEFTIJD_21;LEEFTIJD_22;LEEFTIJD_23;LEEFTIJD_24;LEEFTIJD_OUDER;TOTAAL
20151001;00DA;00;Chr BS Betrouwen;9243SJ;BAKKEVEEN;  86;Opsterland;Friesland;Bo;nvt;Protestants-Christelijk;30051;0;3;9;11;10;10;10;8;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;72
20151001;00DD;00;Basissch Het Startnest;1422LE;UITHOORN; 451;Uithoorn;Noord-Holland;Bo;nvt;Rooms-Katholiek;30090;0;28;39;32;41;38;34;30;33;4;0;0;0;0;0;0;0;0;0;0;0;0;0;279
20151001;00DM;00;De Bolderik;5473PG;HEESWIJK-DINTHER;1721;Bernheze;Noord-Brabant;Bo;nvt;Openbaar;13674;0;10;11;22;17;14;25;20;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;133
20151001;00DN;00;De Bundeling;6241BB;BUNDE; 938;Meerssen;Limburg;Bo;nvt;Openbaar;42669;0;17;18;22;22;21;25;18;24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;168
20151001;00DO;00;Van Rijckevorsel;3151CJ;HOEK VAN HOLLAND; 599;Rotterdam;Zuid-Holland;Bo;nvt;Openbaar;41775;0;17;21;13;17;11;21;15;19;5;1;0;0;0;0;0;0;0;0;0;0;0;0;140
20151001;00DW;00;De Trompetter;6986AT;ANGERLO; 299;Zevenaar;Gelderland;Bo;nvt;Rooms-Katholiek;61284;0;16;19;24;10;20;18;18;21;4;0;0;0;0;0;0;0;0;0;0;0;0;0;150
20151001;00DX;00;Vrije School Assen;9404KK;ASSEN; 106;Assen;Drenthe;Bo;nvt;Antroposofisch;77456;0;19;29;19;18;24;23;17;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;170
20151001;00DY;00;Basisschool De Wegwijzer;8084GK;'T HARDE; 230;Elburg;Gelderland;Bo;nvt;Gereformeerd vrijgemaakt;41632;0;14;18;14;17;10;10;16;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110
20151001;00DZ;00;Agnieten-School;8081NB;ELBURG; 230;Elburg;Gelderland;Bo;nvt;Rooms-Katholiek;40950;0;3;10;7;6;12;21;13;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81
20151001;00EB;00;Bs Het Telraam;5441AK;OEFFELT; 756;Boxmeer;Noord-Brabant;Bo;nvt;Rooms-Katholiek;48348;0;16;24;19;24;19;28;35;26;5;0;0;0;0;0;0;0;0;0;0;0;0;0;196
20151001;00EH;00;Geref SSBO De Cirkel;2907TK;CAPELLE AAN DEN IJSSEL; 502;Capelle aan den IJssel;Zuid-Holland;Sbo;nvt;Gereformeerd vrijgemaakt;41646;0;0;0;2;5;6;9;10;14;12;0;0;0;0;0;0;0;0;0;0;0;0;0;58
20151001;00EI;00;Reform Basisschool;3286BC;KLAASWAAL; 611;Cromstrijen;Zuid-Holland;Bo;nvt;Reformatorisch;30133;0;21;15;12;18;20;14;18;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;134
20151001;00EM;00;SSBO De Wijngaard;2992KK;BARENDRECHT; 489;Barendrecht;Zuid-Holland;Sbo;nvt;Reformatorisch;30185;0;2;4;9;20;20;35;35;21;14;0;0;0;0;0;0;0;0;0;0;0;0;0;160
20151001;00FE;00;Geref Basissch De Halm;4286BV;ALMKERK; 874;Woudrichem;Noord-Brabant;Bo;nvt;Gereformeerd vrijgemaakt;41646;0;11;5;7;10;3;12;8;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;68
20151001;00FG;00;BS De Triangel;7557KJ;HENGELO OV; 164;Hengelo;Overijssel;Bo;nvt;Gereformeerd vrijgemaakt;41624;0;8;13;11;5;18;15;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95
20151001;00FI;00;Samenw Basisschool Pork;9561CB;TER APEL;  48;Vlagtwedde;Groningen;Bo;nvt;Algemeen bijzonder;45000;0;33;19;40;27;24;25;22;25;5;0;0;0;0;0;0;0;0;0;0;0;0;0;220
20151001;00FQ;00;Montessori BS De Kraal;4691HT;THOLEN; 716;Tholen;Zeeland;Bo;nvt;Algemeen bijzonder;30124;0;8;3;9;10;11;6;13;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;66
20151001;00GQ;00;Rehoboth Basisschool;2404GM;ALPHEN AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;Bo;nvt;Reformatorisch;20183;0;16;15;14;21;16;23;21;17;3;1;0;0;0;0;0;0;0;0;0;0;0;0;147
20151001;00GR;00;Kristal;8181VZ;HEERDE; 246;Heerde;Gelderland;Bo;nvt;Gereformeerd vrijgemaakt;41632;0;21;12;11;18;7;10;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;92
20151001;00GU;00;De Reinboge;8732EE;KUBAARD; 140;Littenseradiel;Friesland;Bo;nvt;Algemeen bijzonder;41856;0;0;2;0;2;0;5;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16
20151001;00GV;00;Basisschool Maria-School;7661RA;VASSE; 183;Tubbergen;Overijssel;Bo;nvt;Rooms-Katholiek;50949;0;15;24;15;16;23;17;25;28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;164
20151001;00GX;00;RK BS St Jacobus;6675BB;VALBURG;1734;Overbetuwe;Gelderland;Bo;nvt;Rooms-Katholiek;28147;0;11;18;8;9;12;21;20;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;111
20151001;00GZ;00;Maharishi Basisschool;8226LP;LELYSTAD; 995;Lelystad;Flevoland;Bo;nvt;Algemeen bijzonder;41335;0;16;13;19;11;21;11;10;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;115
20151001;00HA;00;Ref Basissch Augustinus;3851BH;ERMELO; 233;Ermelo;Gelderland;Bo;nvt;Reformatorisch;30128;0;31;32;26;28;32;37;30;31;6;0;0;0;0;0;0;0;0;0;0;0;0;0;253
20151001;00HH;00;OBS De Vliete;4491GB;WISSENKERKE;1695;Noord-Beveland;Zeeland;Bo;nvt;Openbaar;41670;0;8;7;10;15;7;6;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77
20151001;00HZ;00;Klavertje 4;3421XL;OUDEWATER; 589;Oudewater;Utrecht;Bo;nvt;Algemeen bijzonder;20252;0;20;22;22;27;23;25;28;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;200
20151001;00IF;00;RK BS Heilig Hart;7666LH;FLERINGEN; 183;Tubbergen;Overijssel;Bo;nvt;Rooms-Katholiek;50949;0;8;3;13;8;13;16;13;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;90
20151001;00IH;00;De Horizon;6835HZ;ARNHEM; 202;Arnhem;Gelderland;Sbo;nvt;Rooms-Katholiek;40812;0;5;12;15;10;19;24;27;27;9;0;0;0;0;0;0;0;0;0;0;0;0;0;148
20151001;00IJ;00;PC BS De Schaapskooi;7443HC;NIJVERDAL; 163;Hellendoorn;Overijssel;Bo;nvt;Protestants-Christelijk;85600;0;24;25;21;34;34;37;41;36;6;0;0;0;0;0;0;0;0;0;0;0;0;0;258
20151001;00IM;00;Joos v Larensch;4341ER;ARNEMUIDEN; 687;Middelburg;Zeeland;Bo;nvt;Reformatorisch;30145;0;14;18;14;16;17;8;9;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;113
20151001;00JH;00;SSBO De Kameleon;7901JN;HOOGEVEEN; 118;Hoogeveen;Drenthe;Sbo;nvt;Algemeen bijzonder;41414;0;1;1;7;2;9;13;8;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;61
20151001;00JL;00;SSBO Kingma;3817GA;AMERSFOORT; 307;Amersfoort;Utrecht;Sbo;nvt;Algemeen bijzonder;21881;0;21;16;20;15;6;26;26;28;14;1;0;0;0;0;0;0;0;0;0;0;0;0;173
20151001;00JX;00;SSBO Wending;1187BT;AMSTELVEEN; 362;Amstelveen;Noord-Holland;Sbo;nvt;Openbaar;41580;0;0;0;2;11;8;16;24;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;83
20151001;00JY;00;SSBO Kompas;1784MC;DEN HELDER; 400;Den Helder;Noord-Holland;Sbo;nvt;Algemeen bijzonder;30742;0;7;8;10;12;22;17;24;23;6;0;0;0;0;0;0;0;0;0;0;0;0;0;129
20151001;00KK;00;Mytylschool De Kiem;3318AA;DORDRECHT; 505;Dordrecht;Zuid-Holland;So;3/4;Algemeen bijzonder;41417;0;10;18;13;23;18;26;25;32;19;3;0;0;0;0;0;0;0;0;0;0;0;0;187
20151001;00KK;00;Mytylschool De Kiem;3318AA;DORDRECHT; 505;Dordrecht;Zuid-Holland;Vso;3/4;Algemeen bijzonder;41417;0;0;0;0;0;0;0;0;0;0;2;3;2;1;2;2;0;0;0;0;0;0;0;12
20151001;00KM;00;Attendiz;7556PE;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;1;11;14;15;16;3;0;0;0;0;0;0;0;0;60
20151001;00KM;21;Scholengroep Twente Speciaal;7604JE;ALMELO; 141;Almelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;5;11;10;7;5;8;0;1;0;1;0;0;48
20151001;00KM;22;Scholengroep Twente Speciaal;7602XR;ALMELO; 141;Almelo;Overijssel;So;3/4;Algemeen bijzonder;25859;0;0;0;3;9;22;13;26;30;12;0;0;0;0;0;0;0;0;0;0;0;0;0;115
20151001;00KM;23;Scholengroep Twente Speciaal;7604JE;ALMELO; 141;Almelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;15;22;15;33;32;42;36;32;20;14;4;1;0;0;266
20151001;00KM;32;De Bouwsteen;7555SG;HENGELO OV; 164;Hengelo;Overijssel;So;3/4;Algemeen bijzonder;25859;0;0;0;0;1;2;5;2;3;7;1;0;0;0;0;0;0;0;0;0;0;0;0;21
20151001;00KM;32;De Bouwsteen;7555SG;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;1;14;12;18;14;8;3;0;0;0;0;0;0;0;70
20151001;00KM;33;De Kapstok;7554TP;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;3;3;3;2;0;0;0;0;16
20151001;00KM;34;De Kapstok;7556BV;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;1;2;0;1;0;0;0;11
20151001;00KM;35;De Kapstok;7554RL;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;2;0;3;4;0;6;1;3;0;0;0;0;0;19
20151001;00KM;36;De Kapstok;7555CS;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;5;7;11;10;11;1;1;0;0;0;0;46
20151001;00KM;38;De Kapstok;7553CK;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;3
20151001;00KM;39;De Kapstok;7556BV;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;2;2;0;0;0;0;11
20151001;00KM;40;De Kapstok;7556BV;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;4
20151001;00KM;41;De Zevensprong;7552MT;HENGELO OV; 164;Hengelo;Overijssel;So;3/4;Algemeen bijzonder;25859;0;4;15;23;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
20151001;00KM;42;Het Mozaiek;7552JR;HENGELO OV; 164;Hengelo;Overijssel;So;3/4;Algemeen bijzonder;25859;0;0;0;3;18;22;28;43;37;16;1;0;0;0;0;0;0;0;0;0;0;0;0;168
20151001;00KM;43;Onder de Kap;7552HA;HENGELO OV; 164;Hengelo;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;10;14;14;15;15;3;0;0;0;0;0;0;0;0;71
20151001;00KM;47;De Kapstok;7575CB;OLDENZAAL; 173;Oldenzaal;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;6;2;2;0;0;0;0;0;14
20151001;00KM;48;De Kapstok;7475NZ;MARKELO;1735;Hof van Twente;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;5;1;0;0;0;0;0;10
20151001;00KM;49;De Kapstok;7547TE;ENSCHEDE; 153;Enschede;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;0;0;0;0;4;1;6;3;5;3;0;0;0;0;0;22
20151001;00KM;50;Het Mozaiek;7523DC;ENSCHEDE; 153;Enschede;Overijssel;So;3/4;Algemeen bijzonder;25859;0;0;0;3;12;14;18;25;26;7;0;0;0;0;0;0;0;0;0;0;0;0;0;105
20151001;00KM;52;Panta Rhei;7522AR;ENSCHEDE; 153;Enschede;Overijssel;Vso;3/4;Algemeen bijzonder;25859;0;0;0;0;0;0;0;0;2;24;20;21;10;5;2;0;0;0;0;0;0;0;0;84
20151001;00KM;53;Het Sloepje;7544DB;ENSCHEDE; 153;Enschede;Overijssel;So;3/4;Algemeen bijzonder;25859;0;8;21;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37
20151001;00KM;55;Attendiz;7601CT;ALMELO; 141;Almelo;Overijssel;So;3/4;Algemeen bijzonder;25859;1;8;23;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
20151001;00KU;00;SBO de Windroos;6545LX;NIJMEGEN; 268;Nijmegen;Gelderland;Sbo;nvt;Protestants-Christelijk;29810;0;0;0;4;7;19;15;28;31;13;0;0;0;0;0;0;0;0;0;0;0;0;0;117
20151001;00KX;00;Herman Broerenschool;6045GL;ROERMOND; 957;Roermond;Limburg;So;3/4;Rooms-Katholiek;26132;0;1;2;5;9;7;9;9;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;58
20151001;00KX;00;Herman Broerenschool;6045GL;ROERMOND; 957;Roermond;Limburg;Vso;3/4;Rooms-Katholiek;26132;0;0;0;0;0;0;0;0;0;4;13;13;17;16;12;9;8;1;0;0;0;0;0;93
20151001;00KZ;00;SSBO Het Zilverlicht;5143GH;WAALWIJK; 867;Waalwijk;Noord-Brabant;Sbo;nvt;Rooms-Katholiek;71008;0;3;5;11;15;16;21;27;34;24;3;0;0;0;0;0;0;0;0;0;0;0;0;159
20151001;00LD;00;School Lyndensteyn;9244CL;BEETSTERZWAAG;  86;Opsterland;Friesland;So;3/4;Algemeen bijzonder;42665;0;5;10;14;18;7;17;26;15;16;1;0;0;0;0;0;0;0;0;0;0;0;0;129
20151001;00LD;00;School Lyndensteyn;9244CL;BEETSTERZWAAG;  86;Opsterland;Friesland;Vso;3/4;Algemeen bijzonder;42665;0;0;0;0;0;0;0;0;0;2;21;20;20;11;11;5;1;0;0;0;0;0;0;91
20151001;00LH;00;Prins W Alexanderschool;5502JT;VELDHOVEN; 861;Veldhoven;Noord-Brabant;So;3/4;Rooms-Katholiek;77338;0;0;2;4;5;5;11;11;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;55
20151001;00LH;00;Prins W Alexanderschool;5502JT;VELDHOVEN; 861;Veldhoven;Noord-Brabant;Vso;3/4;Rooms-Katholiek;77338;0;0;0;0;0;0;0;0;0;5;17;15;17;19;8;12;6;1;0;0;0;0;0;100
20151001;00LS;00;SBO Het Palet;6006AH;WEERT; 988;Weert;Limburg;Sbo;nvt;Rooms-Katholiek;50819;0;1;1;6;11;9;19;26;20;24;0;0;0;0;0;0;0;0;0;0;0;0;0;117
20151001;00MI;00;SSBO De Piramide;5531BX;BLADEL;1728;Bladel;Noord-Brabant;Sbo;nvt;Rooms-Katholiek;44201;0;4;10;12;7;19;16;22;30;17;3;0;0;0;0;0;0;0;0;0;0;0;0;140
20151001;00MN;00;Chr SSBO De Burcht;2983AK;RIDDERKERK; 597;Ridderkerk;Zuid-Holland;Sbo;nvt;Protestants-Christelijk;80433;0;5;7;1;15;22;27;26;23;18;0;0;0;0;0;0;0;0;0;0;0;0;0;144
20151001;00MS;00;SSBO Prof Waterink;7772CX;HARDENBERG; 160;Hardenberg;Overijssel;Sbo;nvt;Protestants-Christelijk;40946;0;4;4;9;11;10;23;22;22;17;0;0;0;0;0;0;0;0;0;0;0;0;0;122
20151001;00MU;00;De Witakker;8572WG;RIJS;1921;De Friese Meren;Friesland;So;3/4;Algemeen bijzonder;41414;0;0;1;1;2;1;7;5;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;28
20151001;00MU;00;De Witakker;8572WG;RIJS;1921;De Friese Meren;Friesland;Vso;3/4;Algemeen bijzonder;41414;0;0;0;0;0;0;0;0;0;1;9;6;10;7;4;1;0;0;0;0;0;0;0;38
20151001;00MU;07;De Witakker;8608WK;SNEEK;1900;Súdwest-Fryslân;Friesland;So;3/4;Algemeen bijzonder;41414;0;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
20151001;00MY;00;SSBO De Springplank;4532BX;TERNEUZEN; 715;Terneuzen;Zeeland;Sbo;nvt;Algemeen bijzonder;40876;0;2;4;5;11;10;22;23;32;19;0;0;0;0;0;0;0;0;0;0;0;0;0;128
20151001;00NT;00;Prof Dr Leo Kannerschool;2342AK;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;So;3/4;Algemeen bijzonder;30968;0;0;4;8;10;22;19;27;37;20;7;0;0;0;0;0;0;0;0;0;0;0;0;154
20151001;00NT;01;Prof Dr Leo Kannerschool;2713VM;ZOETERMEER; 637;Zoetermeer;Zuid-Holland;So;3/4;Algemeen bijzonder;30968;0;1;0;4;13;5;9;9;9;7;4;0;0;0;0;0;0;0;0;0;0;0;0;61
20151001;00NT;02;Prof. Dr. Leo Kannerschool;2352CZ;LEIDERDORP; 547;Leiderdorp;Zuid-Holland;Vso;3/4;Algemeen bijzonder;30968;0;0;0;0;0;0;0;0;0;3;12;14;19;20;5;2;0;0;0;0;0;0;0;75
20151001;00NT;03;Prof Dr Leo Kannerschool;2324JM;LEIDEN; 546;Leiden;Zuid-Holland;Vso;3/4;Algemeen bijzonder;30968;0;0;0;0;0;0;0;0;1;30;45;49;60;47;28;17;5;1;1;0;0;0;0;284
20151001;00NT;05;Prof Dr Leo Kannerschool;2343SZ;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;Vso;3/4;Algemeen bijzonder;30968;0;0;0;0;0;0;0;0;0;21;44;61;54;55;27;7;0;0;0;0;0;0;0;269
20151001;00NT;08;Prof Dr Leo Kannerschool;2803RT;GOUDA; 513;Gouda;Zuid-Holland;So;3/4;Algemeen bijzonder;30968;0;0;0;1;2;0;4;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14
20151001;00NT;09;Prof Dr Leo Kannerschool;2342AK;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;So;3/4;Algemeen bijzonder;30968;0;0;0;0;4;3;4;4;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;27
20151001;00NT;09;Prof Dr Leo Kannerschool;2342AK;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;Vso;3/4;Algemeen bijzonder;30968;0;0;0;0;0;0;0;0;1;1;4;9;9;6;4;2;0;0;0;0;0;0;0;36
20151001;00NY;00;SSBO De Veste;4691CK;THOLEN; 716;Tholen;Zeeland;Sbo;nvt;Algemeen bijzonder;40876;0;0;0;3;1;3;5;10;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;35
20151001;00OJ;00;Klimopschool;4335XG;MIDDELBURG; 687;Middelburg;Zeeland;So;3/4;Algemeen bijzonder;41312;0;0;3;3;2;6;4;2;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;36
20151001;00OJ;00;Klimopschool;4335XG;MIDDELBURG; 687;Middelburg;Zeeland;Vso;3/4;Algemeen bijzonder;41312;0;0;0;0;0;0;0;0;0;4;14;12;13;10;12;11;13;2;0;0;0;0;0;91
20151001;00ON;00;PI-School;6522JV;NIJMEGEN; 268;Nijmegen;Gelderland;So;3/4;Rooms-Katholiek;32216;0;0;0;0;0;7;24;27;34;13;1;0;0;0;0;0;0;0;0;0;0;0;0;106
20151001;00ON;01;PI Sch Ubbergen Nijmegen;4001RC;TIEL; 281;Tiel;Gelderland;So;3/4;Rooms-Katholiek;32216;0;4;9;10;11;9;13;21;17;8;1;0;0;0;0;0;0;0;0;0;0;0;0;103
20151001;00ON;02;Paedologisch Instituutschool;6532AL;NIJMEGEN; 268;Nijmegen;Gelderland;So;3/4;Rooms-Katholiek;32216;0;14;19;24;19;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85
20151001;00OQ;00;Korte Vlietsch voor ZMLK;2324CR;LEIDEN; 546;Leiden;Zuid-Holland;So;3/4;Algemeen bijzonder;41805;0;0;3;2;7;10;14;11;12;10;3;0;0;0;0;0;0;0;0;0;0;0;0;72
