PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;CLUSTER;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEEFTIJD_JONGER;LEEFTIJD_4;LEEFTIJD_5;LEEFTIJD_6;LEEFTIJD_7;LEEFTIJD_8;LEEFTIJD_9;LEEFTIJD_10;LEEFTIJD_11;LEEFTIJD_12;LEEFTIJD_13;LEEFTIJD_14;LEEFTIJD_15;LEEFTIJD_16;LEEFTIJD_17;LEEFTIJD_18;LEEFTIJD_19;LEEFTIJD_20;LEEFTIJD_21;LEEFTIJD_22;LEEFTIJD_23;LEEFTIJD_24;LEEFTIJD_OUDER;TOTAAL
20151001;05XF;00;Basisschool De Zaaier;9541AX;VLAGTWEDDE;  48;Vlagtwedde;Groningen;Bo;nvt;Protestants-Christelijk;41358;0;23;23;19;21;14;17;18;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;157
20151001;05XH;00;Basisschool De Tarissing;8843KE;SPANNUM; 140;Littenseradiel;Friesland;Bo;nvt;Protestants-Christelijk;42604;0;4;6;5;5;3;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
20151001;05XI;00;Basisschool Paadwizer;8763MS;PARREGA;1900;Súdwest-Fryslân;Friesland;Bo;nvt;Protestants-Christelijk;42604;0;2;8;6;5;10;4;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;46
20151001;05XQ;00;School Met De Bijbel;6668AN;RANDWIJK;1734;Overbetuwe;Gelderland;Bo;nvt;Reformatorisch;41827;0;14;11;18;10;14;17;17;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;114
20151001;05XR;00;Basisschool De Terebint;6659BX;WAMEL; 668;West Maas en Waal;Gelderland;Bo;nvt;Protestants-Christelijk;41460;0;11;4;12;3;3;6;10;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57
20151001;05XT;00;De Driehoek;6913AC;AERDT; 196;Rijnwaarden;Gelderland;Bo;nvt;Openbaar;77235;0;5;3;5;5;3;4;4;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;36
20151001;05XU;00;Basisschool Markvelde;7478PL;DIEPENHEIM;1735;Hof van Twente;Overijssel;Bo;nvt;Openbaar;41785;0;2;1;2;7;3;6;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32
20151001;05XW;00;Obs Bredeschool De Springplank;8141ET;HEINO; 177;Raalte;Overijssel;Bo;nvt;Openbaar;41491;0;33;15;24;30;21;36;35;31;3;0;0;0;0;0;0;0;0;0;0;0;0;0;228
20151001;05XX;00;Openbare Basisschool;7255XT;HENGELO GLD;1876;Bronckhorst;Gelderland;Bo;nvt;Openbaar;41371;0;8;12;12;10;13;37;17;21;4;0;0;0;0;0;0;0;0;0;0;0;0;0;134
20151001;05XZ;00;Basisschool De Vlieten;2678PB;DE LIER;1783;Westland;Zuid-Holland;Bo;nvt;Openbaar;41455;0;34;27;23;37;22;27;18;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;212
20151001;05YA;00;WereldKidz Kievitt;3738EB;MAARTENSDIJK; 310;De Bilt;Utrecht;Bo;nvt;Openbaar;41496;0;14;7;12;13;13;11;14;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;94
20151001;05YC;00;Basisschool De Brink;6043SG;ROERMOND; 957;Roermond;Limburg;Bo;nvt;Openbaar;41692;0;59;61;63;42;40;48;32;38;9;1;0;0;0;0;0;0;0;0;0;0;0;0;393
20151001;05YD;00;OBS K Zwartschool;7261GH;RUURLO;1859;Berkelland;Gelderland;Bo;nvt;Openbaar;41413;0;34;49;34;42;45;46;43;53;8;0;0;0;0;0;0;0;0;0;0;0;0;0;354
20151001;05YE;00;OBS Het Bolwerk;2172HD;SASSENHEIM;1525;Teylingen;Zuid-Holland;Bo;nvt;Openbaar;41362;0;30;26;18;25;31;20;34;39;2;0;0;0;0;0;0;0;0;0;0;0;0;0;225
20151001;05YK;00;Christelijke Basisschool;5314AT;BRUCHEM; 297;Zaltbommel;Gelderland;Bo;nvt;Protestants-Christelijk;20012;0;27;19;28;23;22;26;22;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;193
20151001;05YL;00;Basisschool De Paadwizer;8434NN;WASKEMEER;  85;Ooststellingwerf;Friesland;Bo;nvt;Protestants-Christelijk;41282;0;6;5;3;4;6;8;10;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57
20151001;05YM;00;SSBO De Koppeling;3086BJ;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Sbo;nvt;Protestants-Christelijk;47595;0;0;1;1;7;18;14;28;29;6;0;0;0;0;0;0;0;0;0;0;0;0;0;104
20151001;05YP;00;Basissch Deldenerbroek;7495TC;AMBT DELDEN;1735;Hof van Twente;Overijssel;Bo;nvt;Openbaar;41785;0;2;2;0;7;5;2;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28
20151001;05YQ;00;Basisschool De Regenboog;4671ES;DINTELOORD; 851;Steenbergen;Noord-Brabant;Bo;nvt;Openbaar;41778;0;6;5;9;11;10;8;12;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;74
20151001;05YR;00;Basisschool De Mieden;9651AP;MEEDEN;1987;Menterwolde;Groningen;Bo;nvt;Openbaar;41780;0;5;7;9;3;9;8;9;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;59
20151001;05YS;00;Basisschool 'T Smelleken;5554JM;VALKENSWAARD; 858;Valkenswaard;Noord-Brabant;Bo;nvt;Openbaar;41662;0;37;43;45;38;41;49;44;59;4;0;0;0;0;0;0;0;0;0;0;0;0;0;360
20151001;05YT;00;Basisschool Berg;6325CN;BERG EN TERBLIJT; 994;Valkenburg aan de Geul;Limburg;Bo;nvt;Openbaar;42669;0;24;31;31;33;23;25;24;27;7;0;0;0;0;0;0;0;0;0;0;0;0;0;225
20151001;05YW;00;RK Basisschool Den Dijk;5409AD;ODILIAPEEL; 856;Uden;Noord-Brabant;Bo;nvt;Rooms-Katholiek;32177;0;12;21;25;21;19;20;13;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;156
20151001;05YX;00;Parkschool voor ZMOK;2406JD;ALPHEN AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;Vso;3/4;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;4;15;17;33;39;14;4;0;0;1;0;0;0;0;127
20151001;05YX;02;Parkschool voor ZMOK;2806HM;GOUDA; 513;Gouda;Zuid-Holland;So;3/4;Algemeen bijzonder;62077;0;1;11;3;5;3;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;38
20151001;05YX;02;Parkschool voor ZMOK;2806HM;GOUDA; 513;Gouda;Zuid-Holland;Vso;3/4;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;3;6;7;6;18;7;4;2;0;0;0;0;0;0;53
20151001;05YX;03;Parkschool voor ZMOK;3317JM;DORDRECHT; 505;Dordrecht;Zuid-Holland;Vso;3/4;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;5;5;21;20;4;1;0;0;0;0;0;0;0;56
20151001;05YX;10;Roffa College;3061DG;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Vso;3/4;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;1;2;6;6;1;2;0;0;0;0;0;0;0;18
20151001;05YX;12;Schakenbosch College;2263SZ;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Vso;3/4;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;2;5;7;7;10;3;1;2;0;0;0;0;0;37
20151001;05YX;13;Schakenbosch College;2263SZ;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Vso;3/4;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;2;7;8;16;10;2;0;0;0;0;0;0;0;45
20151001;05YX;14;Argos College;2171LB;SASSENHEIM;1525;Teylingen;Zuid-Holland;Vso;3/4;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;1;1;5;5;19;16;20;8;0;0;0;0;0;0;0;75
20151001;05YX;15;Parkschool voor ZMOK;2402NM;ALPHEN AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;So;3/4;Algemeen bijzonder;62077;1;5;5;3;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;19
20151001;05ZE;00;Basisschool Den Velde;7786BH;DEN VELDE; 160;Hardenberg;Overijssel;Bo;nvt;Openbaar;41630;0;9;5;3;9;6;5;11;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;55
20151001;05ZF;00;De Tweemaster;2161KL;LISSE; 553;Lisse;Zuid-Holland;Bo;nvt;Openbaar;41362;0;54;48;46;53;42;45;47;41;12;1;0;0;0;0;0;0;0;0;0;0;0;0;389
20151001;05ZG;00;Basisschool 'T Ravelijn;5371BB;RAVENSTEIN; 828;Oss;Noord-Brabant;Bo;nvt;Openbaar;13674;0;10;15;11;19;13;14;21;18;6;1;0;0;0;0;0;0;0;0;0;0;0;0;128
20151001;05ZH;00;Basissch De Berkenhorst;7951JS;STAPHORST; 180;Staphorst;Overijssel;Bo;nvt;Openbaar;41629;0;8;12;11;7;16;7;10;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;86
20151001;05ZI;00;BS de Speelwagen;1687RA;WOGNUM; 420;Medemblik;Noord-Holland;Bo;nvt;Openbaar;41421;0;27;17;18;20;9;18;10;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;128
20151001;05ZN;00;SSBO Het Kompas;2135HA;HOOFDDORP; 394;Haarlemmermeer;Noord-Holland;Sbo;nvt;Algemeen bijzonder;41008;0;0;0;3;7;16;20;23;26;13;0;0;0;0;0;0;0;0;0;0;0;0;0;108
20151001;05ZQ;00;De Lispeltuut;4356BG;OOSTKAPELLE; 717;Veere;Zeeland;Bo;nvt;Openbaar;42610;0;10;8;8;9;7;8;16;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;82
20151001;05ZR;00;De Appelhof;6652BE;DRUTEN; 225;Druten;Gelderland;Bo;nvt;Openbaar;41340;0;38;45;44;51;39;62;57;58;12;0;0;0;0;0;0;0;0;0;0;0;0;0;406
20151001;05ZS;00;Basisschool De Zuidwend;3755BG;EEMNES; 317;Eemnes;Utrecht;Bo;nvt;Openbaar;41376;0;19;21;29;31;27;27;27;28;6;0;0;0;0;0;0;0;0;0;0;0;0;0;215
20151001;05ZT;00;Basisschool De Tichelaar;6691CJ;GENDT;1705;Lingewaard;Gelderland;Bo;nvt;Openbaar;41013;0;23;26;28;30;30;19;27;24;4;1;0;0;0;0;0;0;0;0;0;0;0;0;212
20151001;05ZU;00;Basissch De Samensprong;5971AN;GRUBBENVORST;1507;Horst aan de Maas;Limburg;Bo;nvt;Openbaar;41398;0;25;13;18;19;21;19;26;24;5;0;0;0;0;0;0;0;0;0;0;0;0;0;170
20151001;05ZV;00;Basisschool De Bongerd;6997AK;HOOG-KEPPEL;1876;Bronckhorst;Gelderland;Bo;nvt;Openbaar;41371;0;1;2;6;5;9;5;8;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;48
20151001;05ZW;00;WereldKidz Meander;3956EW;LEERSUM;1581;Utrechtse Heuvelrug;Utrecht;Bo;nvt;Openbaar;41496;0;27;21;29;26;23;26;21;31;3;0;0;0;0;0;0;0;0;0;0;0;0;0;207
20151001;05ZX;00;De Regenboog;5694SC;SON EN BREUGEL; 848;Son en Breugel;Noord-Brabant;Bo;nvt;Openbaar;41860;0;14;14;9;14;12;8;10;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;93
20151001;05ZY;00;Basissch De Zandheuvel;4147ED;ASPEREN; 733;Lingewaal;Gelderland;Bo;nvt;Openbaar;41638;0;9;18;19;12;20;18;20;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128
20151001;05ZZ;00;Daltonschool Het Ravelijn;6932CA;WESTERVOORT; 293;Westervoort;Gelderland;Bo;nvt;Openbaar;77235;0;23;31;32;31;34;26;41;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;248
20151001;06AF;00;Vrije School Valentijn;3844EL;HARDERWIJK; 243;Harderwijk;Gelderland;Bo;nvt;Antroposofisch;77456;0;14;26;31;22;26;30;17;31;5;0;0;0;0;0;0;0;0;0;0;0;0;0;202
20151001;06AG;00;Maria-School;7667PS;REUTUM; 183;Tubbergen;Overijssel;Bo;nvt;Rooms-Katholiek;50949;0;16;23;19;15;15;15;23;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;149
20151001;06AI;00;Openbare Bs De Noordster;4613GP;BERGEN OP ZOOM; 748;Bergen op Zoom;Noord-Brabant;Bo;nvt;Openbaar;41778;0;17;22;25;28;15;26;26;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;189
20151001;06AK;00;Opb Basisschool Treebeek;6446AK;BRUNSSUM; 899;Brunssum;Limburg;Bo;nvt;Openbaar;41516;0;13;13;13;15;16;19;11;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;118
20151001;06AL;00;SWS Op Wier;9891BE;EZINGE;  53;Winsum;Groningen;Bo;nvt;Openbaar;13683;0;7;7;14;13;9;9;15;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85
20151001;06AM;00;Basissch De Springplank;2391AX;HAZERSWOUDE-DORP; 484;Alphen aan den Rijn;Zuid-Holland;Bo;nvt;Openbaar;41431;0;16;20;22;12;25;18;28;22;6;0;0;0;0;0;0;0;0;0;0;0;0;0;169
20151001;06AN;00;Nieuweschool;5981DS;PANNINGEN;1894;Peel en Maas;Limburg;Bo;nvt;Openbaar;47959;0;12;15;11;15;24;27;28;20;8;1;0;0;0;0;0;0;0;0;0;0;0;0;161
20151001;06AO;00;O D B S  Nijenstein;9997NG;ZANDEWEER;1651;Eemsmond;Groningen;Bo;nvt;Openbaar;13683;0;11;5;6;13;7;12;6;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70
20151001;06AP;00;Basisschool De Meridiaan;1671JZ;MEDEMBLIK; 420;Medemblik;Noord-Holland;Bo;nvt;Openbaar;41421;0;13;15;9;15;16;17;13;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;116
20151001;06AQ;00;Basisschool De Lindehof;9342PL;EEN;1699;Noordenveld;Drenthe;Bo;nvt;Openbaar;11711;0;6;5;6;5;5;9;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
20151001;06AY;00;Obs Jan Hekman;1191JP;OUDERKERK AAN DE AMSTEL; 437;Ouder-Amstel;Noord-Holland;Bo;nvt;Openbaar;41580;1;60;48;49;63;51;63;59;62;8;0;0;0;0;0;0;0;0;0;0;0;0;0;464
20151001;06AZ;00;Basisschool Flora;2931RP;KRIMPEN AAN DE LEK;1931;Krimpenerwaard;Zuid-Holland;Bo;nvt;Openbaar;41401;0;7;10;10;4;3;9;9;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;63
20151001;06BA;00;BS de Duizendpoot;6165TV;GELEEN;1883;Sittard-Geleen;Limburg;Bo;nvt;Openbaar;83280;0;57;51;38;55;41;42;37;41;15;0;0;0;0;0;0;0;0;0;0;0;0;0;377
20151001;06BB;00;OBS De Klokkebei;4851BG;ULVENHOUT; 758;Breda;Noord-Brabant;Bo;nvt;Openbaar;41869;0;40;34;47;42;40;34;36;41;6;0;0;0;0;0;0;0;0;0;0;0;0;0;320
20151001;06BC;00;Basisschool De Sieppe;6562XK;GROESBEEK; 241;Groesbeek;Gelderland;Bo;nvt;Openbaar;42486;0;18;27;32;21;24;32;21;35;5;0;0;0;0;0;0;0;0;0;0;0;0;0;215
20151001;06BD;00;De Cocon;4791KB;KLUNDERT;1709;Moerdijk;Noord-Brabant;Bo;nvt;Openbaar;41471;0;9;9;9;5;8;8;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;58
20151001;06BE;00;Willemsschool;2681TT;MONSTER;1783;Westland;Zuid-Holland;Bo;nvt;Openbaar;41455;0;31;24;32;23;27;25;22;22;3;0;0;0;0;0;0;0;0;0;0;0;0;0;209
20151001;06BG;00;Basisschool Het Landje;3012BA;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;nvt;Openbaar;41775;0;76;91;91;68;66;63;59;52;10;0;0;0;0;0;0;0;0;0;0;0;0;0;576
20151001;06BH;00;obs De Dijkwerkers;1693KT;WERVERSHOOF; 420;Medemblik;Noord-Holland;Bo;nvt;Openbaar;13662;0;7;3;9;5;7;11;10;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;64
20151001;06BM;00;obs De Piramide;1619VC;ANDIJK; 420;Medemblik;Noord-Holland;Bo;nvt;Openbaar;13662;0;10;18;18;9;7;16;10;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;110
20151001;06BO;00;Curtevenne-Basisschool;1241BG;KORTENHOEF;1696;Wijdemeren;Noord-Holland;Bo;nvt;Openbaar;41376;0;27;28;26;29;28;29;33;38;7;0;0;0;0;0;0;0;0;0;0;0;0;0;245
20151001;06BP;00;Basisschool De Molenberg;9861GJ;GROOTEGAST;  15;Grootegast;Groningen;Bo;nvt;Openbaar;41846;0;7;12;8;16;13;7;8;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;92
20151001;06BQ;00;OBS De Piramide;5262XE;VUGHT; 865;Vught;Noord-Brabant;Bo;nvt;Openbaar;41633;0;97;87;67;85;69;68;70;50;18;0;0;0;0;0;0;0;0;0;0;0;0;0;611
20151001;06BR;00;OBS De Anwende;7854PR;AALDEN; 109;Coevorden;Drenthe;Bo;nvt;Openbaar;41630;0;21;15;15;24;16;19;35;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;170
20151001;06BV;00;Sint Lambertusschool;5512AJ;VESSEM; 770;Eersel;Noord-Brabant;Bo;nvt;Rooms-Katholiek;77338;0;13;23;15;23;25;30;20;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178
20151001;06BX;00;D W v Dam v Brakelschool;5306GE;BRAKEL; 297;Zaltbommel;Gelderland;Bo;nvt;Openbaar;41633;0;7;9;15;13;9;14;7;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;84
20151001;06BY;00;Basisschool De Schakel;7681RG;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;nvt;Openbaar;41476;0;14;11;11;10;11;14;14;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;107
20151001;06CA;00;Basissch De Dubbelburg;2235BW;VALKENBURG ZH; 537;Katwijk;Zuid-Holland;Bo;nvt;Openbaar;41362;0;76;64;74;67;63;54;52;45;12;0;0;0;0;0;0;0;0;0;0;0;0;0;507
20151001;06CI;00;Basisschool St Walfridus;9781HM;BEDUM;   5;Bedum;Groningen;Bo;nvt;Rooms-Katholiek;45000;0;28;18;22;22;12;24;15;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;155
20151001;06CK;00;Basisschool Meander;6442AJ;BRUNSSUM; 899;Brunssum;Limburg;Bo;nvt;Algemeen bijzonder;41516;0;38;31;24;35;24;29;31;24;10;0;0;0;0;0;0;0;0;0;0;0;0;0;246
20151001;06CN;00;Oosterschool;9695AH;BELLINGWOLDE;   7;Bellingwedde;Groningen;Bo;nvt;Openbaar;41613;0;17;14;21;17;11;14;8;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;116
20151001;06CO;00;Basisschool De Regenboog;3621WS;BREUKELEN UT;1904;Stichtse Vecht;Utrecht;Bo;nvt;Openbaar;41844;0;26;20;25;28;22;42;43;31;10;0;0;0;0;0;0;0;0;0;0;0;0;0;247
20151001;06CP;00;Basisschool De Wegwijzer;7091CW;DINXPERLO; 197;Aalten;Gelderland;Bo;nvt;Openbaar;41501;0;14;13;12;17;13;11;13;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111
20151001;06CQ;00;Basisschool De Driepas;6101MJ;ECHT;1711;Echt-Susteren;Limburg;Bo;nvt;Openbaar;83280;0;29;32;25;32;31;31;33;20;12;4;0;0;0;0;0;0;0;0;0;0;0;0;249
20151001;06CS;00;De Wildschut;5126CK;GILZE; 784;Gilze en Rijen;Noord-Brabant;Bo;nvt;Openbaar;40971;0;49;45;33;37;39;45;42;31;25;2;0;0;0;0;0;0;0;0;0;0;0;0;348
20151001;06CT;00;OBS 't Palet;7141VG;GROENLO;1586;Oost Gelre;Gelderland;Bo;nvt;Openbaar;41413;0;2;3;3;4;7;10;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
20151001;06CU;00;OBS Delta;5384BS;HEESCH;1721;Bernheze;Noord-Brabant;Bo;nvt;Openbaar;13674;0;5;5;5;7;6;7;7;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;52
20151001;06CX;00;OBS De Bogerd;5328GW;ROSSUM GLD; 263;Maasdriel;Gelderland;Bo;nvt;Openbaar;41633;0;31;34;31;28;37;35;44;35;9;0;0;0;0;0;0;0;0;0;0;0;0;0;284
20151001;06CY;00;Basisschool De Kijckert;2291LC;WATERINGEN;1783;Westland;Zuid-Holland;Bo;nvt;Openbaar;41455;0;40;44;39;36;42;33;41;29;7;0;0;0;0;0;0;0;0;0;0;0;0;0;311
20151001;06CZ;00;Basisschool De Baayaert;4724DS;WOUW;1674;Roosendaal;Noord-Brabant;Bo;nvt;Openbaar;41471;0;29;23;28;15;26;22;25;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;192
20151001;06DD;00;OBS Mathenesse;9955VC;RASQUERT;  53;Winsum;Groningen;Bo;nvt;Openbaar;13683;0;9;12;8;16;20;7;9;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;98
20151001;06DE;00;Basisschool 'T Wold;3891CB;ZEEWOLDE;  50;Zeewolde;Flevoland;Bo;nvt;Openbaar;41520;0;32;35;36;33;33;41;45;43;7;0;0;0;0;0;0;0;0;0;0;0;0;0;305
20151001;06DF;00;Basisschool Het Hof;7131DR;LICHTENVOORDE;1586;Oost Gelre;Gelderland;Bo;nvt;Openbaar;41501;0;14;20;19;26;24;19;13;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;149
20151001;06DG;00;Obs De Noordkaap;9682PB;OOSTWOLD GEM OLDAMBT;1895;Oldambt;Groningen;Bo;nvt;Openbaar;41613;0;19;16;15;18;18;19;29;22;4;0;0;0;0;0;0;0;0;0;0;0;0;0;160
20151001;06DH;00;OBS De Telescoop;5343VC;OSS; 828;Oss;Noord-Brabant;Bo;nvt;Openbaar;13674;0;6;4;4;8;6;4;8;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;48
20151001;06DJ;00;Het Startblok;3255BN;OUDE-TONGE;1924;Goeree-Overflakkee;Zuid-Holland;Bo;nvt;Openbaar;41502;0;17;13;15;10;15;18;15;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;117
20151001;06DM;00;RK Bs De Berckacker;5508DJ;VELDHOVEN; 861;Veldhoven;Noord-Brabant;Bo;nvt;Rooms-Katholiek;77338;0;35;27;24;29;23;30;29;24;10;0;0;0;0;0;0;0;0;0;0;0;0;0;231
20151001;06DN;00;Ned Herv Basissch Bethel;2742EB;WADDINXVEEN; 627;Waddinxveen;Zuid-Holland;Bo;nvt;Reformatorisch;20243;0;37;37;28;27;29;27;23;24;5;0;0;0;0;0;0;0;0;0;0;0;0;0;237
20151001;06DO;00;Pieter v d Plas School;2291SK;WATERINGEN;1783;Westland;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41454;0;58;60;49;42;41;40;25;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341
20151001;06DV;00;Chr Basisschool De Bron;8091JJ;WEZEP; 269;Oldebroek;Gelderland;Bo;nvt;Protestants-Christelijk;41473;0;25;35;41;30;34;31;32;45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;274
20151001;06DW;00;Basisschool De Kiem;5384HL;HEESCH;1721;Bernheze;Noord-Brabant;Bo;nvt;Rooms-Katholiek;41228;0;14;12;12;19;13;23;14;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;126
20151001;06DX;00;Basisschool Ichthus;1396KJ;BAAMBRUGGE; 736;De Ronde Venen;Utrecht;Bo;nvt;Protestants-Christelijk;41138;0;15;10;14;19;11;10;13;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;102
20151001;06DY;00;Rehobothschool;3705PE;ZEIST; 355;Zeist;Utrecht;Bo;nvt;Reformatorisch;23064;0;18;11;18;10;11;9;8;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;103
20151001;06DZ;00;De Kerneel;6031HR;NEDERWEERT; 946;Nederweert;Limburg;Bo;nvt;Rooms-Katholiek;50819;0;48;39;37;32;32;23;33;35;8;0;0;0;0;0;0;0;0;0;0;0;0;0;287
20151001;06EA;00;DS J Bogermansch;4307BR;OOSTERLAND;1676;Schouwen-Duiveland;Zeeland;Bo;nvt;Reformatorisch;23545;0;15;13;23;20;9;25;14;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;135
20151001;06EB;00;Basisschool Rehoboth;9744CL;GRONINGEN;  14;Groningen;Groningen;Bo;nvt;Gereformeerd vrijgemaakt;42607;0;15;17;18;18;12;7;14;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;117
20151001;06EC;00;GBS De Princenhof;8931EG;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;nvt;Gereformeerd vrijgemaakt;42607;0;31;32;30;27;18;22;24;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;202
20151001;06ED;00;Basisschool De Wegwijzer;4451AK;HEINKENSZAND; 654;Borsele;Zeeland;Bo;nvt;Protestants-Christelijk;41582;0;10;11;23;13;13;8;15;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;105
20151001;06EE;00;H Faukelius Basisschool;4333EK;MIDDELBURG; 687;Middelburg;Zeeland;Bo;nvt;Reformatorisch;23805;0;33;38;32;36;33;21;29;29;3;0;0;0;0;0;0;0;0;0;0;0;0;0;254
20151001;06EF;00;CBS De Meidoorn;8091JX;WEZEP; 269;Oldebroek;Gelderland;Bo;nvt;Protestants-Christelijk;23948;0;15;24;22;23;18;26;16;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;158
20151001;06EH;00;Basisschool De Biekorf;4931BD;GEERTRUIDENBERG; 779;Geertruidenberg;Noord-Brabant;Bo;nvt;Algemeen bijzonder;41978;0;49;63;52;36;39;40;30;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;339
20151001;06EI;00;Chr Basisschool De Brug;5165NB;WASPIK; 867;Waalwijk;Noord-Brabant;Bo;nvt;Protestants-Christelijk;24065;0;10;8;10;12;14;17;16;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;98
20151001;06EJ;00;Koningsschool;5161ES;SPRANG-CAPELLE; 867;Waalwijk;Noord-Brabant;Bo;nvt;Protestants-Christelijk;24078;0;13;22;12;20;23;34;13;28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;168
20151001;06EK;00;Bs Dr R J Damschool;9982BC;UITHUIZERMEEDEN;1651;Eemsmond;Groningen;Bo;nvt;Gereformeerd vrijgemaakt;41025;0;17;23;22;18;17;26;25;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161
20151001;06EL;00;PC Basisschool De Ark;8375BJ;OLDEMARKT;1708;Steenwijkerland;Overijssel;Bo;nvt;Protestants-Christelijk;41270;0;18;13;23;16;16;12;19;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;129
