PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;CLUSTER;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEEFTIJD_JONGER;LEEFTIJD_4;LEEFTIJD_5;LEEFTIJD_6;LEEFTIJD_7;LEEFTIJD_8;LEEFTIJD_9;LEEFTIJD_10;LEEFTIJD_11;LEEFTIJD_12;LEEFTIJD_13;LEEFTIJD_14;LEEFTIJD_15;LEEFTIJD_16;LEEFTIJD_17;LEEFTIJD_18;LEEFTIJD_19;LEEFTIJD_20;LEEFTIJD_21;LEEFTIJD_22;LEEFTIJD_23;LEEFTIJD_24;LEEFTIJD_OUDER;TOTAAL
20161001;06TF;00;Basisschool Den Opstap;5094GA;LAGE MIERDE;1667;Reusel-De Mierden;Noord-Brabant;Bo;nvt;Rooms-Katholiek;44201;0;12;16;19;25;13;31;24;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;161
20161001;06TH;00;Basisschool St Lidwina;1685PD;ZWAAGDIJK-WEST; 420;Medemblik;Noord-Holland;Bo;nvt;Rooms-Katholiek;75375;0;4;6;3;10;2;3;3;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;39
20161001;06TK;00;RK Paulusschool;6987AD;GIESBEEK; 299;Zevenaar;Gelderland;Bo;nvt;Rooms-Katholiek;70644;0;25;24;27;21;38;32;28;32;2;0;0;0;0;0;0;0;0;0;0;0;0;0;229
20161001;06TL;00;Basisschool De Hoeksteen;1121XA;LANDSMEER; 415;Landsmeer;Noord-Holland;Bo;nvt;Protestants-Christelijk;41012;0;21;17;9;15;17;15;10;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;115
20161001;06TM;00;RK Basisschool St Jozef;1682NP;ZWAAGDIJK-OOST; 420;Medemblik;Noord-Holland;Bo;nvt;Rooms-Katholiek;75375;0;12;12;9;11;11;15;6;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95
20161001;06TN;00;Basisschool Esmoreit;8105AA;LUTTENBERG; 177;Raalte;Overijssel;Bo;nvt;Rooms-Katholiek;40894;0;15;25;21;27;19;25;36;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;201
20161001;06TO;00;Basisschool St Antonius;6942HL;DIDAM;1955;Montferland;Gelderland;Bo;nvt;Rooms-Katholiek;61284;0;2;12;9;8;10;9;14;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76
20161001;06TP;00;Sch M D Bijbel De Burcht;5308JW;AALST GLD; 297;Zaltbommel;Gelderland;Bo;nvt;Protestants-Christelijk;42658;0;13;18;18;13;10;13;20;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;121
20161001;06TR;00;Basisschool Willibrordus;7681JE;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;nvt;Rooms-Katholiek;68836;0;9;13;9;11;13;12;18;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;101
20161001;06TT;00;Vrijeschool De Zevenster;5403NA;UDEN; 856;Uden;Noord-Brabant;Bo;nvt;Antroposofisch;41246;0;19;23;27;17;19;17;11;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;142
20161001;06TU;00;Deventer Leerschool v Bo;7411HR;DEVENTER; 150;Deventer;Overijssel;Bo;nvt;Algemeen bijzonder;71242;0;20;35;25;26;28;24;33;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;217
20161001;06TX;00;De Kring;3443GZ;WOERDEN; 632;Woerden;Utrecht;Bo;nvt;Algemeen bijzonder;77975;0;19;16;22;18;16;24;15;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;148
20161001;06TY;00;Brede Basisschool De Fontein;6641KS;BEUNINGEN GLD; 209;Beuningen;Gelderland;Bo;nvt;Protestants-Christelijk;43487;0;9;9;11;11;14;8;12;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;94
20161001;06UB;00;Basisschool de Opbouw;8701AP;BOLSWARD;1900;S∑dwest-Frysl‘n;Friesland;Bo;nvt;Algemeen bijzonder;71463;0;11;12;16;10;12;10;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98
20161001;06UC;00;Vrije Sch de Zevenster;7576VX;OLDENZAAL; 173;Oldenzaal;Overijssel;Bo;nvt;Antroposofisch;77456;0;9;16;11;18;11;11;10;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;102
20161001;06UD;00;Nieuwe Regentesseschool;3581GL;UTRECHT; 344;Utrecht;Utrecht;Bo;nvt;Algemeen bijzonder;71502;0;36;28;31;27;28;25;24;26;6;0;0;0;0;0;0;0;0;0;0;0;0;0;231
20161001;06UE;00;School Md Bijbel Jorai;3474JL;ZEGVELD; 632;Woerden;Utrecht;Bo;nvt;Protestants-Christelijk;71515;0;24;13;17;20;16;17;23;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;153
20161001;06UF;00;Vrijeschool De Zwaneridder;6703BD;WAGENINGEN; 289;Wageningen;Gelderland;Bo;nvt;Antroposofisch;41246;0;24;20;26;18;20;19;15;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;166
20161001;06UG;00;Basisschool De Driehoek;5766PB;GRIENDTSVEEN;1507;Horst aan de Maas;Limburg;Bo;nvt;Rooms-Katholiek;47920;0;3;4;7;5;7;12;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
20161001;06UI;00;Basisschool De Hoeksteen;7081DP;GENDRINGEN;1509;Oude IJsselstreek;Gelderland;Bo;nvt;Protestants-Christelijk;41787;0;10;9;12;14;12;18;12;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;103
20161001;06UJ;00;SSBO Sint Maarten;3562CP;UTRECHT; 344;Utrecht;Utrecht;Sbo;nvt;Rooms-Katholiek;77195;0;2;8;9;12;11;13;19;20;16;1;0;0;0;0;0;0;0;0;0;0;0;0;111
20161001;06UJ;02;SSBO Sint Maarten;3452RN;VLEUTEN; 344;Utrecht;Utrecht;Sbo;nvt;Rooms-Katholiek;77195;0;2;5;6;23;27;26;32;37;15;0;0;0;0;0;0;0;0;0;0;0;0;0;173
20161001;06UK;00;Vrijeschool Peelland;5702NM;HELMOND; 794;Helmond;Noord-Brabant;Bo;nvt;Antroposofisch;41246;0;23;17;24;24;31;25;20;24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;192
20161001;06UL;00;Basisschool 't Stekske;5453JN;LANGENBOOM; 815;Mill en Sint Hubert;Noord-Brabant;Bo;nvt;Rooms-Katholiek;71749;0;17;18;20;21;22;32;26;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;182
20161001;06UN;00;Chr Bso De Walikker;8567LC;OUDEMIRDUM;1940;De Fryske Marren;Friesland;Bo;nvt;Protestants-Christelijk;41385;0;10;17;8;18;18;9;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105
20161001;06UQ;00;Leeuwenhartschool;3261BK;OUD-BEIJERLAND; 584;Oud-Beijerland;Zuid-Holland;Bo;nvt;Antroposofisch;61960;0;11;17;11;11;16;11;10;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100
20161001;06UR;00;Basisschool St Gertrudis;6454AM;JABEEK; 881;Onderbanken;Limburg;Bo;nvt;Rooms-Katholiek;41506;0;11;7;8;6;10;14;8;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;75
20161001;06UT;00;Vrije School Mareland;2316HA;LEIDEN; 546;Leiden;Zuid-Holland;Bo;nvt;Antroposofisch;41359;0;32;28;32;28;22;30;33;26;8;0;0;0;0;0;0;0;0;0;0;0;0;0;239
20161001;06UW;00;Willem De Zwijger;2587HZ;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Protestants-Christelijk;72100;0;56;57;57;54;55;58;54;54;3;0;0;0;0;0;0;0;0;0;0;0;0;0;448
20161001;06UX;00;BS Koningsbergerschool;7691CA;BERGENTHEIM; 160;Hardenberg;Overijssel;Bo;nvt;Protestants-Christelijk;40946;0;22;23;27;29;22;26;22;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;199
20161001;06UZ;00;Basisschool De Postiljon;3769EC;SOESTERBERG; 342;Soest;Utrecht;Bo;nvt;Protestants-Christelijk;41242;0;21;21;30;16;26;28;27;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184
20161001;06VA;00;Basissch St Lambertus;6627AS;MAASBOMMEL; 668;West Maas en Waal;Gelderland;Bo;nvt;Rooms-Katholiek;41340;0;16;9;10;8;9;18;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81
20161001;06VC;00;Basisschool St Bernardus;8375AJ;OLDEMARKT;1708;Steenwijkerland;Overijssel;Bo;nvt;Rooms-Katholiek;40888;0;6;9;8;7;11;17;12;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;89
20161001;06VD;00;De Hoeksteen;3257AR;OOLTGENSPLAAT;1924;Goeree-Overflakkee;Zuid-Holland;Bo;nvt;Protestants-Christelijk;72386;0;19;23;23;16;20;27;26;31;4;0;0;0;0;0;0;0;0;0;0;0;0;0;189
20161001;06VF;00;Sint Aloysiusschool;8121CW;OLST;1773;Olst-Wijhe;Overijssel;Bo;nvt;Rooms-Katholiek;40894;0;9;5;13;7;6;9;9;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70
20161001;06VJ;00;Bs Groen van Prinsterer;4694AZ;SCHERPENISSE; 716;Tholen;Zeeland;Bo;nvt;Reformatorisch;42724;0;22;25;21;19;23;18;18;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;171
20161001;06VL;00;Basisschool De Wiekslag;6921KC;DUIVEN; 226;Duiven;Gelderland;Bo;nvt;Protestants-Christelijk;61284;0;14;11;17;25;12;15;20;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;125
20161001;06VN;00;Jenaplanschool Gorkum;4207GG;GORINCHEM; 512;Gorinchem;Zuid-Holland;Bo;nvt;Algemeen bijzonder;72750;0;30;23;33;31;23;36;15;29;5;0;0;0;0;0;0;0;0;0;0;0;0;0;225
20161001;06VO;00;Bs De Vier Heemskinderen;5371LB;RAVENSTEIN; 828;Oss;Noord-Brabant;Bo;nvt;Rooms-Katholiek;48348;0;8;7;3;11;10;6;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65
20161001;06VP;00;Bs Rode Schouw;4661VE;HALSTEREN; 748;Bergen op Zoom;Noord-Brabant;Bo;nvt;Algemeen bijzonder;40980;0;12;14;22;15;27;16;12;36;5;0;0;0;0;0;0;0;0;0;0;0;0;0;159
20161001;06VS;00;Basisschool Jan Peters;6116BR;ROOSTEREN;1711;Echt-Susteren;Limburg;Bo;nvt;Rooms-Katholiek;83280;0;3;10;7;9;14;5;8;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;69
20161001;06VU;00;Basisschool de Ster;5563BC;WESTERHOVEN;1724;Bergeijk;Noord-Brabant;Bo;nvt;Rooms-Katholiek;31384;0;18;28;25;16;21;31;15;25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;182
20161001;06VV;00;RK Basisschool St Jan;5525AN;DUIZEL; 770;Eersel;Noord-Brabant;Bo;nvt;Rooms-Katholiek;44201;0;13;13;10;15;14;21;18;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123
20161001;06VW;00;Jenaplansch d Lindekring;5435XH;SINT AGATHA;1684;Cuijk;Noord-Brabant;Bo;nvt;Rooms-Katholiek;48348;0;4;4;3;6;7;7;9;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;50
20161001;06VX;00;Antonius School;5725AZ;HEUSDEN GEM ASTEN; 743;Asten;Noord-Brabant;Bo;nvt;Rooms-Katholiek;41223;0;22;20;15;20;16;20;28;26;3;0;0;0;0;0;0;0;0;0;0;0;0;0;170
20161001;06VY;00;BS de Tweesprong;6034SJ;NEDERWEERT-EIND; 946;Nederweert;Limburg;Bo;nvt;Rooms-Katholiek;50819;0;18;8;11;12;16;14;11;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100
20161001;06WB;00;RK Basissch De Oversteek;5298CB;LIEMPDE; 757;Boxtel;Noord-Brabant;Bo;nvt;Rooms-Katholiek;73556;0;48;49;43;64;63;72;64;52;9;0;0;0;0;0;0;0;0;0;0;0;0;0;464
20161001;06WC;00;Basisschool De Kring;5121CA;RIJEN; 784;Gilze en Rijen;Noord-Brabant;Bo;nvt;Algemeen bijzonder;40971;0;42;37;34;25;37;28;30;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;260
20161001;06WD;00;De Sprankel;5737CB;LIESHOUT;1659;Laarbeek;Noord-Brabant;Bo;nvt;Rooms-Katholiek;40557;0;35;39;35;29;31;32;23;26;2;0;0;0;0;0;0;0;0;0;0;0;0;0;252
20161001;06WF;00;Basisschool De Meulebeek;5807BJ;OOSTRUM LB; 984;Venray;Limburg;Bo;nvt;Rooms-Katholiek;44397;0;17;23;18;25;22;12;17;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;156
20161001;06WH;00;BS De Kleine Weide;5394AK;OIJEN; 828;Oss;Noord-Brabant;Bo;nvt;Rooms-Katholiek;41228;0;10;15;16;7;11;7;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
20161001;06WI;00;Basissch St Jan Baptist;5507LA;VELDHOVEN; 861;Veldhoven;Noord-Brabant;Bo;nvt;Rooms-Katholiek;77338;0;17;18;12;13;13;15;17;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;120
20161001;06WJ;00;Basisschool Heilig Hart;4725AG;WOUWSE PLANTAGE;1674;Roosendaal;Noord-Brabant;Bo;nvt;Rooms-Katholiek;74154;0;10;7;5;7;9;6;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59
20161001;06WL;00;Basisschool de Spoorzoeker;6466GG;KERKRADE; 928;Kerkrade;Limburg;Bo;nvt;Rooms-Katholiek;41516;0;45;50;44;52;47;55;38;50;5;0;0;0;0;0;0;0;0;0;0;0;0;0;386
20161001;06WM;00;Sint Jozef Basisschool;7165AK;RIETMOLEN;1859;Berkelland;Gelderland;Bo;nvt;Rooms-Katholiek;25351;0;11;15;6;16;20;10;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105
20161001;06WN;00;Basisschool Eben Haezer;4285TH;WOUDRICHEM; 874;Woudrichem;Noord-Brabant;Bo;nvt;Protestants-Christelijk;41239;0;28;27;25;21;30;31;30;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;214
20161001;06WO;00;Basisschool De Talententoren;6029PZ;STERKSEL;1658;Heeze-Leende;Noord-Brabant;Bo;nvt;Rooms-Katholiek;31384;0;14;16;13;16;12;14;18;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109
20161001;06WP;00;Basisschool Elckerlyc;6181BP;ELSLOO LB; 971;Stein;Limburg;Bo;nvt;Algemeen bijzonder;41516;0;8;7;8;11;7;9;12;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;74
20161001;06WS;00;Meester Gijbelsschool;5511AG;KNEGSEL; 770;Eersel;Noord-Brabant;Bo;nvt;Rooms-Katholiek;77338;0;10;13;7;12;9;11;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82
20161001;06WT;00;Basisschool Den Bijstere;5014HZ;TILBURG; 855;Tilburg;Noord-Brabant;Bo;nvt;Rooms-Katholiek;40971;0;31;36;26;36;41;29;26;34;6;0;0;0;0;0;0;0;0;0;0;0;0;0;265
20161001;06WU;00;Chr Basisschool De Ark;2636GC;SCHIPLUIDEN;1842;Midden-Delfland;Zuid-Holland;Bo;nvt;Protestants-Christelijk;83228;0;11;8;16;15;20;23;14;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;122
20161001;06WV;00;RK Bs Mariadonk;4735TA;ZEGGE; 840;Rucphen;Noord-Brabant;Bo;nvt;Rooms-Katholiek;31017;0;19;8;13;20;7;23;18;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;130
20161001;06WW;00;Basisschool Nuts Oost;6224JR;MAASTRICHT; 935;Maastricht;Limburg;Bo;nvt;Algemeen bijzonder;42669;0;23;29;27;29;19;31;22;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;203
20161001;06WX;00;Basisschool De Wegwijzer;2825BG;BERKENWOUDE;1931;Krimpenerwaard;Zuid-Holland;Bo;nvt;Reformatorisch;74609;0;20;23;27;20;26;14;17;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166
20161001;06WZ;00;RK BS De Linde;5367AA;MACHAREN; 828;Oss;Noord-Brabant;Bo;nvt;Rooms-Katholiek;48348;0;6;9;5;4;5;4;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;44
20161001;06XB;00;BS Akkerwinde;5434PD;VIANEN NB;1684;Cuijk;Noord-Brabant;Bo;nvt;Rooms-Katholiek;48348;0;5;13;11;13;13;7;11;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89
20161001;06XC;00;BS St Lambertus;5291AD;GEMONDE; 845;Sint-Michielsgestel;Noord-Brabant;Bo;nvt;Rooms-Katholiek;40848;0;16;15;28;21;38;25;35;26;6;0;0;0;0;0;0;0;0;0;0;0;0;0;210
20161001;06XD;00;Basisschool t Rendal;5715AM;LIEROP; 847;Someren;Noord-Brabant;Bo;nvt;Rooms-Katholiek;41223;0;21;13;15;13;17;16;20;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;135
20161001;06XE;00;Basisschool Sint Jozef;4568BH;NIEUW NAMEN; 677;Hulst;Zeeland;Bo;nvt;Rooms-Katholiek;40803;0;8;6;1;1;4;4;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37
20161001;06XF;00;Basisschool H Stefanus;6363BZ;WIJNANDSRADE; 951;Nuth;Limburg;Bo;nvt;Rooms-Katholiek;41506;0;12;10;14;9;12;12;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
20161001;06XI;00;Kbs De Werft;4824KA;BREDA; 758;Breda;Noord-Brabant;Bo;nvt;Rooms-Katholiek;41407;0;41;36;44;45;29;42;29;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;289
20161001;06XJ;00;Koningin Beatrix;3253BM;OUDDORP ZH;1924;Goeree-Overflakkee;Zuid-Holland;Bo;nvt;Protestants-Christelijk;75064;0;29;46;40;47;43;46;35;45;3;0;0;0;0;0;0;0;0;0;0;0;0;0;334
20161001;06XM;00;Basisschool St Antonius;5823AH;MAASHEES; 756;Boxmeer;Noord-Brabant;Bo;nvt;Rooms-Katholiek;43305;0;3;9;6;9;9;7;12;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;62
20161001;06XO;00;RK BS St Jozef;5363RA;VELP NB; 786;Grave;Noord-Brabant;Bo;nvt;Rooms-Katholiek;48348;0;13;20;11;17;17;16;12;20;2;1;0;0;0;0;0;0;0;0;0;0;0;0;129
20161001;06XP;00;KBS St. Anna;5124RM;MOLENSCHOT; 784;Gilze en Rijen;Noord-Brabant;Bo;nvt;Rooms-Katholiek;73191;0;11;7;7;8;5;6;4;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;65
20161001;06XQ;00;Dordtse Vrije School;3312NB;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;nvt;Antroposofisch;61960;0;33;29;29;25;30;22;17;24;13;0;0;0;0;0;0;0;0;0;0;0;0;0;222
20161001;06XR;00;Vrijeschoo De Driestroom;5215CK;'S-HERTOGENBOSCH; 796;'s-Hertogenbosch;Noord-Brabant;Bo;nvt;Antroposofisch;41246;0;38;31;27;30;31;21;24;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;225
20161001;06XU;00;Nicolaasschool;5341BR;OSS; 828;Oss;Noord-Brabant;Bo;nvt;Rooms-Katholiek;75388;0;60;62;58;51;44;49;52;30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;410
20161001;06XW;00;De Pandelaar;5421NK;GEMERT;1652;Gemert-Bakel;Noord-Brabant;Bo;nvt;Algemeen bijzonder;75688;0;25;24;27;21;34;26;30;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;214
20161001;06XX;00;De Bergpadschool;4364BZ;GRIJPSKERKE; 717;Veere;Zeeland;Bo;nvt;Protestants-Christelijk;40959;0;12;11;11;6;7;12;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77
20161001;06YA;00;Immanuelschool;3421KW;OUDEWATER; 589;Oudewater;Utrecht;Bo;nvt;Protestants-Christelijk;41194;0;18;27;21;15;28;24;24;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;179
20161001;06YB;00;Basisschool Cleijn Hasselt;5046LP;TILBURG; 855;Tilburg;Noord-Brabant;Bo;nvt;Rooms-Katholiek;48101;0;28;25;22;18;16;22;18;25;4;0;0;0;0;0;0;0;0;0;0;0;0;0;178
20161001;06YD;00;De Hoeksteen;7881CN;EMMER-COMPASCUUM; 114;Emmen;Drenthe;Bo;nvt;Rooms-Katholiek;45000;0;4;3;1;6;5;6;7;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;44
20161001;06YE;00;De Speelhoeve;6602WT;WIJCHEN; 296;Wijchen;Gelderland;Bo;nvt;Algemeen bijzonder;38001;0;43;69;54;46;64;65;37;40;3;0;0;0;0;0;0;0;0;0;0;0;0;0;421
20161001;06YF;00;Basisschool 't Holthuus;6852EG;HUISSEN;1705;Lingewaard;Gelderland;Bo;nvt;Algemeen bijzonder;41013;0;49;44;45;44;37;47;20;23;12;1;0;0;0;0;0;0;0;0;0;0;0;0;322
20161001;06YH;00;Bs De Tovertuin;6137XT;SITTARD;1883;Sittard-Geleen;Limburg;Bo;nvt;Rooms-Katholiek;83280;0;15;19;22;14;24;20;28;19;15;3;1;0;0;0;0;0;0;0;0;0;0;0;180
20161001;06YI;00;Basissch St Laurentius;6579AN;KEKERDOM;1945;Berg en Dal;Gelderland;Bo;nvt;Rooms-Katholiek;40814;0;11;2;9;7;7;5;7;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;58
20161001;06YJ;00;Vrije School Zeeland;4333DD;MIDDELBURG; 687;Middelburg;Zeeland;Bo;nvt;Antroposofisch;76585;0;33;26;29;22;29;21;31;30;6;0;0;0;0;0;0;0;0;0;0;0;0;0;227
20161001;06YK;00;Juliana v Stolbergschool;4421AA;KAPELLE; 678;Kapelle;Zeeland;Bo;nvt;Reformatorisch;42724;0;38;38;42;38;39;40;28;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;293
20161001;06YL;00;Basisschool De Ark;8311AZ;ESPEL; 171;Noordoostpolder;Flevoland;Bo;nvt;Samenwerking PC, RK;40662;0;18;14;16;11;11;13;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103
20161001;06YM;00;Eben Haezerschool;6721WP;BENNEKOM; 228;Ede;Gelderland;Bo;nvt;Reformatorisch;76663;0;21;28;24;29;22;28;24;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216
20161001;06YN;00;Basisschool St Bernardus;8162ET;EPE; 232;Epe;Gelderland;Bo;nvt;Rooms-Katholiek;76806;0;14;23;16;24;19;22;18;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;147
20161001;06YO;00;Basissch de Borgwal;6681DE;BEMMEL;1705;Lingewaard;Gelderland;Bo;nvt;Rooms-Katholiek;71956;0;21;33;23;27;32;24;26;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;208
20161001;06YP;00;Basisschool Bastion;7126BL;BREDEVOORT; 197;Aalten;Gelderland;Bo;nvt;Rooms-Katholiek;76910;0;18;13;9;26;18;24;25;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;155
20161001;06YQ;00;Basisschool Bernadette;6924AC;LOO GLD; 226;Duiven;Gelderland;Bo;nvt;Rooms-Katholiek;42148;0;10;13;10;9;11;9;14;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;85
20161001;06YR;00;Basisschool Immanuel;8341PD;STEENWIJKERWOLD;1708;Steenwijkerland;Overijssel;Bo;nvt;Protestants-Christelijk;41270;0;7;10;5;7;9;5;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63
20161001;06YT;00;Antonius Basissch;3772CC;BARNEVELD; 203;Barneveld;Gelderland;Bo;nvt;Rooms-Katholiek;31237;0;15;24;18;21;20;6;11;8;5;1;0;0;0;0;0;0;0;0;0;0;0;0;129
20161001;06YU;00;Basissch De Zeven Mijlen;7664XC;MANDERVEEN; 183;Tubbergen;Overijssel;Bo;nvt;Algemeen bijzonder;50949;0;4;5;5;9;7;9;8;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;58
20161001;06YV;00;RK Basisschool Roncalli;6613AH;BALGOIJ; 296;Wijchen;Gelderland;Bo;nvt;Rooms-Katholiek;38001;0;8;5;7;10;3;6;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
20161001;06YX;00;RK Basisschool De Korf;7328KM;APELDOORN; 200;Apeldoorn;Gelderland;Bo;nvt;Rooms-Katholiek;40950;0;12;15;16;19;18;19;25;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;141
20161001;06YY;00;Basisschool Don Bosco;8341PZ;STEENWIJKERWOLD;1708;Steenwijkerland;Overijssel;Bo;nvt;Rooms-Katholiek;40888;0;12;16;18;11;17;20;13;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;128
20161001;06YZ;00;KBS St. Jozef;8131DG;WIJHE;1773;Olst-Wijhe;Overijssel;Bo;nvt;Rooms-Katholiek;40894;0;8;18;14;15;17;13;18;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;119
20161001;06ZA;00;Basissch De Meeuwenberg;6665CL;DRIEL;1734;Overbetuwe;Gelderland;Bo;nvt;Protestants-Christelijk;41460;0;26;29;29;15;24;14;24;14;5;0;0;0;0;0;0;0;0;0;0;0;0;0;180
20161001;06ZB;00;RK Basissch De Octopus;6631CA;HORSSEN; 225;Druten;Gelderland;Bo;nvt;Rooms-Katholiek;41340;0;12;14;23;22;17;16;24;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;146
20161001;06ZC;00;Basissch De Reuzepas;6644EA;EWIJK; 209;Beuningen;Gelderland;Bo;nvt;Rooms-Katholiek;43487;0;27;41;27;27;20;27;32;26;3;0;0;0;0;0;0;0;0;0;0;0;0;0;230
20161001;06ZD;00;St Willibrordusschool;6917AM;SPIJK GLD; 196;Rijnwaarden;Gelderland;Bo;nvt;Rooms-Katholiek;77235;0;5;3;1;5;7;4;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
20161001;06ZF;00;RK BS De Kreeke;4554CP;WESTDORPE; 715;Terneuzen;Zeeland;Bo;nvt;Rooms-Katholiek;40803;0;13;12;16;12;13;8;10;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;98
20161001;06ZH;00;Chr Basissch Het Kompas;4041XJ;KESTEREN;1740;Neder-Betuwe;Gelderland;Bo;nvt;Protestants-Christelijk;41460;0;24;33;24;25;25;18;29;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;198
20161001;06ZK;00;Basisschool Vrije School;7608RN;ALMELO; 141;Almelo;Overijssel;Bo;nvt;Antroposofisch;77456;0;26;22;22;23;28;22;19;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192
20161001;06ZL;00;Basisschool't Mollenveld;7121KZ;AALTEN; 197;Aalten;Gelderland;Bo;nvt;Protestants-Christelijk;41787;0;4;4;4;13;10;5;10;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;60
